자치구코드,자치구명,법정동코드,법정동명,본번,부번,건물명,계약일,물건금액,건물면적,층,건축년도,건물용도,신고구분
11680,강남구,10100,역삼동,0757,0000,역삼래미안,20231231,182000,59.53,17,2005,아파트,중개거래
11680,강남구,10300,개포동,0012,0000,삼익대청아파트,20231231,162500,60,8,1992,아파트,중개거래
11680,강남구,11800,도곡동,0952,0000,대우디오빌,20231230,25700,25.89,12,2004,아파트,중개거래
11680,강남구,10400,청담동,0060,0000,삼성청담공원아파트,20231230,210000,107.22,11,1999,아파트,중개거래
11680,강남구,10600,대치동,1027,0000,래미안대치팰리스,20231230,323000,84.98,18,2015,아파트,중개거래
11680,강남구,10400,청담동,0060,0000,삼성청담공원아파트,20231230,210000,107.22,11,1999,아파트,중개거래
11680,강남구,10400,청담동,0069,0018,동양파라곤,20231229,545000,171.1,10,2006,아파트,중개거래
11680,강남구,10600,대치동,1016,0002,삼성3차,20231229,160000,84.78,8,2000,아파트,중개거래
11680,강남구,10100,역삼동,0754,0001,역삼푸르지오,20231229,238000,84.91,13,2006,아파트,중개거래
11680,강남구,11200,자곡동,0619,0000,강남자곡 힐스테이트,20231228,129000,84.39,13,2015,아파트,중개거래
11680,강남구,11200,자곡동,0619,0000,강남자곡 힐스테이트,20231228,95000,59.93,6,2015,아파트,중개거래
11680,강남구,10800,논현동,0058,0002,마일스디오빌,20231228,36500,36.29,10,2004,아파트,직거래
11680,강남구,10500,삼성동,0098,0011,삼부아그레빌,20231228,190000,97.67,12,2003,아파트,중개거래
11680,강남구,10300,개포동,0012,0000,성원대치2단지아파트,20231227,114000,39.53,12,1992,아파트,중개거래
11680,강남구,11500,수서동,0746,0000,까치마을,20231227,92500,39.6,3,1993,아파트,중개거래
11680,강남구,11200,자곡동,0619,0000,강남자곡 힐스테이트,20231227,95000,59.93,4,2015,아파트,중개거래
11680,강남구,11800,도곡동,0467,0019,현대비젼21,20231226,41000,32.65,12,1999,아파트,중개거래
11680,강남구,11800,도곡동,0467,0006,대림아크로빌,20231226,239000,146.75,24,1999,아파트,중개거래
11680,강남구,10600,대치동,1030,0000,대치르엘,20231226,265000,84.81,14,2021,아파트,중개거래
11680,강남구,11800,도곡동,0467,0006,대림아크로빌,20231226,239000,146.75,24,1999,아파트,중개거래
11680,강남구,11800,도곡동,0963,0000,럭키(963),20231226,238000,124.1,12,1995,아파트,중개거래
11680,강남구,10400,청담동,0116,0010,상지리츠빌9차,20231226,440000,200.88,4,2004,아파트,중개거래
11680,강남구,11100,세곡동,0533,0000,세곡푸르지오,20231225,140000,74.74,3,2012,아파트,중개거래
11680,강남구,11000,압구정동,0433,0000,신현대11차,20231223,390000,108.36,8,1983,아파트,중개거래
11680,강남구,10100,역삼동,0763,0016,래미안그레이튼,20231223,204500,70.98,3,2009,아파트,중개거래
11680,강남구,11800,도곡동,0467,0029,타워팰리스3,20231222,550000,185.622,68,2004,아파트,중개거래
11680,강남구,10400,청담동,0042,0000,삼성청담아파트,20231222,222000,114.83,8,1999,아파트,중개거래
11680,강남구,10600,대치동,1014,0003,대치삼성,20231222,271000,97.35,17,2000,아파트,중개거래
11680,강남구,10500,삼성동,0016,0002,삼성동힐스테이트 1단지,20231222,255000,84.5,3,2008,아파트,중개거래
11680,강남구,11800,도곡동,0465,0000,우성4,20231222,320000,126.46,8,1985,아파트,중개거래
11680,강남구,11800,도곡동,0467,0029,타워팰리스3,20231222,550000,185.62,68,2004,아파트,중개거래
11680,강남구,10800,논현동,0196,0000,거평프리젠,20231222,50000,42.4,5,1996,아파트,중개거래
11680,강남구,11500,수서동,0746,0000,까치마을,20231221,89000,39.6,11,1993,아파트,중개거래
11680,강남구,11400,일원동,0611,0001,디에이치자이개포,20231221,290000,84.94,26,2021,아파트,중개거래
11680,강남구,10600,대치동,1014,0003,대치삼성,20231221,260000,97.35,15,2000,아파트,중개거래
11680,강남구,10100,역삼동,0727,0002,대명벨리온,20231221,17000,17.68,3,2012,아파트,직거래
11680,강남구,10500,삼성동,0016,0002,삼성동힐스테이트 1단지,20231221,380000,114.46,9,2008,아파트,중개거래
11680,강남구,10800,논현동,0106,0000,펜트힐캐스케이드,20231221,148400,48.03,12,2023,아파트,직거래
11680,강남구,10300,개포동,0012,0000,성원대치2단지아파트,20231220,126000,49.86,2,1992,아파트,중개거래
11680,강남구,10600,대치동,0503,0000,개포우성1,20231220,345000,127.61,1,1983,아파트,중개거래
11680,강남구,11800,도곡동,0467,0019,현대비젼21,20231220,44800,35,18,1999,아파트,중개거래
11680,강남구,11500,수서동,0712,0000,수서한아름,20231219,200000,129.45,11,1993,아파트,중개거래
11680,강남구,10100,역삼동,0720,0025,대우디오빌,20231219,37500,39.13,12,2002,아파트,중개거래
11680,강남구,10500,삼성동,0002,0000,서광아파트,20231218,167000,59.67,16,1998,아파트,중개거래
11680,강남구,10300,개포동,0660,0001,디에이치 퍼스티어 아이파크,20231218,350297,96.96,20,0,아파트,중개거래
11680,강남구,10300,개포동,0660,0001,디에이치 퍼스티어 아이파크,20231218,220198,59.97,28,0,아파트,중개거래
11680,강남구,11200,자곡동,0611,0000,래미안강남힐즈,20231218,182000,91.96,8,2014,아파트,중개거래
11680,강남구,11000,압구정동,0462,0000,현대4차저층(51~56동),20231218,535000,117.91,3,1977,아파트,중개거래
11680,강남구,10500,삼성동,0029,0011,SM드림빌,20231218,46000,52.79,1,2003,아파트,직거래
11680,강남구,10300,개포동,1282,0000,개포래미안포레스트,20231218,192500,59.92,11,2020,아파트,중개거래
11680,강남구,10300,개포동,0660,0001,디에이치 퍼스티어 아이파크,20231218,132700,35,14,0,아파트,중개거래
11680,강남구,11000,압구정동,0490,0000,한양1차(영동한양),20231217,350000,78.05,2,1977,아파트,중개거래
11680,강남구,10400,청담동,0065,0000,진흥아파트,20231216,333500,145.69,9,1984,아파트,중개거래
11680,강남구,11400,일원동,0711,0000,수서,20231216,112000,59.96,6,1992,아파트,중개거래
11680,강남구,10400,청담동,0034,0013,청담스위트,20231215,23100,13.43,5,2015,아파트,중개거래
11680,강남구,11000,압구정동,0433,0000,신현대11차,20231215,627000,183.41,13,1983,아파트,중개거래
11680,강남구,10300,개포동,0012,0000,성원대치2단지아파트,20231214,95000,33.18,5,1992,아파트,중개거래
11680,강남구,11800,도곡동,0467,0019,현대비젼21,20231213,41800,32.65,23,1999,아파트,중개거래
11680,강남구,11800,도곡동,0963,0000,럭키(963),20231213,190000,84.97,14,1995,아파트,중개거래
11680,강남구,10100,역삼동,0824,0025,대우디오빌플러스,20231213,30900,34.41,11,2004,아파트,중개거래
11680,강남구,10600,대치동,0066,0000,"쌍용대치아파트1동,2동,3동,5동,6동",20231213,253500,83.56,8,1983,아파트,중개거래
11680,강남구,10600,대치동,0963,0000,대치푸르지오써밋,20231212,225000,59.98,7,2023,아파트,중개거래
11680,강남구,10300,개포동,0187,0000,개포주공5단지,20231212,190000,53.98,8,1983,아파트,중개거래
11680,강남구,11500,수서동,0795,0000,강남데시앙포레,20231212,163000,84.92,10,2014,아파트,중개거래
11680,강남구,10600,대치동,0511,0000,한보미도맨션2,20231212,270000,84.96,7,1985,아파트,중개거래
11680,강남구,10600,대치동,1027,0000,래미안대치팰리스,20231211,478500,114.14,17,2015,아파트,중개거래
11680,강남구,10500,삼성동,0087,0000,아이파크,20231211,720000,195.39,33,2004,아파트,중개거래
11680,강남구,10500,삼성동,0106,0000,풍림(1차),20231211,280000,113,12,1998,아파트,중개거래
11680,강남구,11500,수서동,0738,0000,동익,20231211,142000,84.46,14,1993,아파트,중개거래
11680,강남구,10800,논현동,0205,0002,논현동한화꿈에그린,20231210,102000,67.67,1,2005,아파트,중개거래
11680,강남구,11100,세곡동,0533,0000,세곡푸르지오,20231209,128000,74.74,4,2012,아파트,중개거래
11680,강남구,11500,수서동,0736,0000,신동아,20231209,113000,49.96,3,1992,아파트,중개거래
11680,강남구,10600,대치동,1014,0003,대치삼성,20231209,238000,97.35,1,2000,아파트,중개거래
11680,강남구,10300,개포동,0660,0001,디에이치 퍼스티어 아이파크,20231208,295000,85,28,0,아파트,중개거래
11680,강남구,11500,수서동,0736,0000,신동아,20231208,88000,33.18,8,1992,아파트,중개거래
11680,강남구,10500,삼성동,0050,0000,현대힐스테이트2단지,20231207,259300,84.24,13,2008,아파트,중개거래
11680,강남구,10300,개포동,0138,0000,디에이치아너힐즈,20231207,213300,59.87,10,2019,아파트,중개거래
11680,강남구,10300,개포동,0660,0001,디에이치 퍼스티어 아이파크,20231207,220000,59.97,26,0,아파트,중개거래
11680,강남구,10600,대치동,0963,0000,대치푸르지오써밋,20231206,175000,51.74,6,2023,아파트,중개거래
11680,강남구,10600,대치동,0963,0000,대치푸르지오써밋,20231206,175000,51.74,6,2023,아파트,중개거래
11680,강남구,11800,도곡동,0527,0000,도곡렉슬,20231206,215000,59.98,19,2006,아파트,중개거래
11680,강남구,10600,대치동,0316,0000,은마,20231206,240000,76.79,11,1979,아파트,중개거래
11680,강남구,10300,개포동,0012,0000,성원대치2단지아파트,20231206,103000,33.18,13,1992,아파트,중개거래
11680,강남구,10800,논현동,0221,0007,한양수자인어반게이트,20231206,19500,16.2,9,2013,아파트,중개거래
11680,강남구,11800,도곡동,0933,0000,도곡쌍용예가,20231205,192000,107.53,8,1978,아파트,중개거래
11680,강남구,10600,대치동,0891,0026,대우아이빌멤버스(891-26),20231205,34000,35.24,10,2003,아파트,직거래
11680,강남구,11000,압구정동,0456,0000,"현대6차(78~81,83,84,86,87동)",20231205,490000,144.7,12,1978,아파트,중개거래
11680,강남구,11000,압구정동,0426,0000,신현대9차,20231205,390000,111.38,3,1982,아파트,중개거래
11680,강남구,11400,일원동,0615,0000,우성7,20231205,182000,68.39,12,1987,아파트,중개거래
11680,강남구,11400,일원동,0615,0000,우성7,20231205,220000,83.69,13,1987,아파트,중개거래
11680,강남구,10300,개포동,0012,0000,성원대치2단지아파트,20231205,125000,49.86,12,1992,아파트,중개거래
11680,강남구,10500,삼성동,0016,0002,삼성동힐스테이트 1단지,20231205,322000,114.46,14,2008,아파트,중개거래
11680,강남구,11400,일원동,0719,0000,푸른마을아파트101동~111동,20231204,120000,59.76,2,1994,아파트,중개거래
11680,강남구,10400,청담동,0104,0019,씨티2차(201동),20231204,350000,133.95,11,1992,아파트,중개거래
11680,강남구,10500,삼성동,0117,0000,쌍용플래티넘,20231204,253000,154.77,15,2003,아파트,중개거래
11680,강남구,11400,일원동,0611,0001,디에이치자이개포,20231202,270000,84.73,27,2021,아파트,중개거래
11680,강남구,10800,논현동,0105,0004,한진로즈힐,20231202,135000,84.94,3,2004,아파트,중개거래
11680,강남구,11800,도곡동,0467,0000,타워팰리스1,20231202,433000,164.97,18,2002,아파트,중개거래
11680,강남구,10400,청담동,0032,0000,청담아르지움,20231202,49000,25.65,4,2015,아파트,중개거래
11680,강남구,10100,역삼동,0711,0003,역삼자이,20231202,250000,84.99,19,2016,아파트,중개거래
11680,강남구,10400,청담동,0054,0005,더갤러리파크,20231201,530000,163.91,5,2017,아파트,중개거래
11680,강남구,11000,압구정동,0481,0000,현대8차(성수현대:91~95동),20231201,515000,163.67,10,1980,아파트,중개거래
11680,강남구,10400,청담동,0030,0033,청담대림이-편한세상,20231201,240000,134.24,7,2002,아파트,중개거래
11680,강남구,11500,수서동,0712,0000,수서한아름,20231130,186000,129.45,4,1993,아파트,중개거래
11680,강남구,11400,일원동,0716,0000,목련타운,20231130,243000,134.71,2,1993,아파트,중개거래
11680,강남구,10800,논현동,0252,0001,두산위브1단지,20231130,176000,110.78,1,2004,아파트,중개거래
11680,강남구,11400,일원동,0734,0000,상록수,20231129,189000,74.54,3,1993,아파트,중개거래
11680,강남구,10300,개포동,0660,0001,디에이치 퍼스티어 아이파크,20231129,72896,35,4,0,아파트,직거래
11680,강남구,11500,수서동,0747,0000,삼성,20231129,161000,84.97,1,1997,아파트,중개거래
11680,강남구,10500,삼성동,0006,0000,현대아파트101동,20231129,145000,59.83,6,1999,아파트,중개거래
11680,강남구,11000,압구정동,0456,0000,"현대7차(73~77,82,85동)",20231129,500000,144.2,3,1979,아파트,중개거래
11680,강남구,11800,도곡동,0527,0000,도곡렉슬,20231129,372000,134.9,16,2006,아파트,중개거래
11680,강남구,10100,역삼동,0706,0011,우림루미아트1,20231128,21000,24,10,2003,아파트,중개거래
11680,강남구,10800,논현동,0105,0000,동현아파트1~6,20231128,305000,150.04,11,1985,아파트,중개거래
11680,강남구,11400,일원동,0741,0000,래미안 개포 루체하임,20231128,225000,71.65,10,2018,아파트,중개거래
11680,강남구,10600,대치동,0914,0008,대치타워,20231128,100000,81.24,3,2003,아파트,중개거래
11680,강남구,11800,도곡동,0970,0000,도곡3차아이파크,20231127,310000,181.38,7,2007,아파트,중개거래
11680,강남구,11400,일원동,0719,0000,푸른마을아파트101동~111동,20231127,165000,84.93,7,1994,아파트,중개거래
11680,강남구,10600,대치동,0316,0000,은마,20231127,238500,76.79,3,1979,아파트,중개거래
11680,강남구,10400,청담동,0127,0031,청담현대3차아파트,20231127,231000,85,9,1999,아파트,중개거래
11680,강남구,10300,개포동,1164,0014,새롬(1164-14),20231126,50000,57.93,2,2000,아파트,중개거래
11680,강남구,10100,역삼동,0706,0020,한화진넥스빌,20231125,42500,41.68,13,2001,아파트,중개거래
11680,강남구,10500,삼성동,0142,0016,한양립스,20231125,74300,38.25,8,2022,아파트,직거래
11680,강남구,11800,도곡동,0467,0006,대림아크로빌,20231125,288000,172.46,22,1999,아파트,중개거래
11680,강남구,10300,개포동,1280,0000,래미안블레스티지,20231125,448000,126.93,21,2019,아파트,중개거래
11680,강남구,10600,대치동,0503,0000,개포우성1,20231125,375000,127.61,6,1983,아파트,중개거래
11680,강남구,11800,도곡동,0467,0017,타워팰리스2,20231124,315000,115.63,25,2003,아파트,중개거래
11680,강남구,11800,도곡동,0467,0017,타워팰리스2,20231124,315000,115.63,25,2003,아파트,중개거래
11680,강남구,10100,역삼동,0711,0003,역삼자이,20231124,199000,60,21,2016,아파트,중개거래
11680,강남구,11800,도곡동,0467,0017,타워팰리스2,20231124,315000,115.63,25,2003,아파트,중개거래
11680,강남구,10100,역삼동,0823,0007,강남역우정에쉐르,20231123,21800,17.23,10,2004,아파트,중개거래
11680,강남구,10500,삼성동,0087,0000,아이파크,20231123,599000,145.05,38,2004,아파트,중개거래
11680,강남구,10400,청담동,0060,0000,삼성청담공원아파트,20231123,178000,84.96,9,1999,아파트,중개거래
11680,강남구,10400,청담동,0060,0000,삼성청담공원아파트,20231123,178000,84.96,9,1999,아파트,중개거래
11680,강남구,11800,도곡동,0467,0006,대림아크로빌,20231123,220500,130.55,22,1999,아파트,중개거래
11680,강남구,11000,압구정동,0443,0000,현대3차(61~64동),20231123,390000,82.5,7,1976,아파트,중개거래
11680,강남구,11500,수서동,0736,0000,신동아,20231122,109000,39.53,7,1992,아파트,중개거래
11680,강남구,10300,개포동,0651,0001,개포더샵트리에,20231122,220000,108.09,7,2021,아파트,중개거래
11680,강남구,10300,개포동,0138,0000,디에이치아너힐즈,20231122,159500,49.4,5,2019,아파트,중개거래
11680,강남구,10500,삼성동,0048,0000,한일,20231122,170000,80.29,6,2001,아파트,중개거래
11680,강남구,11300,율현동,0365,0000,강남한신휴플러스6단지,20231121,108000,59.98,9,2015,아파트,중개거래
11680,강남구,10600,대치동,0506,0000,선경2차(8동-12동),20231121,450000,160.76,13,1985,아파트,중개거래
11680,강남구,11800,도곡동,0091,0005,삼성래미안,20231121,279000,122.81,19,2001,아파트,중개거래
11680,강남구,11300,율현동,0365,0000,강남한신휴플러스6단지,20231121,108000,59.98,9,2015,아파트,중개거래
11680,강남구,11100,세곡동,0533,0000,세곡푸르지오,20231121,116000,59.89,4,2012,아파트,중개거래
11680,강남구,10100,역삼동,0706,0024,진넥스빌2,20231121,26000,29.44,9,2003,아파트,중개거래
11680,강남구,11400,일원동,0711,0000,수서,20231120,79100,59.94,11,1992,아파트,중개거래
11680,강남구,11500,수서동,0795,0000,강남데시앙포레,20231119,157000,84.81,2,2014,아파트,중개거래
11680,강남구,11800,도곡동,0895,0008,한신엠비씨,20231118,187000,84.74,8,1988,아파트,중개거래
11680,강남구,10400,청담동,0023,0000,현대아파트,20231118,184000,84.78,10,1988,아파트,중개거래
11680,강남구,11200,자곡동,0619,0000,강남자곡 힐스테이트,20231118,90000,59.93,7,2015,아파트,중개거래
11680,강남구,10600,대치동,0670,0000,동부센트레빌,20231118,430000,121.74,16,2005,아파트,중개거래
11680,강남구,11400,일원동,0611,0001,디에이치자이개포,20231118,190000,84.94,33,2021,아파트,직거래
11680,강남구,11100,세곡동,0533,0000,세곡푸르지오,20231117,135000,84.84,7,2012,아파트,중개거래
11680,강남구,11400,일원동,0741,0000,래미안 개포 루체하임,20231117,187500,59.99,1,2018,아파트,중개거래
11680,강남구,10100,역삼동,0706,0020,한화진넥스빌,20231117,37000,41.68,18,2001,아파트,중개거래
11680,강남구,10600,대치동,1014,0003,대치삼성,20231116,120000,59.88,3,2000,아파트,중개거래
11680,강남구,10300,개포동,0138,0000,디에이치아너힐즈,20231116,295000,84.36,23,2019,아파트,중개거래
11680,강남구,10600,대치동,0065,0000,쌍용대치2,20231116,303000,120.76,3,1983,아파트,중개거래
11680,강남구,10600,대치동,0066,0000,"쌍용대치아파트1동,2동,3동,5동,6동",20231116,320000,128.03,4,1983,아파트,중개거래
11680,강남구,10300,개포동,0649,0000,경남1,20231115,231000,123.28,11,1984,아파트,직거래
11680,강남구,10500,삼성동,0189,0000,래미안라클래시,20231115,381000,101.98,18,2021,아파트,중개거래
11680,강남구,10300,개포동,0660,0001,디에이치 퍼스티어 아이파크,20231115,142205,59.97,9,0,아파트,직거래
11680,강남구,10100,역삼동,0720,0025,대우디오빌,20231115,32500,30.03,10,2002,아파트,직거래
11680,강남구,10400,청담동,0028,0020,청담4차이-편한세상,20231115,204250,84.57,5,2011,아파트,중개거래
11680,강남구,10400,청담동,0034,0013,청담스위트,20231113,20500,13.43,3,2015,아파트,중개거래
11680,강남구,11800,도곡동,0467,0000,타워팰리스1,20231113,495000,164.97,31,2002,아파트,중개거래
11680,강남구,10300,개포동,0185,0000,개포주공6단지,20231113,263000,83.21,6,1983,아파트,중개거래
11680,강남구,11500,수서동,0746,0000,까치마을,20231113,90000,39.6,7,1993,아파트,중개거래
11680,강남구,11500,수서동,0746,0000,까치마을,20231113,118500,49.5,6,1993,아파트,중개거래
11680,강남구,11800,도곡동,0467,0000,타워팰리스1,20231113,495000,164.97,31,2002,아파트,중개거래
11680,강남구,10300,개포동,0185,0000,개포주공7단지,20231113,228500,73.26,6,1983,아파트,중개거래
11680,강남구,10100,역삼동,0796,0029,강남서해그랑블,20231113,90000,71.26,6,2012,아파트,중개거래
11680,강남구,11000,압구정동,0397,0000,미성2차,20231113,290000,74.4,11,1987,아파트,중개거래
11680,강남구,11500,수서동,0712,0000,수서한아름,20231113,228000,163.68,11,1993,아파트,중개거래
11680,강남구,11400,일원동,0711,0000,수서,20231113,100000,49.68,4,1992,아파트,중개거래
11680,강남구,11400,일원동,0711,0000,수서,20231113,86000,39.98,4,1992,아파트,중개거래
11680,강남구,11500,수서동,0746,0000,까치마을,20231111,95000,39.6,12,1993,아파트,중개거래
11680,강남구,11800,도곡동,0527,0000,도곡렉슬,20231111,283700,85,4,2006,아파트,중개거래
11680,강남구,11500,수서동,0712,0000,수서한아름,20231111,229000,163.68,11,1993,아파트,중개거래
11680,강남구,11500,수서동,0708,0000,삼익,20231111,119000,49.2,8,1992,아파트,중개거래
11680,강남구,11800,도곡동,0467,0000,타워팰리스1,20231111,375000,137.24,42,2002,아파트,중개거래
11680,강남구,11500,수서동,0736,0000,신동아,20231111,100500,39.51,4,1992,아파트,중개거래
11680,강남구,11000,압구정동,0490,0000,한양1차(영동한양),20231110,250000,49.98,7,1977,아파트,중개거래
11680,강남구,10300,개포동,0660,0001,디에이치 퍼스티어 아이파크,20231110,295000,85,12,0,아파트,중개거래
11680,강남구,10400,청담동,0134,0038,청담자이,20231110,307000,82.37,25,2011,아파트,중개거래
11680,강남구,10600,대치동,0316,0000,은마,20231110,278000,84.43,9,1979,아파트,중개거래
11680,강남구,11800,도곡동,0091,0005,삼성래미안,20231110,290000,122.81,13,2001,아파트,중개거래
11680,강남구,10600,대치동,0316,0000,은마,20231109,237000,76.79,1,1979,아파트,중개거래
11680,강남구,10500,삼성동,0002,0000,서광아파트,20231109,199000,84.93,16,1998,아파트,중개거래
11680,강남구,10300,개포동,0660,0001,디에이치 퍼스티어 아이파크,20231109,280198,85,4,0,아파트,중개거래
11680,강남구,10600,대치동,0888,0000,대치아이파크,20231109,228000,59.96,15,2008,아파트,중개거래
11680,강남구,10100,역삼동,0720,0025,대우디오빌,20231109,46000,36.96,18,2002,아파트,중개거래
11680,강남구,10600,대치동,0891,0026,대우아이빌멤버스(891-26),20231108,33500,35.24,10,2003,아파트,중개거래
11680,강남구,11400,일원동,0615,0000,우성7,20231108,192000,83.69,1,1987,아파트,중개거래
11680,강남구,11500,수서동,0795,0000,강남데시앙포레,20231108,173000,84.92,12,2014,아파트,중개거래
11680,강남구,10300,개포동,0189,0000,개포자이프레지던스,20231107,216000,59.98,12,2023,아파트,중개거래
11680,강남구,10600,대치동,0891,0006,테헤란로대우아이빌(891-6),20231107,88000,59.83,5,2004,아파트,중개거래
11680,강남구,10300,개포동,0012,0000,삼익대청아파트,20231107,113000,39.53,12,1992,아파트,중개거래
11680,강남구,10300,개포동,0660,0001,디에이치 퍼스티어 아이파크,20231107,270149,85,20,0,아파트,중개거래
11680,강남구,10600,대치동,1029,0000,대치SKVIEW,20231107,280000,84.39,13,2017,아파트,중개거래
11680,강남구,10100,역삼동,0720,0025,대우디오빌,20231107,31500,30.03,7,2002,아파트,중개거래
11680,강남구,11000,압구정동,0397,0000,미성2차,20231106,300000,74.4,15,1987,아파트,중개거래
11680,강남구,10100,역삼동,0716,0000,동부센트레빌,20231106,164500,59.97,6,1998,아파트,중개거래
11680,강남구,11400,일원동,0711,0000,수서,20231106,110000,52.29,11,1992,아파트,중개거래
11680,강남구,11400,일원동,0615,0001,개포한신,20231106,195000,107.6,3,1984,아파트,중개거래
11680,강남구,10600,대치동,0891,0023,대우아이빌명문가(891-23),20231105,34500,34.2,10,2004,아파트,중개거래
11680,강남구,10300,개포동,0660,0001,디에이치 퍼스티어 아이파크,20231104,285000,85,22,0,아파트,중개거래
11680,강남구,11400,일원동,0611,0001,디에이치자이개포,20231104,219700,63.76,25,2021,아파트,중개거래
11680,강남구,10100,역삼동,0763,0016,래미안그레이튼,20231104,210000,70.98,14,2009,아파트,중개거래
11680,강남구,10600,대치동,1014,0003,대치삼성,20231104,170000,59.88,22,2000,아파트,중개거래
11680,강남구,11200,자곡동,0686,0000,강남한양수자인(4단지),20231104,165000,101.51,6,2014,아파트,중개거래
11680,강남구,11800,도곡동,0527,0000,도곡렉슬,20231103,328000,119.89,11,2006,아파트,중개거래
11680,강남구,11800,도곡동,0933,0000,도곡쌍용예가,20231103,140000,107.53,11,1978,아파트,중개거래
11680,강남구,11200,자곡동,0602,0000,강남자곡아이파크,20231103,122000,59.96,7,2014,아파트,중개거래
11680,강남구,10600,대치동,1027,0000,래미안대치팰리스,20231102,330000,84.98,3,2015,아파트,중개거래
11680,강남구,10400,청담동,0044,0021,청담3차이-편한세상(301동),20231102,162000,84.97,2,2007,아파트,중개거래
11680,강남구,10400,청담동,0054,0005,더갤러리파크,20231101,500000,180.58,6,2017,아파트,중개거래
11680,강남구,10600,대치동,0974,0000,대치현대,20231101,277000,114.59,13,1999,아파트,중개거래
11680,강남구,11100,세곡동,0516,0000,세곡리엔파크(3단지),20231101,103000,84.96,1,2011,아파트,직거래
11680,강남구,10500,삼성동,0142,0003,LG선릉에클라트(B),20231101,38700,36.35,13,2004,아파트,중개거래
11680,강남구,10100,역삼동,0709,0005,테헤란아이파크,20231101,319000,92.62,14,2014,아파트,중개거래
11680,강남구,11000,압구정동,0489,0000,한양3,20231101,420000,117.26,3,1978,아파트,중개거래
11680,강남구,10600,대치동,0902,0000,포스코더샵,20231101,311000,139.54,13,2004,아파트,중개거래
11680,강남구,10100,역삼동,0709,0005,테헤란아이파크,20231101,319000,92.62,14,2014,아파트,중개거래
11680,강남구,10800,논현동,0022,0000,신동아(22),20231031,199000,114.34,7,1997,아파트,중개거래
11680,강남구,10300,개포동,0660,0001,디에이치 퍼스티어 아이파크,20231031,235569,59.97,10,0,아파트,중개거래
11680,강남구,10300,개포동,0660,0001,디에이치 퍼스티어 아이파크,20231031,235569,59.97,10,0,아파트,중개거래
11680,강남구,10100,역삼동,0824,0025,대우디오빌플러스,20231030,45500,43.99,11,2004,아파트,중개거래
11680,강남구,10600,대치동,1031,0000,대치더클래스,20231030,170000,79.52,3,2022,아파트,중개거래
11680,강남구,10600,대치동,0888,0000,대치아이파크,20231030,290000,84.93,14,2008,아파트,중개거래
11680,강남구,10300,개포동,0660,0001,디에이치 퍼스티어 아이파크,20231030,380429,96.96,31,0,아파트,중개거래
11680,강남구,11800,도곡동,0467,0007,아카데미스위트1,20231029,157000,83,28,2004,아파트,중개거래
11680,강남구,10500,삼성동,0002,0000,서광아파트,20231028,170000,59.67,16,1998,아파트,중개거래
11680,강남구,11800,도곡동,0952,0000,대우디오빌,20231028,26000,25.89,10,2004,아파트,중개거래
11680,강남구,10600,대치동,0670,0000,동부센트레빌,20231028,535000,161.47,17,2005,아파트,중개거래
11680,강남구,10500,삼성동,0004,0006,삼성동한솔아파트,20231026,175000,109.51,10,1998,아파트,직거래
11680,강남구,11800,도곡동,0963,0000,럭키(963),20231026,184000,84.97,1,1995,아파트,중개거래
11680,강남구,11800,도곡동,0963,0000,럭키(963),20231026,198000,84.97,10,1995,아파트,중개거래
11680,강남구,11400,일원동,0734,0000,상록수,20231025,190000,74.54,3,1993,아파트,중개거래
11680,강남구,11400,일원동,0611,0001,디에이치자이개포,20231025,224500,63.76,10,2021,아파트,중개거래
11680,강남구,10300,개포동,1282,0000,개포래미안포레스트,20231025,189800,59.92,11,2020,아파트,중개거래
11680,강남구,11200,자곡동,0619,0000,강남자곡 힐스테이트,20231025,97500,59.93,11,2015,아파트,중개거래
11680,강남구,10100,역삼동,0902,0000,강남센트럴아이파크,20231024,437000,125.46,20,2022,아파트,중개거래
11680,강남구,10500,삼성동,0007,0003,래미안삼성2차,20231024,246500,84.92,17,2007,아파트,중개거래
11680,강남구,11400,일원동,0716,0000,목련타운,20231024,227500,99.79,9,1993,아파트,중개거래
11680,강남구,10500,삼성동,0011,0000,롯데캐슬프레미어,20231024,330000,121.93,11,2007,아파트,중개거래
11680,강남구,10500,삼성동,0014,0001,삼성동중앙하이츠빌리지,20231023,238000,84.87,6,2004,아파트,중개거래
11680,강남구,10600,대치동,0506,0000,선경1차(1동-7동),20231023,367500,117.7,6,1983,아파트,중개거래
11680,강남구,11500,수서동,0708,0000,삼익,20231023,148500,60,11,1992,아파트,중개거래
11680,강남구,10600,대치동,0316,0000,은마,20231023,243000,76.79,14,1979,아파트,중개거래
11680,강남구,10600,대치동,0670,0000,동부센트레빌,20231022,430000,121.74,14,2005,아파트,중개거래
11680,강남구,11500,수서동,0746,0000,까치마을,20231021,93000,39.6,11,1993,아파트,중개거래
11680,강남구,11800,도곡동,0467,0000,타워팰리스1,20231021,433000,164.97,18,2002,아파트,중개거래
11680,강남구,11200,자곡동,0686,0000,강남한양수자인(4단지),20231021,126500,59.99,2,2014,아파트,중개거래
11680,강남구,10600,대치동,0316,0000,은마,20231021,239500,76.79,13,1979,아파트,중개거래
11680,강남구,10100,역삼동,0902,0000,강남센트럴아이파크,20231021,291000,84.99,11,2022,아파트,중개거래
