자치구코드,자치구명,법정동코드,법정동명,본번,부번,건물명,계약일,물건금액,건물면적,층,건축년도,건물용도,신고구분
11680,강남구,10100,역삼동,0757,0000,역삼래미안,20250305,250000,59.4,9,2005,아파트,중개거래
11680,강남구,10100,역삼동,0757,0000,역삼래미안,20250305,226000,59.4,14,2005,아파트,중개거래
11680,강남구,11800,도곡동,0895,0008,한신엠비씨,20250305,260000,117.57,9,1988,아파트,중개거래
11680,강남구,10600,대치동,0985,0000,래미안대치하이스턴,20250305,319000,110.39,6,1989,아파트,중개거래
11680,강남구,10300,개포동,0654,0000,현대2,20250305,395000,165.08,4,1986,아파트,중개거래
11680,강남구,11000,압구정동,0369,0001,"현대2차(10,11,20,23,24,25동)",20250305,940000,198.41,11,1976,아파트,중개거래
11680,강남구,10100,역삼동,0836,0000,한스빌(836),20250305,41000,41.95,11,1996,아파트,중개거래
11680,강남구,10800,논현동,0022,0000,신동아(22),20250305,180000,84.52,6,1997,아파트,중개거래
11680,강남구,11800,도곡동,0964,0000,현대그린1,20250305,175000,84.93,11,2006,아파트,중개거래
11680,강남구,11400,일원동,0716,0000,목련타운,20250304,250000,99.79,7,1993,아파트,중개거래
11680,강남구,10100,역삼동,0828,0028,EGSoulLeader,20250304,22500,17.19,9,2012,아파트,중개거래
11680,강남구,11800,도곡동,0467,0000,타워팰리스1,20250304,580000,174.67,28,2002,아파트,중개거래
11680,강남구,10400,청담동,0134,0038,청담자이,20250304,250000,49.639,29,2011,아파트,중개거래
11680,강남구,10400,청담동,0033,0000,청담동삼성1차(101동),20250304,190000,84.57,19,1997,아파트,중개거래
11680,강남구,10400,청담동,0033,0000,청담동삼성1차(101동),20250304,190000,84.3,6,1997,아파트,중개거래
11680,강남구,11400,일원동,0735,0000,가람,20250304,238000,75.16,2,1993,아파트,중개거래
11680,강남구,11500,수서동,0795,0000,강남데시앙포레,20250304,191000,84.92,5,2014,아파트,중개거래
11680,강남구,11500,수서동,0795,0000,강남데시앙포레,20250304,173000,84.96,4,2014,아파트,중개거래
11680,강남구,10100,역삼동,0902,0000,강남센트럴아이파크,20250304,335000,84.99,27,2022,아파트,중개거래
11680,강남구,11200,자곡동,0619,0000,강남자곡 힐스테이트,20250304,120000,84.39,5,2015,아파트,중개거래
11680,강남구,11200,자곡동,0602,0000,강남자곡아이파크,20250304,173000,84.92,8,2014,아파트,중개거래
11680,강남구,11200,자곡동,0602,0000,강남자곡아이파크,20250304,175000,84.96,7,2014,아파트,중개거래
11680,강남구,11200,자곡동,0602,0000,강남자곡아이파크,20250304,159000,84.96,2,2014,아파트,중개거래
11680,강남구,11200,자곡동,0686,0000,강남한양수자인(4단지),20250304,160000,84.99,8,2014,아파트,중개거래
11680,강남구,10300,개포동,1282,0000,개포래미안포레스트,20250304,270000,74.66,15,2020,아파트,중개거래
11680,강남구,10300,개포동,1282,0000,개포래미안포레스트,20250304,290000,84.86,5,2020,아파트,중개거래
11680,강남구,11400,일원동,0615,0001,개포한신,20250304,197000,82.3,7,1984,아파트,중개거래
11680,강남구,10800,논현동,0106,0000,펜트힐캐스케이드,20250304,133729,43.04,4,0,아파트,중개거래
11680,강남구,10300,개포동,1281,0000,디에이치아너힐즈,20250304,422000,94.287,33,2019,아파트,중개거래
11680,강남구,10800,논현동,0105,0000,동현아파트1~6,20250304,233000,84.92,8,1985,아파트,중개거래
11680,강남구,11800,도곡동,0966,0000,매봉삼성,20250304,171500,84.95,4,1999,아파트,중개거래
11680,강남구,11400,일원동,0741,0000,래미안 개포 루체하임,20250304,355000,121.71,16,2018,아파트,중개거래
11680,강남구,10600,대치동,0511,0000,한보미도맨션2,20250304,400000,126.33,14,1985,아파트,중개거래
11680,강남구,10600,대치동,0511,0000,한보미도맨션2,20250304,340000,84.96,4,1985,아파트,중개거래
11680,강남구,10800,논현동,0022,0000,신동아(22),20250304,200000,114.34,9,1997,아파트,중개거래
11680,강남구,11800,도곡동,0527,0000,도곡렉슬,20250304,420000,134.902,4,2006,아파트,중개거래
11680,강남구,11800,도곡동,0527,0000,도곡렉슬,20250304,345000,84.998,5,2006,아파트,중개거래
11680,강남구,11400,일원동,0719,0000,푸른마을아파트101동~111동,20250304,164000,59.76,13,1994,아파트,중개거래
11680,강남구,10500,삼성동,0004,0003,푸른솔아파트1동,20250304,185000,84.9,1,1996,아파트,중개거래
11680,강남구,11000,압구정동,0455,0000,"현대5차(71,72동)",20250304,510000,82.23,7,1977,아파트,중개거래
11680,강남구,10600,대치동,1030,0000,대치르엘,20250304,265000,59.954,1,2021,아파트,중개거래
11680,강남구,10800,논현동,0022,0000,신동아(22),20250304,200000,114.34,9,1997,아파트,중개거래
11680,강남구,10300,개포동,0012,0000,성원대치2단지아파트,20250304,134000,39.53,11,1992,아파트,중개거래
11680,강남구,10800,논현동,0022,0000,신동아(22),20250304,184000,84.52,8,1997,아파트,중개거래
11680,강남구,10100,역삼동,0765,0032,역삼2차아이파크,20250303,194000,59.368,2,2008,아파트,중개거래
11680,강남구,10100,역삼동,0754,0001,역삼푸르지오,20250303,231500,59.884,12,2006,아파트,중개거래
11680,강남구,10100,역삼동,0835,0067,금호어울림,20250303,194000,133.77,2,2003,아파트,중개거래
11680,강남구,10600,대치동,0893,0000,롯데캐슬,20250303,296000,123.04,11,2002,아파트,중개거래
11680,강남구,10600,대치동,0893,0000,롯데캐슬,20250303,249000,107.91,5,2002,아파트,중개거래
11680,강남구,11800,도곡동,0963,0000,럭키(963),20250303,215000,84.97,5,1995,아파트,중개거래
11680,강남구,11800,도곡동,0963,0000,럭키(963),20250303,260000,124.1,5,1995,아파트,중개거래
11680,강남구,10300,개포동,0654,0000,현대2,20250303,280000,84.81,2,1986,아파트,중개거래
11680,강남구,10300,개포동,0012,0000,성원대치2단지아파트,20250303,102000,33.18,2,1992,아파트,중개거래
11680,강남구,11400,일원동,0743,0000,디에이치자이개포,20250303,340000,84.73,23,2021,아파트,중개거래
11680,강남구,11200,자곡동,0611,0000,래미안강남힐즈,20250303,206000,101.94,15,2014,아파트,중개거래
11680,강남구,11100,세곡동,0533,0000,세곡푸르지오,20250303,162000,84.83,9,2012,아파트,중개거래
11680,강남구,11200,자곡동,0602,0000,강남자곡아이파크,20250303,155500,74.97,7,2014,아파트,중개거래
11680,강남구,11400,일원동,0741,0000,래미안 개포 루체하임,20250303,249500,59.99,18,2018,아파트,중개거래
11680,강남구,11800,도곡동,0464,0000,한신(개포),20250303,230000,52.73,1,1985,아파트,중개거래
11680,강남구,10300,개포동,0654,0000,현대2,20250303,280000,84.81,2,1986,아파트,중개거래
11680,강남구,10400,청담동,0130,0010,뉴현대리버빌,20250303,230000,163.48,4,1996,아파트,중개거래
11680,강남구,10100,역삼동,0828,0028,EGSoulLeader,20250303,21000,19.37,4,2012,아파트,중개거래
11680,강남구,10500,삼성동,0050,0000,현대힐스테이트2단지,20250303,160000,40.763,3,2008,아파트,중개거래
11680,강남구,11500,수서동,0747,0000,삼성,20250303,204500,84.97,14,1997,아파트,중개거래
11680,강남구,10300,개포동,1282,0000,개포래미안포레스트,20250303,245000,59.92,18,2020,아파트,중개거래
11680,강남구,11500,수서동,0708,0000,삼익,20250303,215000,84.48,5,1992,아파트,중개거래
11680,강남구,10300,개포동,1282,0000,개포래미안포레스트,20250303,295000,84.86,9,2020,아파트,중개거래
11680,강남구,10300,개포동,0187,0000,개포주공5단지,20250303,285000,61.19,6,1983,아파트,중개거래
11680,강남구,11500,수서동,0708,0000,삼익,20250303,144500,49.2,1,1992,아파트,중개거래
11680,강남구,10600,대치동,0503,0000,개포우성1,20250303,445000,127.61,8,1983,아파트,중개거래
11680,강남구,11200,자곡동,0602,0000,강남자곡아이파크,20250303,155500,74.97,7,2014,아파트,중개거래
11680,강남구,11200,자곡동,0619,0000,강남자곡 힐스테이트,20250303,107500,59.93,8,2015,아파트,중개거래
11680,강남구,11800,도곡동,0961,0000,현대아파트1동~3동,20250302,142000,84.96,4,1994,아파트,직거래
11680,강남구,11800,도곡동,0527,0000,도곡렉슬,20250301,223000,59.977,3,2006,아파트,중개거래
11680,강남구,10300,개포동,0187,0000,개포주공5단지,20250301,282000,61.19,4,1983,아파트,중개거래
11680,강남구,10300,개포동,1280,0000,래미안블레스티지,20250301,330000,84.94,28,2019,아파트,중개거래
11680,강남구,11400,일원동,0743,0000,디에이치자이개포,20250301,337000,84.94,32,2021,아파트,중개거래
11680,강남구,11800,도곡동,0934,0010,도곡우성아파트,20250301,205000,84.83,5,1986,아파트,중개거래
11680,강남구,11400,일원동,0719,0000,푸른마을아파트101동~111동,20250301,162000,59.76,10,1994,아파트,중개거래
11680,강남구,10600,대치동,1030,0000,대치르엘,20250301,268000,59.997,4,2021,아파트,중개거래
11680,강남구,10300,개포동,1282,0000,개포래미안포레스트,20250301,297000,84.83,9,2020,아파트,중개거래
11680,강남구,10300,개포동,0651,0001,개포더샵트리에,20250301,276000,105.806,5,2021,아파트,중개거래
11680,강남구,11800,도곡동,0967,0000,경남,20250301,167000,59.76,7,2005,아파트,중개거래
11680,강남구,11400,일원동,0615,0001,개포한신,20250301,198500,82.3,12,1984,아파트,중개거래
11680,강남구,11400,일원동,0718,0000,샘터마을,20250301,235000,101.97,2,1994,아파트,중개거래
11680,강남구,10300,개포동,0189,0000,개포자이프레지던스,20250301,274000,59.98,9,2023,아파트,중개거래
11680,강남구,11500,수서동,0746,0000,까치마을,20250301,102000,39.6,11,1993,아파트,중개거래
11680,강남구,10100,역삼동,0757,0000,역삼래미안,20250301,230000,59.53,7,2005,아파트,중개거래
11680,강남구,10100,역삼동,0754,0001,역삼푸르지오,20250301,232000,59.884,3,2006,아파트,중개거래
11680,강남구,11200,자곡동,0602,0000,강남자곡아이파크,20250301,149500,74.89,1,2014,아파트,중개거래
11680,강남구,10600,대치동,0316,0000,은마,20250301,320000,84.43,8,1979,아파트,중개거래
11680,강남구,11400,일원동,0716,0000,목련타운,20250301,279000,134.71,3,1993,아파트,중개거래
11680,강남구,11100,세곡동,0579,0000,강남엘에이치1단지,20250301,123800,59.89,1,2013,아파트,중개거래
11680,강남구,11800,도곡동,0965,0000,중명하니빌,20250301,43000,34.11,4,1997,아파트,중개거래
11680,강남구,11200,자곡동,0602,0000,강남자곡아이파크,20250301,150000,74.97,4,2014,아파트,중개거래
11680,강남구,11200,자곡동,0686,0000,강남한양수자인(4단지),20250301,183500,114.46,4,2014,아파트,중개거래
11680,강남구,10100,역삼동,0755,0004,e-편한세상,20250301,305000,84.991,15,2005,아파트,중개거래
11680,강남구,11400,일원동,0716,0000,목련타운,20250301,279000,134.71,3,1993,아파트,중개거래
11680,강남구,10800,논현동,0022,0000,신동아(22),20250301,170000,84.52,13,1997,아파트,중개거래
11680,강남구,10800,논현동,0022,0000,신동아(22),20250301,88500,35.73,7,1997,아파트,중개거래
11680,강남구,10800,논현동,0105,0000,동현아파트1~6,20250301,215000,84.92,2,1985,아파트,중개거래
11680,강남구,10300,개포동,1280,0000,래미안블레스티지,20250301,330000,84.94,28,2019,아파트,중개거래
11680,강남구,11400,일원동,0743,0000,디에이치자이개포,20250301,337000,84.94,32,2021,아파트,중개거래
11680,강남구,10300,개포동,1281,0000,디에이치아너힐즈,20250301,318000,84.355,2,2019,아파트,중개거래
11680,강남구,10300,개포동,1281,0000,디에이치아너힐즈,20250301,309000,76.17,22,2019,아파트,중개거래
11680,강남구,11400,일원동,0719,0000,푸른마을아파트101동~111동,20250301,197000,84.93,2,1994,아파트,중개거래
11680,강남구,11400,일원동,0711,0000,수서,20250301,128000,59.94,12,1992,아파트,중개거래
11680,강남구,11400,일원동,0711,0000,수서,20250301,135000,59.96,6,1992,아파트,중개거래
11680,강남구,10100,역삼동,0762,0003,래미안그레이튼(진달래2차),20250301,319000,105.89,12,2010,아파트,중개거래
11680,강남구,10600,대치동,1027,0000,래미안대치팰리스,20250301,407500,84.97,9,2015,아파트,중개거래
11680,강남구,10600,대치동,1027,0000,래미안대치팰리스,20250301,480000,94.49,15,2015,아파트,중개거래
11680,강남구,10500,삼성동,0011,0000,롯데캐슬프레미어,20250228,330000,121.931,1,2007,아파트,중개거래
11680,강남구,11400,일원동,0716,0000,목련타운,20250228,302500,134.71,14,1993,아파트,중개거래
11680,강남구,10300,개포동,1280,0000,래미안블레스티지,20250228,410000,113.732,35,2019,아파트,중개거래
11680,강남구,10300,개포동,1280,0000,래미안블레스티지,20250228,255000,59.967,16,2019,아파트,직거래
11680,강남구,10300,개포동,1280,0000,래미안블레스티지,20250228,260000,59.888,5,2019,아파트,중개거래
11680,강남구,10100,역삼동,0762,0003,래미안그레이튼(진달래2차),20250228,319000,105.89,20,2010,아파트,중개거래
11680,강남구,10100,역삼동,0762,0003,래미안그레이튼(진달래2차),20250228,319000,105.89,24,2010,아파트,중개거래
11680,강남구,10600,대치동,1030,0000,대치르엘,20250228,267000,59.997,5,2021,아파트,중개거래
11680,강남구,10600,대치동,0888,0000,대치아이파크,20250228,328000,84.95,2,2008,아파트,중개거래
11680,강남구,10300,개포동,0176,0002,대치푸르지오발라드,20250228,91086,35.109,4,2024,아파트,직거래
11680,강남구,10600,대치동,0974,0000,대치현대,20250228,200000,59.82,6,1999,아파트,중개거래
11680,강남구,11800,도곡동,0527,0000,도곡렉슬,20250228,365000,120.823,10,2006,아파트,중개거래
11680,강남구,10300,개포동,1282,0000,개포래미안포레스트,20250228,389000,112.73,13,2020,아파트,중개거래
11680,강남구,10800,논현동,0105,0000,동현아파트1~6,20250228,219000,84.92,2,1985,아파트,중개거래
11680,강남구,10300,개포동,0177,0000,현대아파트3,20250228,405000,163.85,4,1986,아파트,중개거래
11680,강남구,11800,도곡동,0961,0000,현대아파트1동~3동,20250228,170000,84.96,2,1994,아파트,중개거래
11680,강남구,10400,청담동,0023,0000,현대아파트,20250228,200000,84.78,8,1988,아파트,중개거래
11680,강남구,10300,개포동,0660,0001,디에이치 퍼스티어 아이파크,20250228,447500,112.854,12,0,아파트,중개거래
11680,강남구,11000,압구정동,0369,0001,"현대2차(10,11,20,23,24,25동)",20250228,710000,160.28,3,1976,아파트,중개거래
11680,강남구,11000,압구정동,0369,0001,"현대2차(10,11,20,23,24,25동)",20250228,730000,160.28,15,1976,아파트,중개거래
11680,강남구,11400,일원동,0731,0000,한솔마을,20250228,200000,84.73,2,1994,아파트,직거래
11680,강남구,10500,삼성동,0106,0000,풍림(1차),20250228,260000,84.78,9,1998,아파트,중개거래
11680,강남구,11400,일원동,0719,0000,푸른마을아파트101동~111동,20250228,163000,59.76,2,1994,아파트,중개거래
11680,강남구,10100,역삼동,0709,0005,테헤란아이파크,20250228,295000,92.623,6,2014,아파트,중개거래
11680,강남구,10400,청담동,0028,0020,청담4차이-편한세상,20250228,318000,136.41,10,2011,아파트,중개거래
11680,강남구,11800,도곡동,0973,0000,도곡월드메르디앙아파트,20250228,137500,63.32,4,2023,아파트,중개거래
11680,강남구,10300,개포동,1282,0000,개포래미안포레스트,20250228,389000,112.73,13,2020,아파트,중개거래
11680,강남구,10300,개포동,1282,0000,개포래미안포레스트,20250228,240000,59.92,6,2020,아파트,중개거래
11680,강남구,11200,자곡동,0686,0000,강남한양수자인(4단지),20250228,159000,84.89,5,2014,아파트,중개거래
11680,강남구,10100,역삼동,0755,0004,e-편한세상,20250228,240500,59.606,9,2005,아파트,중개거래
11680,강남구,11400,일원동,0719,0000,푸른마을아파트101동~111동,20250228,163000,59.76,2,1994,아파트,중개거래
11680,강남구,11500,수서동,0736,0000,신동아,20250228,122000,39.51,7,1992,아파트,중개거래
11680,강남구,10800,논현동,0046,0003,요진보네르,20250228,130000,125.07,2,2003,아파트,직거래
11680,강남구,10300,개포동,0179,0000,우성8,20250228,230000,79.61,6,1987,아파트,중개거래
11680,강남구,11400,일원동,0719,0000,푸른마을아파트101동~111동,20250228,163000,59.76,2,1994,아파트,중개거래
11680,강남구,11800,도곡동,0091,0005,삼성래미안,20250228,275000,84.89,8,2001,아파트,중개거래
11680,강남구,11400,일원동,0718,0000,샘터마을,20250228,270000,134.438,3,1994,아파트,중개거래
11680,강남구,10300,개포동,0012,0000,삼익대청아파트,20250228,155000,51.12,7,1992,아파트,중개거래
11680,강남구,11500,수서동,0747,0000,삼성,20250228,202000,84.97,3,1997,아파트,중개거래
11680,강남구,10300,개포동,0012,0000,성원대치2단지아파트,20250228,120000,39.53,3,1992,아파트,중개거래
11680,강남구,11400,일원동,0718,0000,샘터마을,20250228,250000,101.97,13,1994,아파트,중개거래
11680,강남구,11000,압구정동,0486,0000,한양4,20250227,500000,101.09,7,1978,아파트,중개거래
11680,강남구,11800,도곡동,0467,0017,타워팰리스2,20250227,470000,156.5,38,2003,아파트,중개거래
11680,강남구,10300,개포동,1280,0000,래미안블레스티지,20250227,310000,84.95,15,2019,아파트,중개거래
11680,강남구,10500,삼성동,0011,0000,롯데캐슬프레미어,20250227,310000,84.484,16,2007,아파트,중개거래
11680,강남구,11000,압구정동,0484,0000,한양6,20250227,595000,154.12,11,1980,아파트,중개거래
11680,강남구,11400,일원동,0743,0000,디에이치자이개포,20250227,313700,76.48,8,2021,아파트,중개거래
11680,강남구,11000,압구정동,0489,0000,한양3,20250227,520000,116.94,13,1978,아파트,중개거래
11680,강남구,10400,청담동,0134,0038,청담자이,20250227,400000,90.197,30,2011,아파트,중개거래
11680,강남구,10500,삼성동,0106,0000,풍림(1차),20250227,142000,59.7,10,1998,아파트,직거래
11680,강남구,11800,도곡동,0967,0000,경남,20250227,204000,84.94,3,2005,아파트,중개거래
11680,강남구,11500,수서동,0708,0000,삼익,20250227,175000,60,6,1992,아파트,중개거래
11680,강남구,11500,수서동,0746,0000,까치마을,20250227,91000,34.44,8,1993,아파트,중개거래
11680,강남구,11800,도곡동,0967,0000,경남,20250227,204000,84.94,3,2005,아파트,중개거래
11680,강남구,10600,대치동,0316,0000,은마,20250227,285000,76.79,3,1979,아파트,중개거래
11680,강남구,11800,도곡동,0527,0000,도곡렉슬,20250227,281000,59.981,18,2006,아파트,중개거래
11680,강남구,10100,역삼동,0757,0000,역삼래미안,20250227,210000,59.4,1,2005,아파트,중개거래
11680,강남구,11200,자곡동,0686,0000,강남한양수자인(4단지),20250227,149000,59.97,3,2014,아파트,중개거래
11680,강남구,11500,수서동,0712,0000,수서한아름,20250227,204000,97.63,11,1993,아파트,중개거래
11680,강남구,11200,자곡동,0686,0000,강남한양수자인(4단지),20250227,165000,84.99,5,2014,아파트,중개거래
11680,강남구,10600,대치동,0503,0000,개포우성1,20250227,343000,84.81,4,1983,아파트,중개거래
11680,강남구,11800,도곡동,0967,0000,경남,20250227,204000,84.94,3,2005,아파트,중개거래
11680,강남구,10700,신사동,0632,0000,압구정하이츠파크,20250227,700000,213.05,16,2004,아파트,중개거래
11680,강남구,10300,개포동,1282,0000,개포래미안포레스트,20250227,295000,84.83,19,2020,아파트,중개거래
11680,강남구,11200,자곡동,0619,0000,강남자곡 힐스테이트,20250227,113000,74.8,3,2015,아파트,중개거래
11680,강남구,10300,개포동,0658,0001,개포6차우성아파트1동~8동,20250227,220000,79.97,3,1987,아파트,중개거래
11680,강남구,10100,역삼동,0757,0000,역삼래미안,20250227,210000,59.4,1,2005,아파트,중개거래
11680,강남구,10100,역삼동,0795,0041,역삼동월드메르디앙,20250227,147500,84.53,8,2005,아파트,중개거래
11680,강남구,10300,개포동,0185,0000,개포주공6단지,20250227,253000,53.06,6,1983,아파트,중개거래
11680,강남구,11200,자곡동,0619,0000,강남자곡 힐스테이트,20250227,113000,74.8,3,2015,아파트,중개거래
11680,강남구,11400,일원동,0711,0000,수서,20250227,114500,49.68,15,1992,아파트,중개거래
11680,강남구,11500,수서동,0712,0000,수서한아름,20250227,136000,97.63,3,1993,아파트,직거래
11680,강남구,11500,수서동,0746,0000,까치마을,20250226,104500,39.6,14,1993,아파트,중개거래
11680,강남구,11500,수서동,0746,0000,까치마을,20250226,132000,49.5,2,1993,아파트,중개거래
11680,강남구,10300,개포동,1280,0000,래미안블레스티지,20250226,254000,59.837,15,2019,아파트,중개거래
11680,강남구,11800,도곡동,0464,0000,한신(개포),20250226,300000,83.86,5,1985,아파트,중개거래
11680,강남구,11400,일원동,0741,0000,래미안 개포 루체하임,20250226,240000,59.98,17,2018,아파트,중개거래
11680,강남구,10300,개포동,0660,0001,디에이치 퍼스티어 아이파크,20250226,545000,132.992,32,0,아파트,중개거래
11680,강남구,10100,역삼동,0762,0003,래미안그레이튼(진달래2차),20250226,289000,84.81,9,2010,아파트,중개거래
11680,강남구,10100,역삼동,0709,0005,테헤란아이파크,20250226,280000,80.199,22,2014,아파트,중개거래
11680,강남구,11000,압구정동,0455,0000,"현대5차(71,72동)",20250226,495000,82.23,11,1977,아파트,중개거래
11680,강남구,11800,도곡동,0467,0029,타워팰리스3,20250226,398000,141.381,18,2004,아파트,중개거래
11680,강남구,11400,일원동,0718,0000,샘터마을,20250226,253000,101.97,13,1994,아파트,중개거래
11680,강남구,10600,대치동,0500,0000,개포우성2,20250226,440000,127.78,13,1984,아파트,중개거래
11680,강남구,10300,개포동,0651,0001,개포더샵트리에,20250226,273000,108.201,4,2021,아파트,중개거래
11680,강남구,10100,역삼동,0716,0003,개나리SK뷰,20250226,400000,127.27,15,2012,아파트,중개거래
11680,강남구,10400,청담동,0034,0013,청담스위트,20250226,21200,13.425,3,2015,아파트,중개거래
11680,강남구,11500,수서동,0799,0000,강남 더샵 포레스트,20250226,264000,114.485,2,2016,아파트,중개거래
11680,강남구,10500,삼성동,0016,0002,삼성동힐스테이트 1단지,20250226,305000,84.236,22,2008,아파트,중개거래
11680,강남구,10300,개포동,0179,0000,우성8,20250226,224000,79.61,3,1987,아파트,중개거래
11680,강남구,10500,삼성동,0016,0002,삼성동힐스테이트 1단지,20250225,300000,84.236,7,2008,아파트,중개거래
11680,강남구,11000,압구정동,0369,0001,"현대2차(10,11,20,23,24,25동)",20250225,940000,198.41,12,1976,아파트,중개거래
11680,강남구,11000,압구정동,0443,0000,현대3차(61~64동),20250225,440000,82.5,4,1976,아파트,중개거래
11680,강남구,11000,압구정동,0397,0000,미성2차,20250225,357000,74.4,2,1987,아파트,중개거래
11680,강남구,10400,청담동,0060,0000,삼성청담공원아파트,20250225,260000,107.22,10,1999,아파트,중개거래
11680,강남구,11800,도곡동,0967,0000,경남,20250225,164000,59.76,17,2005,아파트,중개거래
11680,강남구,11400,일원동,0735,0000,가람,20250225,258000,84.95,2,1993,아파트,중개거래
11680,강남구,10100,역삼동,0755,0004,e-편한세상,20250225,300000,84.991,8,2005,아파트,중개거래
11680,강남구,10100,역삼동,0755,0004,e-편한세상,20250225,299500,84.991,12,2005,아파트,중개거래
11680,강남구,10100,역삼동,0711,0003,역삼자이,20250225,300000,84.481,15,2016,아파트,중개거래
11680,강남구,10700,신사동,0659,0000,압구정대원칸타빌아파트,20250225,160000,84.85,1,2001,아파트,중개거래
11680,강남구,10300,개포동,1282,0000,개포래미안포레스트,20250225,345000,102.32,14,2020,아파트,중개거래
11680,강남구,11400,일원동,0615,0001,개포한신,20250225,190000,82.3,3,1984,아파트,중개거래
11680,강남구,10600,대치동,0511,0000,한보미도맨션2,20250225,490000,159.15,5,1985,아파트,중개거래
11680,강남구,11500,수서동,0746,0000,까치마을,20250225,98000,39.6,3,1993,아파트,중개거래
11680,강남구,11400,일원동,0615,0001,개포한신,20250225,190000,82.3,3,1984,아파트,중개거래
11680,강남구,10100,역삼동,0900,0000,시티프라디움더강남101동,20250225,140000,59.93,11,2021,아파트,중개거래
11680,강남구,10300,개포동,0012,0000,삼익대청아파트,20250225,175000,60,7,1992,아파트,중개거래
11680,강남구,11500,수서동,0736,0000,신동아,20250225,137500,49.96,14,1992,아파트,중개거래
11680,강남구,10300,개포동,1281,0000,디에이치아너힐즈,20250225,260000,59.747,13,2019,아파트,중개거래
11680,강남구,11500,수서동,0738,0000,동익,20250225,170000,84.46,14,1993,아파트,중개거래
11680,강남구,10100,역삼동,0709,0005,테헤란아이파크,20250225,254000,70.833,19,2014,아파트,중개거래
11680,강남구,10400,청담동,0030,0033,청담대림이-편한세상,20250225,220000,81.84,4,2002,아파트,중개거래
11680,강남구,10500,삼성동,0189,0000,래미안라클래시,20250225,475000,101.98,12,2021,아파트,중개거래
11680,강남구,10400,청담동,0134,0038,청담자이,20250225,400000,82.365,19,2011,아파트,중개거래
11680,강남구,10600,대치동,0511,0000,한보미도맨션2,20250225,490000,159.15,5,1985,아파트,중개거래
11680,강남구,10800,논현동,0105,0004,한진로즈힐,20250225,165000,84.94,4,2004,아파트,중개거래
11680,강남구,11800,도곡동,0527,0000,도곡렉슬,20250224,350000,84.998,9,2006,아파트,중개거래
11680,강남구,10300,개포동,0187,0000,개포주공5단지,20250224,275000,61.19,5,1983,아파트,중개거래
11680,강남구,11800,도곡동,0467,0000,타워팰리스1,20250224,413000,137.24,17,2002,아파트,중개거래
11680,강남구,10400,청담동,0134,0038,청담자이,20250224,248000,49.593,22,2011,아파트,중개거래
11680,강남구,10600,대치동,1014,0003,대치삼성,20250224,221000,84.58,23,2000,아파트,중개거래
11680,강남구,11800,도곡동,0467,0000,타워팰리스1,20250224,413000,137.24,17,2002,아파트,중개거래
11680,강남구,10500,삼성동,0011,0000,롯데캐슬프레미어,20250224,372000,121.931,12,2007,아파트,중개거래
11680,강남구,10500,삼성동,0011,0000,롯데캐슬프레미어,20250224,384500,121.931,7,2007,아파트,중개거래
11680,강남구,10100,역삼동,0757,0000,역삼래미안,20250224,230000,59.4,11,2005,아파트,중개거래
11680,강남구,11500,수서동,0746,0000,까치마을,20250224,103000,39.6,9,1993,아파트,중개거래
11680,강남구,10500,삼성동,0098,0011,삼부아그레빌,20250224,180000,84.755,11,2003,아파트,중개거래
11680,강남구,11200,자곡동,0602,0000,강남자곡아이파크,20250224,137500,59.96,5,2014,아파트,중개거래
11680,강남구,10400,청담동,0129,0007,빌폴라리스,20250224,530000,166.01,16,2009,아파트,중개거래
11680,강남구,11100,세곡동,0579,0000,강남엘에이치1단지,20250224,120000,59.99,1,2013,아파트,중개거래
11680,강남구,11000,압구정동,0447,0000,"현대14차(203,204,205,206동)",20250224,500000,84.98,5,1987,아파트,중개거래
11680,강남구,11000,압구정동,0369,0001,"현대2차(10,11,20,23,24,25동)",20250224,900000,198.41,15,1976,아파트,중개거래
11680,강남구,10500,삼성동,0011,0000,롯데캐슬프레미어,20250224,372000,121.931,12,2007,아파트,중개거래
11680,강남구,10100,역삼동,0763,0016,래미안그레이튼,20250224,256000,84.97,1,2009,아파트,중개거래
11680,강남구,11100,세곡동,0533,0000,세곡푸르지오,20250224,140000,74.74,6,2012,아파트,중개거래
11680,강남구,10300,개포동,1280,0000,래미안블레스티지,20250224,260000,59.837,15,2019,아파트,중개거래
11680,강남구,10300,개포동,1280,0000,래미안블레스티지,20250224,320000,84.94,24,2019,아파트,중개거래
11680,강남구,10800,논현동,0105,0000,동현아파트1~6,20250223,225000,84.92,11,1985,아파트,중개거래
11680,강남구,10100,역삼동,0763,0016,래미안그레이튼,20250223,254500,70.98,14,2009,아파트,중개거래
11680,강남구,10300,개포동,1280,0000,래미안블레스티지,20250223,320000,84.95,33,2019,아파트,중개거래
11680,강남구,10100,역삼동,0762,0003,래미안그레이튼(진달래2차),20250223,345000,121.54,31,2010,아파트,중개거래
11680,강남구,11400,일원동,0742,0000,디에이치포레센트,20250223,278000,84.94,7,2021,아파트,중개거래
11680,강남구,11800,도곡동,0963,0000,럭키(963),20250223,268000,124.1,14,1995,아파트,중개거래
11680,강남구,10300,개포동,1280,0000,래미안블레스티지,20250223,250000,59.888,5,2019,아파트,중개거래
11680,강남구,11800,도곡동,0967,0000,경남,20250223,165000,59.76,20,2005,아파트,중개거래
