기준_년분기_코드,행정동_코드,행정동_코드_명,당월_매출_금액,당월_매출_건수,점포_수,프랜차이즈_점포_수,개업_점포_수,폐업_점포_수,총_유동인구_수,주요_상권유형,연도,분기
20223,11470600,신월5동,1024477453.0,139362,4,13,1,0,2011340.0,골목상권,2022,3
20223,11470610,신월6동,256172244.0,36463,2,5,0,1,913058.0,골목상권,2022,3
20223,11470611,신월7동,850037290.0,116147,4,8,0,0,2097213.0,골목상권,2022,3
20223,11470620,신정1동,1684368444.0,204707,2,9,0,0,3636022.0,골목상권,2022,3
20223,11470630,신정2동,1025215778.0,168668,4,6,2,1,4057995.0,골목상권,2022,3
20223,11470640,신정3동,1383510829.0,235864,6,16,2,0,7669002.0,골목상권,2022,3
20223,11470650,신정4동,4909475524.0,740409,10,32,4,7,10353703.0,골목상권,2022,3
20223,11470670,신정6동,351793813.0,67693,3,9,1,0,1962318.0,,2022,3
20223,11470680,신정7동,3316981928.0,390003,3,5,0,0,3111277.0,골목상권,2022,3
20223,11500510,염창동,4327932529.0,607732,8,22,3,2,8416296.0,골목상권,2022,3
20223,11500520,등촌1동,7085925996.0,1057347,4,23,1,3,5286031.0,골목상권,2022,3
20223,11500530,등촌2동,179256698.0,27098,1,9,0,0,3801031.0,골목상권,2022,3
20223,11500535,등촌3동,3214618134.0,502193,8,20,0,2,6612205.0,골목상권,2022,3
20223,11500540,화곡1동,11017779446.0,1517174,11,43,3,2,16519988.0,골목상권,2022,3
20223,11500550,화곡2동,882786360.0,115302,2,6,0,0,3445932.0,골목상권,2022,3
20223,11500560,화곡3동,715143179.0,109918,4,12,0,1,3711555.0,골목상권,2022,3
20223,11500570,화곡4동,2683579990.0,351627,2,14,0,0,4432677.0,골목상권,2022,3
20223,11500590,화곡본동,1589974456.0,217616,6,16,1,1,8389289.0,골목상권,2022,3
20223,11500591,화곡6동,4645398954.0,567490,9,19,1,0,5105108.0,골목상권,2022,3
20223,11500593,화곡8동,1118612272.0,141432,3,9,0,0,7747271.0,골목상권,2022,3
20223,11500603,가양1동,8437757053.0,1193373,13,57,4,0,3556303.0,골목상권,2022,3
20223,11500604,가양2동,2847562575.0,355392,3,6,0,0,2006100.0,,2022,3
20223,11500605,가양3동,382219961.0,64059,2,4,0,0,1610861.0,골목상권,2022,3
20223,11500611,발산1동,2855593832.0,385113,8,32,1,2,5583361.0,골목상권,2022,3
20223,11500615,우장산동,3765239416.0,516413,13,12,2,0,6135914.0,골목상권,2022,3
20223,11500620,공항동,2153824755.0,325533,10,24,4,3,5530722.0,골목상권,2022,3
20223,11500630,방화1동,6297250648.0,944151,10,26,4,1,7363092.0,골목상권,2022,3
20223,11500640,방화2동,2613888582.0,285964,9,20,0,3,4862601.0,골목상권,2022,3
20223,11500641,방화3동,3178205930.0,521896,5,10,0,0,3090476.0,골목상권,2022,3
20223,11530510,신도림동,1521310855.0,269645,13,21,2,3,6071828.0,골목상권,2022,3
20223,11530520,구로1동,599167583.0,71794,2,9,1,1,2207208.0,,2022,3
20223,11530530,구로2동,1831321052.0,241101,6,24,0,1,8930317.0,골목상권,2022,3
20223,11530540,구로3동,9678215029.0,1493889,15,54,2,1,7070198.0,골목상권,2022,3
20223,11530550,구로4동,2202792468.0,355401,5,11,0,1,7150078.0,골목상권,2022,3
20223,11530560,구로5동,3574096574.0,474867,8,23,0,0,6719759.0,골목상권,2022,3
20223,11530595,가리봉동,1727773784.0,251463,5,11,1,1,3183595.0,골목상권,2022,3
20223,11530720,고척1동,1074299867.0,175604,6,11,2,1,4591331.0,골목상권,2022,3
20223,11530730,고척2동,1175175951.0,174632,6,17,1,3,5701327.0,골목상권,2022,3
20223,11530740,개봉1동,1457375185.0,161950,7,16,0,1,7588984.0,골목상권,2022,3
20223,11530750,개봉2동,576590318.0,96624,4,10,0,0,3717424.0,골목상권,2022,3
20223,11530760,개봉3동,1131735429.0,165253,0,7,0,0,3760505.0,골목상권,2022,3
20223,11530770,오류1동,7150660405.0,840500,6,16,3,1,3602363.0,골목상권,2022,3
20223,11530780,오류2동,549085958.0,79367,6,18,1,1,5124047.0,골목상권,2022,3
20223,11530790,수궁동,867011928.0,126439,7,8,0,0,1783999.0,골목상권,2022,3
20223,11545510,가산동,25196674405.0,3942986,22,100,5,1,4926680.0,골목상권,2022,3
20223,11545610,독산1동,4818095029.0,696605,8,38,1,1,4767540.0,골목상권,2022,3
20223,11545620,독산2동,1052435020.0,142827,3,11,0,2,3754670.0,골목상권,2022,3
20223,11545630,독산3동,1475280334.0,197238,4,17,0,0,5821619.0,골목상권,2022,3
20223,11545640,독산4동,1451476264.0,183734,1,9,0,0,3697966.0,골목상권,2022,3
20223,11545670,시흥1동,2743391410.0,369977,5,31,0,0,5698335.0,골목상권,2022,3
20223,11545690,시흥3동,788286471.0,108300,1,7,0,0,1294580.0,골목상권,2022,3
20223,11545700,시흥4동,2846262310.0,349452,0,7,0,0,2552175.0,골목상권,2022,3
20223,11545710,시흥5동,2566878487.0,361329,2,11,0,0,3652754.0,골목상권,2022,3
20223,11560515,영등포본동,1854743834.0,295014,10,18,0,0,7079140.0,골목상권,2022,3
20223,11560535,영등포동,9847034826.0,1136804,13,54,2,2,10822694.0,골목상권,2022,3
20223,11560540,여의동,18028135049.0,2441683,38,56,6,8,5918081.0,발달상권,2022,3
20223,11560550,당산1동,3617301026.0,627038,8,23,0,0,6795318.0,골목상권,2022,3
20223,11560560,당산2동,3993424586.0,617127,12,23,3,3,8056966.0,골목상권,2022,3
20223,11560585,도림동,980122832.0,135033,3,9,1,0,5299503.0,골목상권,2022,3
20223,11560605,문래동,6396716738.0,1004678,8,25,1,0,9260209.0,골목상권,2022,3
20223,11560610,양평1동,1243960039.0,195967,8,13,2,2,5588252.0,골목상권,2022,3
20223,11560620,양평2동,1415597097.0,225490,10,24,3,3,5267978.0,골목상권,2022,3
20223,11560630,신길1동,1537507632.0,242604,8,13,1,0,5678096.0,골목상권,2022,3
20223,11560650,신길3동,1057810678.0,143854,1,7,0,0,6109359.0,골목상권,2022,3
20223,11560660,신길4동,261417069.0,37489,1,4,0,0,2845062.0,골목상권,2022,3
20223,11560670,신길5동,29162567.0,5361,0,10,0,0,3431945.0,골목상권,2022,3
20223,11560680,신길6동,1427323298.0,238567,7,9,2,0,5806457.0,골목상권,2022,3
20223,11560690,신길7동,835799020.0,69438,7,12,3,1,3303363.0,골목상권,2022,3
20223,11560700,대림1동,1651788399.0,246449,2,8,1,1,4915163.0,골목상권,2022,3
20223,11560710,대림2동,1693732317.0,237731,8,14,3,0,5519799.0,골목상권,2022,3
20223,11560720,대림3동,3408660148.0,467658,5,10,0,1,7382861.0,골목상권,2022,3
20223,11590510,노량진1동,8246675121.0,1423919,6,25,0,1,6311154.0,전통시장,2022,3
20223,11590520,노량진2동,3560475921.0,577355,1,12,2,1,3570962.0,골목상권,2022,3
20223,11590530,상도1동,4226795203.0,587607,10,30,1,0,7843976.0,골목상권,2022,3
20223,11590540,상도2동,804044610.0,131028,8,15,1,3,5314197.0,골목상권,2022,3
20223,11590550,상도3동,677388521.0,100665,3,8,0,0,5167097.0,골목상권,2022,3
20223,11590560,상도4동,1148150364.0,125292,0,8,0,0,6114375.0,골목상권,2022,3
20223,11590605,흑석동,4130277402.0,574544,7,15,0,1,7263387.0,골목상권,2022,3
20223,11590620,사당1동,1327466585.0,224802,4,22,1,1,7213111.0,골목상권,2022,3
20223,11590630,사당2동,1008169298.0,153321,5,13,1,0,7599104.0,골목상권,2022,3
20223,11590640,사당3동,698379840.0,109761,2,11,0,0,5971615.0,골목상권,2022,3
20223,11590650,사당4동,710486895.0,104199,0,7,0,0,3580583.0,전통시장,2022,3
20223,11590651,사당5동,122793946.0,18617,2,6,0,2,3204888.0,골목상권,2022,3
20223,11590660,대방동,3017919288.0,380586,6,24,0,0,6857765.0,골목상권,2022,3
20223,11590670,신대방1동,1451272729.0,218727,3,11,3,1,3181348.0,골목상권,2022,3
20223,11590680,신대방2동,5032581009.0,740707,6,19,1,0,5019633.0,골목상권,2022,3
20223,11620525,보라매동,953085528.0,151790,2,12,0,2,3439593.0,골목상권,2022,3
20223,11620545,청림동,165991915.0,22135,0,3,0,0,2978183.0,골목상권,2022,3
20223,11620565,성현동,1444862164.0,204935,3,6,0,0,4470688.0,골목상권,2022,3
20223,11620575,행운동,2397225202.0,373013,6,14,1,0,7299809.0,골목상권,2022,3
20223,11620585,낙성대동,2477318072.0,431639,3,28,3,1,5953874.0,골목상권,2022,3
20223,11620595,청룡동,7982703845.0,911173,8,36,1,1,10559025.0,골목상권,2022,3
20223,11620605,은천동,2613111025.0,326960,4,10,0,1,8998437.0,골목상권,2022,3
20223,11620615,중앙동,2421133527.0,380702,4,11,1,2,5560510.0,골목상권,2022,3
20223,11620625,인헌동,3035507094.0,437042,7,16,0,1,6425584.0,골목상권,2022,3
20223,11620630,남현동,3021789889.0,421111,4,12,0,0,4598631.0,골목상권,2022,3
20223,11620645,서원동,5847457288.0,670115,5,17,2,0,5686144.0,골목상권,2022,3
20223,11620655,신원동,999836207.0,142320,1,6,0,0,6428782.0,골목상권,2022,3
20223,11620665,서림동,1904935696.0,286668,5,17,1,1,4985934.0,골목상권,2022,3
20223,11620685,신사동,3834541259.0,579519,6,27,1,0,7809603.0,골목상권,2022,3
20223,11620695,신림동,9147038515.0,1071064,5,22,0,0,10681065.0,골목상권,2022,3
20223,11620725,조원동,1638647980.0,247063,3,17,1,0,6757553.0,골목상권,2022,3
20223,11620735,대학동,3098016884.0,487465,9,24,1,0,6327540.0,골목상권,2022,3
20223,11620745,삼성동,144834589.0,21114,0,5,0,1,7443684.0,골목상권,2022,3
20223,11620765,미성동,1709369157.0,246007,3,16,0,0,5464911.0,골목상권,2022,3
20223,11620775,난곡동,1443644384.0,194397,6,12,1,2,6271216.0,골목상권,2022,3
20223,11650510,서초1동,3375337161.0,666242,5,29,0,0,7339027.0,골목상권,2022,3
20223,11650520,서초2동,8969516534.0,1397384,10,32,2,2,6803870.0,골목상권,2022,3
20223,11650530,서초3동,11126265466.0,1848489,19,52,1,0,12108999.0,발달상권,2022,3
20223,11650531,서초4동,5331355423.0,974623,14,28,3,5,6890278.0,,2022,3
20223,11650540,잠원동,5953167724.0,952335,5,13,1,0,6676857.0,발달상권,2022,3
20223,11650560,반포1동,3155981391.0,539128,3,16,0,1,6811812.0,발달상권,2022,3
20223,11650570,반포2동,2785062421.0,365635,4,3,0,0,1413867.0,,2022,3
20223,11650580,반포3동,733991463.0,136701,2,5,0,0,2945398.0,,2022,3
20223,11650581,반포4동,2190519300.0,374503,10,36,0,0,5730024.0,골목상권,2022,3
20223,11650590,방배본동,1011944596.0,166014,6,12,1,1,4419881.0,골목상권,2022,3
20223,11650600,방배1동,2150768157.0,297070,5,13,0,0,4713884.0,골목상권,2022,3
20223,11650610,방배2동,1633583488.0,270130,4,20,1,1,5044898.0,골목상권,2022,3
20223,11650620,방배3동,1442989684.0,249117,4,13,2,2,2998263.0,골목상권,2022,3
20223,11650621,방배4동,2427538254.0,353495,6,11,2,1,6617542.0,골목상권,2022,3
20223,11650651,양재1동,4540028603.0,730214,19,37,2,2,8413966.0,골목상권,2022,3
20223,11650652,양재2동,5868737555.0,881682,12,29,0,0,5989381.0,골목상권,2022,3
20223,11650660,내곡동,254227458.0,32824,3,9,0,0,2302313.0,골목상권,2022,3
20223,11680510,신사동,7210726732.0,870602,9,29,1,2,7254624.0,골목상권,2022,3
20223,11680521,논현1동,11132717335.0,1695828,23,37,0,0,10264657.0,골목상권,2022,3
20223,11680531,논현2동,12133627909.0,1663959,16,46,4,2,11124520.0,골목상권,2022,3
20223,11680545,압구정동,4791645418.0,818589,8,35,3,2,8206322.0,발달상권,2022,3
20223,11680565,청담동,9131701464.0,1225286,14,43,1,1,9831898.0,골목상권,2022,3
20223,11680580,삼성1동,8889201847.0,1108351,20,38,0,4,4824618.0,골목상권,2022,3
20223,11680590,삼성2동,8209701751.0,1231131,16,30,2,1,9418372.0,골목상권,2022,3
20223,11680600,대치1동,3368783021.0,481603,7,14,2,0,4744684.0,발달상권,2022,3
20223,11680610,대치2동,7347215629.0,1406459,15,29,1,2,6110376.0,발달상권,2022,3
20223,11680630,대치4동,13048166557.0,2348305,22,31,1,0,10300902.0,발달상권,2022,3
20223,11680640,역삼1동,31850596764.0,4844282,48,107,7,9,21619561.0,골목상권,2022,3
20223,11680650,역삼2동,10315618197.0,1665623,14,34,0,1,11961191.0,골목상권,2022,3
20223,11680655,도곡1동,5162463043.0,895544,9,20,0,0,6991801.0,골목상권,2022,3
20223,11680656,도곡2동,2816979861.0,385836,7,12,3,2,3917081.0,골목상권,2022,3
20223,11680670,개포2동,733585417.0,124078,6,10,0,0,1728028.0,골목상권,2022,3
20223,11680690,개포4동,2316652137.0,333916,7,11,0,1,3509123.0,골목상권,2022,3
20223,11680700,세곡동,2465816013.0,315211,5,17,1,0,3435796.0,골목상권,2022,3
20223,11680720,일원본동,7282635408.0,1530907,3,11,2,1,2554801.0,,2022,3
20223,11680730,일원1동,1423822217.0,208893,2,6,0,1,2692582.0,골목상권,2022,3
20223,11680740,일원2동,1445266973.0,231939,0,7,0,1,1041746.0,,2022,3
20223,11680750,수서동,8133908008.0,1782664,9,11,1,0,2224309.0,발달상권,2022,3
20223,11710510,풍납1동,432931050.0,62907,3,5,3,1,4938616.0,골목상권,2022,3
20223,11710520,풍납2동,1975112176.0,304237,2,11,1,2,5616770.0,,2022,3
20223,11710531,거여1동,851630589.0,125983,3,9,0,0,3525217.0,골목상권,2022,3
20223,11710532,거여2동,1656060281.0,253460,2,12,0,0,3916189.0,골목상권,2022,3
20223,11710540,마천1동,933466815.0,134842,8,10,4,3,3689239.0,골목상권,2022,3
20223,11710550,마천2동,1264797856.0,182051,4,8,1,0,5458840.0,골목상권,2022,3
20223,11710561,방이1동,1778157231.0,307881,6,13,1,0,3495947.0,골목상권,2022,3
20223,11710562,방이2동,8710393686.0,1246580,10,30,3,2,6514554.0,골목상권,2022,3
20223,11710566,오륜동,1475222901.0,336193,4,9,0,1,661618.0,,2022,3
20223,11710570,오금동,1982443614.0,308862,8,21,0,1,9738450.0,골목상권,2022,3
20223,11710580,송파1동,2989676631.0,472908,5,25,2,1,6561763.0,골목상권,2022,3
20223,11710590,송파2동,1147034969.0,178949,6,7,0,1,3305670.0,골목상권,2022,3
20223,11710600,석촌동,4044022417.0,524345,9,34,4,3,6943327.0,골목상권,2022,3
20223,11710610,삼전동,4089146763.0,606347,10,17,1,2,6668206.0,골목상권,2022,3
20223,11710620,가락본동,6397944078.0,864433,11,31,5,3,8196884.0,발달상권,2022,3
20223,11710631,가락1동,893191931.0,148838,1,6,0,0,721271.0,발달상권,2022,3
20223,11710632,가락2동,2480954110.0,370878,4,17,3,1,6034105.0,골목상권,2022,3
20223,11710641,문정1동,2640637068.0,415103,4,13,0,0,4509808.0,골목상권,2022,3
20223,11710642,문정2동,8597986995.0,1262951,16,50,3,1,2752970.0,발달상권,2022,3
20223,11710646,장지동,1514445979.0,223607,7,14,1,1,8073106.0,골목상권,2022,3
20223,11710647,위례동,148610850.0,22891,4,17,4,3,3527496.0,,2022,3
20223,11710650,잠실본동,8753633526.0,1331088,17,40,2,2,7774306.0,골목상권,2022,3
20223,11710670,잠실2동,884584264.0,156551,1,6,1,0,1971961.0,,2022,3
20223,11710680,잠실3동,728957837.0,169527,10,9,1,1,3355983.0,,2022,3
20223,11710690,잠실4동,1638713230.0,284158,1,5,0,0,2072894.0,골목상권,2022,3
20223,11710710,잠실6동,1538237021.0,248174,10,22,3,1,2399832.0,발달상권,2022,3
20223,11740515,강일동,873776234.0,133329,10,18,2,2,4357511.0,골목상권,2022,3
20223,11740520,상일동,1055568410.0,156192,4,10,0,1,3366878.0,골목상권,2022,3
20223,11740530,명일1동,2365716708.0,390303,3,14,0,0,4940298.0,골목상권,2022,3
20223,11740540,명일2동,1677621788.0,226578,4,13,1,2,2104581.0,골목상권,2022,3
20223,11740550,고덕1동,1133417149.0,182796,2,6,0,0,3716313.0,골목상권,2022,3
20223,11740560,고덕2동,1556663218.0,158081,2,8,0,0,2248378.0,골목상권,2022,3
20223,11740570,암사1동,2293205330.0,324538,8,19,1,0,8560695.0,골목상권,2022,3
20223,11740580,암사2동,1186790971.0,184933,3,10,1,1,2604085.0,골목상권,2022,3
20223,11740590,암사3동,156038435.0,24184,0,3,1,1,1457747.0,,2022,3
20223,11740600,천호1동,2290633580.0,322234,3,19,2,0,9886415.0,골목상권,2022,3
20223,11740610,천호2동,4755455313.0,676750,10,34,2,5,11187787.0,골목상권,2022,3
20223,11740620,천호3동,2600835318.0,375044,2,19,1,5,7802545.0,골목상권,2022,3
20223,11740640,성내1동,2048919534.0,273920,3,12,1,2,5883042.0,골목상권,2022,3
20223,11740650,성내2동,4775719864.0,808011,2,14,1,2,8569973.0,골목상권,2022,3
20223,11740660,성내3동,3298529239.0,472272,6,19,1,0,6546862.0,골목상권,2022,3
20223,11740685,길동,5957363985.0,872324,14,38,2,3,17008849.0,골목상권,2022,3
20223,11740700,둔촌2동,2127344810.0,322074,7,11,1,0,7207926.0,골목상권,2022,3
20224,11110515,청운효자동,1278844145.0,196048,4,5,0,0,3710225.0,골목상권,2022,4
20224,11110530,사직동,4895072174.0,913107,4,27,2,1,4045466.0,골목상권,2022,4
20224,11110540,삼청동,1374865978.0,171809,0,8,0,0,925272.0,발달상권,2022,4
20224,11110550,부암동,803665701.0,129307,2,6,1,1,1165684.0,골목상권,2022,4
20224,11110560,평창동,617515521.0,83994,3,13,0,0,850763.0,골목상권,2022,4
20224,11110570,무악동,870264705.0,148978,0,4,0,0,1953884.0,골목상권,2022,4
20224,11110580,교남동,951484629.0,152766,4,14,0,2,3754920.0,골목상권,2022,4
20224,11110600,가회동,867794134.0,139390,1,4,0,0,1470368.0,골목상권,2022,4
20224,11110615,종로1·2·3·4가동,10703223611.0,1752630,21,80,6,2,,발달상권,2022,4
20224,11110630,종로5·6가동,3371832998.0,531445,5,18,1,1,,전통시장,2022,4
20224,11110640,이화동,4466920973.0,742688,3,18,1,0,3787131.0,골목상권,2022,4
20224,11110650,혜화동,2754857036.0,325474,7,25,0,0,9482747.0,골목상권,2022,4
20224,11110670,창신1동,2033198654.0,226351,1,10,0,0,3049106.0,전통시장,2022,4
20224,11110690,창신3동,110623493.0,16055,0,3,0,0,1189610.0,골목상권,2022,4
20224,11110700,숭인1동,396040761.0,61935,4,4,0,0,2171074.0,골목상권,2022,4
20224,11110710,숭인2동,2055046006.0,318265,1,13,1,0,5403919.0,골목상권,2022,4
20224,11140520,소공동,6360272014.0,870750,11,35,2,0,2868819.0,발달상권,2022,4
20224,11140540,회현동,7722711790.0,1240514,22,28,0,1,4675699.0,전통시장,2022,4
20224,11140550,명동,16639066925.0,2699164,30,72,3,1,5607132.0,발달상권,2022,4
20224,11140570,필동,2542001509.0,516060,3,19,1,0,2304782.0,골목상권,2022,4
20224,11140580,장충동,1269405383.0,206720,2,6,0,0,2370640.0,골목상권,2022,4
20224,11140590,광희동,9090490182.0,1354291,10,38,2,1,6200061.0,발달상권,2022,4
20224,11140605,을지로동,5937970194.0,938426,5,21,3,4,5536824.0,전통시장,2022,4
20224,11140615,신당동,3622175036.0,421428,4,18,0,0,6102354.0,전통시장,2022,4
20224,11140625,다산동,2284812820.0,271032,0,13,2,1,4286232.0,골목상권,2022,4
20224,11140635,약수동,1552794440.0,250123,4,7,1,1,2194188.0,골목상권,2022,4
20224,11140645,청구동,1063425529.0,151709,1,5,0,0,3281357.0,골목상권,2022,4
20224,11140650,신당5동,881881475.0,136360,0,6,0,0,3922010.0,골목상권,2022,4
20224,11140665,동화동,1636659718.0,242478,3,6,2,1,3289273.0,전통시장,2022,4
20224,11140670,황학동,775910626.0,113175,3,11,1,1,5816714.0,전통시장,2022,4
20224,11140680,중림동,905768682.0,144451,1,10,0,0,1980240.0,골목상권,2022,4
20224,11170510,후암동,1922339328.0,284326,6,11,3,1,4426506.0,골목상권,2022,4
20224,11170520,용산2가동,1209469383.0,166963,2,15,1,0,4219838.0,골목상권,2022,4
20224,11170530,남영동,1804810576.0,238596,9,22,0,1,2288380.0,골목상권,2022,4
20224,11170555,청파동,3581779957.0,572253,3,17,0,3,7788252.0,골목상권,2022,4
20224,11170560,원효로1동,2156543204.0,293257,8,15,1,0,5309850.0,골목상권,2022,4
20224,11170570,원효로2동,1008777821.0,133639,3,11,2,0,4229587.0,골목상권,2022,4
20224,11170580,효창동,121832393.0,17316,2,3,0,0,3770629.0,골목상권,2022,4
20224,11170590,용문동,626474820.0,88359,2,7,1,0,2653013.0,골목상권,2022,4
20224,11170625,한강로동,2940882261.0,462784,17,39,0,1,5594717.0,골목상권,2022,4
20224,11170640,이촌2동,853303626.0,117971,2,5,0,0,1504229.0,골목상권,2022,4
20224,11170650,이태원1동,5405674467.0,798950,6,18,2,1,2654144.0,골목상권,2022,4
20224,11170660,이태원2동,1724804129.0,212442,4,7,0,0,2895062.0,골목상권,2022,4
20224,11170685,한남동,3980038983.0,615806,4,22,1,0,5901425.0,골목상권,2022,4
20224,11170690,서빙고동,553515367.0,64751,9,4,6,2,1841075.0,골목상권,2022,4
20224,11170700,보광동,1836162794.0,218251,1,10,4,1,4016596.0,골목상권,2022,4
20224,11200520,왕십리2동,938276198.0,123665,2,9,0,0,4727549.0,골목상권,2022,4
20224,11200535,왕십리도선동,2770260449.0,392175,11,24,2,0,5748202.0,골목상권,2022,4
20224,11200540,마장동,2539783393.0,344133,2,14,2,0,5477871.0,골목상권,2022,4
20224,11200550,사근동,5780426833.0,1324072,12,25,2,1,4480873.0,골목상권,2022,4
20224,11200560,행당1동,1646889032.0,292755,10,23,1,1,4625616.0,골목상권,2022,4
20224,11200570,행당2동,848008369.0,131157,2,7,0,0,4587817.0,,2022,4
20224,11200590,금호1가동,419773424.0,60517,2,4,2,1,3635564.0,골목상권,2022,4
20224,11200615,금호2·3가동,1040634336.0,138590,4,9,0,0,,골목상권,2022,4
20224,11200620,금호4가동,270600500.0,38678,5,8,3,0,2983021.0,골목상권,2022,4
20224,11200645,옥수동,262599749.0,39783,3,8,0,0,2944512.0,골목상권,2022,4
20224,11200650,성수1가1동,406576353.0,72969,3,9,0,0,3228490.0,골목상권,2022,4
20224,11200660,성수1가2동,2840521629.0,465227,5,20,0,1,5413618.0,골목상권,2022,4
20224,11200670,성수2가1동,2859115321.0,406061,4,19,0,0,5209181.0,골목상권,2022,4
20224,11200690,성수2가3동,8979922471.0,1461364,7,43,2,1,5526216.0,골목상권,2022,4
20224,11200720,송정동,718470038.0,100337,1,5,0,0,3308618.0,골목상권,2022,4
20224,11200790,용답동,1797071506.0,287427,5,14,0,0,3278629.0,골목상권,2022,4
20224,11215710,화양동,10331354194.0,1408847,21,46,3,3,9597951.0,골목상권,2022,4
20224,11215730,군자동,1971291653.0,294501,9,21,5,0,5589225.0,골목상권,2022,4
20224,11215740,중곡1동,3084810836.0,423520,2,12,0,1,3881937.0,골목상권,2022,4
20224,11215750,중곡2동,2155417650.0,312036,8,12,0,1,4730886.0,골목상권,2022,4
20224,11215760,중곡3동,1334386572.0,174520,3,10,0,0,4771588.0,골목상권,2022,4
20224,11215770,중곡4동,1773143462.0,247354,4,16,2,0,6474844.0,골목상권,2022,4
20224,11215780,능동,1525319832.0,242792,5,16,3,0,2446260.0,골목상권,2022,4
20224,11215810,광장동,2997520867.0,424245,3,25,1,1,6160261.0,골목상권,2022,4
20224,11215820,자양1동,2242858020.0,329939,4,17,0,5,8057953.0,골목상권,2022,4
20224,11215830,자양2동,1368615438.0,193996,10,15,1,1,5266001.0,골목상권,2022,4
20224,11215840,자양3동,3525211095.0,408293,6,19,1,0,6626119.0,골목상권,2022,4
20224,11215847,자양4동,3589958284.0,565465,3,21,1,1,8226585.0,전통시장,2022,4
20224,11215850,구의1동,1809781479.0,268593,6,19,0,1,8024427.0,골목상권,2022,4
20224,11215860,구의2동,1886633328.0,268877,4,13,2,1,5621687.0,골목상권,2022,4
20224,11215870,구의3동,4147923582.0,532025,7,23,1,3,6675168.0,발달상권,2022,4
20224,11230536,용신동,6492038846.0,1009654,12,41,5,1,13996313.0,골목상권,2022,4
20224,11230545,제기동,3512640632.0,540574,2,21,0,1,12720943.0,전통시장,2022,4
20224,11230560,전농1동,3866759995.0,510648,10,22,0,1,10560614.0,골목상권,2022,4
20224,11230570,전농2동,1010304810.0,210287,3,5,0,0,2549631.0,골목상권,2022,4
20224,11230600,답십리1동,1567081072.0,215084,7,15,0,0,6955988.0,골목상권,2022,4
20224,11230610,답십리2동,1259456110.0,170910,4,18,2,1,6886953.0,골목상권,2022,4
20224,11230650,장안1동,8510657828.0,1098549,13,38,0,0,9035354.0,골목상권,2022,4
20224,11230660,장안2동,3210315879.0,426013,8,21,0,1,7234324.0,골목상권,2022,4
20224,11230705,청량리동,1694094950.0,242587,5,10,0,0,6257215.0,골목상권,2022,4
20224,11230710,회기동,1115345395.0,172518,5,12,1,0,5864603.0,골목상권,2022,4
20224,11230720,휘경1동,2050713014.0,194060,7,16,2,0,6025177.0,골목상권,2022,4
20224,11230730,휘경2동,1866157225.0,289434,2,17,1,0,5012157.0,골목상권,2022,4
20224,11230740,이문1동,5598226977.0,905597,8,18,1,1,9715977.0,골목상권,2022,4
20224,11230750,이문2동,671037135.0,99247,2,8,0,0,3938208.0,전통시장,2022,4
20224,11260520,면목2동,663708714.0,76919,5,12,0,1,6069486.0,골목상권,2022,4
20224,11260540,면목4동,1436614129.0,189456,3,9,0,0,5283746.0,골목상권,2022,4
20224,11260550,면목5동,405850905.0,51026,0,4,0,1,2304842.0,골목상권,2022,4
20224,11260565,면목본동,3206564564.0,415582,6,19,2,2,9725373.0,골목상권,2022,4
20224,11260570,면목7동,3826902562.0,503824,4,10,0,0,7068444.0,골목상권,2022,4
20224,11260575,면목3·8동,1905603325.0,282899,3,10,1,0,,골목상권,2022,4
20224,11260580,상봉1동,682427439.0,105292,12,9,0,0,5079088.0,골목상권,2022,4
20224,11260590,상봉2동,5472408202.0,639535,7,23,2,1,7264926.0,골목상권,2022,4
20224,11260600,중화1동,420277847.0,61054,3,13,0,1,5685598.0,골목상권,2022,4
20224,11260610,중화2동,1235860729.0,171497,2,17,1,1,8021741.0,골목상권,2022,4
20224,11260620,묵1동,935434305.0,128166,4,13,0,0,7389728.0,골목상권,2022,4
20224,11260655,망우본동,4681893366.0,637712,11,19,0,0,10064943.0,골목상권,2022,4
20224,11260660,망우3동,575113429.0,79614,2,8,2,2,4376066.0,골목상권,2022,4
20224,11260680,신내1동,476801947.0,74899,6,21,0,1,5500152.0,골목상권,2022,4
20224,11260690,신내2동,199694620.0,26860,1,8,1,1,1897500.0,전통시장,2022,4
20224,11290525,성북동,765448620.0,113922,6,14,0,1,4279021.0,골목상권,2022,4
20224,11290555,삼선동,3065430440.0,455408,5,14,0,1,10278682.0,골목상권,2022,4
20224,11290575,동선동,1661951014.0,313603,5,22,0,0,8410830.0,골목상권,2022,4
20224,11290580,돈암1동,388129722.0,45604,1,6,0,0,2888962.0,,2022,4
20224,11290600,안암동,3542170830.0,691861,8,27,3,0,7468420.0,골목상권,2022,4
20224,11290610,보문동,1027690705.0,142961,2,13,0,0,5781922.0,골목상권,2022,4
20224,11290620,정릉1동,1323059758.0,190168,4,10,0,0,4950798.0,골목상권,2022,4
20224,11290630,정릉2동,565940393.0,59315,4,14,1,1,5826479.0,골목상권,2022,4
20224,11290640,정릉3동,1935697759.0,265473,2,10,0,0,3138910.0,골목상권,2022,4
20224,11290650,정릉4동,1682611211.0,227759,1,8,1,0,3344906.0,골목상권,2022,4
20224,11290660,길음1동,182359318.0,30137,2,14,0,0,6695018.0,골목상권,2022,4
