기준_년분기_코드,행정동_코드,행정동_코드_명,당월_매출_금액,당월_매출_건수,점포_수,총_유동인구_수,주요_상권유형,연도,분기
20224,11380551,갈현1동,1212166415.0,173270,9,7309825,골목상권,2022,4
20224,11380552,갈현2동,3060961194.0,457677,6,6250054,골목상권,2022,4
20224,11380560,구산동,2357001009.0,332708,3,5281160,골목상권,2022,4
20224,11380570,대조동,1616566188.0,228505,7,10515959,골목상권,2022,4
20224,11380580,응암1동,3430480967.0,222826,5,5803670,골목상권,2022,4
20224,11380590,응암2동,1784820256.0,264732,4,3644206,골목상권,2022,4
20224,11380600,응암3동,4731123717.0,653586,11,8431867,골목상권,2022,4
20224,11380625,역촌동,3601074551.0,475440,9,12171331,골목상권,2022,4
20224,11380631,신사1동,1881072525.0,269899,3,6358275,골목상권,2022,4
20224,11380632,신사2동,552644049.0,84690,4,3095377,골목상권,2022,4
20224,11380640,증산동,1425600179.0,212063,6,3491002,골목상권,2022,4
20224,11380690,진관동,1125403109.0,129965,7,7345861,골목상권,2022,4
20224,11410555,북아현동,1095981782.0,160100,0,17582013,골목상권,2022,4
20224,11410565,충현동,2871762711.0,455565,5,10168702,골목상권,2022,4
20224,11410585,신촌동,8433318503.0,1244922,26,11140918,골목상권,2022,4
20224,11410615,연희동,4772776333.0,569343,11,8421444,골목상권,2022,4
20224,11410620,홍제1동,1185844364.0,183133,1,6230808,골목상권,2022,4
20224,11410640,홍제3동,1382157364.0,214962,3,4130096,골목상권,2022,4
20224,11410655,홍제2동,237421263.0,39206,3,2597092,미분류,2022,4
20224,11410660,홍은1동,1010243338.0,166196,3,3755371,전통시장,2022,4
20224,11410685,홍은2동,1467232257.0,251429,7,4494815,골목상권,2022,4
20224,11410700,남가좌2동,1138811208.0,168689,2,6141530,골목상권,2022,4
20224,11410710,북가좌1동,1056932349.0,145576,3,3068844,골목상권,2022,4
20224,11410720,북가좌2동,2542240241.0,355695,3,11842662,골목상권,2022,4
20224,11440555,아현동,1403268148.0,171177,2,6026412,골목상권,2022,4
20224,11440565,공덕동,1465893343.0,218606,9,14866522,골목상권,2022,4
20224,11440585,도화동,1190781038.0,181582,5,3505609,골목상권,2022,4
20224,11440590,용강동,2858846416.0,408278,7,5949238,골목상권,2022,4
20224,11440600,대흥동,5660259380.0,887121,4,8040962,골목상권,2022,4
20224,11440610,염리동,933819848.0,153285,7,5030875,골목상권,2022,4
20224,11440630,신수동,756318197.0,112113,1,5204926,골목상권,2022,4
20224,11440655,서강동,3963519467.0,685401,7,6092443,골목상권,2022,4
20224,11440660,서교동,21735425736.0,2905511,36,17759583,골목상권,2022,4
20224,11440680,합정동,2738722188.0,431971,9,5432399,골목상권,2022,4
20224,11440690,망원1동,1806091477.0,257851,9,6849652,골목상권,2022,4
20224,11440700,망원2동,2569729291.0,304896,5,5763807,골목상권,2022,4
20224,11440710,연남동,1990823609.0,290920,9,6492286,골목상권,2022,4
20224,11440720,성산1동,2227892515.0,329752,5,6314498,골목상권,2022,4
20224,11440730,성산2동,4354217321.0,571087,3,7200829,골목상권,2022,4
20224,11440740,상암동,6052772952.0,891012,12,5493705,발달상권,2022,4
20224,11470510,목1동,2784299886.0,547025,9,4734007,발달상권,2022,4
20224,11470520,목2동,2173598693.0,315902,10,7037970,골목상권,2022,4
20224,11470530,목3동,791260243.0,108092,3,4828046,골목상권,2022,4
20224,11470540,목4동,1935326981.0,282042,7,5819088,골목상권,2022,4
20224,11470550,목5동,2903506515.0,412850,2,4429171,미분류,2022,4
20224,11470560,신월1동,1002288547.0,140491,4,3989383,골목상권,2022,4
20224,11470570,신월2동,518975828.0,75369,1,3931456,골목상권,2022,4
20224,11470580,신월3동,1462371712.0,188332,1,2726611,골목상권,2022,4
20224,11470590,신월4동,1681040845.0,237404,3,3172401,골목상권,2022,4
20224,11470600,신월5동,1017812079.0,131464,3,2103697,골목상권,2022,4
20224,11470610,신월6동,260592275.0,32275,2,930949,골목상권,2022,4
20224,11470611,신월7동,806190472.0,108324,4,2134572,골목상권,2022,4
20224,11470620,신정1동,1643117108.0,188657,2,3296428,골목상권,2022,4
20224,11470630,신정2동,1042640698.0,167613,4,4361965,골목상권,2022,4
20224,11470640,신정3동,1116411104.0,193165,5,7521366,골목상권,2022,4
20224,11470650,신정4동,4611060957.0,666015,11,10374763,골목상권,2022,4
20224,11470670,신정6동,296693328.0,55148,5,2038645,미분류,2022,4
20224,11470680,신정7동,3578373012.0,444191,2,3120980,골목상권,2022,4
20224,11500510,염창동,4843848161.0,610584,11,8560751,골목상권,2022,4
20224,11500520,등촌1동,6944733756.0,994929,4,5207119,골목상권,2022,4
20224,11500530,등촌2동,181935529.0,26669,2,3931313,골목상권,2022,4
20224,11500535,등촌3동,3088228897.0,475688,8,6703035,골목상권,2022,4
20224,11500540,화곡1동,10679011493.0,1407175,13,16707796,골목상권,2022,4
20224,11500550,화곡2동,840635760.0,104348,2,3221207,골목상권,2022,4
20224,11500560,화곡3동,659109283.0,98217,4,3938000,골목상권,2022,4
20224,11500570,화곡4동,2489462112.0,324200,2,4382204,골목상권,2022,4
20224,11500590,화곡본동,1469312572.0,192911,6,8312758,골목상권,2022,4
20224,11500591,화곡6동,4389283388.0,519034,9,5219910,골목상권,2022,4
20224,11500593,화곡8동,1110043351.0,137998,3,8325054,골목상권,2022,4
20224,11500603,가양1동,8252274617.0,1141172,16,3614920,골목상권,2022,4
20224,11500604,가양2동,2670535034.0,320105,3,2013091,미분류,2022,4
20224,11500605,가양3동,356864640.0,59143,3,1688823,골목상권,2022,4
20224,11500611,발산1동,2221718570.0,327812,8,5628144,골목상권,2022,4
20224,11500615,우장산동,3514385854.0,469518,13,6304418,골목상권,2022,4
20224,11500620,공항동,1876940895.0,276425,13,5511386,골목상권,2022,4
20224,11500630,방화1동,5922572625.0,865514,9,7416241,골목상권,2022,4
20224,11500640,방화2동,2690031894.0,274830,9,4698965,골목상권,2022,4
20224,11500641,방화3동,1596040967.0,239020,5,3055878,골목상권,2022,4
20224,11530510,신도림동,1371558141.0,243804,13,6267024,골목상권,2022,4
20224,11530520,구로1동,614147664.0,72593,2,2098578,미분류,2022,4
20224,11530530,구로2동,1661601352.0,215282,8,9020020,골목상권,2022,4
20224,11530540,구로3동,9241404857.0,1405379,16,7182617,골목상권,2022,4
20224,11530550,구로4동,2126269882.0,337217,7,6993773,골목상권,2022,4
20224,11530560,구로5동,3436385402.0,448774,8,6853346,골목상권,2022,4
20224,11530595,가리봉동,1664822827.0,233399,5,3204216,골목상권,2022,4
20224,11530720,고척1동,1305013260.0,216419,6,4313840,골목상권,2022,4
20224,11530730,고척2동,1095846590.0,159553,6,5385330,골목상권,2022,4
20224,11530740,개봉1동,1387982864.0,153248,7,7890356,골목상권,2022,4
20224,11530750,개봉2동,527615533.0,87097,4,3722091,골목상권,2022,4
20224,11530760,개봉3동,1035157755.0,155552,0,3564874,골목상권,2022,4
20224,11530770,오류1동,6811151834.0,794088,6,3773362,골목상권,2022,4
20224,11530780,오류2동,771057354.0,116130,5,5248842,골목상권,2022,4
20224,11530790,수궁동,756495155.0,113796,7,2029237,골목상권,2022,4
20224,11545510,가산동,24668868040.0,3751982,22,4962529,골목상권,2022,4
20224,11545610,독산1동,4764712276.0,672626,8,4924092,골목상권,2022,4
20224,11545620,독산2동,1117192341.0,148218,4,3763983,골목상권,2022,4
20224,11545630,독산3동,1379242610.0,179647,4,5719662,골목상권,2022,4
20224,11545640,독산4동,1171195127.0,144971,1,3660616,골목상권,2022,4
20224,11545670,시흥1동,2506391197.0,333677,5,5663844,골목상권,2022,4
20224,11545690,시흥3동,710756833.0,92768,1,1291608,골목상권,2022,4
20224,11545700,시흥4동,2558428480.0,326766,0,2415909,골목상권,2022,4
20224,11545710,시흥5동,2549917756.0,353478,2,3565055,골목상권,2022,4
20224,11560515,영등포본동,1704325551.0,272734,10,6988777,골목상권,2022,4
20224,11560535,영등포동,9861928437.0,1109979,14,10806192,골목상권,2022,4
20224,11560540,여의동,16368594589.0,2140681,40,6088534,발달상권,2022,4
20224,11560550,당산1동,2907844722.0,491010,9,6792224,골목상권,2022,4
20224,11560560,당산2동,3863836471.0,570114,12,8357374,골목상권,2022,4
20224,11560585,도림동,1237492033.0,161870,4,5295076,골목상권,2022,4
20224,11560605,문래동,6057955753.0,903518,8,9692599,골목상권,2022,4
20224,11560610,양평1동,1164214944.0,178388,8,5587117,골목상권,2022,4
20224,11560620,양평2동,1371510263.0,218861,10,5257169,골목상권,2022,4
20224,11560630,신길1동,1556689833.0,243875,7,5501864,골목상권,2022,4
20224,11560650,신길3동,807565219.0,105162,2,6097456,골목상권,2022,4
20224,11560660,신길4동,236058052.0,35638,1,2853796,골목상권,2022,4
20224,11560670,신길5동,12769056.0,2451,0,3302662,골목상권,2022,4
20224,11560680,신길6동,1416705166.0,229177,6,5463641,골목상권,2022,4
20224,11560690,신길7동,642738206.0,35263,7,3772695,골목상권,2022,4
20224,11560700,대림1동,1774950165.0,254588,2,4791434,골목상권,2022,4
20224,11560710,대림2동,1554630454.0,211782,8,5471352,골목상권,2022,4
20224,11560720,대림3동,3052547777.0,408777,8,7201095,골목상권,2022,4
20224,11590510,노량진1동,8039310321.0,1340621,6,6380661,전통시장,2022,4
20224,11590520,노량진2동,3699345443.0,579380,1,3517254,골목상권,2022,4
20224,11590530,상도1동,4242991288.0,622500,10,8238724,골목상권,2022,4
20224,11590540,상도2동,830518171.0,135516,5,5328367,골목상권,2022,4
20224,11590550,상도3동,617303986.0,90846,3,4978063,골목상권,2022,4
20224,11590560,상도4동,1028792050.0,113486,0,6364535,골목상권,2022,4
20224,11590605,흑석동,4215051115.0,564595,7,7384971,골목상권,2022,4
20224,11590620,사당1동,1333868546.0,216990,5,7171824,골목상권,2022,4
20224,11590630,사당2동,1113394218.0,167438,5,7752732,골목상권,2022,4
20224,11590640,사당3동,673349077.0,100676,2,5917333,골목상권,2022,4
20224,11590650,사당4동,645478826.0,96481,0,3833656,전통시장,2022,4
20224,11590651,사당5동,120626522.0,17705,3,3300707,골목상권,2022,4
20224,11590660,대방동,2853590604.0,351138,6,7015158,골목상권,2022,4
20224,11590670,신대방1동,1589490260.0,245172,3,3713959,골목상권,2022,4
20224,11590680,신대방2동,4521952126.0,633013,6,5158247,골목상권,2022,4
20224,11620525,보라매동,926411281.0,142394,3,3584843,골목상권,2022,4
20224,11620545,청림동,145562356.0,19737,1,3161672,골목상권,2022,4
20224,11620565,성현동,1399736931.0,193883,3,4565972,골목상권,2022,4
20224,11620575,행운동,2157865175.0,328392,6,7308368,골목상권,2022,4
20224,11620585,낙성대동,2157565865.0,368012,3,6173807,골목상권,2022,4
20224,11620595,청룡동,7556428717.0,839231,8,10692325,골목상권,2022,4
20224,11620605,은천동,2688894514.0,321603,4,8859973,골목상권,2022,4
20224,11620615,중앙동,2329030292.0,360004,4,5512121,골목상권,2022,4
20224,11620625,인헌동,2868627848.0,402575,7,6429588,골목상권,2022,4
20224,11620630,남현동,2863586559.0,386614,4,4579127,골목상권,2022,4
20224,11620645,서원동,5853694546.0,658610,5,5656594,골목상권,2022,4
20224,11620655,신원동,934216339.0,131700,1,6505867,골목상권,2022,4
20224,11620665,서림동,1725031942.0,261048,5,5129294,골목상권,2022,4
20224,11620685,신사동,3367081130.0,500991,6,7711213,골목상권,2022,4
20224,11620695,신림동,9025586625.0,1052176,6,10112816,골목상권,2022,4
20224,11620725,조원동,1377718298.0,205706,3,6851732,골목상권,2022,4
20224,11620735,대학동,3003922706.0,484990,9,6347647,골목상권,2022,4
20224,11620745,삼성동,137064524.0,20404,0,7270203,골목상권,2022,4
20224,11620765,미성동,1621850947.0,228128,3,5519127,골목상권,2022,4
20224,11620775,난곡동,1562657932.0,204296,9,6095495,골목상권,2022,4
20224,11650510,서초1동,3195445389.0,594768,5,7718891,골목상권,2022,4
20224,11650520,서초2동,8043252068.0,1209354,9,6784170,골목상권,2022,4
20224,11650530,서초3동,10368933476.0,1664636,19,11973862,발달상권,2022,4
20224,11650531,서초4동,4812102640.0,856357,14,6718047,미분류,2022,4
20224,11650540,잠원동,5709618000.0,861025,5,6634475,발달상권,2022,4
20224,11650560,반포1동,2823530667.0,474929,4,6813380,발달상권,2022,4
20224,11650570,반포2동,1714757208.0,239427,5,1472673,미분류,2022,4
20224,11650580,반포3동,579735999.0,102744,2,3041207,미분류,2022,4
20224,11650581,반포4동,2008570919.0,341760,10,5754448,골목상권,2022,4
20224,11650590,방배본동,1057456914.0,172043,6,4332488,골목상권,2022,4
20224,11650600,방배1동,1963847877.0,269487,5,4779663,골목상권,2022,4
20224,11650610,방배2동,1522835685.0,243768,4,5138109,골목상권,2022,4
20224,11650620,방배3동,1363977746.0,234276,4,2994192,골목상권,2022,4
20224,11650621,방배4동,2431636342.0,339878,6,6622886,골목상권,2022,4
20224,11650651,양재1동,4214901305.0,660448,18,8530692,골목상권,2022,4
20224,11650652,양재2동,5687014861.0,814925,13,5982837,골목상권,2022,4
20224,11650660,내곡동,215411740.0,28153,5,2072769,골목상권,2022,4
20224,11680510,신사동,6627145912.0,777231,9,7275868,골목상권,2022,4
20224,11680521,논현1동,10181666575.0,1501326,22,10271464,골목상권,2022,4
20224,11680531,논현2동,11637355593.0,1555094,17,11254270,골목상권,2022,4
20224,11680545,압구정동,4376848517.0,717927,8,8118889,발달상권,2022,4
20224,11680565,청담동,9135563614.0,1146463,14,9807374,골목상권,2022,4
20224,11680580,삼성1동,9080947289.0,1059135,21,4743046,관광특구,2022,4
20224,11680590,삼성2동,7581371019.0,1109592,16,9350804,골목상권,2022,4
20224,11680600,대치1동,2954535579.0,390573,7,4675313,발달상권,2022,4
20224,11680610,대치2동,6786229565.0,1255571,14,5948691,발달상권,2022,4
20224,11680630,대치4동,12841196686.0,2142211,23,9767306,발달상권,2022,4
20224,11680640,역삼1동,32142050952.0,4729781,49,21577405,골목상권,2022,4
20224,11680650,역삼2동,9926284588.0,1616087,14,12206138,골목상권,2022,4
20224,11680655,도곡1동,4630941043.0,761433,9,6647622,골목상권,2022,4
20224,11680656,도곡2동,2856494758.0,393893,7,3900989,골목상권,2022,4
20224,11680670,개포2동,835373899.0,122804,6,1689285,골목상권,2022,4
20224,11680690,개포4동,2028704090.0,283261,7,3469372,골목상권,2022,4
20224,11680700,세곡동,2505248530.0,307432,5,3395146,골목상권,2022,4
20224,11680720,일원본동,7183515761.0,1441548,3,2482766,미분류,2022,4
20224,11680730,일원1동,1373855330.0,191667,2,2695400,골목상권,2022,4
20224,11680740,일원2동,1407657024.0,218632,0,1072265,미분류,2022,4
20224,11680750,수서동,8729810696.0,1848338,6,2246094,발달상권,2022,4
20224,11710510,풍납1동,578912993.0,83862,2,4855023,골목상권,2022,4
20224,11710520,풍납2동,1774461843.0,265497,3,5457838,미분류,2022,4
20224,11710531,거여1동,736569403.0,102919,3,3640734,골목상권,2022,4
20224,11710532,거여2동,1602933173.0,234493,2,3702217,골목상권,2022,4
20224,11710540,마천1동,880251137.0,121897,8,3678966,골목상권,2022,4
20224,11710550,마천2동,1350067456.0,192033,5,5267135,골목상권,2022,4
20224,11710561,방이1동,1655430596.0,279749,6,3592236,골목상권,2022,4
20224,11710562,방이2동,8733220329.0,1198939,12,6652979,관광특구,2022,4
20224,11710566,오륜동,1248365338.0,268304,4,678028,미분류,2022,4
20224,11710570,오금동,1871796402.0,282734,9,9835989,골목상권,2022,4
20224,11710580,송파1동,2880566703.0,436483,6,6387004,골목상권,2022,4
20224,11710590,송파2동,1072649546.0,158328,6,3223593,골목상권,2022,4
20224,11710600,석촌동,3804022212.0,499116,10,7021862,골목상권,2022,4
20224,11710610,삼전동,3997869464.0,567758,12,6565520,골목상권,2022,4
20224,11710620,가락본동,6106101679.0,815685,12,8312922,발달상권,2022,4
20224,11710631,가락1동,1005249291.0,169732,1,752834,발달상권,2022,4
20224,11710632,가락2동,2288309614.0,337450,4,6123769,골목상권,2022,4
20224,11710641,문정1동,2445642765.0,362263,4,4516217,골목상권,2022,4
20224,11710642,문정2동,8617916649.0,1224936,16,2860989,발달상권,2022,4
20224,11710646,장지동,1065234280.0,154231,6,8082167,골목상권,2022,4
20224,11710647,위례동,355864749.0,52950,4,3467145,미분류,2022,4
20224,11710650,잠실본동,7984493678.0,1168605,17,7956595,골목상권,2022,4
20224,11710670,잠실2동,704937106.0,129364,1,1929535,미분류,2022,4
20224,11710680,잠실3동,713070693.0,157860,10,3299098,미분류,2022,4
20224,11710690,잠실4동,1611219296.0,269807,1,1956568,골목상권,2022,4
20224,11710710,잠실6동,1421279548.0,223344,10,2423287,발달상권,2022,4
20224,11740515,강일동,855423851.0,127390,11,4438784,골목상권,2022,4
20224,11740520,상일동,909964212.0,133502,4,3338499,골목상권,2022,4
20224,11740530,명일1동,2161587553.0,349801,3,4910897,골목상권,2022,4
20224,11740540,명일2동,1597918020.0,211478,4,2162108,골목상권,2022,4
20224,11740550,고덕1동,1033089131.0,165205,2,3800264,골목상권,2022,4
20224,11740560,고덕2동,1513250832.0,144608,3,2333348,골목상권,2022,4
20224,11740570,암사1동,2250822798.0,315369,8,8431260,골목상권,2022,4
20224,11740580,암사2동,1016736412.0,158521,3,2573259,골목상권,2022,4
20224,11740590,암사3동,142756412.0,20878,0,1454042,미분류,2022,4
20224,11740600,천호1동,2037748747.0,278708,3,10067211,골목상권,2022,4
20224,11740610,천호2동,4130387341.0,592653,11,11269738,골목상권,2022,4
20224,11740620,천호3동,2686166757.0,373370,2,7679009,골목상권,2022,4
20224,11740640,성내1동,1956381698.0,253129,4,5963423,골목상권,2022,4
20224,11740650,성내2동,5051304560.0,742532,2,8609874,골목상권,2022,4
20224,11740660,성내3동,3300311786.0,453643,6,6577007,골목상권,2022,4
20224,11740685,길동,5847555865.0,826578,15,16941692,골목상권,2022,4
20224,11740700,둔촌2동,2218356417.0,328066,8,7231008,골목상권,2022,4
20231,11110515,청운효자동,1159312877.0,171524,4,3555653,골목상권,2023,1
20231,11110530,사직동,4269015648.0,799486,4,3886303,골목상권,2023,1
20231,11110540,삼청동,1219217862.0,136881,0,931818,발달상권,2023,1
20231,11110550,부암동,724013740.0,113250,2,1103990,골목상권,2023,1
20231,11110560,평창동,396273860.0,51898,3,825452,골목상권,2023,1
20231,11110570,무악동,788492814.0,131815,0,1956422,골목상권,2023,1
20231,11110580,교남동,947625957.0,146082,4,3864711,골목상권,2023,1
20231,11110600,가회동,741852253.0,117361,1,1316000,골목상권,2023,1
20231,11110615,종로1·2·3·4가동,9711658446.0,1563864,21,14180166,관광특구,2023,1
20231,11110630,종로5·6가동,2992127579.0,466380,5,6719965,전통시장,2023,1
20231,11110640,이화동,4194736595.0,687029,3,3430517,골목상권,2023,1
20231,11110650,혜화동,2611922915.0,303156,7,9107757,골목상권,2023,1
20231,11110670,창신1동,1785507970.0,194104,1,2997237,전통시장,2023,1
20231,11110690,창신3동,117820259.0,15606,0,1181082,골목상권,2023,1
20231,11110700,숭인1동,348041536.0,53134,4,2169409,골목상권,2023,1
20231,11110710,숭인2동,1848884435.0,282292,2,5220993,골목상권,2023,1
20231,11140520,소공동,5849010277.0,838353,11,2790938,관광특구,2023,1
20231,11140540,회현동,7123873044.0,1128283,22,4527497,전통시장,2023,1
20231,11140550,명동,17012881322.0,2696332,31,5470789,발달상권,2023,1
20231,11140570,필동,2360097265.0,462141,3,2146623,골목상권,2023,1
20231,11140580,장충동,1137186938.0,178479,2,2268052,골목상권,2023,1
20231,11140590,광희동,8397989931.0,1249445,10,6115111,관광특구,2023,1
20231,11140605,을지로동,5511898546.0,867584,5,5466366,전통시장,2023,1
20231,11140615,신당동,3373719756.0,389505,4,5752925,전통시장,2023,1
20231,11140625,다산동,2138506000.0,248985,0,4291608,골목상권,2023,1
20231,11140635,약수동,1484286426.0,239480,4,2125755,골목상권,2023,1
20231,11140645,청구동,978937056.0,138175,1,3347230,골목상권,2023,1
20231,11140650,신당5동,816898776.0,120357,0,3970529,골목상권,2023,1
20231,11140665,동화동,1538549998.0,227010,3,3419860,전통시장,2023,1
20231,11140670,황학동,666066972.0,102992,3,5881569,전통시장,2023,1
20231,11140680,중림동,769946972.0,127128,1,1991162,골목상권,2023,1
20231,11170510,후암동,1529692591.0,227002,6,4409716,골목상권,2023,1
20231,11170520,용산2가동,941577097.0,133228,3,4221653,골목상권,2023,1
20231,11170530,남영동,1638206862.0,209002,9,2309709,골목상권,2023,1
20231,11170555,청파동,3055109838.0,474635,4,7546132,골목상권,2023,1
20231,11170560,원효로1동,1884095383.0,262185,9,5230273,골목상권,2023,1
20231,11170570,원효로2동,1510799531.0,214476,3,4206012,골목상권,2023,1
20231,11170580,효창동,96451716.0,14328,2,3841993,골목상권,2023,1
20231,11170590,용문동,548482869.0,77503,2,2614784,골목상권,2023,1
20231,11170625,한강로동,1692847458.0,260163,18,5706896,골목상권,2023,1
20231,11170640,이촌2동,730290276.0,100317,2,1511256,골목상권,2023,1
20231,11170650,이태원1동,4195745673.0,618588,6,2486189,관광특구,2023,1
20231,11170660,이태원2동,1066212753.0,133122,4,2986092,골목상권,2023,1
20231,11170685,한남동,3422118651.0,525485,4,5920967,골목상권,2023,1
20231,11170690,서빙고동,524336380.0,64643,9,1832485,골목상권,2023,1
20231,11170700,보광동,1586987063.0,186117,1,4104574,골목상권,2023,1
20231,11200520,왕십리2동,660414720.0,96498,2,4699053,골목상권,2023,1
20231,11200535,왕십리도선동,2532535833.0,359351,11,5786774,골목상권,2023,1
20231,11200540,마장동,2329380981.0,313123,2,5413975,골목상권,2023,1
20231,11200550,사근동,4174076091.0,909440,13,4202703,골목상권,2023,1
20231,11200560,행당1동,1617538501.0,294111,9,4487096,골목상권,2023,1
20231,11200570,행당2동,757691663.0,116697,2,4495290,미분류,2023,1
20231,11200590,금호1가동,429263597.0,59714,2,3528004,골목상권,2023,1
20231,11200615,금호2·3가동,950398738.0,126232,4,6545677,골목상권,2023,1
20231,11200620,금호4가동,234357086.0,33086,4,2965226,골목상권,2023,1
20231,11200645,옥수동,228881876.0,35398,3,2952609,골목상권,2023,1
20231,11200650,성수1가1동,305448952.0,49447,3,3159665,골목상권,2023,1
20231,11200660,성수1가2동,2670877907.0,432080,6,5582629,골목상권,2023,1
20231,11200670,성수2가1동,2562963157.0,357685,4,5261695,골목상권,2023,1
20231,11200690,성수2가3동,8344702998.0,1319457,7,5606871,골목상권,2023,1
20231,11200720,송정동,673275558.0,93643,2,3025811,골목상권,2023,1
20231,11200790,용답동,1416358585.0,223113,5,3414654,골목상권,2023,1
20231,11215710,화양동,9571441978.0,1287579,23,9565693,골목상권,2023,1
20231,11215730,군자동,1901677354.0,285388,9,5628359,골목상권,2023,1
20231,11215740,중곡1동,2966433025.0,384693,2,4018531,골목상권,2023,1
20231,11215750,중곡2동,2042305837.0,293985,9,4740374,골목상권,2023,1
20231,11215760,중곡3동,1274777320.0,163763,3,4873100,골목상권,2023,1
20231,11215770,중곡4동,1607058676.0,218491,4,6607475,골목상권,2023,1
20231,11215780,능동,1300433618.0,201029,5,2371041,골목상권,2023,1
20231,11215810,광장동,2731299325.0,372717,3,6094173,골목상권,2023,1
20231,11215820,자양1동,2031974010.0,294973,3,7996416,골목상권,2023,1
20231,11215830,자양2동,1176479651.0,164853,10,5302118,골목상권,2023,1
20231,11215840,자양3동,3965705614.0,443993,6,6732878,골목상권,2023,1
20231,11215847,자양4동,4487555896.0,647613,4,8262139,전통시장,2023,1
20231,11215850,구의1동,1555134189.0,233018,6,7954380,골목상권,2023,1
20231,11215860,구의2동,1745624867.0,237579,4,5729816,골목상권,2023,1
20231,11215870,구의3동,3853151756.0,519889,8,6886098,발달상권,2023,1
20231,11230536,용신동,6027194683.0,932293,14,14334380,골목상권,2023,1
20231,11230545,제기동,3030929008.0,454240,2,12572168,전통시장,2023,1
20231,11230560,전농1동,3921669596.0,541372,9,10678688,골목상권,2023,1
20231,11230570,전농2동,757578818.0,153851,3,2517347,골목상권,2023,1
20231,11230600,답십리1동,1405270859.0,194798,7,6752617,골목상권,2023,1
20231,11230610,답십리2동,1319241116.0,178888,4,6822487,골목상권,2023,1
20231,11230650,장안1동,8182876270.0,1040353,12,9196864,골목상권,2023,1
20231,11230660,장안2동,2993221602.0,390706,8,7293520,골목상권,2023,1
20231,11230705,청량리동,1937913142.0,272041,5,6464283,골목상권,2023,1
20231,11230710,회기동,915671704.0,142006,5,5455906,골목상권,2023,1
20231,11230720,휘경1동,1875967145.0,174271,7,5907306,골목상권,2023,1
20231,11230730,휘경2동,1694717538.0,241227,2,4871475,골목상권,2023,1
20231,11230740,이문1동,4657394788.0,727678,8,9120139,골목상권,2023,1
20231,11230750,이문2동,699935090.0,100018,3,3951702,전통시장,2023,1
20231,11260520,면목2동,584950020.0,69279,5,6102476,골목상권,2023,1
20231,11260540,면목4동,1286716051.0,173481,3,5325776,골목상권,2023,1
20231,11260550,면목5동,351299866.0,46894,2,2354230,골목상권,2023,1
20231,11260565,면목본동,3456304457.0,445587,6,9750543,골목상권,2023,1
20231,11260570,면목7동,3608063746.0,470398,4,7014910,골목상권,2023,1
20231,11260575,면목3·8동,1650641295.0,241742,3,6453303,골목상권,2023,1
20231,11260580,상봉1동,662662781.0,101417,12,5219916,골목상권,2023,1
20231,11260590,상봉2동,4882046768.0,554141,7,7345930,골목상권,2023,1
20231,11260600,중화1동,381643767.0,54994,3,5474643,골목상권,2023,1
20231,11260610,중화2동,1124030480.0,157557,2,8324578,골목상권,2023,1
20231,11260620,묵1동,845878354.0,118378,4,7492861,골목상권,2023,1
20231,11260655,망우본동,4541835092.0,601957,11,10159684,골목상권,2023,1
20231,11260660,망우3동,541041618.0,71432,1,4410286,골목상권,2023,1
20231,11260680,신내1동,455151771.0,68678,6,5546287,골목상권,2023,1
20231,11260690,신내2동,397482860.0,60050,1,1929408,전통시장,2023,1
20231,11290525,성북동,688821863.0,105684,6,4199154,골목상권,2023,1
20231,11290555,삼선동,2772386957.0,421161,5,10200646,골목상권,2023,1
20231,11290575,동선동,1465835490.0,256577,5,8121948,골목상권,2023,1
20231,11290580,돈암1동,402066189.0,44654,2,2900189,미분류,2023,1
20231,11290600,안암동,3305942644.0,619113,8,6957874,골목상권,2023,1
20231,11290610,보문동,962647543.0,128931,2,5838233,골목상권,2023,1
20231,11290620,정릉1동,1135421974.0,162693,4,5005853,골목상권,2023,1
20231,11290630,정릉2동,420220877.0,39319,4,5878391,골목상권,2023,1
20231,11290640,정릉3동,1574946307.0,211166,2,3043171,골목상권,2023,1
20231,11290650,정릉4동,1617601773.0,214649,2,3303795,골목상권,2023,1
20231,11290660,길음1동,162000354.0,27204,3,6996513,골목상권,2023,1
20231,11290685,길음2동,1054906386.0,174487,2,4992259,골목상권,2023,1
20231,11290705,종암동,856367363.0,136654,0,11017354,골목상권,2023,1
20231,11290715,월곡1동,1049665817.0,124776,2,7408128,골목상권,2023,1
20231,11290725,월곡2동,1482453901.0,191627,4,6089260,골목상권,2023,1
20231,11290760,장위1동,1659297743.0,194650,0,7189465,골목상권,2023,1
20231,11290770,장위2동,191741090.0,27643,0,4918446,골목상권,2023,1
20231,11290810,석관동,2676035599.0,374705,6,10355708,골목상권,2023,1
20231,11305534,삼양동,620624659.0,86280,0,11666783,골목상권,2023,1
20231,11305535,미아동,1635152789.0,254197,9,7981052,골목상권,2023,1
20231,11305545,송중동,2557509000.0,344254,5,12583854,골목상권,2023,1
20231,11305555,송천동,2740321810.0,302365,6,12840550,골목상권,2023,1
20231,11305575,삼각산동,296324637.0,37066,2,2882047,골목상권,2023,1
20231,11305595,번1동,3510631072.0,554347,7,6781467,골목상권,2023,1
20231,11305603,번2동,784394047.0,100481,1,3143797,골목상권,2023,1
20231,11305608,번3동,64168155.0,10537,3,3468224,골목상권,2023,1
