지표,값
R2,0.9633247425737821
Adj_R2,0.9632946364685233
beta_유동인구,1.0548044580663123
beta_밀집도,1.0545993381584458
beta_청년,0.0763030998013813
beta_중년,0.2570624952947902
beta_고령,0.7650830381345174
R2_유동인구,0.2638601796534118
R2_밀집도,0.6625012116014675
Max_VIF,2.4243731927358003
DW,1.9000042904482217
