기준_년분기_코드,행정동_코드,행정동_코드_명,총_유동인구_수
20241,11215750,중곡2동,4766901
20241,11215740,중곡1동,3976929
20241,11215730,군자동,6601908
20241,11215710,화양동,9411749
20241,11200790,용답동,3481166
20241,11200720,송정동,3003507
20241,11200690,성수2가3동,5619058
20241,11200670,성수2가1동,5257366
20241,11200660,성수1가2동,5608309
20241,11200650,성수1가1동,3077879
20241,11200645,옥수동,2942068
20241,11200620,금호4가동,3282046
20241,11200615,금호2?3가동,6727228
20241,11200590,금호1가동,3191410
20241,11200580,응봉동,3043683
20241,11200570,행당2동,4612956
20241,11200560,행당1동,5396953
20241,11200550,사근동,4040672
20241,11200540,마장동,5351322
20241,11200535,왕십리도선동,5531995
20241,11200520,왕십리2동,4604436
20241,11170700,보광동,3611716
20241,11170690,서빙고동,1806906
20241,11170685,한남동,5221346
20241,11170660,이태원2동,3005007
20241,11170650,이태원1동,2580886
20241,11170640,이촌2동,1656279
20241,11170630,이촌1동,4713570
20241,11170625,한강로동,5884324
20241,11170590,용문동,2747361
20241,11170580,효창동,3600171
20241,11170570,원효로2동,4291723
20241,11170560,원효로1동,4894686
20241,11170555,청파동,7479805
20241,11170530,남영동,2132796
20241,11170520,용산2가동,4410371
20241,11170510,후암동,4105166
20241,11140680,중림동,2051349
20241,11140670,황학동,6006106
20241,11140665,동화동,3659171
20241,11140650,신당5동,3474585
20241,11140645,청구동,3266602
20241,11140635,약수동,2065345
20241,11140625,다산동,4126349
20241,11140615,신당동,5615291
20241,11140605,을지로동,5093355
20241,11140590,광희동,6552780
20241,11140580,장충동,2059320
20241,11140570,필동,2478015
20241,11140550,명동,5491208
20241,11140540,회현동,4402647
20241,11140520,소공동,2740092
20241,11110710,숭인2동,5547900
20241,11110700,숭인1동,2032429
20241,11110690,창신3동,1246266
20241,11110680,창신2동,4816958
20241,11110670,창신1동,2961509
20241,11110650,혜화동,8621484
20241,11110640,이화동,4274928
20241,11110630,종로5?6가동,5943183
20241,11110615,종로1?2?3?4가동,13969774
20241,11110600,가회동,1187506
20241,11110580,교남동,3968394
20241,11110570,무악동,1834716
20241,11110560,평창동,791907
20241,11110550,부암동,1079722
20241,11110540,삼청동,890462
20241,11110530,사직동,3896639
20241,11110515,청운효자동,3586210
20234,11740700,둔촌2동,7202398
20234,11740690,둔촌1동,8315
20234,11740685,길동,17282662
20234,11740660,성내3동,6617399
20234,11740650,성내2동,8504993
20234,11740640,성내1동,5972600
20234,11740620,천호3동,7401954
20234,11740610,천호2동,11202019
20234,11740600,천호1동,10244259
20234,11740590,암사3동,1626861
20234,11740580,암사2동,2519657
20234,11740570,암사1동,7975228
20234,11740560,고덕2동,2218769
20234,11740550,고덕1동,3779490
20234,11740540,명일2동,2199603
20234,11740530,명일1동,4879598
20234,11740520,상일동,3424596
20234,11740515,강일동,4122276
20234,11710720,잠실7동,708823
20234,11710710,잠실6동,2455198
20234,11710690,잠실4동,2032857
20234,11710680,잠실3동,3382528
20234,11710670,잠실2동,1871157
20234,11710650,잠실본동,8248690
20234,11710647,위례동,3338540
20234,11710646,장지동,8079116
20234,11710642,문정2동,2835408
20234,11710641,문정1동,4568492
20234,11710632,가락2동,6197742
20234,11710631,가락1동,799251
20234,11710620,가락본동,8185403
20234,11710610,삼전동,6558606
20234,11710600,석촌동,6854897
20234,11710590,송파2동,3173380
20234,11710580,송파1동,6112109
20234,11710570,오금동,9612848
20234,11710566,오륜동,662695
20234,11710562,방이2동,6510592
20234,11710561,방이1동,3679466
20234,11710550,마천2동,5136266
20234,11710540,마천1동,3625768
20234,11710532,거여2동,3667110
20234,11710531,거여1동,3646002
20234,11710520,풍납2동,5438893
20234,11710510,풍납1동,4673066
20234,11680750,수서동,2191957
20234,11680740,일원2동,1138713
20234,11680730,일원1동,2571614
20234,11680720,일원본동,2520904
20234,11680700,세곡동,3525530
20234,11680690,개포4동,3544246
20234,11680670,개포2동,2037926
20234,11680660,개포1동,881528
20234,11680656,도곡2동,3748782
20234,11680655,도곡1동,7389619
20234,11680650,역삼2동,12114261
20234,11680640,역삼1동,20851949
20234,11680630,대치4동,10010985
20234,11680610,대치2동,5962744
20234,11680600,대치1동,4655576
20234,11680590,삼성2동,9305854
20234,11680580,삼성1동,4659277
20234,11680565,청담동,9218571
20234,11680545,압구정동,7622700
20234,11680531,논현2동,11862922
20234,11680521,논현1동,9982020
20234,11680510,신사동,7043513
20234,11650660,내곡동,1918791
20234,11650652,양재2동,5853105
20234,11650651,양재1동,8278232
20234,11650621,방배4동,6565906
20234,11650620,방배3동,3228345
20234,11650610,방배2동,4946719
20234,11650600,방배1동,4633800
20234,11650590,방배본동,4133755
20234,11650581,반포4동,5431701
20234,11650580,반포3동,3412691
20234,11650570,반포2동,1663196
20234,11650560,반포1동,6636814
20234,11650550,반포본동,320507
20234,11650540,잠원동,6393973
20234,11650531,서초4동,6496298
20234,11650530,서초3동,12089234
20234,11650520,서초2동,6791734
20234,11650510,서초1동,7594604
20234,11620775,난곡동,5609058
20234,11620765,미성동,5519868
20234,11620745,삼성동,7062246
20234,11620735,대학동,6579194
20234,11620725,조원동,7180954
20234,11620715,난향동,1444362
20234,11620695,신림동,9817222
20234,11620685,신사동,7469571
20234,11620665,서림동,5169682
20234,11620655,신원동,6156697
20234,11620645,서원동,5646595
20234,11620630,남현동,4557691
20234,11620625,인헌동,6114183
20234,11620615,중앙동,5669608
20234,11620605,은천동,8820227
20234,11620595,청룡동,10703851
20234,11620585,낙성대동,6112970
20234,11620575,행운동,7230236
20234,11620565,성현동,4565051
20234,11620545,청림동,3113226
20234,11620525,보라매동,3788812
20234,11590680,신대방2동,4886893
20234,11590670,신대방1동,3462749
20234,11590660,대방동,7235986
20234,11590651,사당5동,3385433
20234,11590650,사당4동,3962614
20234,11590640,사당3동,5462118
20234,11590630,사당2동,7588453
20234,11590620,사당1동,6870993
20234,11590605,흑석동,6399387
20234,11590560,상도4동,5196453
20234,11590550,상도3동,4779151
20234,11590540,상도2동,4894394
20234,11590530,상도1동,7929561
20234,11590520,노량진2동,3461298
20234,11590510,노량진1동,6456123
20234,11560720,대림3동,7267612
20234,11560710,대림2동,5560264
20234,11560700,대림1동,4534442
20234,11560690,신길7동,4160553
20234,11560680,신길6동,5470400
20234,11560670,신길5동,3273749
20234,11560660,신길4동,2742522
20234,11560650,신길3동,6293623
20234,11560630,신길1동,5627921
20234,11560620,양평2동,5019998
20234,11560610,양평1동,5394523
20234,11560605,문래동,9126833
20234,11560585,도림동,5412501
20234,11560560,당산2동,8646353
20234,11560550,당산1동,7002683
20234,11560540,여의동,6629458
20234,11560535,영등포동,11012045
20234,11560515,영등포본동,7086496
20234,11545710,시흥5동,3594487
20234,11545700,시흥4동,2265635
20234,11545690,시흥3동,1247762
20234,11545680,시흥2동,1624352
20234,11545670,시흥1동,5535916
20234,11545640,독산4동,3707947
20234,11545630,독산3동,4776287
20234,11545620,독산2동,3501734
20234,11545610,독산1동,5003088
20234,11545510,가산동,4969164
20234,11530800,항동,1132572
20234,11530790,수궁동,1711252
20234,11530780,오류2동,4827023
20234,11530770,오류1동,4191348
20234,11530760,개봉3동,3737011
20234,11530750,개봉2동,4070443
20234,11530740,개봉1동,7996863
20234,11530730,고척2동,5227042
20234,11530720,고척1동,4612851
20234,11530595,가리봉동,3042018
20234,11530560,구로5동,7210047
20234,11530550,구로4동,7914891
20234,11530540,구로3동,6927785
20234,11530530,구로2동,8984845
20234,11530520,구로1동,1960536
20234,11530510,신도림동,6228326
20234,11500641,방화3동,2772262
20234,11500640,방화2동,4898561
20234,11500630,방화1동,7597357
20234,11500620,공항동,5516663
20234,11500615,우장산동,7017897
20234,11500611,발산1동,5557822
20234,11500605,가양3동,1931869
20234,11500604,가양2동,2089269
20234,11500603,가양1동,3447354
20234,11500593,화곡8동,8038067
20234,11500591,화곡6동,5462515
20234,11500590,화곡본동,7926437
20234,11500570,화곡4동,4497476
20234,11500560,화곡3동,3492068
20234,11500550,화곡2동,3353248
20234,11500540,화곡1동,16215184
20234,11500535,등촌3동,6785869
20234,11500530,등촌2동,3882810
20234,11500520,등촌1동,5344969
20234,11500510,염창동,8181502
20234,11470680,신정7동,3048831
20234,11470670,신정6동,2029492
20234,11470650,신정4동,10591602
20234,11470640,신정3동,7435956
20234,11470630,신정2동,4277601
20234,11470620,신정1동,3288783
20234,11470611,신월7동,2052114
20234,11470610,신월6동,1031817
20234,11470600,신월5동,3295822
20234,11470590,신월4동,3280207
20234,11470580,신월3동,2690222
20234,11470570,신월2동,3576993
20234,11470560,신월1동,4097612
20234,11470550,목5동,4613030
20234,11470540,목4동,5620093
20234,11470530,목3동,4980803
20234,11470520,목2동,6832236
20234,11470510,목1동,4873564
20234,11440740,상암동,5490258
20234,11440730,성산2동,6779579
20234,11440720,성산1동,6021040
20234,11440710,연남동,6726123
20234,11440700,망원2동,5892204
20234,11440690,망원1동,7163195
20234,11440680,합정동,4762900
20234,11440660,서교동,17985736
20234,11440655,서강동,6272573
20234,11440630,신수동,5139472
20234,11440610,염리동,5210040
20234,11440600,대흥동,7993207
20234,11440590,용강동,5640486
20234,11440585,도화동,4067804
20234,11440565,공덕동,13634016
20234,11440555,아현동,7078511
20234,11410720,북가좌2동,11504006
20234,11410710,북가좌1동,2819362
20234,11410700,남가좌2동,6199300
20234,11410690,남가좌1동,1048500
20234,11410685,홍은2동,4446448
20234,11410660,홍은1동,3987087
20234,11410655,홍제2동,2019391
20234,11410640,홍제3동,3800505
20234,11410620,홍제1동,6486133
20234,11410615,연희동,8886490
20234,11410585,신촌동,11437105
20234,11410565,충현동,10774529
20234,11410555,북아현동,19132061
20234,11410520,천연동,3992435
20234,11380690,진관동,7040462
20234,11380650,수색동,2759114
20234,11380640,증산동,3297057
20234,11380632,신사2동,2920335
20234,11380631,신사1동,6173204
20234,11380625,역촌동,11628271
20234,11380600,응암3동,8397246
20234,11380590,응암2동,4017536
20234,11380580,응암1동,5523204
20234,11380570,대조동,12338298
20234,11380560,구산동,5290058
20234,11380552,갈현2동,6052091
20234,11380551,갈현1동,6128662
20234,11380530,불광2동,5933508
20234,11380520,불광1동,5046789
20234,11380510,녹번동,6897096
20234,11350720,상계10동,1942748
20234,11350710,상계9동,1880070
20234,11350700,상계8동,1022976
20234,11350695,상계6?7동,6702945
20234,11350670,상계5동,6372010
20234,11350665,상계3?4동,8350390
20234,11350640,상계2동,10442701
20234,11350630,상계1동,7433921
20234,11350625,중계2?3동,4370438
20234,11350624,중계4동,3017891
20234,11350621,중계1동,3771775
20234,11350619,중계본동,4028320
20234,11350612,하계2동,2750746
20234,11350611,하계1동,3835969
20234,11350600,공릉2동,8279309
20234,11350595,공릉1동,11134560
20234,11350580,월계3동,2637357
20234,11350570,월계2동,3819896
20234,11350560,월계1동,4854224
20234,11320710,방학3동,3439856
20234,11320700,방학2동,2961570
20234,11320690,방학1동,6457531
20234,11320681,쌍문4동,2587045
20234,11320680,쌍문3동,5486151
20234,11320670,쌍문2동,4529541
20234,11320660,쌍문1동,5156529
20234,11320522,도봉2동,3327510
20234,11320521,도봉1동,3655567
20234,11320515,창5동,4159364
20234,11320514,창4동,3629870
20234,11320513,창3동,4054782
20234,11320512,창2동,10314770
20234,11320511,창1동,3787947
20234,11305660,인수동,8180291
20234,11305645,우이동,4387467
20234,11305635,수유3동,10702425
20234,11305625,수유2동,5458776
20234,11305615,수유1동,6325288
20234,11305608,번3동,3413884
20234,11305603,번2동,2988516
20234,11305595,번1동,7049682
20234,11305575,삼각산동,3009131
20234,11305555,송천동,12634015
20234,11305545,송중동,12192120
20234,11305535,미아동,7939740
20234,11305534,삼양동,10915892
20234,11290810,석관동,10215147
20234,11290780,장위3동,2923982
20234,11290770,장위2동,5059795
20234,11290760,장위1동,7242267
20234,11290725,월곡2동,6016133
20234,11290715,월곡1동,7795111
20234,11290705,종암동,11092184
20234,11290685,길음2동,4904185
20234,11290660,길음1동,6668464
20234,11290650,정릉4동,3570257
20234,11290640,정릉3동,3021182
20234,11290630,정릉2동,5978019
20234,11290620,정릉1동,5007659
20234,11290610,보문동,5602716
20234,11290600,안암동,7692352
20234,11290590,돈암2동,2634397
20234,11290580,돈암1동,2859999
20234,11290575,동선동,8324211
20234,11290555,삼선동,10068283
20234,11290525,성북동,4211791
20234,11260690,신내2동,1957303
20234,11260680,신내1동,5387916
20234,11260660,망우3동,4132923
20234,11260655,망우본동,11032058
20234,11260630,묵2동,5700192
20234,11260620,묵1동,7204839
20234,11260610,중화2동,8013747
20234,11260600,중화1동,5291210
20234,11260590,상봉2동,7239300
20234,11260580,상봉1동,4867709
20234,11260575,면목3?8동,6785356
20234,11260570,면목7동,6662772
20234,11260565,면목본동,9912898
20234,11260550,면목5동,2395668
20234,11260540,면목4동,5149816
20234,11260520,면목2동,5767175
20234,11230750,이문2동,3824817
20234,11230740,이문1동,9871877
20234,11230730,휘경2동,4908879
20234,11230720,휘경1동,5935685
20234,11230710,회기동,5457435
20234,11230705,청량리동,6700919
20234,11230660,장안2동,7623440
20234,11230650,장안1동,9026666
20234,11230610,답십리2동,6402555
20234,11230600,답십리1동,6572096
20234,11230570,전농2동,2602633
20234,11230560,전농1동,11227426
20234,11230545,제기동,12658658
20234,11230536,용신동,14735309
20234,11215870,구의3동,6616849
20234,11215860,구의2동,5303831
20234,11215850,구의1동,7239720
20234,11215847,자양4동,9387867
20234,11215840,자양3동,6620855
20234,11215830,자양2동,5380871
20234,11215820,자양1동,8066336
20234,11215810,광장동,5877194
20234,11215780,능동,2171672
20234,11215770,중곡4동,6448030
20234,11215760,중곡3동,4699649
20234,11215750,중곡2동,4746332
20234,11215740,중곡1동,3983330
20234,11215730,군자동,6758949
20234,11215710,화양동,9932160
20234,11200790,용답동,3500822
20234,11200720,송정동,2977761
20234,11200690,성수2가3동,5547013
20234,11200670,성수2가1동,5176379
20234,11200660,성수1가2동,5638477
20234,11200650,성수1가1동,3076091
20234,11200645,옥수동,2956956
20234,11200620,금호4가동,3064288
20234,11200615,금호2?3가동,6578299
20234,11200590,금호1가동,3191938
20234,11200580,응봉동,2915876
20234,11200570,행당2동,4515011
20234,11200560,행당1동,5335133
20234,11200550,사근동,4423766
20234,11200540,마장동,5407391
20234,11200535,왕십리도선동,5618684
20234,11200520,왕십리2동,4474283
20234,11170700,보광동,4043093
20234,11170690,서빙고동,1780151
20234,11170685,한남동,5613231
20234,11170660,이태원2동,2952646
20234,11170650,이태원1동,2586640
20234,11170640,이촌2동,1695645
20234,11170630,이촌1동,4860663
20234,11170625,한강로동,5813521
20234,11170590,용문동,2728397
20234,11170580,효창동,3631004
20234,11170570,원효로2동,4376926
20234,11170560,원효로1동,5026946
20234,11170555,청파동,7593231
20234,11170530,남영동,2340115
20234,11170520,용산2가동,4539410
20234,11170510,후암동,4134549
20234,11140680,중림동,1968500
20234,11140670,황학동,6020858
20234,11140665,동화동,3369049
20234,11140650,신당5동,3723350
20234,11140645,청구동,3291551
20234,11140635,약수동,2038459
20234,11140625,다산동,4297086
20234,11140615,신당동,5797143
20234,11140605,을지로동,5340250
20234,11140590,광희동,6737324
20234,11140580,장충동,2247393
20234,11140570,필동,2569085
20234,11140550,명동,5727034
20234,11140540,회현동,4628737
20234,11140520,소공동,2834361
20234,11110710,숭인2동,5451973
20234,11110700,숭인1동,2067403
20234,11110690,창신3동,1220621
20234,11110680,창신2동,4993878
20234,11110670,창신1동,3070684
20234,11110650,혜화동,9575649
20234,11110640,이화동,4198533
20234,11110630,종로5?6가동,6253394
20234,11110615,종로1?2?3?4가동,14303604
20234,11110600,가회동,1282353
20234,11110580,교남동,3812704
20234,11110570,무악동,1889339
20234,11110560,평창동,791963
20234,11110550,부암동,1166497
20234,11110540,삼청동,954306
20234,11110530,사직동,4094242
20234,11110515,청운효자동,3605198
20233,11740700,둔촌2동,7175487
20233,11740690,둔촌1동,8350
20233,11740685,길동,16988146
20233,11740660,성내3동,6528442
20233,11740650,성내2동,8433702
20233,11740640,성내1동,5906211
20233,11740620,천호3동,7390579
20233,11740610,천호2동,11278308
20233,11740600,천호1동,10222875
20233,11740590,암사3동,1631438
20233,11740580,암사2동,2492488
20233,11740570,암사1동,7929292
20233,11740560,고덕2동,2219896
20233,11740550,고덕1동,3711358
20233,11740540,명일2동,2211318
20233,11740530,명일1동,4819618
20233,11740520,상일동,3413804
20233,11740515,강일동,4282479
20233,11710720,잠실7동,681303
20233,11710710,잠실6동,2410950
20233,11710690,잠실4동,1935524
20233,11710680,잠실3동,3223975
20233,11710670,잠실2동,1848353
20233,11710650,잠실본동,8063832
20233,11710647,위례동,3351645
20233,11710646,장지동,8070411
20233,11710642,문정2동,2923702
20233,11710641,문정1동,4591948
20233,11710632,가락2동,6213391
20233,11710631,가락1동,798003
20233,11710620,가락본동,7734028
20233,11710610,삼전동,6492824
20233,11710600,석촌동,6663088
20233,11710590,송파2동,3092669
20233,11710580,송파1동,6041956
20233,11710570,오금동,9684252
20233,11710566,오륜동,654645
20233,11710562,방이2동,6401259
20233,11710561,방이1동,3528019
20233,11710550,마천2동,5068044
20233,11710540,마천1동,3622432
20233,11710532,거여2동,3643100
20233,11710531,거여1동,3620142
20233,11710520,풍납2동,5505581
20233,11710510,풍납1동,4611923
20233,11680750,수서동,2217525
20233,11680740,일원2동,1064916
20233,11680730,일원1동,2626715
20233,11680720,일원본동,2515993
20233,11680700,세곡동,3542249
20233,11680690,개포4동,3666604
20233,11680670,개포2동,2005709
20233,11680660,개포1동,699371
20233,11680656,도곡2동,3851167
20233,11680655,도곡1동,7310623
20233,11680650,역삼2동,12181308
20233,11680640,역삼1동,21410303
20233,11680630,대치4동,10565258
20233,11680610,대치2동,6251194
20233,11680600,대치1동,4859439
20233,11680590,삼성2동,9372983
20233,11680580,삼성1동,4758823
20233,11680565,청담동,9540889
20233,11680545,압구정동,7834455
20233,11680531,논현2동,11843356
20233,11680521,논현1동,10090612
20233,11680510,신사동,7070958
20233,11650660,내곡동,1886821
20233,11650652,양재2동,5880921
20233,11650651,양재1동,8413056
20233,11650621,방배4동,6463377
20233,11650620,방배3동,3116302
20233,11650610,방배2동,5036277
20233,11650600,방배1동,4597485
20233,11650590,방배본동,4164717
20233,11650581,반포4동,5260856
20233,11650580,반포3동,3240349
20233,11650570,반포2동,1515669
20233,11650560,반포1동,6653673
20233,11650550,반포본동,318040
20233,11650540,잠원동,6376575
20233,11650531,서초4동,6727209
20233,11650530,서초3동,12012993
20233,11650520,서초2동,6929442
20233,11650510,서초1동,7917761
20233,11620775,난곡동,5775750
20233,11620765,미성동,5501065
20233,11620745,삼성동,7123932
20233,11620735,대학동,6716679
20233,11620725,조원동,6973403
20233,11620715,난향동,1408135
20233,11620695,신림동,9817854
20233,11620685,신사동,7492449
20233,11620665,서림동,5105396
20233,11620655,신원동,6385129
20233,11620645,서원동,5549761
20233,11620630,남현동,4519806
20233,11620625,인헌동,6175370
20233,11620615,중앙동,5549676
20233,11620605,은천동,8752011
20233,11620595,청룡동,10804382
20233,11620585,낙성대동,6049584
20233,11620575,행운동,7077681
20233,11620565,성현동,4455435
20233,11620545,청림동,3103192
20233,11620525,보라매동,3712198
20233,11590680,신대방2동,4889115
20233,11590670,신대방1동,3418106
20233,11590660,대방동,7053733
20233,11590651,사당5동,3333465
20233,11590650,사당4동,4006312
20233,11590640,사당3동,5554327
20233,11590630,사당2동,7542958
20233,11590620,사당1동,6812424
20233,11590605,흑석동,5997563
20233,11590560,상도4동,5695478
20233,11590550,상도3동,4896652
20233,11590540,상도2동,4936413
20233,11590530,상도1동,7721879
20233,11590520,노량진2동,3441662
20233,11590510,노량진1동,6363244
20233,11560720,대림3동,7070029
20233,11560710,대림2동,5530806
20233,11560700,대림1동,4563988
20233,11560690,신길7동,3970754
20233,11560680,신길6동,5481316
20233,11560670,신길5동,3262563
20233,11560660,신길4동,2792402
20233,11560650,신길3동,6122224
20233,11560630,신길1동,5476164
20233,11560620,양평2동,5066643
20233,11560610,양평1동,5218591
20233,11560605,문래동,9175467
20233,11560585,도림동,5408050
20233,11560560,당산2동,8352953
20233,11560550,당산1동,6873877
20233,11560540,여의동,6189280
20233,11560535,영등포동,11073796
20233,11560515,영등포본동,6909899
20233,11545710,시흥5동,3649528
20233,11545700,시흥4동,2304878
20233,11545690,시흥3동,1273309
20233,11545680,시흥2동,1576064
20233,11545670,시흥1동,5589893
20233,11545640,독산4동,3900985
20233,11545630,독산3동,4763968
20233,11545620,독산2동,3562757
20233,11545610,독산1동,5013923
20233,11545510,가산동,4977599
20233,11530800,항동,1195412
20233,11530790,수궁동,1796069
20233,11530780,오류2동,4797754
20233,11530770,오류1동,4135912
20233,11530760,개봉3동,3550231
20233,11530750,개봉2동,4094567
20233,11530740,개봉1동,7944815
20233,11530730,고척2동,5192923
20233,11530720,고척1동,4618570
20233,11530595,가리봉동,3072719
20233,11530560,구로5동,7199558
20233,11530550,구로4동,7796048
20233,11530540,구로3동,7035330
20233,11530530,구로2동,8993695
20233,11530520,구로1동,1950756
20233,11530510,신도림동,6156725
20233,11500641,방화3동,2850703
20233,11500640,방화2동,4731425
20233,11500630,방화1동,7394002
20233,11500620,공항동,5419135
20233,11500615,우장산동,6701809
20233,11500611,발산1동,5530972
20233,11500605,가양3동,1834060
20233,11500604,가양2동,2126365
20233,11500603,가양1동,3482277
20233,11500593,화곡8동,7745999
20233,11500591,화곡6동,5173226
20233,11500590,화곡본동,8216805
20233,11500570,화곡4동,4731302
20233,11500560,화곡3동,3469199
20233,11500550,화곡2동,3296110
20233,11500540,화곡1동,16193300
20233,11500535,등촌3동,6901892
20233,11500530,등촌2동,3863817
20233,11500520,등촌1동,5337510
20233,11500510,염창동,8105227
20233,11470680,신정7동,3078756
20233,11470670,신정6동,2019573
20233,11470650,신정4동,10682611
20233,11470640,신정3동,7371699
20233,11470630,신정2동,4320150
20233,11470620,신정1동,3291692
20233,11470611,신월7동,2052833
20233,11470610,신월6동,1059387
20233,11470600,신월5동,3129061
20233,11470590,신월4동,3224753
20233,11470580,신월3동,2696573
20233,11470570,신월2동,3529913
20233,11470560,신월1동,4081863
20233,11470550,목5동,4482034
20233,11470540,목4동,5589710
20233,11470530,목3동,4894638
20233,11470520,목2동,6835456
20233,11470510,목1동,4925054
20233,11440740,상암동,5507343
20233,11440730,성산2동,6779952
20233,11440720,성산1동,6139272
20233,11440710,연남동,6614952
20233,11440700,망원2동,5750885
20233,11440690,망원1동,6637926
20233,11440680,합정동,5162595
20233,11440660,서교동,17450568
20233,11440655,서강동,5828851
20233,11440630,신수동,5104844
20233,11440610,염리동,5124416
20233,11440600,대흥동,7728490
20233,11440590,용강동,5639860
20233,11440585,도화동,3982190
20233,11440565,공덕동,13659417
20233,11440555,아현동,7097356
20233,11410720,북가좌2동,11338495
20233,11410710,북가좌1동,2816542
20233,11410700,남가좌2동,5846637
20233,11410690,남가좌1동,1022352
20233,11410685,홍은2동,4292452
20233,11410660,홍은1동,4026098
20233,11410655,홍제2동,2114833
20233,11410640,홍제3동,3753687
20233,11410620,홍제1동,6367456
20233,11410615,연희동,8454911
20233,11410585,신촌동,10551251
20233,11410565,충현동,10342211
20233,11410555,북아현동,18608472
20233,11410520,천연동,3849951
20233,11380690,진관동,7093180
20233,11380650,수색동,2077351
20233,11380640,증산동,3369599
20233,11380632,신사2동,2977977
20233,11380631,신사1동,6137218
20233,11380625,역촌동,11841875
20233,11380600,응암3동,8151495
20233,11380590,응암2동,3782851
20233,11380580,응암1동,5578305
20233,11380570,대조동,12205663
20233,11380560,구산동,5163228
20233,11380552,갈현2동,6132097
20233,11380551,갈현1동,6385403
20233,11380530,불광2동,5616708
20233,11380520,불광1동,5013461
20233,11380510,녹번동,6914013
20233,11350720,상계10동,1919356
20233,11350710,상계9동,1890408
20233,11350700,상계8동,1012025
20233,11350695,상계6?7동,6624377
20233,11350670,상계5동,6357954
20233,11350665,상계3?4동,8187691
20233,11350640,상계2동,10347891
20233,11350630,상계1동,7332942
20233,11350625,중계2?3동,4335677
20233,11350624,중계4동,2952055
20233,11350621,중계1동,3817519
20233,11350619,중계본동,4054113
20233,11350612,하계2동,2791941
20233,11350611,하계1동,3675727
20233,11350600,공릉2동,7925904
20233,11350595,공릉1동,11002244
20233,11350580,월계3동,2593143
20233,11350570,월계2동,3743068
20233,11350560,월계1동,4527470
20233,11320710,방학3동,3490867
20233,11320700,방학2동,2979633
20233,11320690,방학1동,6401013
20233,11320681,쌍문4동,2556207
20233,11320680,쌍문3동,5551393
20233,11320670,쌍문2동,4432892
20233,11320660,쌍문1동,4933281
20233,11320522,도봉2동,3219005
20233,11320521,도봉1동,3577495
20233,11320515,창5동,4163698
20233,11320514,창4동,3595304
20233,11320513,창3동,4049020
20233,11320512,창2동,10194172
20233,11320511,창1동,3791844
20233,11305660,인수동,8241337
20233,11305645,우이동,4422805
20233,11305635,수유3동,10607434
20233,11305625,수유2동,5446954
20233,11305615,수유1동,6307429
20233,11305608,번3동,3414950
20233,11305603,번2동,3031535
20233,11305595,번1동,6840047
20233,11305575,삼각산동,3018494
20233,11305555,송천동,12658620
20233,11305545,송중동,12204812
20233,11305535,미아동,7957358
20233,11305534,삼양동,11056603
20233,11290810,석관동,9927189
20233,11290780,장위3동,2900744
20233,11290770,장위2동,4898034
20233,11290760,장위1동,7282216
20233,11290725,월곡2동,5873565
20233,11290715,월곡1동,7618758
20233,11290705,종암동,10771030
20233,11290685,길음2동,4884145
20233,11290660,길음1동,6641645
20233,11290650,정릉4동,3381404
20233,11290640,정릉3동,2884144
20233,11290630,정릉2동,5835719
20233,11290620,정릉1동,4940639
20233,11290610,보문동,5510826
20233,11290600,안암동,6838061
20233,11290590,돈암2동,2778172
20233,11290580,돈암1동,2816738
20233,11290575,동선동,7731305
20233,11290555,삼선동,9914756
20233,11290525,성북동,4195887
20233,11260690,신내2동,2003235
20233,11260680,신내1동,5259745
20233,11260660,망우3동,4394936
20233,11260655,망우본동,10631785
20233,11260630,묵2동,5692590
20233,11260620,묵1동,7216846
20233,11260610,중화2동,8033256
20233,11260600,중화1동,5335629
20233,11260590,상봉2동,7319155
20233,11260580,상봉1동,4919855
20233,11260575,면목3?8동,6305947
20233,11260570,면목7동,6709673
20233,11260565,면목본동,9493741
20233,11260550,면목5동,2327237
20233,11260540,면목4동,5154351
20233,11260520,면목2동,5879488
20233,11230750,이문2동,3788927
20233,11230740,이문1동,8799145
20233,11230730,휘경2동,4703105
20233,11230720,휘경1동,5650699
20233,11230710,회기동,5018722
20233,11230705,청량리동,6493155
20233,11230660,장안2동,7387089
20233,11230650,장안1동,9030503
20233,11230610,답십리2동,6450532
20233,11230600,답십리1동,6740148
20233,11230570,전농2동,2506712
20233,11230560,전농1동,10609066
20233,11230545,제기동,12124205
20233,11230536,용신동,14402510
20233,11215870,구의3동,6429669
20233,11215860,구의2동,5257821
20233,11215850,구의1동,7204653
20233,11215847,자양4동,8820014
20233,11215840,자양3동,6629405
20233,11215830,자양2동,5341139
20233,11215820,자양1동,7855544
20233,11215810,광장동,5968625
20233,11215780,능동,2120134
20233,11215770,중곡4동,6396776
20233,11215760,중곡3동,4638197
20233,11215750,중곡2동,4769584
20233,11215740,중곡1동,3945910
20233,11215730,군자동,6052153
20233,11215710,화양동,9582747
20233,11200790,용답동,3530969
20233,11200720,송정동,2940329
20233,11200690,성수2가3동,5431494
20233,11200670,성수2가1동,4922849
20233,11200660,성수1가2동,5578876
20233,11200650,성수1가1동,3052286
20233,11200645,옥수동,2964785
20233,11200620,금호4가동,2956902
20233,11200615,금호2?3가동,6508017
20233,11200590,금호1가동,3202194
20233,11200580,응봉동,3004946
20233,11200570,행당2동,4487499
20233,11200560,행당1동,4829176
20233,11200550,사근동,3962515
20233,11200540,마장동,5331964
20233,11200535,왕십리도선동,5550461
