기준_년분기_코드,행정동_코드,행정동_코드_명,총_유동인구_수
20253,11740700,둔촌2동,6677641
20253,11740690,둔촌1동,30002
20253,11740685,길동,18306303
20253,11740660,성내3동,6680704
20253,11740650,성내2동,8182706
20253,11740640,성내1동,5482732
20253,11740620,천호3동,7537537
20253,11740610,천호2동,10909991
20253,11740600,천호1동,10199559
20253,11740590,암사3동,1651297
20253,11740580,암사2동,2273718
20253,11740570,암사1동,8363335
20253,11740560,고덕2동,2166822
20253,11740550,고덕1동,3548896
20253,11740540,명일2동,2187076
20253,11740530,명일1동,4605872
20253,11740520,상일동,3432533
20253,11740515,강일동,3514014
20253,11710720,잠실7동,703375
20253,11710710,잠실6동,2368425
20253,11710690,잠실4동,2116808
20253,11710680,잠실3동,3597594
20253,11710670,잠실2동,2245535
20253,11710650,잠실본동,8130053
20253,11710647,위례동,3340138
20253,11710646,장지동,7646751
20253,11710642,문정2동,2893688
20253,11710641,문정1동,4305386
20253,11710632,가락2동,5751748
20253,11710631,가락1동,751209
20253,11710620,가락본동,8767193
20253,11710610,삼전동,6228098
20253,11710600,석촌동,6641013
20253,11710590,송파2동,2908636
20253,11710580,송파1동,5637207
20253,11710570,오금동,9692539
20253,11710566,오륜동,740151
20253,11710562,방이2동,6231598
20253,11710561,방이1동,3288095
20253,11710550,마천2동,4745569
20253,11710540,마천1동,2651578
20253,11710532,거여2동,3649798
20253,11710531,거여1동,3418112
20253,11710520,풍납2동,5130542
20253,11710510,풍납1동,4343516
20253,11680750,수서동,2232614
20253,11680740,일원2동,1360721
20253,11680730,일원1동,2493544
20253,11680720,일원본동,2422166
20253,11680700,세곡동,3382325
20253,11680690,개포4동,3410027
20253,11680670,개포2동,2144568
20253,11680660,개포1동,2143956
20253,11680656,도곡2동,4089946
20253,11680655,도곡1동,8695467
20253,11680650,역삼2동,12482409
20253,11680640,역삼1동,20900630
20253,11680630,대치4동,10740014
20253,11680610,대치2동,6783054
20253,11680600,대치1동,4501935
20253,11680590,삼성2동,8923470
20253,11680580,삼성1동,4991598
20253,11680565,청담동,9185850
20253,11680545,압구정동,7593147
20253,11680531,논현2동,11920183
20253,11680521,논현1동,9474796
20253,11680510,신사동,6653298
20253,11650660,내곡동,1843178
20253,11650652,양재2동,5698690
20253,11650651,양재1동,8747732
20253,11650621,방배4동,6246541
20253,11650620,방배3동,3438475
20253,11650610,방배2동,4440915
20253,11650600,방배1동,4397988
20253,11650590,방배본동,4759818
20253,11650581,반포4동,5279474
20253,11650580,반포3동,3302145
20253,11650570,반포2동,1939613
20253,11650560,반포1동,6697039
20253,11650550,반포본동,515061
20253,11650540,잠원동,6977070
20253,11650531,서초4동,6597918
20253,11650530,서초3동,12272542
20253,11650520,서초2동,7092897
20253,11650510,서초1동,7737320
20253,11620775,난곡동,5557997
20253,11620765,미성동,5216546
20253,11620745,삼성동,6866480
20253,11620735,대학동,6344568
20253,11620725,조원동,7930493
20253,11620715,난향동,1380825
20253,11620695,신림동,9702845
20253,11620685,신사동,7263303
20253,11620665,서림동,4925507
20253,11620655,신원동,5957732
20253,11620645,서원동,5254418
20253,11620630,남현동,4133633
20253,11620625,인헌동,5897444
20253,11620615,중앙동,5124150
20253,11620605,은천동,8464236
20253,11620595,청룡동,10872281
20253,11620585,낙성대동,5832003
20253,11620575,행운동,6894554
20253,11620565,성현동,4627906
20253,11620545,청림동,2964442
20253,11620525,보라매동,3455004
20253,11590680,신대방2동,5171957
20253,11590670,신대방1동,3659771
20253,11590660,대방동,7363230
20253,11590651,사당5동,3281095
20253,11590650,사당4동,3902655
20253,11590640,사당3동,5303378
20253,11590630,사당2동,7340358
20253,11590620,사당1동,6423468
20253,11590605,흑석동,5578171
20253,11590560,상도4동,5420016
20253,11590550,상도3동,4641678
20253,11590540,상도2동,4830381
20253,11590530,상도1동,7858301
20253,11590520,노량진2동,2807850
20253,11590510,노량진1동,6079001
20253,11560720,대림3동,6627927
20253,11560710,대림2동,4616194
20253,11560700,대림1동,4155361
20253,11560690,신길7동,3662659
20253,11560680,신길6동,5973799
20253,11560670,신길5동,2915361
20253,11560660,신길4동,2503634
20253,11560650,신길3동,6230816
20253,11560630,신길1동,5547237
20253,11560620,양평2동,4830869
20253,11560610,양평1동,4966688
20253,11560605,문래동,9426403
20253,11560585,도림동,5405206
20253,11560560,당산2동,8836363
20253,11560550,당산1동,7187765
20253,11560540,여의동,6602277
20253,11560535,영등포동,10726612
20253,11560515,영등포본동,6486570
20253,11545710,시흥5동,3354825
20253,11545700,시흥4동,2096861
20253,11545690,시흥3동,1286567
20253,11545680,시흥2동,1417429
20253,11545670,시흥1동,5236760
20253,11545640,독산4동,3767043
20253,11545630,독산3동,4658919
20253,11545620,독산2동,3124018
20253,11545610,독산1동,5150224
20253,11545510,가산동,5021514
20253,11530800,항동,952480
20253,11530790,수궁동,1662721
20253,11530780,오류2동,4858100
20253,11530770,오류1동,4204366
20253,11530760,개봉3동,4520278
20253,11530750,개봉2동,3655060
20253,11530740,개봉1동,7428185
20253,11530730,고척2동,5132492
20253,11530720,고척1동,4618066
20253,11530595,가리봉동,3061308
20253,11530560,구로5동,6782552
20253,11530550,구로4동,7382627
20253,11530540,구로3동,7335700
20253,11530530,구로2동,8823115
20253,11530520,구로1동,1912035
20253,11530510,신도림동,6482714
20253,11500641,방화3동,2377548
20253,11500640,방화2동,3926083
20253,11500630,방화1동,7236902
20253,11500620,공항동,5412543
20253,11500615,우장산동,7200082
20253,11500611,발산1동,5485939
20253,11500605,가양3동,1497068
20253,11500604,가양2동,1911901
20253,11500603,가양1동,3140169
20253,11500593,화곡8동,9879214
20253,11500591,화곡6동,5220479
20253,11500590,화곡본동,8214328
20253,11500570,화곡4동,3855517
20253,11500560,화곡3동,3495630
20253,11500550,화곡2동,3786468
20253,11500540,화곡1동,16469502
20253,11500535,등촌3동,6951747
20253,11500530,등촌2동,3894385
20253,11500520,등촌1동,4454462
20253,11500510,염창동,8160827
20253,11470680,신정7동,2919926
20253,11470670,신정6동,1972479
20253,11470650,신정4동,10637526
20253,11470640,신정3동,7225369
20253,11470630,신정2동,4421396
20253,11470620,신정1동,3113363
20253,11470611,신월7동,2005525
20253,11470610,신월6동,827832
20253,11470600,신월5동,2705193
20253,11470590,신월4동,3274435
20253,11470580,신월3동,2644888
20253,11470570,신월2동,3476219
20253,11470560,신월1동,3869878
20253,11470550,목5동,4780698
20253,11470540,목4동,5479844
20253,11470530,목3동,4937827
20253,11470520,목2동,6463142
20253,11470510,목1동,4584331
20253,11440740,상암동,5380944
20253,11440730,성산2동,6388091
20253,11440720,성산1동,5959723
20253,11440710,연남동,6346996
20253,11440700,망원2동,5588947
20253,11440690,망원1동,6696623
20253,11440680,합정동,4484725
20253,11440660,서교동,17334585
20253,11440655,서강동,6153635
20253,11440630,신수동,4825816
20253,11440610,염리동,5747906
20253,11440600,대흥동,7037790
20253,11440590,용강동,5714271
20253,11440585,도화동,3908046
20253,11440565,공덕동,12192896
20253,11440555,아현동,7686071
20253,11410720,북가좌2동,9419773
20253,11410710,북가좌1동,2569931
20253,11410700,남가좌2동,5931753
20253,11410690,남가좌1동,1318629
20253,11410685,홍은2동,4450700
20253,11410660,홍은1동,3870494
20253,11410655,홍제2동,2336838
20253,11410640,홍제3동,3609155
20253,11410620,홍제1동,5368989
20253,11410615,연희동,8695357
20253,11410585,신촌동,10227328
20253,11410565,충현동,11135942
20253,11410555,북아현동,22328990
20253,11410520,천연동,3250105
20253,11380690,진관동,6752114
20253,11380650,수색동,2441888
20253,11380640,증산동,2920051
20253,11380632,신사2동,2643646
20253,11380631,신사1동,5909243
20253,11380625,역촌동,11281016
20253,11380600,응암3동,7547967
20253,11380590,응암2동,3764228
20253,11380580,응암1동,5150408
20253,11380570,대조동,12550609
20253,11380560,구산동,5379444
20253,11380552,갈현2동,5745221
20253,11380551,갈현1동,5242205
20253,11380530,불광2동,5257874
20253,11380520,불광1동,5345478
20253,11380510,녹번동,6404838
20253,11350720,상계10동,1912468
20253,11350710,상계9동,1739696
20253,11350700,상계8동,1003660
20253,11350695,상계6?7동,6244177
20253,11350670,상계5동,5397199
20253,11350665,상계3?4동,8200705
20253,11350640,상계2동,10000093
20253,11350630,상계1동,6698194
20253,11350625,중계2?3동,4417808
20253,11350624,중계4동,2841905
20253,11350621,중계1동,3748601
20253,11350619,중계본동,3816380
20253,11350612,하계2동,2472693
20253,11350611,하계1동,3573109
20253,11350600,공릉2동,8165486
20253,11350595,공릉1동,10101742
20253,11350580,월계3동,2351729
20253,11350570,월계2동,3666434
20253,11350560,월계1동,4504796
20253,11320710,방학3동,3146058
20253,11320700,방학2동,2690533
20253,11320690,방학1동,6456625
20253,11320681,쌍문4동,2495297
20253,11320680,쌍문3동,5366654
20253,11320670,쌍문2동,4296230
20253,11320660,쌍문1동,4582214
20253,11320522,도봉2동,3043150
20253,11320521,도봉1동,3636265
20253,11320515,창5동,3786705
20253,11320514,창4동,3504270
20253,11320513,창3동,3520444
20253,11320512,창2동,10383795
20253,11320511,창1동,3461569
20253,11305660,인수동,7957410
20253,11305645,우이동,3769261
20253,11305635,수유3동,9309172
20253,11305625,수유2동,5091036
20253,11305615,수유1동,5777265
20253,11305608,번3동,3043622
20253,11305603,번2동,2691903
20253,11305595,번1동,6598159
20253,11305575,삼각산동,2871529
20253,11305555,송천동,10161334
20253,11305545,송중동,11508882
20253,11305535,미아동,7696091
20253,11305534,삼양동,10865484
20253,11290810,석관동,10002674
20253,11290780,장위3동,4000943
20253,11290770,장위2동,6048296
20253,11290760,장위1동,6350144
20253,11290725,월곡2동,6255479
20253,11290715,월곡1동,8029834
20253,11290705,종암동,10879682
20253,11290685,길음2동,4881851
20253,11290660,길음1동,6156653
20253,11290650,정릉4동,3132996
20253,11290640,정릉3동,2597406
20253,11290630,정릉2동,5562389
20253,11290620,정릉1동,4378461
20253,11290610,보문동,5037344
20253,11290600,안암동,7457637
20253,11290590,돈암2동,2805193
20253,11290580,돈암1동,2217732
20253,11290575,동선동,7485579
20253,11290555,삼선동,10204260
20253,11290525,성북동,4114766
20253,11260690,신내2동,1748536
20253,11260680,신내1동,4970366
20253,11260660,망우3동,3927142
20253,11260655,망우본동,11159345
20253,11260630,묵2동,5008571
20253,11260620,묵1동,6971518
20253,11260610,중화2동,7791929
20253,11260600,중화1동,4679419
20253,11260590,상봉2동,6971886
20253,11260580,상봉1동,4764936
20253,11260575,면목3?8동,6174122
20253,11260570,면목7동,6057792
20253,11260565,면목본동,9817307
20253,11260550,면목5동,2326028
20253,11260540,면목4동,4726699
20253,11260520,면목2동,5351414
20253,11230750,이문2동,3197431
20253,11230740,이문1동,9909044
20253,11230730,휘경2동,4231999
20253,11230720,휘경1동,6030394
20253,11230710,회기동,4146732
20253,11230705,청량리동,6077809
20253,11230660,장안2동,7626376
20253,11230650,장안1동,8812915
20253,11230610,답십리2동,5822235
20253,11230600,답십리1동,6803473
20253,11230570,전농2동,2252252
20253,11230560,전농1동,10765099
20253,11230545,제기동,11686991
20253,11230536,용신동,13912687
20253,11215870,구의3동,6410788
20253,11215860,구의2동,4931695
20253,11215850,구의1동,6742288
20253,11215847,자양4동,8506534
20253,11215840,자양3동,6440637
20253,11215830,자양2동,5145529
20253,11215820,자양1동,7524673
20253,11215810,광장동,6187082
20253,11215780,능동,2027360
20253,11215770,중곡4동,6338023
20253,11215760,중곡3동,4455390
20253,11215750,중곡2동,4550884
20253,11215740,중곡1동,3588377
20253,11215730,군자동,6473678
20253,11215710,화양동,8724209
20253,11200790,용답동,2968374
20253,11200720,송정동,3198294
20253,11200690,성수2가3동,5852391
20253,11200670,성수2가1동,4888288
20253,11200660,성수1가2동,5517355
20253,11200650,성수1가1동,3079021
20253,11200645,옥수동,2833808
20253,11200620,금호4가동,2533037
20253,11200615,금호2?3가동,5496786
20253,11200590,금호1가동,3116849
20253,11200580,응봉동,2701479
20253,11200570,행당2동,4447454
20253,11200560,행당1동,5910746
20253,11200550,사근동,4259258
20253,11200540,마장동,4914374
20253,11200535,왕십리도선동,5463437
20253,11200520,왕십리2동,4598694
20253,11170700,보광동,2373289
20253,11170690,서빙고동,1705732
20253,11170685,한남동,4308963
20253,11170660,이태원2동,2873280
20253,11170650,이태원1동,2480004
20253,11170640,이촌2동,1480734
20253,11170630,이촌1동,4444366
20253,11170625,한강로동,5890768
20253,11170590,용문동,2279673
20253,11170580,효창동,3692963
20253,11170570,원효로2동,3655614
20253,11170560,원효로1동,4921052
20253,11170555,청파동,7178793
20253,11170530,남영동,2070145
20253,11170520,용산2가동,4668908
20253,11170510,후암동,3906574
20253,11140680,중림동,2045404
20253,11140670,황학동,5612706
20253,11140665,동화동,3529605
20253,11140650,신당5동,3244555
20253,11140645,청구동,2673802
20253,11140635,약수동,1966538
20253,11140625,다산동,4070228
20253,11140615,신당동,5211498
20253,11140605,을지로동,4906918
20253,11140590,광희동,6685028
20253,11140580,장충동,1994239
20253,11140570,필동,2537265
20253,11140550,명동,5712576
20253,11140540,회현동,4307622
20253,11140520,소공동,2650504
20253,11110710,숭인2동,5096664
20253,11110700,숭인1동,2211402
20253,11110690,창신3동,840194
20253,11110680,창신2동,4474470
20253,11110670,창신1동,2841547
20253,11110650,혜화동,8332584
20253,11110640,이화동,4694830
20253,11110630,종로5?6가동,5186670
20253,11110615,종로1?2?3?4가동,13813280
20253,11110600,가회동,1175173
20253,11110580,교남동,3995664
20253,11110570,무악동,1974280
20253,11110560,평창동,932114
20253,11110550,부암동,814204
20253,11110540,삼청동,936140
20253,11110530,사직동,3904600
20253,11110515,청운효자동,3274798
20252,11740700,둔촌2동,6769971
20252,11740690,둔촌1동,28752
20252,11740685,길동,18157612
20252,11740660,성내3동,6661360
20252,11740650,성내2동,8217747
20252,11740640,성내1동,5569252
20252,11740620,천호3동,7468447
20252,11740610,천호2동,10723675
20252,11740600,천호1동,10425401
20252,11740590,암사3동,1543807
20252,11740580,암사2동,2278522
20252,11740570,암사1동,8652934
20252,11740560,고덕2동,2054784
20252,11740550,고덕1동,3648757
20252,11740540,명일2동,2217381
20252,11740530,명일1동,4583303
20252,11740520,상일동,3417677
20252,11740515,강일동,3505372
20252,11710720,잠실7동,702046
20252,11710710,잠실6동,2333467
20252,11710690,잠실4동,2194840
20252,11710680,잠실3동,3604843
20252,11710670,잠실2동,2211104
20252,11710650,잠실본동,7796721
20252,11710647,위례동,3205216
20252,11710646,장지동,7389133
20252,11710642,문정2동,2761782
20252,11710641,문정1동,4262065
20252,11710632,가락2동,5854544
20252,11710631,가락1동,781031
20252,11710620,가락본동,8577197
20252,11710610,삼전동,6241600
20252,11710600,석촌동,6669824
20252,11710590,송파2동,2813304
20252,11710580,송파1동,5726140
20252,11710570,오금동,9349558
20252,11710566,오륜동,755272
20252,11710562,방이2동,6255859
20252,11710561,방이1동,3595046
20252,11710550,마천2동,4756358
20252,11710540,마천1동,2733111
20252,11710532,거여2동,3626251
20252,11710531,거여1동,3455708
20252,11710520,풍납2동,4894432
20252,11710510,풍납1동,4369741
20252,11680750,수서동,2283962
20252,11680740,일원2동,1356016
20252,11680730,일원1동,2387539
20252,11680720,일원본동,2271954
20252,11680700,세곡동,3489172
20252,11680690,개포4동,3438057
20252,11680670,개포2동,2184982
20252,11680660,개포1동,2168984
20252,11680656,도곡2동,4021339
20252,11680655,도곡1동,8379978
20252,11680650,역삼2동,12024460
20252,11680640,역삼1동,20011130
20252,11680630,대치4동,10110351
20252,11680610,대치2동,6380736
20252,11680600,대치1동,4247687
20252,11680590,삼성2동,8795704
20252,11680580,삼성1동,4795270
20252,11680565,청담동,8962430
20252,11680545,압구정동,7471126
20252,11680531,논현2동,11839040
20252,11680521,논현1동,9453179
20252,11680510,신사동,6532228
20252,11650660,내곡동,1867751
20252,11650652,양재2동,5732101
20252,11650651,양재1동,8445174
20252,11650621,방배4동,6293588
20252,11650620,방배3동,3448453
20252,11650610,방배2동,4427361
20252,11650600,방배1동,4391779
20252,11650590,방배본동,4648868
20252,11650581,반포4동,5282692
20252,11650580,반포3동,3209417
20252,11650570,반포2동,1933635
20252,11650560,반포1동,6724401
20252,11650550,반포본동,512954
20252,11650540,잠원동,6229793
20252,11650531,서초4동,6326996
20252,11650530,서초3동,12000820
20252,11650520,서초2동,6764201
20252,11650510,서초1동,7461301
20252,11620775,난곡동,5769029
20252,11620765,미성동,5310002
20252,11620745,삼성동,6929967
20252,11620735,대학동,6403501
20252,11620725,조원동,7638539
20252,11620715,난향동,1401313
20252,11620695,신림동,9950093
20252,11620685,신사동,7489086
20252,11620665,서림동,4944787
20252,11620655,신원동,5921564
20252,11620645,서원동,5248921
20252,11620630,남현동,4170493
20252,11620625,인헌동,5958105
20252,11620615,중앙동,5255816
20252,11620605,은천동,8407871
20252,11620595,청룡동,10992885
20252,11620585,낙성대동,5894748
20252,11620575,행운동,6852956
20252,11620565,성현동,4332598
20252,11620545,청림동,3120357
20252,11620525,보라매동,3473239
20252,11590680,신대방2동,5114295
20252,11590670,신대방1동,3684869
20252,11590660,대방동,7467327
20252,11590651,사당5동,3301092
20252,11590650,사당4동,3875822
20252,11590640,사당3동,5280359
20252,11590630,사당2동,7450587
20252,11590620,사당1동,6514858
20252,11590605,흑석동,6010053
20252,11590560,상도4동,5387691
20252,11590550,상도3동,4692401
20252,11590540,상도2동,4712513
20252,11590530,상도1동,8287619
20252,11590520,노량진2동,2875918
20252,11590510,노량진1동,6080608
20252,11560720,대림3동,6769175
20252,11560710,대림2동,4728823
20252,11560700,대림1동,4272878
20252,11560690,신길7동,3800047
20252,11560680,신길6동,5983573
20252,11560670,신길5동,3055448
20252,11560660,신길4동,2498278
20252,11560650,신길3동,6285384
20252,11560630,신길1동,5577086
20252,11560620,양평2동,4820932
20252,11560610,양평1동,5187139
20252,11560605,문래동,9109639
20252,11560585,도림동,5332644
20252,11560560,당산2동,8744512
20252,11560550,당산1동,7159121
20252,11560540,여의동,6469796
20252,11560535,영등포동,10387036
20252,11560515,영등포본동,6608929
20252,11545710,시흥5동,3277444
20252,11545700,시흥4동,2148493
20252,11545690,시흥3동,1221727
20252,11545680,시흥2동,1537101
20252,11545670,시흥1동,5394252
20252,11545640,독산4동,3792964
20252,11545630,독산3동,4370892
20252,11545620,독산2동,3247793
20252,11545610,독산1동,5238448
20252,11545510,가산동,4976484
20252,11530800,항동,940538
20252,11530790,수궁동,1729708
20252,11530780,오류2동,4903249
20252,11530770,오류1동,4068177
20252,11530760,개봉3동,4384281
20252,11530750,개봉2동,3678617
20252,11530740,개봉1동,7397338
20252,11530730,고척2동,5175445
20252,11530720,고척1동,4767539
20252,11530595,가리봉동,2988521
20252,11530560,구로5동,6844347
20252,11530550,구로4동,7427933
20252,11530540,구로3동,7147659
20252,11530530,구로2동,8973856
20252,11530520,구로1동,1925212
20252,11530510,신도림동,6288224
20252,11500641,방화3동,2387024
20252,11500640,방화2동,4410862
20252,11500630,방화1동,7012914
20252,11500620,공항동,5315237
20252,11500615,우장산동,6449152
20252,11500611,발산1동,5381897
20252,11500605,가양3동,1713632
20252,11500604,가양2동,2078727
20252,11500603,가양1동,3045907
20252,11500593,화곡8동,9684433
20252,11500591,화곡6동,5431622
20252,11500590,화곡본동,7881050
20252,11500570,화곡4동,4212882
20252,11500560,화곡3동,3823167
20252,11500550,화곡2동,3595535
20252,11500540,화곡1동,16521390
20252,11500535,등촌3동,6968744
20252,11500530,등촌2동,3745003
20252,11500520,등촌1동,5069501
20252,11500510,염창동,8254640
20252,11470680,신정7동,2965584
20252,11470670,신정6동,1980340
20252,11470650,신정4동,10760305
20252,11470640,신정3동,7227161
20252,11470630,신정2동,4346884
20252,11470620,신정1동,3052000
20252,11470611,신월7동,2027944
20252,11470610,신월6동,858784
20252,11470600,신월5동,2673756
20252,11470590,신월4동,3307237
20252,11470580,신월3동,2643408
20252,11470570,신월2동,3358533
20252,11470560,신월1동,3861175
20252,11470550,목5동,4705078
20252,11470540,목4동,5394307
20252,11470530,목3동,4759808
20252,11470520,목2동,6547481
20252,11470510,목1동,4554224
20252,11440740,상암동,5223602
20252,11440730,성산2동,6551570
20252,11440720,성산1동,5871259
20252,11440710,연남동,6440816
20252,11440700,망원2동,5697801
20252,11440690,망원1동,6742021
20252,11440680,합정동,4527896
20252,11440660,서교동,17202186
20252,11440655,서강동,6202643
20252,11440630,신수동,4938411
20252,11440610,염리동,5591352
20252,11440600,대흥동,7089241
20252,11440590,용강동,5605986
20252,11440585,도화동,3870390
20252,11440565,공덕동,12582687
20252,11440555,아현동,7999211
20252,11410720,북가좌2동,9594320
20252,11410710,북가좌1동,2509186
20252,11410700,남가좌2동,6285178
20252,11410690,남가좌1동,1268787
20252,11410685,홍은2동,4464639
20252,11410660,홍은1동,3607559
20252,11410655,홍제2동,2124683
20252,11410640,홍제3동,3718426
20252,11410620,홍제1동,5573389
20252,11410615,연희동,8833614
20252,11410585,신촌동,10927017
20252,11410565,충현동,10907837
20252,11410555,북아현동,21125725
20252,11410520,천연동,3434420
20252,11380690,진관동,6677837
20252,11380650,수색동,2520081
20252,11380640,증산동,2982436
20252,11380632,신사2동,2649485
20252,11380631,신사1동,6005594
20252,11380625,역촌동,11179905
20252,11380600,응암3동,7780739
20252,11380590,응암2동,3734426
20252,11380580,응암1동,5132384
20252,11380570,대조동,13154681
20252,11380560,구산동,5441081
20252,11380552,갈현2동,5702568
20252,11380551,갈현1동,5345951
20252,11380530,불광2동,5308720
20252,11380520,불광1동,5363640
20252,11380510,녹번동,6314648
20252,11350720,상계10동,1837390
20252,11350710,상계9동,1793730
20252,11350700,상계8동,977082
20252,11350695,상계6?7동,6308524
20252,11350670,상계5동,5423955
20252,11350665,상계3?4동,8411477
20252,11350640,상계2동,10035529
20252,11350630,상계1동,6836278
20252,11350625,중계2?3동,4192037
20252,11350624,중계4동,2750946
20252,11350621,중계1동,3781320
20252,11350619,중계본동,3860993
20252,11350612,하계2동,2364149
20252,11350611,하계1동,3659164
20252,11350600,공릉2동,8370122
20252,11350595,공릉1동,10198923
20252,11350580,월계3동,2444004
20252,11350570,월계2동,3687113
20252,11350560,월계1동,4694730
20252,11320710,방학3동,3380248
20252,11320700,방학2동,2560484
20252,11320690,방학1동,6352247
20252,11320681,쌍문4동,2225827
20252,11320680,쌍문3동,5318727
20252,11320670,쌍문2동,4357620
20252,11320660,쌍문1동,4524590
20252,11320522,도봉2동,3086468
20252,11320521,도봉1동,3740307
20252,11320515,창5동,3743138
20252,11320514,창4동,3660172
20252,11320513,창3동,3480572
20252,11320512,창2동,10884586
20252,11320511,창1동,3612315
20252,11305660,인수동,8123879
20252,11305645,우이동,3876885
20252,11305635,수유3동,9521301
20252,11305625,수유2동,5222938
20252,11305615,수유1동,5722737
20252,11305608,번3동,3196732
20252,11305603,번2동,2741048
20252,11305595,번1동,6424489
20252,11305575,삼각산동,3061482
20252,11305555,송천동,10890365
20252,11305545,송중동,11776106
20252,11305535,미아동,7715840
20252,11305534,삼양동,11381264
20252,11290810,석관동,10174087
20252,11290780,장위3동,3687986
20252,11290770,장위2동,5583856
20252,11290760,장위1동,6491773
20252,11290725,월곡2동,6231314
20252,11290715,월곡1동,8355616
20252,11290705,종암동,10970283
20252,11290685,길음2동,5011473
20252,11290660,길음1동,6262287
20252,11290650,정릉4동,3426695
20252,11290640,정릉3동,2715671
20252,11290630,정릉2동,5536543
20252,11290620,정릉1동,4416546
20252,11290610,보문동,5471016
20252,11290600,안암동,8162847
20252,11290590,돈암2동,2701773
20252,11290580,돈암1동,2278720
20252,11290575,동선동,7875073
20252,11290555,삼선동,10129591
20252,11290525,성북동,4319491
20252,11260690,신내2동,1643296
20252,11260680,신내1동,4941424
20252,11260660,망우3동,4013078
20252,11260655,망우본동,11536631
20252,11260630,묵2동,5225602
20252,11260620,묵1동,6967421
20252,11260610,중화2동,7556109
20252,11260600,중화1동,4863033
20252,11260590,상봉2동,7187804
20252,11260580,상봉1동,4300436
20252,11260575,면목3?8동,6102211
20252,11260570,면목7동,6089438
20252,11260565,면목본동,9597075
20252,11260550,면목5동,2362540
20252,11260540,면목4동,4695511
20252,11260520,면목2동,5272377
20252,11230750,이문2동,3334977
20252,11230740,이문1동,10759091
20252,11230730,휘경2동,4349270
20252,11230720,휘경1동,5452750
20252,11230710,회기동,4863701
20252,11230705,청량리동,6168282
20252,11230660,장안2동,7487517
20252,11230650,장안1동,8909228
20252,11230610,답십리2동,5505395
20252,11230600,답십리1동,7063038
20252,11230570,전농2동,2315610
20252,11230560,전농1동,11439262
20252,11230545,제기동,12271963
20252,11230536,용신동,14186217
20252,11215870,구의3동,6153180
20252,11215860,구의2동,4918704
20252,11215850,구의1동,6832738
20252,11215847,자양4동,8951997
20252,11215840,자양3동,6641281
20252,11215830,자양2동,5160179
20252,11215820,자양1동,7862796
20252,11215810,광장동,6336033
20252,11215780,능동,2196514
20252,11215770,중곡4동,6415828
20252,11215760,중곡3동,4702350
20252,11215750,중곡2동,4352732
20252,11215740,중곡1동,3678009
20252,11215730,군자동,6763400
20252,11215710,화양동,9059046
20252,11200790,용답동,3238863
20252,11200720,송정동,3232174
20252,11200690,성수2가3동,5700149
20252,11200670,성수2가1동,4934829
20252,11200660,성수1가2동,5614925
20252,11200650,성수1가1동,3196039
20252,11200645,옥수동,2946041
20252,11200620,금호4가동,2558286
20252,11200615,금호2?3가동,5552003
20252,11200590,금호1가동,3209351
20252,11200580,응봉동,2689260
20252,11200570,행당2동,4677789
20252,11200560,행당1동,5913700
20252,11200550,사근동,4460944
20252,11200540,마장동,4876867
20252,11200535,왕십리도선동,5465586
20252,11200520,왕십리2동,4358103
20252,11170700,보광동,2508267
20252,11170690,서빙고동,1688340
20252,11170685,한남동,4291192
20252,11170660,이태원2동,2809213
20252,11170650,이태원1동,2483019
20252,11170640,이촌2동,1459822
20252,11170630,이촌1동,4535257
20252,11170625,한강로동,5518689
20252,11170590,용문동,2311046
20252,11170580,효창동,3772522
20252,11170570,원효로2동,3633609
20252,11170560,원효로1동,5018335
20252,11170555,청파동,7609923
20252,11170530,남영동,2019412
20252,11170520,용산2가동,4894044
20252,11170510,후암동,3887531
20252,11140680,중림동,1968294
20252,11140670,황학동,5863751
20252,11140665,동화동,3491626
20252,11140650,신당5동,3228110
20252,11140645,청구동,2816904
20252,11140635,약수동,1854990
20252,11140625,다산동,4263410
20252,11140615,신당동,5429827
20252,11140605,을지로동,4822187
20252,11140590,광희동,6517843
20252,11140580,장충동,2159571
20252,11140570,필동,2644573
20252,11140550,명동,5614655
20252,11140540,회현동,4472620
20252,11140520,소공동,2572626
20252,11110710,숭인2동,5360471
20252,11110700,숭인1동,2283555
20252,11110690,창신3동,934584
20252,11110680,창신2동,4689181
20252,11110670,창신1동,2894717
20252,11110650,혜화동,9403241
20252,11110640,이화동,4841942
20252,11110630,종로5?6가동,5238510
20252,11110615,종로1?2?3?4가동,14129208
20252,11110600,가회동,1244131
20252,11110580,교남동,4167907
20252,11110570,무악동,1779593
20252,11110560,평창동,904147
20252,11110550,부암동,931763
20252,11110540,삼청동,1020583
20252,11110530,사직동,4099841
20252,11110515,청운효자동,3549035
20251,11740700,둔촌2동,6940288
20251,11740690,둔촌1동,23239
20251,11740685,길동,18457501
20251,11740660,성내3동,6753807
20251,11740650,성내2동,8506868
20251,11740640,성내1동,5650885
20251,11740620,천호3동,7484127
20251,11740610,천호2동,11117687
20251,11740600,천호1동,10636603
20251,11740590,암사3동,1486043
20251,11740580,암사2동,2351791
20251,11740570,암사1동,8884521
20251,11740560,고덕2동,2109036
20251,11740550,고덕1동,3627089
20251,11740540,명일2동,2165237
20251,11740530,명일1동,4850370
20251,11740520,상일동,3442510
20251,11740515,강일동,3701358
20251,11710720,잠실7동,656428
20251,11710710,잠실6동,2314231
20251,11710690,잠실4동,2217013
