기준_년분기_코드,행정동_코드,행정동_코드_명,매출금액,유동인구,매출건수,밀집도,청년_유동인구_비율,중년_유동인구_비율,고령_유동인구_비율
20223,11140665,동화동,1659857636,2868966,251167,87.5461751725186,0.2951471017781319,0.33994512308615715,0.25394480101890365
20223,11140670,황학동,766342688,5902013,112271,19.022492834224526,0.3652796088385437,0.30807336412169883,0.22612166391365116
20223,11140680,중림동,944203068,2053016,151783,73.93171801875874,0.3443553289404466,0.36113698091003676,0.19720206759226425
20223,11170510,후암동,2139745585,4303739,329980,76.67286515283571,0.31931141735128454,0.31526214763488214,0.22800825050032078
20223,11170520,용산2가동,1368169599,4577419,198230,43.306063963119826,0.3699984642000219,0.2775275761296923,0.22982492972568166
20223,11170530,남영동,1857272631,2238943,257099,114.8305249396702,0.3652120665867778,0.3265156817301736,0.22168809121089728
20223,11170555,청파동,3570442746,7539458,581375,77.11098065669974,0.39989625248923727,0.2886772497439471,0.1840556708453048
20223,11170560,원효로1동,2341971095,5191256,335462,64.62058507613571,0.4103311414424563,0.3186103709776594,0.15163228320853372
20223,11170570,원효로2동,1659791946,4173672,244255,58.52280677542462,0.29912556616811287,0.31467182854809866,0.23303652035905073
20223,11170590,용문동,685213878,2773657,99566,35.89701250010365,0.3207422547200321,0.314935119951746,0.24189941294110986
20223,11170580,효창동,126045974,3756191,18845,5.017050517399142,0.3242944781029506,0.30006727559913754,0.22055960413088685
20223,11170625,한강로동,3142054443,5518392,503836,91.30123412762269,0.4424219953928608,0.3240393215994804,0.1445209039154884
20223,11170640,이촌2동,948378829,1874647,139105,74.20330334190916,0.2872556806694807,0.3121574355065247,0.2633327767841092
20223,11170650,이태원1동,10524912723,2874729,1265977,440.381336814705,0.5156726077484173,0.2708182232133881,0.14973237477341342
20223,11170660,이태원2동,1894132275,2812081,253679,90.2104171252535,0.4121257531344225,0.310639345025979,0.18269886251498446
20223,11170685,한남동,4628241552,5940086,747260,125.79952546141587,0.4155791683824106,0.32977822206614515,0.17020039777201879
20223,11170690,서빙고동,357961224,1886710,46865,24.839535487700815,0.2676108145925977,0.35504078528231686,0.20300470130544704
20223,11170700,보광동,1972483082,4113922,243970,59.303506483594006,0.35129421510665493,0.3447014795127375,0.20821250378592496
20223,11200520,왕십리2동,861528266,4667887,132421,28.3685102060097,0.34809561585359716,0.3033657412872248,0.21104773958752643
20223,11200535,왕십리도선동,2801433273,5769909,412473,71.48691599815525,0.36345581880060845,0.30737191869057207,0.1933110210230352
20223,11200540,마장동,2797635161,5398571,384571,71.2357029295345,0.32319756468887784,0.3159889904198722,0.23130565477419857
20223,11200550,사근동,4191208606,4228154,883466,208.94839686539328,0.5451353001806463,0.17939436453828314,0.13173574094037255
20223,11200560,행당1동,1752324419,4327205,325191,75.15035687008125,0.37732624176575874,0.29432994276906227,0.18199368876676747
20223,11200570,행당2동,908376815,4543847,147611,32.48590896656511,0.27106942641334536,0.312124726030608,0.22352535197597984
20223,11200590,금호1가동,475600356,3692816,67776,18.353473338503733,0.27206717041953893,0.32160957924792355,0.22938700438906243
20223,11200615,금호2·3가동,1060494890,6382782,147206,23.062984134504358,0.2663758530371239,0.3163756806984791,0.24229246745384692
20223,11200620,금호4가동,304899448,2971387,44278,14.901458477135426,0.2861353973750306,0.3169428956914734,0.24386456560522074
20223,11200650,성수1가1동,497383303,3193270,88593,27.74366088680256,0.40890873618579077,0.3112057546026487,0.17344665499628906
20223,11200645,옥수동,293707566,2865438,45617,15.919730247173382,0.27531707194502203,0.3125703644608608,0.23516928302060627
20223,11200660,성수1가2동,2979020123,5660527,497613,87.90930597098115,0.422396713238891,0.3064318922955407,0.16100709350913792
20223,11200670,성수2가1동,3305605873,5192338,481179,92.67097018722586,0.34297035362489886,0.339128539012676,0.21227316095369755
20223,11200690,성수2가3동,9533890890,5402252,1615982,299.13117714612355,0.45488936835971366,0.3182793027796556,0.1498504697670527
20223,11200720,송정동,799260610,3310195,113014,34.14119107786701,0.4076569507234468,0.3032060044800986,0.1951860842034986
20223,11200790,용답동,1867528778,3236139,309611,95.67296089568464,0.3451792398286971,0.32172320163009066,0.24741149870262064
20223,11215710,화양동,10406347346,9441233,1469907,155.69015191130225,0.6061227384177469,0.19113605182712892,0.1124597814713396
20223,11215730,군자동,1629817273,5366704,247298,46.08005211392318,0.48047721655600906,0.25602436802924106,0.16453189890852934
20223,11215740,중곡1동,3416220436,3906471,464339,118.8640591469897,0.36530694839408767,0.3066158689006011,0.21640401272657597
20223,11215750,중곡2동,2283084834,4730048,336695,71.18215290838486,0.33098015072997145,0.31299851502564036,0.21002006744963264
20223,11215760,중곡3동,1352512538,4750569,180111,37.91356361732668,0.3049022127665128,0.32135939926354085,0.2502392871253949
20223,11215770,중곡4동,1907976746,6470509,272719,42.14799793957477,0.28448163815242355,0.31098001718257406,0.2682618940797393
20223,11215780,능동,1501239750,2423683,251536,103.78254912049142,0.41876846105699467,0.27771701167190593,0.17871932921920894
20223,11215810,광장동,3136138706,6038228,445197,73.72974322930502,0.2212556398996527,0.342085790731983,0.1632671041901697
20223,11215820,자양1동,3471660024,7966562,536315,67.32075894218862,0.3669810138928185,0.3085914601555853,0.20741745309959303
20223,11215830,자양2동,1482415344,5260436,224062,42.59380781364891,0.3024304449288994,0.3068644880386341,0.22072942242810292
20223,11215840,자양3동,4048821316,7129135,502270,70.45314754174244,0.3032049470237273,0.3071368405844468,0.19797268532577936
20223,11215847,자양4동,3674570972,8285373,598090,72.18624918878123,0.3736100957675653,0.31066639969015275,0.21309662220397318
20223,11215850,구의1동,1954472311,8227681,296284,36.01063288671498,0.3790573552863802,0.3031735187594171,0.18491103386239696
20223,11215860,구의2동,2067474731,5735929,301801,52.61588837658207,0.2793578860547263,0.31958990426834083,0.22426463089065432
20223,11215870,구의3동,4319789192,6381487,573826,89.92042136887531,0.2825717579617415,0.3267681968168234,0.1927889220803866
20223,11230536,용신동,6814334535,13769562,1089287,79.10832603099503,0.34516784194007044,0.3154003010408029,0.2532851081247174
20223,11230545,제기동,3564738044,12649801,539120,42.61885226494867,0.3360248117737188,0.26661984643078573,0.29066678598343165
20223,11230560,전농1동,4555815169,10229052,652245,63.763973435661484,0.33078255932221284,0.28573791588897973,0.2380765099248689
20223,11230570,전농2동,994007073,2512405,199596,79.44419789006947,0.2430185419946227,0.30950623008631173,0.2420752227447406
20223,11230600,답십리1동,1638618915,6982645,228674,32.74890818593814,0.292009260101294,0.3188430745082988,0.22098445503100902
20223,11230610,답십리2동,1561831472,6965002,217903,31.28541815206945,0.27998326490071357,0.32861153521563957,0.25815714051481964
20223,11230650,장안1동,8708378708,8876950,1158976,130.56015861303712,0.32755022840052045,0.3312376435600065,0.22631106404789933
20223,11230660,장안2동,2676909957,7182949,356770,49.66901477373708,0.27247847645862444,0.3250779032400202,0.2163072576458499
20223,11230705,청량리동,1535664542,6065977,217892,35.92034720870191,0.2562129727824553,0.2938583512598218,0.34969651220240366
20223,11230710,회기동,1096257816,5486261,170547,31.086198779095636,0.5089664891991103,0.19530040586840472,0.16099051795020325
20223,11230720,휘경1동,2172409964,5736254,217385,37.896683096669015,0.45082051805934675,0.2425516722237195,0.19095074939150183
20223,11230730,휘경2동,1755829725,4966698,260618,52.473091780494805,0.42128754355509435,0.24212202956571952,0.19439132397419775
20223,11230740,이문1동,5111878988,8848777,814170,92.00932513046718,0.4712334823219073,0.22118412521866015,0.17226504860502193
20223,11230750,이문2동,555999651,3975673,83946,21.114915638182516,0.26347262463487314,0.31087818339184337,0.2560333810149879
20223,11260520,면목2동,740735859,6021755,87199,14.480662198976876,0.26881847567694134,0.32784811072519554,0.2590600248598623
20223,11260540,면목4동,1483480614,5263300,203712,38.70423498565539,0.2642289058195429,0.3198430642372656,0.26366329109114056
20223,11260550,면목5동,445236347,2261969,56314,24.896008742825387,0.26967434124870854,0.3338626656687161,0.2549743166241447
20223,11260565,면목본동,4188244433,9783797,591850,60.492874085592746,0.3078144405490016,0.3253838974786578,0.24953747507230578
20223,11260570,면목7동,4046910178,7389108,538929,72.93559655644498,0.26881634427321943,0.323417251446318,0.2789876667115977
20223,11260575,면목3·8동,1943272283,6209945,289096,46.55371343868585,0.2993575627481403,0.32431865338581906,0.2529302594467423
20223,11260580,상봉1동,711605172,4971389,111495,22.427333688834246,0.2924377875076764,0.3044384577428964,0.23884009076738916
20223,11260590,상봉2동,5827835684,7236883,696974,96.308590314366,0.38709579801138144,0.3107933346442108,0.22042417985754365
20223,11260600,중화1동,436807179,5803649,62893,10.836802845933653,0.2815964576768857,0.29101398103158893,0.2558094054275164
20223,11260610,중화2동,1268995195,7746179,179106,23.121851431525144,0.2757950726416211,0.3220302551748417,0.29303389451754214
20223,11260620,묵1동,976501810,7316490,139041,19.00378460163275,0.28200434907995503,0.30619791730734275,0.24577659506129304
20223,11260655,망우본동,4887981282,10258900,695766,67.82072151985105,0.28001969022019907,0.323124701478716,0.26120324791156946
20223,11260660,망우3동,749888578,4446669,98599,22.173676520559546,0.24886988440111013,0.31640515630913835,0.296301793544786
20223,11260680,신내1동,388420136,5624585,62169,11.053082138504442,0.2415696446937863,0.30490018374688976,0.26724780583811963
20223,11260690,신내2동,66000000,1900979,3405,1.7911823328926832,0.24830205909691797,0.307075459539532,0.2662806901075709
20223,11290525,성북동,859569399,4185561,129931,31.04267265487231,0.31381695309183166,0.30323963741061233,0.22114622149814564
20223,11290555,삼선동,3235485502,10089969,500094,49.56348230604078,0.37151452100596144,0.28969890789555447,0.1873946292600106
20223,11290575,동선동,1614752035,8162785,295377,36.185811582689,0.4132393539704892,0.2534903222368346,0.15875219058201337
20223,11290580,돈암1동,421579424,2849782,53460,18.759329661005648,0.23658055247734738,0.29986258598026094,0.27153726144666507
20223,11290600,안암동,3341381572,6697856,624607,93.25476689854186,0.5071781178932482,0.21186003401685555,0.1541818755135972
20223,11290610,보문동,1114139903,5642287,157716,27.952495149573213,0.33553876291652657,0.303042542855406,0.22542791602057818
20223,11290620,정릉1동,1284722826,4893947,187138,38.238665028452495,0.2428614367912035,0.3224949105497056,0.23236132307930593
20223,11290630,정릉2동,597528385,5922981,66047,11.150972795624366,0.27374678392518903,0.3077690102331917,0.2425192652145938
20223,11290640,정릉3동,1921408588,3014391,265009,87.91460696372833,0.37927130222987,0.25104639709977905,0.22788549992353346
20223,11290650,정릉4동,1800705314,3289634,245238,74.54871879364087,0.2769289835890558,0.29911260644801213,0.26251279017665796
20223,11290660,길음1동,194140212,6430464,32373,5.034317896811179,0.20327133469684303,0.32086673683267647,0.1834729189060074
20223,11290685,길음2동,1025407072,5052502,181987,36.0191841586604,0.2556638275452439,0.32468863941073156,0.23084839946624464
20223,11290705,종암동,1068772156,10819925,178174,16.467212110989678,0.29247624174844095,0.29848210592956975,0.2261387209245905
20223,11290715,월곡1동,1324299600,7232763,169655,23.456457787985034,0.2507760865384363,0.31350080183741674,0.2292793224387416
20223,11290725,월곡2동,1831013939,6091081,258425,42.42678762603879,0.3188315834250111,0.29206277178057555,0.23306257132354669
20223,11290760,장위1동,1768204541,6811250,232345,34.11194714626537,0.263943035419343,0.31609807304092497,0.24722349054872453
20223,11290770,장위2동,228890260,4906441,33070,6.7401197731716325,0.2685716591720964,0.3075159774671702,0.29123635645470924
20223,11290810,석관동,3108098227,10342243,455934,44.08463425197029,0.2804296901552207,0.30603187335667903,0.26119604809130864
20223,11305534,삼양동,748594409,11389158,103942,9.126398984016202,0.2362965725824508,0.31191278582666077,0.2970277521832606
20223,11305535,미아동,1899467844,7877043,302617,38.417588935340326,0.3026904893117887,0.30977106510653807,0.28715902655349224
20223,11305545,송중동,2890693896,12303651,411531,33.44787656932076,0.2674277740810431,0.3166557633990106,0.26891928257717973
20223,11305555,송천동,3019073701,12588317,361084,28.684056812360225,0.23270386343146585,0.32506275461604595,0.2899074594324245
20223,11305575,삼각산동,347667594,3150906,46370,14.7164022030489,0.1962448260912893,0.3290190186568562,0.2367703130464698
20223,11305595,번1동,3658533028,6986595,558249,79.90287114109233,0.31703068519071165,0.31401748634349064,0.25828919523745114
20223,11305603,번2동,932293120,3156235,120159,38.07035914626129,0.23881206564150007,0.305333094652331,0.3123579201168481
20223,11305608,번3동,174950437,3373031,25596,7.588427144606735,0.20569244694163796,0.30836775588484067,0.3262039394242152
20223,11305615,수유1동,2483221879,6449213,339003,52.56501839836892,0.26530865083848215,0.29959919140521485,0.29644345751954543
20223,11305625,수유2동,2473466310,5788858,337733,58.34190439634208,0.24974545929438932,0.314930164118726,0.3005185133233532
20223,11305635,수유3동,6213924715,10640569,934075,87.78430927894927,0.34446842081471396,0.30985579812508146,0.2417794574707424
20223,11305645,우이동,1698823779,4320027,250594,58.007507823446474,0.26602032811369003,0.2961000012268442,0.29213798895238385
20223,11305660,인수동,2417031422,8849009,341910,38.63822491309479,0.247759946904789,0.3034771464239668,0.2939038710436389
20223,11320511,창1동,1743485714,4347830,300601,69.13816777564901,0.2687409581331377,0.3128422684419584,0.2695829873753114
20223,11320512,창2동,2650192596,9882283,362151,36.64649150403809,0.278985837584291,0.30597524883673133,0.26486197571957815
20223,11320513,창3동,467515798,4135317,50120,12.11998983391116,0.22296065815510638,0.33211794887792156,0.28758859357094024
20223,11320514,창4동,1350721998,3556920,234161,65.83251802120937,0.24433582987528535,0.3225149848745544,0.25960522024673033
20223,11320515,창5동,3399774003,4363010,464187,106.39145910735937,0.2668025056096594,0.3055097283755939,0.26298381163462836
20223,11320521,도봉1동,3749231890,3734291,550002,147.2841832626327,0.2195509134130147,0.305369345881186,0.35779268407309445
20223,11320522,도봉2동,195088162,3501285,29401,8.397202741279273,0.23502685442630347,0.30947980527149316,0.30628040847860144
20223,11320660,쌍문1동,1679640363,5345433,255426,47.78396810885105,0.24602141678700304,0.29359324118364216,0.28476102871367015
20223,11320670,쌍문2동,577140532,4443447,85403,19.21998844590697,0.25525318519608764,0.29847976132043436,0.2774494665965409
20223,11320680,쌍문3동,1006121827,5295625,142915,26.98737165112711,0.2783473150005901,0.29859327274873126,0.26724853062669657
20223,11320681,쌍문4동,346278359,2846559,66666,23.419855341132926,0.22080027148567796,0.29683312378208215,0.26599308147134837
20223,11320690,방학1동,3878188565,6843838,569225,83.17335974346558,0.25223142336215437,0.3232988565772597,0.2862364655621597
20223,11320700,방학2동,1919608626,3190596,274991,86.18797240390197,0.21708357936887027,0.31087984815376185,0.3375927256224229
20223,11320710,방학3동,973373713,3447867,142984,41.4702771307594,0.2098340800268688,0.29897353929255394,0.3036428029271431
20223,11350560,월계1동,1866937265,4473803,286663,64.07591036082724,0.33689436034622,0.26943430455028977,0.22904785928213647
20223,11350570,월계2동,275224764,3835507,50719,13.223545153222247,0.22881016773010712,0.2978610128986859,0.28805448666890715
20223,11350580,월계3동,227208009,2681093,36857,13.74700541905857,0.24364428984746148,0.29881507280799285,0.2741792246669549
20223,11350595,공릉1동,3381387873,11042181,542103,49.093833908355606,0.31661761385726245,0.2914952218225729,0.24185584351497227
20223,11350600,공릉2동,3289092878,7797609,674801,86.53947639590547,0.3240930649382394,0.27798675209285306,0.20562880236749495
20223,11350611,하계1동,2129027152,3733526,366691,98.2157349379648,0.237128655324752,0.31521328631433126,0.2519650325188575
20223,11350612,하계2동,105158570,2849134,15536,5.452884981892743,0.24408434282136257,0.3255220709169874,0.24230274883526012
20223,11350619,중계본동,2055303780,4101924,273312,66.6301959763272,0.16634194100134472,0.3429288304707742,0.15637978665621305
20223,11350621,중계1동,402294380,4016294,84898,21.138392757103937,0.1687757420149023,0.33342753294455035,0.17597143037835378
20223,11350624,중계4동,798722824,2983535,127000,42.56695497120027,0.20075648517614172,0.31827546852978095,0.2869508820912106
20223,11350625,중계2·3동,2156384489,4560422,265632,58.24724115443702,0.2280609119068367,0.3175749963490221,0.25042835948076736
20223,11350630,상계1동,3074270034,7550855,417149,55.24526692672552,0.23210669520206653,0.30588191668360737,0.28322726366749196
20223,11350640,상계2동,3157191509,10782465,530796,49.22770442565777,0.277481911603701,0.3056578435450521,0.2503604695215797
20223,11350665,상계3·4동,1051937724,8177974,163109,19.944915452164558,0.21156046717683377,0.31459307647590956,0.35245123058596173
20223,11350670,상계5동,555411160,6521844,82245,12.610697219988703,0.22706369548244332,0.30827416295145976,0.30878153479292053
20223,11350695,상계6·7동,4094006222,6495405,636892,98.05270033200394,0.27683139080626995,0.31280882408410254,0.22772806314617794
20223,11350700,상계8동,213370132,975607,37890,38.8373597155412,0.2694814612851281,0.28411952763766557,0.21095584595026481
20223,11350710,상계9동,177192630,1925039,31828,16.533691005740664,0.24353272842783966,0.2910320258446712,0.24824172393390473
20223,11350720,상계10동,5014349,1944476,1588,0.8166724608583494,0.29506612578401586,0.30251697629592755,0.22453092761237475
20223,11380510,녹번동,1481705963,6906735,227978,33.00807110740458,0.2932777933422956,0.31628910042154507,0.25493000672531957
20223,11380520,불광1동,4451542087,5362779,368412,68.6979642457763,0.2617312777572971,0.306549831719711,0.29616305277543603
20223,11380530,불광2동,1680539216,5592027,239469,42.82329108925976,0.2715253341945595,0.3027737527018378,0.2844921886106773
20223,11380551,갈현1동,1375316720,7755075,200799,25.892592914962137,0.3154429841104051,0.29859517799634433,0.2562781146539524
20223,11380552,갈현2동,3293876204,6282554,500696,79.69625091961008,0.27167040665309045,0.3101662158415192,0.2338455029594652
20223,11380560,구산동,2471694349,5277563,356562,67.56186520179864,0.24341481096483358,0.30002332515973756,0.2557405757164813
20223,11380570,대조동,1832369407,10268812,268363,26.133792302361755,0.3176890374465907,0.3053457400914536,0.2466448893990853
20223,11380580,응암1동,3583468720,5998989,234420,39.07658440447216,0.29388668657335426,0.3132514495359135,0.2184783135958409
20223,11380590,응암2동,1293867616,3456549,202703,58.64317271359381,0.2556104368837242,0.33160010171995247,0.20988101137869014
20223,11380600,응암3동,5452510605,7947130,784152,98.67109258310862,0.2760231681122619,0.3212129410239923,0.2691619490306564
20223,11380625,역촌동,3818765818,12343852,511441,41.43285256498538,0.2831830776973023,0.31803921498734755,0.2358411296570957
20223,11380631,신사1동,2185391500,6419203,318383,49.5985249259137,0.2773381679937525,0.31606665188809263,0.24647062883040152
20223,11380632,신사2동,557441724,3139723,83749,26.67400914029677,0.2572462602592649,0.3007392690374278,0.2658078435581738
20223,11380640,증산동,1365057568,3425408,209301,61.10250224206868,0.28128678393931467,0.30963348015769215,0.2582454411270132
20223,11380690,진관동,1303271521,7494875,146105,19.493987558164743,0.2026211244350306,0.3132074917860538,0.21383945696225753
20223,11410555,북아현동,1113654875,17052863,163325,9.577570640191034,0.3629678488591622,0.35609310882284106,0.15143439550297214
20223,11410565,충현동,3010001874,10079938,490601,48.671033492467906,0.3529013769727552,0.3450423008554219,0.1807588499056244
20223,11410585,신촌동,8576127624,10749177,1277236,118.82174793474887,0.615467398108711,0.17681474591031482,0.09956408755758697
20223,11410615,연희동,5536799088,8291811,695282,83.85164591908813,0.3883394110164836,0.29385028192273077,0.19148145079524848
20223,11410620,홍제1동,1075386475,5955345,167666,28.153868499641916,0.2576341085193217,0.3113530786209699,0.2786409519515662
20223,11410640,홍제3동,1460135126,4015087,227255,56.600267939399565,0.24664720839174842,0.3085634258983678,0.2876483124774133
20223,11410655,홍제2동,239440847,2666999,41635,15.611179456760201,0.26177737599451667,0.3171133547481645,0.26566301674653797
20223,11410660,홍은1동,1164625567,3842182,184476,48.01334241844869,0.24706768185369668,0.31469383803265955,0.2881711485817174
20223,11410685,홍은2동,1448417093,4261669,242885,56.99292929601055,0.3016761742875855,0.2965875575977393,0.23993416663753098
20223,11410700,남가좌2동,1222155379,5749470,178659,31.073994646463063,0.35626622975682976,0.28011486276126324,0.19878197468636238
20223,11410710,북가좌1동,1139147453,3196465,168246,52.63502024893124,0.231715660894144,0.3218267680077836,0.24271061938735447
20223,11410720,북가좌2동,2802913735,12307228,400407,32.53429610632061,0.27905219599409387,0.3124706067036379,0.23814469025844
20223,11440555,아현동,1461983308,5989987,189658,31.662506112283715,0.32149936218559405,0.3189923450585118,0.17561690868444288
20223,11440565,공덕동,1620985096,14377642,246123,17.118453777051897,0.3356522578598076,0.3277801742455404,0.19821198775153812
20223,11440585,도화동,1185865342,3673350,187692,51.09559394013639,0.33785890263655793,0.32261804619761253,0.21108742700804442
20223,11440590,용강동,2752281874,6798019,412433,60.66958624269805,0.2800364341435351,0.3357595793715787,0.19451387235016554
20223,11440600,대흥동,6060809743,7546855,955309,126.58372262352994,0.46357323679864,0.2531380290200355,0.15068382789917126
20223,11440610,염리동,1019296407,3793889,169796,44.75513121232592,0.3118341100648965,0.32460174770532296,0.1719380825321985
20223,11440630,신수동,797699662,5344689,116297,21.759357747476045,0.32519048348743956,0.31216952006000726,0.19434582629597344
20223,11440655,서강동,3480666094,5920417,593944,100.32131182651493,0.43823534727368024,0.26809986526286916,0.15711663553428754
20223,11440660,서교동,23004607829,17310749,3184438,183.95726262335614,0.5549148104452326,0.23450013630259442,0.10300703915237867
20223,11440680,합정동,3223573693,5524132,488641,88.45570670650159,0.4770208242670523,0.2760392039871603,0.15091293980665196
20223,11440690,망원1동,2177026552,7149011,313280,43.82144607135169,0.415300382108798,0.2909728352635071,0.18466848071712297
20223,11440700,망원2동,2819563767,5948889,337516,56.73597204452798,0.33352412526103614,0.3251884511544929,0.20948449365923622
20223,11440710,연남동,1965482448,6636535,297708,44.85895124488909,0.47164024600186694,0.26962488708339516,0.14954309741453936
20223,11440720,성산1동,2610376433,6268943,362054,57.75359578161741,0.360079043628248,0.3239217520401765,0.17456180411913141
20223,11440730,성산2동,4492808247,7286204,605900,83.15715563275472,0.319932985680884,0.31351702477723653,0.19781137063963622
20223,11440740,상암동,6324237353,5329808,958986,179.92880794204967,0.37510825905923817,0.3352670490194018,0.1395395481413214
20223,11470510,목1동,3093677839,5087505,635087,124.83270286712249,0.24009195076958156,0.33759829228669064,0.15414314089126202
20223,11470520,목2동,2327083389,6995102,343633,49.124801897098855,0.3229917162037094,0.30407891121530467,0.21536898246801833
20223,11470530,목3동,797493551,4589598,115683,25.205475512234404,0.3058108792970539,0.30793568412745514,0.2263418277592068
20223,11470540,목4동,2019194173,5825511,299900,51.48046240063747,0.23783939297342327,0.3274634620035908,0.18534871876475728
20223,11470550,목5동,2327519329,4606414,436858,94.83689481666217,0.17249100927532784,0.323595534400512,0.1643788421969888
20223,11470560,신월1동,1146629117,4125809,156212,37.86215018678761,0.27563515422066315,0.31919679267750883,0.2835826864500999
20223,11470570,신월2동,609380217,4024504,93265,23.17428433416888,0.2644616578838038,0.2977127119267368,0.24307119585419718
20223,11470580,신월3동,1586075090,2827844,219664,77.67896673225255,0.26580179104646506,0.31706239806722014,0.26882953939467663
20223,11470590,신월4동,1774042319,3300636,257837,78.11736889496449,0.23470506896246662,0.3088807732812706,0.23890001805712596
20223,11470600,신월5동,1024477453,2011340,139362,69.28813626736405,0.2727420525619736,0.306598586017282,0.23677647737329344
20223,11470610,신월6동,256172244,913058,36463,39.93503150949885,0.267512030999126,0.3309395460091254,0.24192329512473468
20223,11470611,신월7동,850037290,2097213,116147,55.381594525687184,0.23892995132111045,0.31549680456873,0.2864959353198745
20223,11470620,신정1동,1684368444,3636022,204707,56.29971435816395,0.2221897997316848,0.3346066112911308,0.1911025290826073
20223,11470630,신정2동,1025215778,4057995,168668,41.56436861060696,0.2065741825704566,0.34253023968733326,0.1954191663617131
20223,11470640,신정3동,1383510829,7669002,235864,30.75550117212122,0.24190918192484498,0.31019173029293773,0.2320307127315914
20223,11470650,신정4동,4909475524,10353703,740409,71.51151621791739,0.2906210464024321,0.3108973668647826,0.22017291784398296
20223,11470670,신정6동,351793813,1962318,67693,34.49644756864076,0.19641872520152187,0.3375309200649436,0.18761536101691978
20223,11470680,신정7동,3316981928,3111277,390003,125.35142322589726,0.1939200527629009,0.3284300947810176,0.23071169812266795
20223,11500510,염창동,4327932529,8416296,607732,72.20896223231694,0.31653378160654044,0.30874876549018715,0.17434427211210252
20223,11500520,등촌1동,7085925996,5286031,1057347,200.026636241823,0.4181112445235376,0.28134341247714967,0.1813559171332896
20223,11500530,등촌2동,179256698,3801031,27098,7.1291183891949315,0.3113910410096629,0.2891460238024894,0.22059751683161752
20223,11500535,등촌3동,3214618134,6612205,502193,75.94939963295148,0.31761779920616495,0.2991277493665124,0.2404226729207579
20223,11500540,화곡1동,11017779446,16519988,1517174,91.83868656563189,0.36992381592529,0.29162551449795243,0.2271306734605376
20223,11500550,화곡2동,882786360,3445932,115302,33.46032365119219,0.2920243347808372,0.3114156054153129,0.2244446495171698
20223,11500560,화곡3동,715143179,3711555,109918,29.615080471662147,0.28710985018408725,0.2946576300229958,0.24135328723405688
20223,11500570,화곡4동,2683579990,4432677,351627,79.32610474437908,0.27154380975649706,0.29780446443537395,0.24529714211073805
20223,11500590,화곡본동,1589974456,8389289,217616,25.939742926963177,0.3367343764173579,0.2832499869774423,0.22176515792935492
20223,11500591,화곡6동,4645398954,5105108,567490,111.16121343564133,0.3643713316153155,0.3030153328783642,0.21807942163025737
20223,11500593,화곡8동,1118612272,7747271,141432,18.25571869113653,0.319246738625769,0.30508639751984923,0.23019602644595755
20223,11500603,가양1동,8437757053,3556303,1193373,335.56561406606806,0.397027474880515,0.3128414536106738,0.1648903369594773
20223,11500604,가양2동,2847562575,2006100,355392,177.15567519066846,0.28048502068690495,0.2720966053536713,0.36060216340162504
20223,11500605,가양3동,382219961,1610861,64059,39.76693209407888,0.3548692283195136,0.3114651108941119,0.24767251798882708
20223,11500611,발산1동,2855593832,5583361,385113,68.97512089940092,0.23426749586852794,0.299952662921133,0.178579174801701
20223,11500615,우장산동,3765239416,6135914,516413,84.1623595115577,0.28111590221114574,0.3098938479255087,0.198394403832909
20223,11500620,공항동,2153824755,5530722,325533,58.859042273323446,0.29938640922469073,0.29869445616684404,0.2005155927200825
20223,11500630,방화1동,6297250648,7363092,944151,128.22751637491422,0.27033167587747103,0.30972192117116015,0.23886962162091688
20223,11500640,방화2동,2613888582,4862601,285964,58.80885558983762,0.32329014862621874,0.2997311521138584,0.24641565285739053
20223,11500641,방화3동,3178205930,3090476,521896,168.8723678811937,0.26562639541611066,0.30373832380513555,0.27055540958739044
20223,11530510,신도림동,1521310855,6071828,269645,44.40919604442023,0.2942970387171705,0.31971656641130153,0.1821912610172752
20223,11530520,구로1동,599167583,2207208,71794,32.5270658678294,0.27486308494713685,0.31171733701581367,0.1880126385913788
20223,11530530,구로2동,1831321052,8930317,241101,26.998033776404576,0.2837782802111056,0.3738263714490762,0.2567609862001539
20223,11530540,구로3동,9678215029,7070198,1493889,211.29379969273845,0.3663316076862345,0.3508891830186368,0.1871291299055557
20223,11530550,구로4동,2202792468,7150078,355401,49.70589132034643,0.2637650945905765,0.3711264408584074,0.26790882561001433
20223,11530560,구로5동,3574096574,6719759,474867,70.66726648976548,0.3498138846943767,0.3257661472680791,0.21633380006634167
20223,11530595,가리봉동,1727773784,3183595,251463,78.9871199068977,0.416132705322128,0.3641942520955084,0.18279931963707696
20223,11530720,고척1동,1074299867,4591331,175604,38.2468613132009,0.2632008016847402,0.31250480525146196,0.23275843105191066
20223,11530730,고척2동,1175175951,5701327,174632,30.630062089054004,0.23434824910060412,0.31433033046517067,0.2538794915639815
20223,11530740,개봉1동,1457375185,7588984,161950,21.34014250128871,0.25724892818327194,0.3112518092013371,0.2803997214910454
20223,11530750,개봉2동,576590318,3717424,96624,25.992192442938983,0.2639104390567231,0.3022412832111699,0.2738191823154959
20223,11530760,개봉3동,1131735429,3760505,165253,43.94436385538644,0.2480682780637175,0.31666837299777556,0.2760036218539797
20223,11530770,오류1동,7150660405,3602363,840500,233.31907417436832,0.3282176171585151,0.2958213816875201,0.2426199136511229
20223,11530780,오류2동,549085958,5124047,79367,15.48912412395905,0.27712802009817633,0.30040161614442645,0.23848668835395148
