기준_년분기_코드,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20241,11740685,길동,CS300002,편의점,5145882968,735088,3617410768,1528472200,715683667,712700937,727397813,728168839,733459512,829026194,699446006,694607952,744229532,583410388,654108575,1441015305,1028511216,3641987961,1496076364,26631290,801128157,1427560298,1238783274,969223141,674738166,519980,215108,102376,101543,103608,105790,106663,114431,100677,89099,121346,92286,96304,199160,136893,508660,225818,7131,137697,210809,158105,132768,87968
20241,11740700,둔촌2동,CS300002,편의점,2003239558,281601,1438122084,565117474,283786698,285794066,269435512,288223713,310882095,297128610,267988864,244361049,293990249,234262385,236439957,580080891,414105027,1388788716,614450842,11274535,214778419,549295604,551300204,404678475,271912321,203582,78019,39338,39985,39515,41688,43056,40361,37658,32061,47124,35791,36079,76439,54107,187932,93669,2827,39521,77641,67651,57422,36539
20242,11740640,성내1동,CS300002,편의점,1706416162,219544,1259098040,447318122,234413922,247536376,243650649,267005034,266492059,234968805,212349317,88511220,243744810,270101469,310796106,516194771,277067786,933177088,718963302,16432381,262667765,478721774,426454812,304284496,163579163,163697,55847,31752,32422,32529,33280,33714,29515,26332,13121,39656,34356,37451,60130,34830,131193,84213,3205,38252,62821,52744,37575,20810
20242,11200650,성수1가1동,CS300002,편의점,457684837,79180,299107815,158577022,54643158,62900420,57763475,63724800,60075962,80937337,77639685,87675,93218146,107719232,137137780,89012569,30509435,260570787,187374088,4949051,68887645,120325682,114366310,81335078,58081110,50382,28798,8642,9986,10141,10605,11008,14534,14264,36,13833,19366,26051,15668,4226,44657,33848,1316,16172,23192,16692,12731,8403
20242,11110530,사직동,CS300002,편의점,4270393790,804144,3330178720,940215070,613818861,685407259,627573445,692121466,711257689,508817036,431398034,194109787,1108914999,777185201,707114271,969158321,513911211,2573868025,1517564773,40646233,696730522,1233513132,934497656,817092846,368952414,627024,177120,116131,128754,120173,129800,132166,94263,82857,26020,232174,157019,139256,172365,77310,458459,330741,13462,164150,247128,166579,134880,62997
20242,11110515,청운효자동,CS300002,편의점,1197266287,185147,874007062,323259225,151489183,182533121,165925453,173851713,200207592,167989730,155269495,82976734,279179206,183482262,188617688,293726091,169284306,717080331,380890235,17821113,162847789,291843074,267759096,201507153,156192338,135020,50127,24539,26902,26082,28182,29315,25238,24889,11373,39409,32584,33785,43581,24415,112553,64593,4677,31139,48682,42074,29652,20923
20242,11110540,삼청동,CS300002,편의점,713711194,142359,474945802,238765392,88483918,92335377,90705315,100601506,102819686,131392788,107372604,13301401,135346571,198303234,162273014,167886043,36600931,409076146,251913485,10889025,129220351,174127864,140044032,149168972,57539387,93743,48616,16999,17816,17898,19920,21110,26347,22269,1684,26613,37817,38374,32343,5528,75742,60372,3045,31898,37255,27530,25528,10858
20242,11110550,부암동,CS300002,편의점,828448218,145336,634863523,193584695,129211118,134967517,123315336,127163872,120205680,103620378,89964317,50917115,126784965,161531189,171008594,203815123,114391232,479170226,338715632,22685163,168571813,140210052,177362289,219749209,89307332,118019,27317,24045,26672,23489,23932,19881,14521,12796,6744,24499,34932,31008,32501,15652,79013,65449,7197,40971,22795,27762,31302,14434
20242,11110560,평창동,CS300002,편의점,405801602,58444,281854104,123947498,51868737,60132685,57013579,52992943,59846160,61725305,62222193,17770944,80699959,65933966,80146264,107544420,53706049,254755609,136629925,4536916,37891203,61488099,95562128,121125314,70781874,40401,18043,7539,8333,8146,8166,8217,9152,8891,2179,12996,10709,11888,14311,6361,37506,19155,1271,6190,9748,12695,15377,11379
20242,11110570,무악동,CS300002,편의점,782323147,138436,518133765,264189382,89893898,102751464,105660532,110024138,109803733,138173923,126015459,94426183,168424302,130925627,110307468,186930009,91309558,535669582,246653565,5840898,108198019,156645041,143666672,212378784,155593733,90369,48067,17362,16637,17461,18911,19998,23654,24413,16110,34726,21776,19108,29750,16966,88115,50321,2299,22359,30259,25462,34162,23895
20242,11110580,교남동,CS300002,편의점,854886391,140522,677102454,177783937,131125499,132162597,121927910,143171799,148714649,89488107,88295830,65089216,198505699,126188109,137305084,195061867,132736416,581563201,232662085,8144728,92924780,225498997,245479106,169571577,72606097,113770,26752,22872,22652,20699,23376,24171,13456,13296,9035,35365,23399,24914,29546,18263,96040,40630,2333,19938,40219,38000,25499,10682
20242,11110600,가회동,CS300002,편의점,850253244,132539,648171671,202081573,126824661,135623977,122559363,128666923,134496747,114854327,87227246,54054703,224491198,151336769,149392907,174251674,96725993,537679471,216254226,5886395,95084572,200349730,198817288,159415319,94380391,103133,29406,19000,21465,19570,21123,21975,16573,12833,7036,39314,24576,24245,25187,12181,86137,40315,2068,20638,36643,30914,22747,13447
20242,11110615,종로1·2·3·4가동,CS300002,편의점,11687668312,1881567,8654484165,3033184147,1606291515,1751417303,1652927728,1742234784,1901612835,1756350841,1276833306,1171603768,1869295364,1692558638,1777564376,3077984605,2098661561,7274241011,3892222050,71255626,2529177528,3326075958,2211023216,1953001804,1075928934,1403591,477976,259520,283594,268088,282760,309629,275194,202782,168700,357401,304079,299981,462576,288830,1182028,658613,16177,456277,561710,344227,294672,167577
20242,11110630,종로5·6가동,CS300002,편의점,3316959164,536592,2620225071,696734093,479917552,543997968,501296853,540513934,554498764,386843651,309890442,267878602,744179219,561189548,541430760,780015159,422265876,2214760848,985270087,54802611,458799818,894233530,708952487,685280858,397961629,430468,106124,79925,87056,83605,89523,90359,58106,48018,34774,132106,99581,91674,120666,57791,347758,179631,13487,95544,152353,104079,102084,59841
20242,11110640,이화동,CS300002,편의점,4509482161,764595,3441228158,1068254003,638211069,717339889,673008091,682529762,730139347,585943733,482310270,297752256,721333006,835256716,782936845,1201617391,670585947,2621409258,1666041921,70390987,991616821,1219842364,981770925,676430715,347399368,575304,189291,104232,119582,113486,115975,122029,102107,87184,43141,135038,145862,138748,200067,101739,424494,314841,17445,207105,221344,135247,102692,55505
20242,11110650,혜화동,CS300002,편의점,3002724297,360005,2084423056,918301241,389717170,412171837,391596159,454098749,436839141,479273193,439028048,188923658,255576358,485077014,573842927,1002475399,496828941,1355205849,1647031934,92831071,1107624220,632360175,445693521,496112176,227616619,257835,102170,48723,51230,50560,54578,52744,54243,47927,27701,45807,58029,63796,106467,58205,189391,170569,13211,133746,77507,53426,54973,27097
20242,11110670,창신1동,CS300002,편의점,1803055921,200747,1301024885,502031036,229061446,263292934,254353250,285145244,269172011,267767746,234263290,154768974,203161568,284961154,345598697,558765070,255800458,887333135,862448304,19569675,374814861,429040910,343993436,316876504,265486055,143812,56935,26989,28465,28736,29196,30426,29662,27273,23970,26265,33690,36796,51126,28900,123085,73097,2684,34192,48326,37903,36967,36110
20242,11110690,창신3동,CS300002,편의점,108881939,14560,79899006,28982933,16789120,16175176,15476188,13596653,17861869,16469029,12513904,6363282,12259226,13882433,17183706,38404461,20788831,70314399,38567540,1256896,18355465,30414701,21355294,22690762,14808821,10927,3633,2330,2156,2046,1982,2413,1853,1780,862,2065,1825,2184,4881,2743,8318,6242,433,3006,3758,2730,3051,1582
20242,11110700,숭인1동,CS300002,편의점,349058924,54738,244423403,104635521,42169186,43912674,51625571,48430849,58285123,55182944,49452577,38482738,59543498,43461507,59521516,87776595,60273070,227560266,116336670,6863786,74523673,81146773,76365515,68512179,36485011,38644,16094,7132,7292,8139,7598,8483,8348,7746,4949,10777,7832,9558,13381,8241,35124,19337,1875,13849,13420,8993,9565,6759
20242,11110710,숭인2동,CS300002,편의점,1965860698,307577,1405500374,560360324,271524981,272433904,276646419,276707686,308187384,288462057,271898267,193144709,349881928,256386460,300236085,512591573,353619943,1267667871,690925645,19068103,384914660,530746268,423293326,348072854,252498304,218136,89441,42276,43891,42421,43548,46000,45629,43812,25358,60001,43436,50843,76475,51464,200464,106689,5162,68523,82650,57907,52946,39965
20242,11140520,소공동,CS300002,편의점,6655785744,1035395,5994144805,661640939,1165746812,1306835802,1021502740,1189927279,1310132172,374290119,287350820,131617419,1581197765,1735480767,1339854970,1458368889,409265934,3493172410,2606340198,46257922,1038702569,1964848790,1550485115,1109045026,390173186,947248,88147,184961,205460,166409,191810,198608,50387,37760,20549,314051,264615,212656,175420,48104,613881,391727,10269,175523,337107,257537,171760,53417
20242,11140540,회현동,CS300002,편의점,8214503605,1349401,6975686660,1238816945,1338048942,1496539021,1315177240,1485975865,1339945592,722619016,516197929,331150074,2295185765,1587675040,1401484834,1788601593,810406299,5184458813,2582254322,38670442,1242912058,2463683062,2074270306,1395087071,552090201,1165494,183907,229256,249277,214395,243987,228579,106251,77656,49624,432002,269327,238363,257621,102464,882795,429830,8166,225370,440833,338753,211277,88224
20242,11140550,명동,CS300002,편의점,16082632845,2550684,13324505836,2758127009,2551952875,2776970198,2429002573,2789769690,2776810500,1522375107,1235751902,464880787,3693442712,3509283785,3205833502,3866308899,1342883160,8494068014,6356453705,136524246,3073772219,4721442450,3453744822,2528178762,936859209,2175737,374947,426900,462287,397488,445810,443252,211473,163474,64196,765131,574446,464732,514408,167771,1472190,984075,22888,498438,827346,573252,391803,142534
20242,11140570,필동,CS300002,편의점,3439253631,768288,2902079313,537174318,560348106,626299185,550276940,613100821,552054261,308378076,228796242,172231217,818296808,741693896,594941212,781166578,330923920,1991217269,1310584220,107842302,1197783407,594884090,487265459,623248812,290777416,661717,106571,129533,148677,127456,139427,116624,61344,45227,27694,191807,184414,146901,158730,58742,416575,341159,34437,344618,119486,90327,122380,46488
20242,11140580,장충동,CS300002,편의점,1335550270,230022,943847790,391702480,179027525,193543716,181954235,191481012,197841302,210245963,181456517,107213435,263493131,207640053,214264534,323576768,219362349,804740672,509580355,64966487,446468699,365211732,207601887,169450570,60621651,164036,65986,30129,33566,31715,34147,34479,34283,31703,14544,52355,41273,38135,52250,31465,133903,94571,11354,86386,58036,33287,28209,11202
20242,11140590,광희동,CS300002,편의점,8269863100,1352545,6421745272,1848117828,1222450917,1275791023,1251977220,1350594724,1320931388,1002662258,845455570,814996554,1609690607,1402308215,1198636881,2027717406,1216513437,4857760274,3043658614,78308357,1626274244,2261401055,1682358859,1410492657,842583716,1061224,291321,204492,213565,205640,217606,219921,157409,133912,111180,304060,243780,205648,313556,174321,800807,526521,13860,298740,397792,252027,224801,140111
20242,11140605,을지로동,CS300002,편의점,5485949655,913841,4331685513,1154264142,833049170,925668403,800224080,867373898,905369962,682532148,471731994,540233322,1188470403,697473196,652960195,1559412172,847400367,3576241711,1730385759,22080237,935448204,1542815038,1225206348,1013934967,567142674,725626,188215,137827,146867,134024,148142,158766,107376,80839,82601,220884,135303,121807,216741,136505,582258,314898,5283,190828,265675,190136,161964,83267
20242,11140615,신당동,CS300002,편의점,3570572338,431084,2635680184,934892154,492123494,512665956,538693763,552477463,539719508,479264261,455627893,488402441,459112374,454422448,487527064,1062681222,618426789,1913371038,1643523759,27941344,761246171,1106484271,688904656,670813429,301504927,320592,110492,60744,63886,63612,67876,64474,56490,54002,67329,66826,53659,55369,112730,75171,258285,172064,4558,96941,138227,77618,78221,34784
20242,11140625,다산동,CS300002,편의점,2212061190,264552,1617401745,594659445,319269275,313279372,307943080,332042810,344867208,323283631,271375814,195848128,233637802,325917835,374961219,668762200,412934006,1216234415,974674080,37203308,429757286,688801293,421721533,375834412,237590666,196883,67669,38207,39107,37881,40141,41547,36212,31457,25648,40320,39665,40062,71458,47399,158685,104282,6731,55542,83309,47353,43093,26937
20242,11140635,약수동,CS300002,편의점,1255222866,199898,881029960,374192906,167200869,185177349,164719097,176705640,187227005,202328236,171864670,161897716,185667466,131123809,157918104,349459259,269156512,829086538,426136328,10339102,216540471,389696795,234281529,245498491,158866478,143908,55990,26262,28889,28166,29634,30957,29661,26329,21845,37313,24049,25802,51731,39158,125843,74055,2848,43371,59164,33894,37244,23377
20242,11140645,청구동,CS300002,편의점,867818182,131520,640934391,226883791,116959426,129290330,136584511,123942941,134157183,120130043,106753748,95379484,135163691,107037109,130745126,229903469,169589303,528825041,317384479,8810386,137675943,264725945,207001298,158364344,69631604,98155,33365,18347,20231,19755,19733,20089,17350,16015,12205,22927,18964,21066,33482,22876,79623,50338,2263,25012,39521,29222,23806,10137
20242,11140650,신당5동,CS300002,편의점,364442927,45095,268485863,95957064,59809403,54811857,49119457,51575954,53169192,49793173,46163891,43055120,58942020,75222498,54835613,74471377,57916299,276827599,81046284,1031000,55844370,74836258,51686620,93910174,80565461,33871,11224,7045,6543,6463,6885,6935,5990,5234,5375,8204,7680,6221,10569,7046,33011,11732,254,8712,12289,6940,11096,5452
20242,11140665,동화동,CS300002,편의점,1728601951,262319,1338706165,389895786,260708163,268202842,264478397,259644511,285672252,217462607,172433179,221986368,315530497,288885349,264096766,368628531,269474440,1073047563,558405267,14417540,231524399,462800923,379069598,378212677,165427692,205627,56692,39089,43439,39082,41752,42265,30834,25858,29573,53798,48142,37862,55531,37413,166936,88020,3558,44403,75757,50584,56700,23955
20242,11140670,황학동,CS300002,편의점,1568696619,232480,1145626685,423069934,237084069,219659265,227536939,213783415,247562997,207995920,215074014,228960967,269547337,200312365,204408319,372669289,292798342,1027370777,541325842,3737930,191303487,451740363,414166328,302743148,205005363,171023,61457,34033,33969,33726,33775,35520,30817,30640,28990,43369,32328,35437,51878,40478,152311,80169,1129,35149,67350,55626,41346,31880
20242,11140680,중림동,CS300002,편의점,753099870,127979,571849387,181250483,113971970,120486281,106670546,109161535,121559055,103128028,78122455,46471083,144347672,134706112,105115546,196661967,125797490,502087586,244505153,5010990,92717019,244535829,162794825,158666366,82867708,98260,29719,19375,20946,18566,19277,20096,16278,13441,6663,27906,25926,19249,30524,17711,81787,45629,1196,18957,42931,26370,25466,12497
20242,11170510,후암동,CS300002,편의점,1577010127,272388,1121353495,455656632,211478828,224709000,222828366,221335819,241001482,231877471,223779161,128100979,292995927,193374624,217201407,440326757,305010433,991381049,585629078,64296607,232143449,444348593,343010802,365415748,127794928,197382,75006,38870,41604,38625,39352,38931,38409,36597,17123,62003,32915,42864,74516,42967,166758,105630,23451,43678,67902,57277,61529,18551
20242,11170520,용산2가동,CS300002,편의점,1581818292,250820,996697551,585120741,184236272,182988062,197270644,201065194,231137379,310398045,274722696,226799537,170375960,201165039,257174967,411294115,315008674,996757008,585061284,20347156,396281005,556691823,321065915,169357437,118074956,154905,95915,28477,28608,30532,31494,35794,49418,46497,28670,27995,34878,46746,66430,46101,149156,101664,4808,66721,84657,48047,28494,18093
20242,11170530,남영동,CS300002,편의점,1523402381,204764,1175121504,348280877,228177287,231596864,223233290,235999714,256114349,188867389,159413488,118811728,240948286,236282719,228356180,452453000,246550468,824761484,643403953,10149192,349586437,496120471,255656452,268079782,88573106,161280,43484,31243,32797,30036,32544,34660,23579,19905,15436,41977,34062,29549,53220,30520,121310,80509,1792,49812,70041,33241,35474,11459
20242,11170555,청파동,CS300002,편의점,3242952323,533237,2398650339,844301984,451768763,480187708,471091336,473993046,521609486,429088654,415213330,360406320,505331713,433992985,415012667,829023850,699184788,1995020531,1239192341,75385110,763994876,941179491,605231535,562201844,286220015,401862,131375,77108,81882,78814,80534,83524,66874,64501,46329,103232,80285,74331,129869,99191,300824,231932,21764,154735,146681,90168,75218,44189
20242,11170560,원효로1동,CS300002,편의점,1801599330,257491,1380007732,421591598,261539141,279332857,268618398,283440713,287076623,216156271,205435327,167934547,313612616,288731498,227170693,463754517,340395459,1287705660,461725821,5969738,249334660,530973449,478274455,337790737,147088443,202627,54864,38527,41184,39107,40999,42810,28173,26691,20446,51244,45471,36753,62714,40863,181242,71391,1510,43488,78212,64534,46648,18240
20242,11170570,원효로2동,CS300002,편의점,1823054229,261854,1413140150,409914079,266774375,275552241,263250910,287916708,319645916,211024012,198890067,150128138,337983704,300602725,236187958,444739950,353411754,1184509339,553373274,18768288,227724400,545787548,429409685,330479009,185713685,208831,53023,40471,41508,39405,42259,45188,27387,25636,18988,57026,48144,36133,58415,43148,167630,87447,4250,41799,85679,56128,42191,25034
20242,11170580,효창동,CS300002,편의점,121541108,18001,86880722,34660386,14361002,19282255,17375275,17831334,18030856,18373717,16286669,14659773,24595257,16185691,17858210,27049870,21192307,82342150,39198958,2348715,17713830,21358520,31542565,27351542,21225936,13253,4748,2310,2874,2745,2675,2649,2457,2291,2029,3571,2783,2950,3935,2733,11153,6848,634,3414,3572,4670,3401,2310
20242,11170590,용문동,CS300002,편의점,591066593,89486,417534855,173531738,81873922,77631489,82427925,82848730,92752789,92133934,81397804,71851041,88933262,65132782,74614640,166841835,123693033,378451887,212614706,5031596,87545741,182813102,147242804,104685704,63747646,64159,25327,12456,12181,12760,12736,14026,13162,12165,9621,15178,11252,12259,24217,16959,56347,33139,1414,15758,28314,18371,15171,10458
20242,11170625,한강로동,CS300002,편의점,3078572306,480002,2334969884,743602422,435682652,480211742,446706525,470213485,502155480,402244340,341358082,253728429,539515813,504392234,444370779,779524142,557040909,2019458607,912326168,7843528,462771280,1142134297,695496431,430230182,193309061,372028,107974,70094,76744,71475,75542,78173,57654,50320,32959,94408,88042,77322,114206,73065,317281,151624,2187,87940,188020,101287,61653,27823
20242,11170640,이촌2동,CS300002,편의점,860209092,119401,608974809,251234283,119101228,119126942,113707413,121255431,135783795,128971765,122262518,85372647,134710210,94074555,106925882,240653282,198472516,571976335,281390783,3053364,71696222,269253016,288141086,130199763,91023668,84961,34440,15902,16843,16058,18100,18058,17012,17428,11153,22909,14339,15973,31364,23663,80860,37843,672,12538,36600,36715,18298,13880
20242,11170650,이태원1동,CS300002,편의점,5497294348,864621,3340507772,2156786576,639383578,614436708,646912108,635447754,804327624,1157203556,999583020,1526761667,673794956,499879986,578449729,1087051201,1131356809,3797643645,1659095561,35642460,1475235658,1896388982,827389786,666109009,555973310,513519,351102,96130,92107,99500,98586,127196,186105,164997,245899,116529,78940,92456,159281,171516,596462,263002,8487,264872,308726,116588,97006,63786
20242,11170660,이태원2동,CS300002,편의점,1644416790,222313,1122205114,522211676,212391322,207834363,200877680,239174086,261927663,280368490,241843186,223814988,204570915,171395486,213469712,460603958,370561731,1003949618,630611796,11003969,306723891,546266315,418090248,233807184,118669806,156767,65546,29272,30295,28905,33672,34623,34415,31131,27359,33619,27464,32014,56524,45333,130882,90716,2971,49202,70771,49426,30810,18420
20242,11170685,한남동,CS300002,편의점,3316165490,550752,2365244624,950920866,442499096,466947893,460089342,473239176,522469117,518848504,432072362,401081692,582828419,563488368,552122159,734552987,482091865,1971607738,1133343484,14102333,759366270,1053753102,617518843,460188973,200021704,393739,157013,71853,77378,77087,81113,86308,84920,72093,57698,103400,100852,102469,120621,65712,323456,207979,3758,147565,183649,90902,71464,34097
20242,11170690,서빙고동,CS300002,편의점,613551559,79446,434054474,179497085,88827041,79731627,85870612,90377372,89247822,88538085,90959000,63713466,106648026,70821236,80881119,176607005,114880707,423996674,189554885,8130149,60426090,132021712,191022233,147182811,74768564,56996,22450,11759,11079,10847,11470,11841,11391,11059,8353,13507,11241,11302,21021,14022,54527,24919,2305,9571,17049,24124,16683,9714
20242,11170700,보광동,CS300002,편의점,912356237,108886,645129707,267226530,130607611,139800564,126358877,121360507,127002148,141347625,125878905,125223777,129619384,122866787,122475476,222980306,189190507,582711756,318845256,5801007,114344624,233046115,214752211,194078890,139534164,77145,31741,14960,16515,15108,15239,15323,16681,15060,14937,17080,14944,14821,26636,20468,69698,38207,1572,15804,29525,26613,19147,15244
20242,11200520,왕십리2동,CS300002,편의점,850614215,130821,603910010,246704205,117888741,121226425,119343890,124202056,121248898,128206784,118497421,118358284,142463790,103643256,103297340,202804641,180046904,546668414,293918599,36595698,147025318,248729922,117628971,192495791,98111314,92776,38045,17768,18291,18169,18876,19672,19489,18556,16110,22971,16375,17331,32050,25984,80343,48931,4977,27805,39029,18214,25163,14086
20242,11200535,왕십리도선동,CS300002,편의점,2647072621,400644,1852532918,794539703,336036352,372561309,348433902,378440225,417061130,430504444,364035259,420961048,323545909,271983324,293468081,703977526,633136733,1695715966,951356655,26232454,748361215,836422089,417238393,417137182,201681288,285448,115196,52781,56364,56988,56883,62432,62033,53163,57392,60195,47152,48305,102785,84815,246198,154446,5381,121398,127873,59518,56804,29670
20242,11200540,마장동,CS300002,편의점,2178377043,304870,1615312984,563064059,325227581,315140612,302726770,319012054,353205967,286710798,276353261,288643989,375316663,303199339,265806974,521899561,423510517,1472009042,606277830,17416191,389588945,580932403,470878144,396703655,222767539,226421,78449,45291,44053,43218,45459,48400,40876,37573,37181,57402,42964,40094,71375,55854,205364,90443,4819,68983,83912,59994,50359,27745
20242,11200550,사근동,CS300002,편의점,5613372166,1311866,4763958386,849413780,952816045,1003071120,952953822,973740560,881376839,481812887,367600893,321135315,699146943,1667082444,989489957,1352357002,584160505,3298096804,2305994522,331535093,3221395998,841916182,404468585,630072304,174703164,1135366,176500,229337,242972,227324,230334,205399,98815,77685,63280,197959,380899,256005,295888,117835,743327,567856,91885,812501,171975,72160,130835,31827
20242,11200560,행당1동,CS300002,편의점,1674358019,323904,1226883999,447474020,242425341,230995681,234731528,239043890,279687559,248085586,199388434,153765599,297446247,208106536,258127075,456461813,300450749,1045241906,629116113,41580215,352640997,505099537,314780670,276429317,183827283,237993,85911,48485,45694,44551,47054,52209,48546,37365,26711,60850,42267,54369,89790,49917,193518,130386,16290,78202,88133,62799,48613,29867
20242,11200570,행당2동,CS300002,편의점,911646368,154062,656117217,255529151,116872880,131071930,137213586,135314542,135644279,135560674,119968477,68087239,162208591,117925197,137462909,252297417,173665015,593842364,317804004,30274726,127941116,182437972,244555885,169463888,156972781,112261,41801,20396,23094,22948,23215,22608,22972,18829,9262,30832,18085,24119,42744,29020,91598,62464,10101,26746,38142,37916,27431,13726
20242,11200590,금호1가동,CS300002,편의점,437261964,60538,315645513,121616451,53147046,70952622,58223592,62119312,71202941,68704980,52911471,68509548,53979250,43396612,55357027,128734491,87285036,290414791,146847173,14206489,64516449,114467743,108669653,85885355,49516275,43612,16926,8256,9152,8588,8334,9282,9235,7691,6600,5772,6897,10985,19638,10646,38018,22520,4769,10371,15101,15237,9089,5971
20242,11200615,금호2·3가동,CS300002,편의점,1073267382,143132,764320905,308946477,149360276,147864258,149169606,150163389,167763376,166297295,142649182,146799268,144474819,127137690,143099618,300760909,210995078,666865389,406401993,6395953,150057493,328834886,245743159,211525770,130710121,103453,39679,20149,20311,19373,21069,22551,20973,18706,16013,24182,18087,19870,38760,26220,88878,54254,1863,25517,45081,29835,25576,15260
20242,11200620,금호4가동,CS300002,편의점,228615140,33204,161774450,66840690,29880263,29050636,30857704,33941976,38043871,34304156,32536534,37697202,35494637,26836842,25287948,55922197,47376314,147978794,80636346,1831342,35895156,76076660,40770646,33345366,40695970,23231,9973,4447,4615,4300,4727,5142,5157,4816,5031,5673,4056,4211,7843,6390,22551,10653,551,7045,10081,5590,5160,4777
20242,11200645,옥수동,CS300002,편의점,294966906,45250,215799829,79167077,38294304,42549665,44940811,44174159,45840890,42589591,36577486,29658665,39473591,31859625,44622424,83881696,65470905,206697837,88269069,1615433,25083978,85156892,76923070,76769397,29418136,33740,11510,6189,6768,7079,6921,6783,6176,5334,3915,7048,6101,7442,12170,8574,29205,16045,425,5391,13432,9599,10789,5614
20242,11200660,성수1가2동,CS300002,편의점,2727174157,449936,2203555087,523619070,436034759,470776851,403349718,429471110,463922649,281266141,242352929,213094639,610344733,510167212,396908106,630376666,366282801,1741455732,789649402,16290103,493882816,814324331,544302412,404962081,257343388,368613,81323,72568,77777,68751,74355,75162,43366,37957,29009,113109,92667,67155,95707,52289,281474,148112,3921,104382,144059,78298,61521,37409
20242,11200670,성수2가1동,CS300002,편의점,3120632925,455891,2308351888,812281037,437463643,480947070,447628174,455099860,487213141,451319592,360961445,327979639,509519419,452521140,449903897,809412633,571296197,1977899543,1063904549,8557136,498880908,859681778,644483743,672891996,357308532,338097,117794,64619,70416,65289,66924,70849,62898,54896,41957,79383,75003,74421,115043,70084,292286,156570,2202,92748,136777,84224,84578,48323
20242,11200690,성수2가3동,CS300002,편의점,8394797086,1336219,6912078720,1482718366,1324376494,1443573832,1247724460,1388112465,1508291469,833311140,649407226,384935663,2052191250,1698732969,1515845963,1893186649,849904592,4647238472,3087974908,62134529,1862296803,2531439523,1508463919,1185172665,585705928,1113819,222400,216867,231488,206916,226154,232394,123638,98762,63049,385329,291358,214507,263962,118014,803845,492242,11463,334311,447692,239033,174003,89584
20242,11200720,송정동,CS300002,편의점,187927880,27677,138525708,49402172,27128916,32377807,26422094,24333737,28263154,24397557,25004615,34368076,27026914,18817981,22597473,43977474,41139962,117844729,70083151,1376227,59441661,50760396,35421172,22982627,17945797,19969,7708,4106,4122,3978,3954,3809,3746,3962,4378,4633,3170,3570,6191,5735,17247,10430,342,9262,7382,4308,3375,3008
20242,11200790,용답동,CS300002,편의점,2114122576,345299,1586986083,527136493,306542580,323473043,310185943,316740837,330043680,279841100,247295393,213160319,438855358,290543233,268099915,532982138,370481613,1452953232,621121731,11453597,491651735,621656422,372505247,379974853,196833110,262364,82935,51603,53417,50814,53107,53423,44242,38693,29502,78690,50881,47223,84437,54566,234855,106011,2704,89741,101025,57184,59463,30753
20242,11215710,화양동,CS300002,편의점,9343531147,1327408,6588628121,2754903026,1281159764,1275333106,1279252206,1370588660,1382294385,1465234000,1289669026,1442808001,875487046,977546796,1191263009,2655523198,2200903097,4853635173,4455459141,243620418,4423037977,2317548429,1037676294,960253162,326958033,945230,382178,181124,186778,187067,191964,198297,202765,179413,215644,160080,142271,159582,349757,300074,728589,597319,38482,652593,329059,126766,134155,44854
20242,11215730,군자동,CS300002,편의점,1866561156,299818,1343386792,523174364,254201462,269650307,262409028,262942679,294183316,278512010,244662354,270057517,260386699,218680916,235065679,506384226,375986119,1258742797,600810078,18001131,467440093,568354785,288187668,278716200,238852999,219416,80402,41509,44302,42907,44300,46398,41508,38894,39953,47586,40322,40340,76623,54994,194529,104819,4292,90549,87550,40923,45045,30989
20242,11215740,중곡1동,CS300002,편의점,3481408585,473056,2459832836,1021575749,482956702,564059446,462100475,486355158,464361055,555617634,465958115,662920032,470081287,357299115,367346848,885919416,737841887,2370975215,992842559,22883894,522795332,1000638010,742381210,719543037,355576292,337175,135881,64009,70125,66629,68306,68106,73504,62377,79095,73432,54033,53568,120261,92667,329864,134206,4144,79482,135083,97618,97717,50025
20242,11215750,중곡2동,CS300002,편의점,2250184708,332506,1590736085,659448623,297109133,319378735,320823477,312482651,340942089,348000903,311447720,285752971,321685114,260473457,262290375,624916962,495065829,1403707123,843555437,14909342,397702135,735832902,450239036,412777164,235801980,238417,94089,45218,48425,46877,47225,50672,48114,45975,37473,54628,43697,43164,86996,66548,204691,127679,3887,69245,107466,61679,57543,32551
