기준_년분기_코드,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20221,11110530,사직동,CS300002,편의점,3761850443,659962,2941650755,820199688,582930134,568919465,582012375,613477559,594311222,445398887,374800801,141043882,952070923,634543173,552959620,934689472,546543373,2423854092,1289379877,32009589,752626439,1155674128,861303012,637571939,274048863,523315,136647,104397,101468,104998,110428,102024,73535,63112,19261,200165,126750,102152,141972,69662,411020,245127,9145,163145,206528,138907,96616,41805
20221,11110540,삼청동,CS300002,편의점,1226802003,138702,852623798,374178205,171419678,166034296,179194068,166995945,168979811,206731302,167446903,16496541,170315840,260978128,301860508,381625603,95525383,469164751,709404139,11984782,383102661,328373438,197452745,184904010,72751255,94906,43796,18692,17937,19067,19662,19548,24086,19710,1931,23791,33500,33894,36833,8753,65155,69650,2522,41564,39586,23114,19520,8498
20221,11110550,부암동,CS300002,편의점,607056495,79978,425710891,181345604,84915813,95326657,82860153,78074244,84534024,91303416,90042188,41777085,87824202,84284096,100441003,182222048,110508061,383338940,223717555,8596548,83495824,164266236,148311764,143232866,59153257,56057,23921,11255,11929,11472,10999,10402,11845,12076,5285,13277,12001,13445,21864,14106,50207,29771,1947,13090,21661,19375,16454,7451
20221,11110560,평창동,CS300002,편의점,568959905,72916,395536992,173422913,73720072,77086260,80758789,82247145,81724726,88019375,85403538,35349102,89808660,93323415,87026115,160670720,102781893,391944620,172990963,8279992,87770612,110755403,151202853,130958336,75968386,50925,21991,9809,9989,10683,10359,10085,10988,11003,3590,14379,13671,11958,18270,11048,49197,23365,1762,13757,13519,17723,16001,9799
20221,11110570,무악동,CS300002,편의점,657452867,109312,463909086,193543781,94011731,83766401,101215223,91254209,93661522,103756295,89787486,33867773,122148998,103761236,89238286,178387621,130048953,448840610,208612257,7001745,117499999,133621290,138704532,179022446,81602855,76401,32911,15418,14661,16407,15517,14398,16768,16143,4316,24675,18549,16242,26159,19371,69094,40218,1872,24167,22534,22464,25504,12771
20221,11110580,교남동,CS300002,편의점,735179324,110288,563562106,171617218,113892254,115271700,109531363,112427399,112439390,89186724,82430494,42835978,137558988,106517696,118377571,195596256,134292835,519442280,187786052,5366877,107417233,239819799,190402137,120072887,44149399,87593,22695,17587,17949,17281,18172,16604,11730,10965,5673,24021,18505,19271,26864,15954,79228,28473,1577,18762,37772,26416,17620,5553
20221,11110600,가회동,CS300002,편의점,680488447,100516,510217496,170270951,101103562,97809084,101444668,104006403,105853779,92377495,77893456,31292525,154602758,118582000,102728252,180824439,92458473,426121457,200732930,7029395,106669240,179101223,156121831,94064559,83868140,78672,21844,15785,15802,15687,16077,15321,11659,10185,4226,27466,18721,16156,22999,10948,65940,30942,2156,18206,29767,23425,13517,9811
20221,11110615,종로1·2·3·4가동,CS300002,편의점,9632026498,1475511,7075533688,2556492810,1401158213,1290736136,1385083278,1465138348,1533417713,1558856179,997636631,621999769,1615654027,1353901208,1388013915,2723689999,1928767580,6302854158,2886262189,55086605,2433100577,2598884232,1925555042,1491696717,684793183,1118612,356899,222449,212816,222397,234149,226801,208716,148183,76708,317481,253192,231004,380090,217036,964610,475454,10648,412592,409737,278911,227277,100896
20221,11110630,종로5·6가동,CS300002,편의점,3176634857,471385,2553851966,622782891,506826075,493373252,506998004,524208642,522445993,366691065,256091826,224137974,679569551,490256072,468180790,816535452,497955018,2255180545,821198475,40766427,577770461,889997479,726454413,589866280,251523960,384557,86828,76381,73825,75919,81058,77374,49496,37332,27321,117506,83901,73161,109295,60201,330451,134385,9279,103296,136662,97935,80232,37431
20221,11110640,이화동,CS300002,편의점,4182941140,659950,3236158164,946782976,635985030,616618794,637260468,652865575,693428297,546085409,400697567,224668678,721597678,711195501,638817931,1170202274,716459078,2486255491,1586819512,23130955,1050022392,1386915201,765932658,644592407,202481392,513683,146267,102247,98318,102821,107135,103162,80565,65702,30250,135203,123122,106902,167107,97366,385826,264378,6128,187213,220711,112910,89530,33711
20221,11110650,혜화동,CS300002,편의점,1141551220,194680,803592806,337958414,159354915,154801074,166657635,161984009,160795173,174694902,163263512,120258030,134046395,149479038,161100917,327652741,249014099,766491767,375059453,23130469,406077501,270821114,193678591,191320806,56522739,138922,55758,27298,27623,28589,28241,27171,28930,26828,16616,27540,29664,29277,54812,36771,125947,68733,6399,79084,42351,28635,28439,9772
20221,11110670,창신1동,CS300002,편의점,1634730976,184209,1183822746,450908230,253570374,228762312,221063347,240582189,239844524,249396940,201511290,141583533,219179488,264690646,282961735,474470936,251844638,858660388,776070588,14529366,424146180,454671881,304289284,247796658,189297607,133395,50814,27771,27093,24832,27031,26668,26506,24308,20058,32052,29933,27112,47815,27239,116816,67393,1396,45221,50116,35828,27131,24517
20221,11110690,창신3동,CS300002,편의점,112538624,13476,83837158,28701466,18120768,16061139,15245731,16867376,17542144,16170590,12530876,5882091,10388682,17418383,12946656,37136208,28766604,69448106,43090518,911778,22137520,37578694,21763735,24055249,6091648,10091,3385,2228,1927,1725,2102,2109,1926,1459,715,1505,2157,1652,4053,3394,8047,5429,305,2958,4562,2517,2121,1013
20221,11110700,숭인1동,CS300002,편의점,396190063,54229,281185790,115004273,59346479,49888695,57798133,59852034,54300449,60690066,54314207,36256040,62959590,41548031,51855845,110302827,93267730,250585529,145604534,5599698,97579566,84824171,118678404,67184011,22324213,39294,14935,7553,7660,8117,8419,7545,7791,7144,4223,10326,6562,7597,14794,10727,36524,17705,1210,16630,12566,11690,8599,3534
20221,11110710,숭인2동,CS300002,편의점,1709586861,254596,1225229516,484357345,242139064,233463099,246947656,246160298,256519399,260014923,224342422,148913763,281912959,233099571,220825852,466049231,358785485,1142945808,559286067,11933043,436004535,535730764,310006696,275241340,133315496,183475,71121,36578,34942,36983,37366,37606,36690,34431,18542,49046,39365,36157,64664,46822,171724,82362,2527,70555,77498,42628,38876,22003
20221,11140520,소공동,CS300002,편의점,4634471344,664459,3959077422,675393922,810432793,736792049,766627248,845487740,799737592,394351703,281042219,103553082,1007039240,1091574169,902401730,1122889704,407013419,2536074598,1784157147,26421541,912244403,1378139444,1084205611,691336360,227884390,587824,76635,119421,109654,113978,127722,117049,43727,32908,14294,199055,163126,120475,124353,43156,416744,227185,5328,138864,211823,156721,98677,32519
20221,11140540,회현동,CS300002,편의점,5305284191,869863,4486709723,818574468,911384644,864044387,804225969,964925548,942129175,527598381,290976087,179181918,1411837794,1137585036,824504787,1223813042,528361614,3217876330,1758305970,29694126,943927488,1668597677,1233620889,872896586,227445529,751383,118480,154238,141352,140588,165589,149616,73991,44489,23609,273984,195521,140048,172045,64656,558101,284080,5371,170597,303064,200379,126535,36242
20221,11140550,명동,CS300002,편의점,9938473441,1536065,8086526147,1851947294,1692775008,1515001855,1567163141,1691062022,1620524121,1085009769,766937525,375381254,2254978929,1981338967,1732385746,2423165733,1171222812,5705340376,3413317848,62967886,2287043890,2797903216,2155984634,1361391768,453366827,1307949,228116,268754,251553,253291,280775,253576,131896,96220,46596,464221,324372,254956,313461,132459,960965,513797,9858,361099,475447,353644,204414,70298
20221,11140570,필동,CS300002,편의점,1556911322,237320,1243617825,313293497,244784344,244063162,237478582,268941177,248350560,180745400,132548097,56843263,321429007,258311889,240971015,422522034,256834114,1005538554,410572205,12212895,384174290,335467589,297024536,265998152,121233298,192702,44618,37787,37777,37523,42306,37309,24650,19968,7287,58028,45690,37616,58160,30539,157871,68029,3581,66215,56248,44513,39670,15674
20221,11140580,장충동,CS300002,편의점,720507669,115649,504311964,216195705,96906636,92252470,98516955,104674123,111961780,120639721,95555984,45777908,126499772,104010745,105866236,194358808,143994200,484445415,234138197,9291005,263582789,218418358,119585512,75145524,32560424,82512,33137,16109,15586,16132,16926,17759,17332,15805,6050,27043,19168,16670,28513,18205,75617,39908,1973,46218,32182,17566,12213,5374
20221,11140590,광희동,CS300002,편의점,7855918682,1048207,5998517850,1857400832,1214553765,1147465161,1121173222,1214445041,1300880661,1106259883,751140949,594466927,1267491576,1244511694,1220156420,2167994007,1361298058,4534327237,2835737757,43168727,1916645194,2197371262,1504051123,1181517457,527311231,810687,237520,159695,156093,158770,171004,165125,137154,100366,76812,211793,182599,153602,264729,158672,659484,379785,7931,279340,317411,194823,162880,76888
20221,11140605,을지로동,CS300002,편의점,5681350682,835664,4268573324,1412777358,871681025,758698339,804126282,922975629,911092049,858560924,554216434,451681590,1024689359,699841101,699076040,1776924182,1029138410,3730191713,1832601643,23180391,1346626552,1544358503,1226992479,935943428,485692006,648128,187536,129290,120706,126555,136811,134766,109256,78280,66584,195372,121720,110685,208138,133165,543072,282554,4485,228504,244404,168624,124141,55467
20221,11140615,신당동,CS300002,편의점,3344411694,396955,2482311237,862100457,466742296,492802984,519330202,516895677,486540078,470983937,391116520,438492037,419281082,437071377,462460765,970996601,616109832,1836824765,1507586929,22597603,893719545,1044618972,706674841,490956818,185843915,298460,98495,56958,59360,61444,61297,59401,52706,45789,59845,63368,51136,49558,100926,72122,243505,153450,3659,115853,126903,75051,53660,21829
20221,11140625,다산동,CS300002,편의점,1943914555,212581,1387353966,556560589,278279922,267235478,274585194,274156952,293096420,304534381,252026208,136696816,190241532,267975247,305241803,660415053,383344104,1103288953,819570066,14761464,522216256,651096515,359915211,253903228,120966345,156510,56071,32238,29539,31135,31061,32537,29846,26225,14265,29764,32311,32256,64309,39676,126439,84586,2059,59557,70880,38144,27043,13345
20221,11140635,약수동,CS300002,편의점,1446471787,216144,1055157224,391314563,209308621,200955484,209527965,215981257,219383897,205476878,185837685,101022179,197354821,173116150,202308485,436934971,335735181,987605838,458865949,20294543,300189021,411600559,297307642,268646221,148433801,160202,55942,32712,30238,32146,33429,31677,29370,26572,13383,37955,28444,32495,59716,44151,144846,71298,5148,49842,63139,40972,36815,20228
20221,11140645,청구동,CS300002,편의점,1005110467,136250,740410221,264700246,153086248,144669977,136338136,147518651,158797209,146021558,118678688,88121456,119744858,111374090,130819493,308851911,246198659,648365031,356745436,6719415,214335128,360923949,211320023,148568211,63243741,101785,34465,19905,20151,19953,21051,20725,17656,16809,10623,18625,18937,19294,39215,29556,87350,48900,1855,34980,46514,26854,17137,8910
20221,11140650,신당5동,CS300002,편의점,769793177,116638,572670750,197122427,116522901,111096631,112617226,119753015,112680977,114497997,82624430,73304028,127589800,96651767,106020655,216450626,149776301,473205525,296587652,8404883,189863005,221459227,144513047,135237030,70315985,87333,29305,17556,17194,17203,18052,17328,16297,13008,10171,22613,16581,16402,30774,20097,70009,46629,2598,33990,33057,19361,17672,9960
20221,11140665,동화동,CS300002,편의점,1375861764,193213,1066709309,309152455,205930934,201607517,209861946,221543790,227765122,173806047,135346408,136654483,269067269,206303571,192154084,327838532,243843825,927686275,426736690,12194558,232293038,348290680,339060020,306703449,115881222,152270,40943,29800,29061,30432,32770,30207,22244,18699,17714,39176,34069,29175,44535,28544,131744,59704,2850,38530,55217,43726,36063,15062
20221,11140670,황학동,CS300002,편의점,679943163,93987,492572887,187370276,93882957,95197263,97202428,100819926,105470313,103906096,83464180,65491674,109310845,87559452,96383404,181704843,139492945,453310558,226632605,5701059,130896624,215380445,143277849,128856127,55831059,69016,24971,13863,13399,13560,14202,13992,13627,11344,7667,16702,13114,14660,24549,17295,62379,31608,1095,21116,28100,16352,18432,8892
20221,11140680,중림동,CS300002,편의점,648734467,95236,509227181,139507286,100393712,95025285,100069310,108833201,104905673,74719304,64787982,37266866,126145758,128373629,89895602,167298474,99754138,427266904,197163272,1522728,86064032,208187017,169134905,111305824,48215671,75070,20166,15013,14238,14983,16136,14700,10739,9427,4403,21175,21555,14263,22157,11683,62375,30568,416,15758,30194,24289,15367,6918
20221,11170510,후암동,CS300002,편의점,1704176003,228851,1159719867,544456136,251747576,213658792,215564791,230384550,248364158,308055633,236400503,102965960,195828252,206081150,239408948,538303364,421588329,1051319562,616802577,20570098,368903070,495887323,361635136,289484588,131641927,160128,68723,32898,30612,31239,33378,32001,37684,31039,12469,36797,35343,33681,65467,45094,140925,84972,6570,55000,62708,47749,37317,16556
20221,11170520,용산2가동,CS300002,편의점,1163167147,152768,756528736,406638411,145234579,144068165,143732544,156011899,167481549,219436509,187201902,153372928,120919168,118948563,146131769,307739184,316055535,789079879,370398521,9130600,382808353,413368449,165871654,98610487,89688858,101401,51367,19631,20368,19460,20719,21223,27023,24344,17802,18111,17506,21722,41327,36300,100862,51636,1954,51990,54995,18760,14278,10520
20221,11170530,남영동,CS300002,편의점,1532470627,189817,1165614156,366856471,224737798,220714710,244740944,230567403,244853301,203164492,163691979,65094898,210026212,239915041,250003041,506836102,260595333,834697890,669258642,14090972,484158630,452640161,291171252,181900011,79995509,150256,39561,30339,28829,30086,31626,29376,21715,17846,7259,38280,32927,28472,54265,28614,111224,77470,2234,61786,56343,36467,22977,8888
20221,11170555,청파동,CS300002,편의점,3119245293,460800,2262196084,857049209,433237348,447846825,450730398,455717785,474663728,472173022,384876187,271132349,478314812,403141803,384046432,861775668,720834229,1996884844,1113213104,72318102,827460789,896176523,593835748,526313540,193993247,340529,120271,65950,67850,68012,70224,68493,63608,56663,32899,89421,73814,58563,117177,88926,286416,174270,20775,142853,127588,75617,66862,26992
20221,11170560,원효로1동,CS300002,편의점,1797340537,242171,1428409444,368931093,284138717,279572043,273301862,289023941,302372881,201083923,167847170,111020715,331248765,319131078,246426769,472263161,317250049,1305694658,415346915,7841330,314020777,518820066,482645953,293907624,103805825,194301,47870,38168,38402,36921,40992,39818,26096,21774,13552,49842,47818,36318,58605,36036,175935,59525,1920,49577,76655,59791,34336,13181
20221,11170570,원효로2동,CS300002,편의점,1290021394,178576,1009061011,280960383,212980654,194502320,188785225,208863786,203929026,157617265,123343118,71084953,242150002,270869583,180941698,303828521,221146637,883425174,316673514,14658115,202047695,419091999,301365094,171916637,91019147,144906,33670,30933,27124,28087,30454,28308,18001,15669,8165,40150,42493,25856,36475,25437,122689,48394,3198,36710,61582,37999,20488,11107
20221,11170580,효창동,CS300002,편의점,133198896,17988,97789566,35409330,21111296,21323488,18116988,17323633,19914161,18627888,16781442,13958053,19813633,17692859,18473095,36032214,27229042,79711803,45028573,1292032,22840702,38764864,27719913,26333558,7789307,13433,4555,2663,2758,2733,2751,2528,2194,2361,1639,3142,3064,2693,4379,3071,10591,6700,275,3955,5120,3302,3532,1107
20221,11170590,용문동,CS300002,편의점,605267931,80271,425309559,179958372,81379012,84091422,84116528,82861125,92861472,96104673,83853699,57801117,81189561,68983260,71696676,170790390,154806927,391912540,213355391,8766070,129008247,193976920,123663077,91366773,58486844,57262,23009,11090,11564,11494,11217,11897,12052,10957,6982,11930,10249,10741,21807,18562,49118,31153,2199,19633,25037,13795,13165,6442
20221,11170625,한강로동,CS300002,편의점,2855037580,408651,2191647583,663389997,426652777,425149883,425906448,451054005,462884470,350107837,313282160,148557329,480712285,462767054,425740769,819700472,517559671,1926230868,818228561,7202310,553603709,1081016958,634961101,340118306,127557040,324971,83680,64999,63252,64154,67185,65381,43301,40379,18065,85490,77319,66579,103760,57438,277451,122610,1421,93131,155070,83451,46655,20334
20221,11170640,이촌2동,CS300002,편의점,850403647,115446,607553634,242850013,125146878,118515318,115951605,117931292,130008541,130999421,111850592,60499170,134346161,106909944,106942463,246662695,195043214,576760471,273643176,5291072,104064157,251314601,238064228,152813100,98856489,81560,33886,17049,16016,16100,16637,15758,17712,16174,7955,19300,16266,15982,32212,23731,75991,39455,1597,18322,31560,30120,20529,13318
20221,11170650,이태원1동,CS300002,편의점,7254474850,760899,4754202244,2500272606,935110585,902965554,991640037,928259635,996226433,1405708416,1094564190,607413994,504728779,890317941,1316476435,2512217133,1423320568,3681826237,3510844436,79432348,2612769020,2243793289,1016656718,740517549,499501748,502748,258151,97999,96782,99297,99481,109189,144511,113640,67416,87179,94084,124158,239374,148688,463208,293691,11530,275546,248649,100540,77527,43105
20221,11170660,이태원2동,CS300002,편의점,1177550244,142908,833956486,343593758,210904711,143796443,151797242,153157487,174300603,185168365,158425393,120177407,96979610,115735358,193045236,367474837,284137796,675465777,447618930,7103779,299397251,478547477,175118496,118132552,44785151,101450,41458,20917,19435,19696,20165,21237,21062,20396,12877,16133,18588,21086,42477,31747,86193,55779,1816,41479,56634,22018,13369,6656
20221,11170685,한남동,CS300002,편의점,3178992090,445020,2310147934,868844156,450149365,458021284,464110639,466261832,471604814,473395370,395448786,267118463,500239432,518964946,479576357,755506426,657586466,1889713553,1098878764,11928447,783287991,1043221929,553219908,391071374,205862669,327283,117737,64302,64147,65092,68232,65510,63645,54092,26877,84907,87945,78240,101040,66011,264816,166595,2690,131938,150903,69939,51025,24914
20221,11170690,서빙고동,CS300002,편의점,341215493,41036,246443853,94771640,48159972,52143309,53423136,43966461,48750975,52590913,42180727,28309157,50627260,49726141,54896785,92075857,65580293,225334106,89130524,3619165,47130900,75532728,84182472,75301657,28697710,29921,11115,6465,6238,5603,5694,5921,5846,5269,3725,6587,6405,6601,10117,7601,27998,11342,666,6829,9661,9161,8934,4088
20221,11170700,보광동,CS300002,편의점,1748513325,201051,1223500093,525013232,268797758,243911106,255648573,223015016,232127640,277579195,247434037,204947025,180190465,177656143,225532556,524251181,435935955,1125187629,620565482,7636562,359230212,568770451,387994804,286852197,135268886,143949,57102,30004,29118,29072,28533,27222,29546,27556,21153,26238,24373,28271,56566,44450,128598,72294,1728,45390,65401,40814,29805,17753
20221,11200520,왕십리2동,CS300002,편의점,750279682,107591,512788528,237491154,107478431,91980588,107355418,101387774,104586317,132714986,104776168,78462266,103362099,90826388,94213232,207532613,175883084,482664780,267614902,39405349,175798457,185933973,130757960,134176260,84207683,74803,32788,15287,13771,14745,15506,15494,17308,15480,9578,15711,15143,14804,29109,23246,68623,38968,4303,29677,27715,16374,17864,11658
20221,11200535,왕십리도선동,CS300002,편의점,2639616424,352126,1844838125,794778299,383937144,352755610,375363562,364368088,368413721,431132490,363645809,295598844,324070689,292408538,290366153,665204394,771967806,1728713023,907424837,43624324,934108343,719483458,414486338,376132447,148302951,253521,98605,52322,48986,51394,51171,49648,52487,46118,35152,55861,47135,42805,89238,81935,226298,125778,7073,136395,89396,50334,48883,19994
20221,11200540,마장동,CS300002,편의점,2506279323,318007,1817844872,688434451,373506845,357213266,368444543,363864995,354815223,381122550,307311901,262816769,369070530,315479995,332039141,681823299,545049589,1664951357,722464878,22444735,596481347,669465089,513922944,385729937,199372182,233191,84816,45252,45701,47397,48219,46622,44671,40145,31516,53397,41280,42274,83835,65705,216759,92557,4005,90307,87916,56258,47485,23344
20221,11200550,사근동,CS300002,편의점,3980479075,855309,3336720232,643758843,688782003,664249779,669908747,713205019,600574684,358374011,285384832,123596200,479883920,1251153335,633984058,1052797434,439064128,2580248379,1345140243,116771585,2193497176,771402257,343393194,368739788,131584621,736583,118726,151172,148602,146943,161196,128670,67689,51037,20485,124341,284123,145083,208643,72634,553120,299064,30278,516056,153771,60103,68661,23314
20221,11200560,행당1동,CS300002,편의점,1925658419,322190,1383639395,542019024,274952247,270938349,270745276,271272422,295731101,279308263,262710761,161211069,292571345,260106565,266187578,527175087,418406775,1233698595,691959824,42622812,597295856,536890732,323481774,290500403,134866842,234113,88077,46574,46742,46199,47740,46858,45967,42110,22365,56912,47784,48116,86344,60669,195446,126744,12410,110405,87607,49351,43893,18524
20221,11200570,행당2동,CS300002,편의점,770718165,113855,543465016,227253149,104037168,111049771,106539483,110550148,111288446,118996158,108256991,45802680,125337555,93385162,109820559,243483203,152889006,492462336,278255829,15839094,124023447,212918240,189051235,151731811,77154338,84035,29820,16497,17109,16994,17183,16252,15980,13840,5268,19486,14905,18230,34082,21884,71867,41988,5311,24091,32868,25741,18333,7511
20221,11200590,금호1가동,CS300002,편의점,387118140,53282,278471997,108646143,56117804,56268910,56065634,58391879,51627770,60470490,48175653,43339505,44293892,48002353,58791781,109621738,83068871,265291248,121826892,10623786,63338438,84860832,126586646,60683908,41024530,39152,14130,8159,7780,7557,8059,7597,7751,6379,4590,6261,6454,10612,15759,9606,34737,18545,3755,11961,10393,14412,8244,4517
20221,11200615,금호2·3가동,CS300002,편의점,1011128708,133109,725139146,285989562,155319324,141917038,147951668,139674572,140276544,153874726,132114836,104609928,128420696,108476587,134026596,319166266,216428635,649222127,361906581,10667758,196519489,313112364,220852669,188472771,81503657,96511,36598,19999,18752,19389,19476,18895,19241,17357,11189,21037,16009,18079,40213,26582,85163,47946,2936,32534,38781,27053,21584,10221
20221,11200620,금호4가동,CS300002,편의점,281479806,35746,203572956,77906850,37989134,42806382,38692222,37133799,46951419,42221335,35685515,36299961,32247927,30357164,35951814,82738578,63884362,204760225,76719581,5955645,58191167,67525699,70875383,46606913,32324999,25257,10489,5061,5016,4794,5238,5148,5385,5104,3738,4167,4529,5112,10592,7608,24711,11035,1443,9219,8120,8628,4747,3589
20221,11200645,옥수동,CS300002,편의점,291246325,39609,212286628,78959697,42078505,42465975,43768749,42139549,41833850,47250344,31709353,14666307,40907214,33256149,37663795,101354903,63397957,198448335,92797990,1425497,42603477,90714236,70899711,60044013,25559391,29516,10093,5755,5642,6158,6215,5746,5854,4239,2114,7074,5170,5520,11943,7788,26883,12726,553,7000,12331,8013,8433,3279
20221,11200650,성수1가1동,CS300002,편의점,267328736,41104,201490026,65838710,38776834,37109896,39945284,46547387,39110625,31717249,34121461,60785,51215777,57539508,62719661,72510245,23282760,184219032,80460842,1306728,38658319,86270358,56301679,55584868,26557922,30578,10526,6180,5566,6092,6692,6048,5127,5399,7,9034,9121,10997,8789,3156,28236,12685,356,7546,12782,9051,7437,3750
20221,11200660,성수1가2동,CS300002,편의점,2441051356,376386,1971594262,469457094,416612146,373528576,358474852,423713418,399265270,254339271,215117823,167054581,517139641,439515600,354440817,578889651,384011066,1557248915,634163646,18801029,531634140,672558939,485841032,316142413,166435011,311179,65207,64567,59294,59292,67000,61026,34909,30298,21076,96196,78309,54376,80697,45732,244026,110934,4292,103639,110933,68816,43255,24022
20221,11200670,성수2가1동,CS300002,편의점,2960216563,392827,2210803041,749413522,461884219,400946739,411683401,466272221,470016461,410696135,338717387,235237184,433421154,424594273,424685806,854272016,588006130,2033821660,846658995,8086699,613186471,858756177,556362863,525662864,318425582,297545,95282,62589,56199,57237,61956,59564,50289,44993,26232,67879,64034,59600,107917,67165,272857,114150,1755,96818,121026,69451,62883,35073
20221,11200690,성수2가3동,CS300002,편의점,8021478201,1283970,6661025682,1360452519,1350311682,1288196078,1285977748,1393993657,1342546517,747670562,612781957,253915273,2103576078,1692761425,1191951543,1895065143,884208739,4777778424,2770181270,46200632,2167252909,2389418117,1503572162,974642743,466873127,1083761,200209,219871,209208,211297,229957,213428,107602,92607,35859,416334,287526,181384,258488,104379,803643,445737,9296,399299,408336,231512,135269,65659
20221,11200720,송정동,CS300002,편의점,730111053,99303,506475207,223635846,96485044,101818429,100002014,104392381,103777339,109076791,114559055,121077669,85920398,63288713,86737799,199989671,173096803,488466799,241644254,9207390,219687277,171453963,133385937,144486946,51889540,68974,30329,13426,14365,14062,13723,13398,14684,15645,15368,15144,10509,12060,24948,21274,63849,35454,1137,31951,22512,19055,17825,6823
20221,11200790,용답동,CS300002,편의점,1504040904,230542,1132342115,371698789,223663551,220085934,215978605,239739782,232874243,202941677,168757112,126027086,275488752,204672150,195838283,392347004,309667629,999954477,459731929,7197378,417787617,441051609,263594805,227504282,102550716,174783,55759,35418,33868,34214,36651,34632,29645,26114,16115,50723,34174,31874,56917,40739,153024,73087,1262,68899,67334,37639,35230,15750
20221,11215710,화양동,CS300002,편의점,9206390346,1219729,6321010924,2885379422,1226026218,1222938859,1296107340,1260202441,1315736066,1565440365,1319939057,843107621,761951230,911528164,1296324980,3017798012,2375680339,5088073956,4112721445,196580925,4768164014,2320431863,815736950,829469375,270412272,850061,369668,168252,167431,170720,171835,171823,194003,175665,114090,137871,131453,163322,381588,291405,722225,497183,33804,645804,299537,101681,104261,34321
20221,11215730,군자동,CS300002,편의점,1599766411,233885,1142598540,457167871,228803160,220752468,231126292,234300943,227615677,236785713,220382158,190389980,200051709,187245846,194081647,453028499,374968730,1136676007,463090404,11861794,524840583,502463688,248993835,177276202,134330309,170484,63401,34531,33684,34764,34283,33222,33196,30205,26040,36502,30517,28479,63797,48550,163800,70085,2269,85820,67575,32356,28189,17676
20221,11215740,중곡1동,CS300002,편의점,2519230462,325581,1787166392,732064070,351448668,348415794,376314720,354310512,356676698,400135672,331928398,333723062,337704221,246041985,279755276,673876669,648129249,1668127635,816301092,13629402,480615419,615835191,647038960,592755147,134554609,229732,95849,44813,45590,47811,46841,44677,50471,45378,40072,49975,39032,35612,82912,77978,221248,101273,3569,66573,83751,78498,71115,19017
20221,11215750,중곡2동,CS300002,편의점,2224333351,310210,1566078461,658254890,320996512,307074297,301585099,302311110,334111443,357556983,300697907,195019512,277873617,244778733,261483120,676468664,568709705,1400062953,819646916,14146036,558629254,673764027,484135272,338094380,150940901,221995,88215,45211,44153,44050,44330,44251,46132,42083,25779,49685,39286,38947,88162,68351,198964,110907,3879,83708,93475,62345,45301,21163
20221,11215760,중곡3동,CS300002,편의점,1496959994,210440,1114211059,382748935,217325512,222155349,219589201,233296672,221844325,211451777,171297158,131400835,265815403,188538255,188893310,421829212,300482979,945599340,496677199,8395071,279607317,467387380,347049666,209051798,130785306,159510,50930,31741,32859,31218,33040,30652,26999,23931,16778,45889,30503,27454,53386,36430,131281,76962,1683,45899,71084,43534,28962,17081
20221,11215770,중곡4동,CS300002,편의점,1645066304,213454,1156498830,488567474,241248650,233110966,222084739,221853874,238200601,255736651,232830823,129217619,229924913,159517566,213570216,504441980,408394010,1089935118,555131186,21633653,282018883,508167188,379244352,302309724,151692504,150721,62733,31870,29225,29111,30491,30024,32280,30453,17022,34404,25722,29110,59853,47343,138396,75058,5204,44575,61297,47731,35778,18869
20221,11215780,능동,CS300002,편의점,1090849062,165660,801579230,289269832,162495018,139906055,149370154,187845321,161962682,164680142,124589690,68854567,122305379,145162512,189798341,329379981,235348282,707465787,363417488,21381941,260811996,320486326,247288496,153057669,67856847,124332,41328,24666,23758,23871,26433,25604,22940,18388,8328,23079,27239,27236,49357,30421,105173,59257,6638,44333,48367,36590,19128,9377
20221,11215810,광장동,CS300002,편의점,2590872444,336535,1827801631,763070813,382267521,337043924,369124883,366877456,372487847,405023798,358047015,134968785,359405562,403617488,448892697,731243182,512744730,1564164246,978155741,17120420,512655801,587098511,640478585,531941818,253024850,240594,95941,51375,45170,46283,50410,47356,49160,46781,16727,62421,57400,56739,83977,59271,214990,117884,4646,80699,79016,69157,66184,33172
