기준_년분기_코드,행정동_코드,당월_매출_금액,당월_매출_건수,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,행정동_코드_명_매출,총_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,행정동_코드_명_인구,행정동코드,점포수,유동인구_만명,매출_억원,점포당_매출,비율_10대,비율_20대,비율_30대,비율_40대,비율_50대,비율_60대이상
20223,11140520,6044625197,910169,50174034,1245263966,1739901068,1424215825,918095205,302659351,소공동,2740849,198886,472328,692153,633483,427150,316847,소공동,11140520.0,49.0,274.0849,60.44625197,123359697.89795919,7.256364724944716,17.23290848930386,25.253233578354735,23.11265596900814,15.584587111511796,11.560177156786091
20223,11140540,5205933064,831602,37142049,1181609120,1564256311,1239757660,732578304,241311224,회현동,4408062,158775,593934,973045,951136,768880,962293,회현동,11140540.0,35.0,440.8062,52.05933064,148740944.68571427,3.6019230219538656,13.47381230118814,22.074213112247516,21.577191972345215,17.442585880144154,21.830296397827436
20223,11140550,17218229552,2964968,128873755,3693716433,4956597209,3975920852,2342885090,820039402,명동,5307310,322131,1079671,1321483,1172328,772682,639018,명동,11140550.0,78.0,530.731,172.18229552,220746532.7179487,6.069571967719994,20.343092828570406,24.899299268367592,22.08893017366613,14.558825469022912,12.040336818463592
20223,11140570,2268331797,425300,47228146,686370045,450793468,376328669,385898704,166296832,필동,2207485,167972,489465,412031,398785,367927,371304,필동,11140570.0,34.0,220.7485,22.68331797,66715641.0882353,7.609202327535634,22.172970597761708,18.665177792827585,18.06512841536862,16.667248022070368,16.82022754401502
20223,11140580,1279172537,208833,20701639,468626786,370986764,209078142,153569883,56209323,장충동,2237927,173914,584984,412840,369515,309312,387362,장충동,11140580.0,13.0,223.7927,12.79172537,98397887.46153846,7.771209695401146,26.13954789410021,18.447429250373226,16.511485852755698,13.82136235900456,17.308964948365162
20223,11140590,9351373571,1447828,94236751,2424194793,2705879428,1753380040,1474824638,664644213,광희동,5985472,374582,1224840,1229020,1096058,976472,1084501,광희동,11140590.0,43.0,598.5472,93.51373571,217473803.97674417,6.258186488885087,20.463549073489943,20.533384835815788,18.31197272328732,16.314035050201557,18.11888853544048
20223,11140605,6435164654,1036685,36595205,1437798080,1747405730,1488173581,1089984364,505939037,을지로동,5350661,201666,868847,1034241,1098718,1036781,1110407,을지로동,11140605.0,29.0,535.0661,64.35164654,221902229.44827586,3.7689922796454494,16.238124598063678,19.329219324490936,20.53424801160081,19.37669009492472,20.752707001994708
20223,11140615,3744486626,460133,37586728,1027442468,1092199637,749657587,601369225,236230981,신당동,5775806,379036,1056206,1146886,996244,989131,1208303,신당동,11140615.0,28.0,577.5806,37.44486626,133731665.21428572,6.562478033368849,18.28672915953202,19.856726489774758,17.248571021949143,17.125419378697966,20.92007591667726
20223,11140625,2258344411,273358,26148892,623305636,724785795,391898118,349639524,142566446,다산동,4121578,507260,652587,755540,660594,601514,944080,다산동,11140625.0,14.0,412.1578,22.58344411,161310315.07142857,12.30742206019151,15.833425935406293,18.331328437797367,16.02769618820753,14.5942646238892,22.905789966852502
20223,11140635,1663754612,274625,20243047,354089490,443537850,353852816,305072286,186959123,약수동,2304965,291285,307196,393741,354727,335584,622432,약수동,11140635.0,9.0,230.4965,16.63754612,184861623.55555555,12.63728516485066,13.32757764217678,17.08229842969416,15.389691383600185,14.559179857394797,27.003967522283418
20223,11140645,1116336917,163312,15797822,246072843,338629807,234129971,197090052,84616422,청구동,3154034,530898,398206,519751,471565,483132,750482,청구동,11140645.0,6.0,315.4034,11.16336917,186056152.83333334,16.8323486684037,12.62529192773445,16.478928255053688,14.951170469310096,15.317907162700212,23.79435351679785
20223,11140650,929262237,146610,10294250,229095294,267714560,165302077,170282134,86573922,신당5동,4184784,454269,643932,708749,659383,734967,983484,신당5동,11140650.0,9.0,418.4784,9.29262237,103251359.66666667,10.855255611759173,15.387460858194832,16.93633410947853,15.756679436740342,17.562841953133066,23.501428030694058
20223,11140665,1659857636,251167,13894428,295586460,370246821,383136639,385235530,167727925,동화동,2868966,318351,387759,459008,457399,517892,728559,동화동,11140665.0,10.0,286.8966,16.59857636,165985763.6,11.096367123207456,13.515635946888182,15.99907423092501,15.942991307669732,18.051521000945986,25.394480101890366
20223,11140670,766342688,112271,5827918,135821520,208082035,189071524,159812458,67727233,황학동,5902013,593301,927544,1228341,934959,883294,1334573,황학동,11140670.0,9.0,590.2013,7.66342688,85149187.55555555,10.052519369238935,15.715722754253505,20.812238129600864,15.84135785536223,14.965978556807652,22.612166391365115
20223,11140680,944203068,151783,4747274,152242569,295940613,231104912,150988206,73636428,중림동,2053016,199771,280312,426655,409568,331852,404859,중림동,11140680.0,11.0,205.3016,9.44203068,85836642.54545455,9.730610964551664,13.653668553971329,20.781864340073337,19.94957662288068,16.164121468122996,19.720206759226425
20223,11170510,2139745585,329980,65425247,412792650,638018740,478946025,395756783,134850602,후암동,4303739,591412,584128,790105,742309,614497,981288,후암동,11170510.0,18.0,430.3739,21.39745585,118874754.72222222,13.741818451351257,13.572570269711987,18.358571465416468,17.24800226036012,14.278212503128094,22.800825050032078
20223,11170520,1368169599,198230,9808763,425424288,499698720,197497277,142529178,93211373,용산2가동,4577419,561416,738604,955034,728346,542014,1052005,용산2가동,11170520.0,20.0,457.7419,13.68169599,68408479.95,12.264902994460416,16.13581802321352,20.86402839678867,15.911717935369255,11.841039677599975,22.982492972568167
20223,11170530,1857272631,257099,23839848,576223559,541035179,350848468,244431781,93220263,남영동,2238943,193858,391588,426101,377895,353155,496347,남영동,11170530.0,28.0,223.8943,18.57272631,66331165.39285714,8.658460711148074,17.489860170625157,19.031346488052623,16.878276936929616,15.773291236087744,22.168809121089726
20223,11170555,3570442746,581375,117616538,994823490,928051484,665337965,623778178,236418253,청파동,7539458,960308,1639567,1375434,1116722,1059748,1387680,청파동,11170555.0,25.0,753.9458,35.70442746,142817709.84,12.737095955703978,21.74648363317363,18.243141615750098,14.811701318582848,14.056023655811863,18.40556708453048
20223,11170560,2341971095,335462,10303370,392446752,682051798,646817357,358822472,154320639,원효로1동,5191256,619970,855663,1274471,961791,692197,787162,원효로1동,11170560.0,18.0,519.1256,23.41971095,130109505.27777778,11.942581910813105,16.48277411092807,24.550340033317564,18.52713485907842,13.333902238687518,15.163228320853372
20223,11170570,1659791946,244255,22758751,275163801,511791796,422660275,257463645,110024449,원효로2동,4173672,639265,515995,732457,692929,620408,972618,원효로2동,11170570.0,11.0,417.3672,16.59791946,150890176.9090909,15.316608492473774,12.363094177022056,17.54946243978923,16.60238274593691,14.864800108872956,23.303652035905074
20223,11170580,126045974,18845,2281383,25979251,32567456,26651897,20560473,9415943,효창동,3756191,582505,547016,671096,595069,532041,828464,효창동,11170580.0,9.0,375.6191,1.26045974,14005108.222222222,15.507864216702504,14.563050707485322,17.866397102809735,15.842351999672008,14.164375560241746,22.055960413088684
20223,11170590,685213878,99566,9462562,148612535,213522739,143240814,103630344,66744884,용문동,2773657,339560,371379,518250,442134,431388,670946,용문동,11170590.0,6.0,277.3657,6.85213878,114202313.0,12.242321238711202,13.389507065942183,18.684718406061023,15.940471370468662,15.553040624705938,24.189941294110987
20223,11170625,3142054443,503836,11673796,669809954,1190027276,663300835,400697192,152355841,한강로동,5518392,491234,1075841,1365617,1035158,753018,797523,한강로동,11170625.0,45.0,551.8392,31.42054443,69823432.06666666,8.901759787996214,19.495552327562088,24.746647211723996,18.758326700966514,13.64560545898153,14.452090391548841
20223,11170640,948378829,139105,6281293,107043414,239649483,292994100,163724042,106209119,이촌2동,1874647,257305,205079,333424,308352,276833,493656,이촌2동,11170640.0,6.0,187.4647,9.48378829,158063138.16666666,13.725517390740762,10.93960622986621,17.785961837081864,16.448536711178157,14.767206839474312,26.333277678410923
20223,11170650,10524912723,1265977,146658832,4192282780,3166394386,1285162449,1074532780,571441231,이태원1동,2874729,183341,801331,681088,448673,329856,430440,이태원1동,11170650.0,20.0,287.4729,105.24912723,526245636.15,6.377679426478114,27.87501013138978,23.692250643451956,15.607488566748378,11.474333754590432,14.973237477341343
20223,11170660,1894132275,253679,14409605,450918087,704125178,349985776,213111380,96451658,이태원2동,2812081,265842,477590,681341,536392,337151,513764,이태원2동,11170660.0,13.0,281.2081,18.94132275,145702482.69230768,9.453568371608071,16.983507943050004,24.229067370392247,19.07455724070537,11.989377261892527,18.269886251498445
20223,11170685,4628241552,747260,45506824,1264540692,1457080882,761141252,550555288,266177381,한남동,5940086,501594,1012285,1456291,1136969,821942,1011005,한남동,11170685.0,24.0,594.0086,46.28241552,192843398.0,8.444221177942541,17.041588286768913,24.51632855147215,19.140615135875137,13.83720707073938,17.02003977720188
20223,11170690,357961224,46865,3698370,53489958,81266194,95721000,80740731,34192775,서빙고동,1886710,328935,234981,269923,369646,300213,383011,서빙고동,11170690.0,12.0,188.671,3.57961224,29830102.0,17.43431687964764,12.454537263278405,14.306544195981363,19.592094174515427,15.911984353716257,20.300470130544703
20223,11170700,1972483082,243970,7084236,382633384,620300847,468213157,331720517,162530941,보광동,4113922,394080,632304,812893,763624,654451,856570,보광동,11170700.0,8.0,411.3922,19.72483082,246560385.25,9.579180159468265,15.36985873820651,19.759562772458985,18.561946483185633,15.908201468088116,20.821250378592495
20223,11200520,861528266,132421,37738637,172788808,218171583,166863258,189506934,76459046,왕십리2동,4667887,641789,777539,847332,721977,694100,985147,왕십리2동,11200520.0,13.0,466.7887,8.61528266,66271405.07692308,13.749026058257193,16.657194143731413,18.1523674416283,15.466891122257245,14.869683006465237,21.10477395875264
20223,11200535,2801433273,412473,42857599,1011036373,727202719,421008262,424974782,157742811,왕십리도선동,5769909,783907,1052211,1044896,890522,882986,1115387,왕십리도선동,11200535.0,22.0,576.9909,28.01433273,127337876.04545455,13.586124148578428,18.23618015466102,18.109401725399827,15.433900257352413,15.303291611704795,19.33110210230352
20223,11200540,2797635161,384571,25294963,623296436,734173682,637962490,446377923,215151575,마장동,5398571,699156,882461,862344,854776,851113,1248720,마장동,11200540.0,16.0,539.8571,27.97635161,174852197.5625,12.950760488284772,16.3461960581791,15.973560410708687,15.83337516539099,15.765523876596232,23.130565477419857
20223,11200550,4191208606,883466,154439322,2358595395,697979486,367886979,412638660,169720992,사근동,4228154,607732,1773840,531076,404941,353566,556999,사근동,11200550.0,34.0,422.8154,41.91208606,123270841.35294117,14.37345943406981,41.95306036629697,12.56046965176765,9.577252862596774,8.36218359123154,13.173574094037255
20223,11200560,1752324419,325191,49431347,489135971,497473095,299057853,268945177,148280976,행당1동,4327205,633286,896719,736049,667575,606051,787524,행당1동,11200560.0,18.0,432.7205,17.52324419,97351356.6111111,14.634989560235764,20.722822237448884,17.00980193912699,15.42739481951976,14.005599457386467,18.199368876676747
20223,11200570,908376815,147611,22690122,135597542,234525167,242549097,189158880,83856007,행당2동,4543847,878235,513311,718387,770900,647347,1015665,행당2동,11200570.0,6.0,454.3847,9.08376815,151396135.83333334,19.32800554244014,11.296837239458107,15.810105401876429,16.965800124872164,14.246672478188636,22.352535197597984
20223,11200590,475600356,67776,11796304,76870741,103361381,134943396,96547225,52081309,금호1가동,3692816,653394,353214,651480,688787,498858,847084,금호1가동,11200590.0,5.0,369.2816,4.75600356,95120071.2,17.693651673952886,9.564895732687468,17.641821309266426,18.652080146966433,13.50887777782592,22.938700438906242
20223,11200615,1060494890,147206,13576957,181637484,322921995,225035125,216738679,96178955,금호2·3가동,6382782,1116704,646123,1054096,1050187,969170,1546500,금호2?3가동,11200615.0,15.0,638.2782,10.6049489,70699659.33333333,17.495568546755944,10.122905654618943,16.514679649093452,16.45343676158766,15.184131308260254,24.229246745384692
20223,11200620,304899448,44278,5751663,70142157,67781617,68435998,58178756,34609257,금호4가동,2971387,454792,296562,553657,510769,430991,724616,금호4가동,11200620.0,7.0,297.1387,3.04899448,43557064.0,15.30571413282753,9.980591555391472,18.632948182111587,17.189581835015098,14.504707734132241,24.386456560522074
20223,11200645,293707566,45617,2589681,39586588,92207738,80332935,49796625,29193999,옥수동,2865438,507021,285330,503574,506412,389239,673863,옥수동,11200645.0,13.0,286.5438,2.93707566,22592889.692307692,17.694362956029757,9.957639983834932,17.57406721066727,17.673109660722027,13.583926785364053,23.516928302060627
20223,11200650,497383303,88593,5074526,91519974,168050889,109300484,82826534,37354861,성수1가1동,3193270,339888,592833,712923,524333,469431,553862,성수1가1동,11200650.0,13.0,319.327,4.97383303,38260254.07692308,10.64388542152715,18.565075925305408,22.325797693273667,16.419939435124494,14.700636025140373,17.344665499628906
20223,11200660,2979020123,497613,20612879,720548753,808904342,600800866,393786457,227029048,성수1가2동,5660527,623591,1110282,1280706,989844,744722,911385,성수1가2동,11200660.0,30.0,566.0527,29.79020123,99300670.76666667,11.01648309424193,19.61446345896769,22.62520786492141,17.486781707780917,13.15640752177315,16.100709350913792
20223,11200670,3305605873,481179,13246883,687991800,986686656,646566565,546052194,367056816,성수2가1동,5192338,548457,782887,997931,811543,949327,1102194,성수2가1동,11200670.0,22.0,519.2338,33.05605873,150254812.4090909,10.562813900019606,15.077735694402019,19.219299668087864,15.629625806332331,18.283228094935268,21.227316095369755
20223,11200690,9533890890,1615982,67178682,2812016924,2802767711,1668646583,1168557411,571948650,성수2가3동,5402252,415869,1224778,1232649,941818,777607,809530,성수2가3동,11200690.0,42.0,540.2252,95.3389089,226997402.14285713,7.698067398558971,22.671619169190922,22.817317666780447,17.433803532304676,14.394126745660884,14.985046976705272
20223,11200720,799260610,113014,12726438,232838433,193066476,147691575,155045467,57892221,송정동,3310195,310996,733793,615631,517535,486136,646104,송정동,11200720.0,9.0,331.0195,7.9926061,88806734.44444445,9.3950960592956,22.167666859505257,18.598028212839424,15.634577419155066,14.686023028854795,19.51860842034986
20223,11200790,1867528778,309611,7891988,574552658,516978500,310250375,276382822,137621636,용답동,3236139,277293,603490,513558,507293,533848,800658,용답동,11200790.0,15.0,323.6139,18.67528778,124501918.53333333,8.568636884880409,18.648457312865734,15.869466670003977,15.675871771886188,16.49644839112288,24.741149870262063
20223,11215710,10406347346,1469907,269194936,5606887971,2374383651,955910201,907990389,267481800,화양동,9441233,852368,4077884,1644662,975819,828741,1061759,화양동,11215710.0,63.0,944.1233,104.06347346,165180116.6031746,9.028142828378455,43.19228219449727,17.419991647277428,10.335715684593314,8.77788949811958,11.24597814713396
20223,11215730,1629817273,247298,21432199,454542875,506206299,284679799,198168865,155152358,군자동,5366704,531123,1528651,1049928,729401,644606,882994,군자동,11215730.0,28.0,536.6704,16.29817273,58207759.75,9.89663301721131,28.483981974783777,19.56373968081713,13.5912284336904,12.011208369233705,16.453189890852933
20223,11215740,3416220436,464339,22334027,669793998,803669231,946167811,749398124,195201828,중곡1동,3906471,436247,656749,770312,600050,597736,845376,중곡1동,11215740.0,14.0,390.6471,34.16220436,244015745.42857143,11.167291399321792,16.811823254287567,19.7188715851212,15.360410969388996,15.301175920671112,21.6404012726576
20223,11215750,2283084834,336695,22920147,521782904,697843870,496716331,350565697,193255885,중곡2동,4730048,690593,721878,843674,736657,743841,993405,중곡2동,11215750.0,19.0,473.0048,22.83084834,120162359.68421052,14.600126679475556,15.261536457980975,17.83647861501617,15.573985718538164,15.725865784025869,21.002006744963264
20223,11215760,1352512538,180111,11347546,295911599,429275092,279053090,203427083,118468187,중곡3동,4750569,586690,633128,815331,711428,815212,1188779,중곡3동,11215760.0,17.0,475.0569,13.52512538,79559561.05882353,12.349889034345148,13.327414042402077,17.162807234249204,14.975637655194568,17.160302271159516,25.02392871253949
20223,11215770,1907976746,272719,24319329,351411461,553301440,417021830,384493644,177429042,중곡4동,6470509,881777,854631,986110,919383,1092816,1735791,중곡4동,11215770.0,19.0,647.0509,19.07976746,100419828.73684211,13.627629603791602,13.208095375495187,15.240068439747168,14.20882035710019,16.889181361157213,26.82618940797393
20223,11215780,1501239750,251536,49455114,369128165,453426937,343206707,184214094,78110985,능동,2423683,302463,490331,524631,362439,310659,433159,능동,11215780.0,23.0,242.3683,15.0123975,65271293.47826087,12.479478545667895,20.230822265122956,21.64602384057651,14.954059586175255,12.817641581015337,17.871932921920894
20223,11215810,3136138706,445197,41033878,641828460,653220808,819858043,663197651,280120525,광장동,6038228,1650798,653609,682383,1156567,909025,985844,광장동,11215810.0,20.0,603.8228,31.36138706,156806935.3,27.339113395519348,10.82451672908012,11.301047260885147,19.154079640583298,15.054499432614998,16.326710419016973
20223,11215820,3471660024,536315,60519285,882174895,939313433,608527114,734556741,246568556,자양1동,7966562,932168,1504365,1419212,1252606,1205807,1652404,자양1동,11215820.0,23.0,796.6562,34.71660024,150941740.17391303,11.701007285200316,18.883490770548196,17.814610618733653,15.72329443993532,15.13585157562321,20.741745309959303
20223,11215830,1482415344,224062,25351753,306963251,413107672,368860225,224752007,137836226,자양2동,5260436,894149,691397,899519,878693,735548,1161133,자양2동,11215830.0,20.0,526.0436,14.82415344,74120767.2,16.99762148992973,13.143340209822913,17.09970428306703,16.703805540073105,13.982643263790301,22.072942242810292
20223,11215840,4048821316,502270,135204020,1221706873,953206339,893822480,561513027,239623310,자양3동,7129135,1366550,1043508,1118081,1127054,1062566,1411374,자양3동,11215840.0,24.0,712.9135,40.48821316,168700888.16666666,19.16852465271032,14.637231585599094,15.683263116773633,15.809126913713936,14.904557144730743,19.797268532577935
20223,11215847,3674570972,598090,40502324,1275199394,938041567,632147240,563685739,192430263,자양4동,8285373,850303,1742981,1352518,1213662,1360325,1765585,자양4동,11215847.0,30.0,828.5373,36.74570972,122485699.06666666,10.262700303293528,21.036844086560738,16.324165490195792,14.64824818387778,16.418391785137494,21.309662220397318
20223,11215850,1954472311,296284,28315842,552754367,581917985,414169704,260384581,116929832,구의1동,8227681,1093114,1540378,1578385,1322576,1171839,1521389,구의1동,11215850.0,20.0,822.7681,19.54472311,97723615.55,13.285809209180568,18.721897458105143,19.183838070532875,16.07471169579861,14.242640180143104,18.491103386239697
20223,11215860,2067474731,301801,34777446,398673324,607509270,492702706,362839076,170972909,구의2동,5735929,1014043,770628,831749,963406,869739,1286366,구의2동,11215860.0,22.0,573.5929,20.67474731,93976124.13636364,17.678792746562937,13.435103537718126,14.500685067754498,16.795988932220045,15.163001494614036,22.426463089065432
20223,11215870,4319789192,573826,87206507,1131153458,1155753972,870627105,692015756,331129877,구의3동,6381487,1262711,863649,939579,1092366,992901,1230280,구의3동,11215870.0,29.0,638.1487,43.19789192,148958248.0,19.78709664377597,13.533663862356846,14.723511933817306,17.11773447160513,15.559085210077212,19.27889220803866
20223,11230536,6814334535,1089287,58303358,1373926479,1886925036,1423844046,1378301089,656318471,용신동,13769562,1186203,2411933,2340877,2184628,2158296,3487625,용신동,11230536.0,1.0,1376.9562,68.14334535,6814334535.0,8.614674889440927,17.516410471153694,17.00037372285335,15.865631746311177,15.674398357769114,25.328510812471738
20223,11230545,3564738044,539120,35764943,1109434016,912725849,675018491,534080507,276711518,제기동,12649801,1349589,2735681,1514966,1581846,1790842,3676877,제기동,11230545.0,28.0,1264.9801,35.64738044,127312073.0,10.668855581206376,21.626276966728568,11.976204210643314,12.504908179978482,14.15707646310009,29.066678598343167
20223,11230560,4555815169,652245,44693920,1344454017,1197458435,864060696,773890944,317394340,전농1동,10229052,1487335,1928149,1455443,1453281,1469547,2435297,전농1동,11230560.0,26.0,1022.9052,45.55815169,175223660.34615386,14.540301486393853,18.849733093545716,14.22852283867557,14.207386960199244,14.366404628698728,23.807650992486888
20223,11230570,994007073,199596,26845971,304947736,216427155,197260326,185707177,59975477,전농2동,2512405,516048,293192,317369,397400,380205,608191,전농2동,11230570.0,16.0,251.2405,9.94007073,62125442.0625,20.5400005174325,11.669774578541277,12.632079620920992,15.817513498022812,15.133109510608362,24.207522274474062
20223,11230600,1638618915,228674,22259162,352728279,431945485,362045730,294910538,174729721,답십리1동,6982645,1174222,861286,1177711,1200639,1025729,1543056,답십리1동,11230600.0,20.0,698.2645,16.38618915,81930945.75,16.816292393498454,12.334666877665985,16.866259132463416,17.19461608029622,14.689691370533659,22.0984455031009
20223,11230610,1561831472,217903,16326208,240915658,402788475,345798567,324032472,216751142,답십리2동,6965002,928076,788480,1161604,1162452,1126328,1798065,답십리2동,11230610.0,21.0,696.5002,15.61831472,74372927.23809524,13.324849009375733,11.320599764364749,16.677726725706613,16.68990188373241,16.171251637831546,25.815714051481965
20223,11230650,8708378708,1158976,64890944,1766817526,2464026395,2045399124,1544239794,759542356,장안1동,8876950,1019973,1214786,1692861,1549710,1390670,2008952,장안1동,11230650.0,50.0,887.695,87.08378708,174167574.16,11.490128929418326,13.684722793301754,19.07030004675029,17.45768535364061,15.666079002360044,22.631106404789932
20223,11230660,2676909957,356770,32659366,448571624,745547664,780900220,440148116,200779488,장안2동,7182949,1337009,810317,1146882,1248815,1086203,1553724,장안2동,11230660.0,37.0,718.2949,26.76909957,72348917.75675675,18.613650187409096,11.281118660316256,15.966728985546188,17.385825793834815,15.121964530167206,21.63072576458499
20223,11230705,1535664542,217892,14364291,270008455,375782290,393184612,297600411,164920893,청량리동,6065977,608004,798136,756046,813343,969195,2121251,청량리동,11230705.0,16.0,606.5977,15.35664542,95979033.875,10.023183404750794,13.157583683551719,12.463713594693814,13.408277017865384,15.977558108116796,34.969651220240365
20223,11230710,1096257816,170547,13229350,407749869,240325378,221779956,144364232,68809031,회기동,5486261,739231,2129124,663199,551061,520408,883236,회기동,11230710.0,32.0,548.6261,10.96257816,34258056.75,13.47422224352797,38.80828855936676,12.088360360544275,10.04438177476427,9.485658812076203,16.099051795020326
20223,11230720,2172409964,217385,46066027,1136094999,434228202,214234586,255452329,80316876,휘경1동,5736254,663553,1802509,783512,699406,691932,1095342,휘경1동,11230720.0,16.0,573.6254,21.72409964,135775622.75,11.567706032543189,31.423102951856734,13.65894885407794,12.192730656627129,12.062436565744822,19.095074939150184
20223,11230730,1755829725,260618,30904934,848803940,389187211,194690654,215695361,76547625,휘경2동,4966698,706259,1449924,642484,595509,607038,965483,휘경2동,11230730.0,20.0,496.6698,17.55829725,87791486.25,14.219890156397671,29.19291650106369,12.93583785444575,11.99003845210641,12.222164504465542,19.439132397419776
20223,11230740,5111878988,814170,98133124,2061973531,1033753976,804112804,822773797,288393227,이문1동,8848777,1197395,3169404,1000436,990645,966564,1524335,이문1동,11230740.0,28.0,884.8777,51.11878988,182567106.7142857,13.531756987434534,35.817424261002394,11.305923971188335,11.195275912140175,10.92313660972584,17.226504860502192
20223,11230750,555999651,83946,7105777,102536814,128741830,157806883,114914646,44893701,이문2동,3975673,674337,540377,507104,656917,579033,1017905,이문2동,11230750.0,9.0,397.5673,5.55999651,61777739.0,16.961581095829562,13.592088685362203,12.755173778125112,16.523416287003485,14.56440205218085,25.60333810149879
20223,11260520,740735859,87199,6250491,109431794,179993014,210344100,157624632,76203609,면목2동,6021755,868780,734291,884468,928703,1045518,1559996,면목2동,11260520.0,26.0,602.1755,7.40735859,28489840.730769232,14.427355480254512,12.193970030331688,14.687877537362445,15.422464049101963,17.362347023417595,25.906002485986228
20223,11260540,1483480614,203712,9744813,220444472,454988601,350410104,289163159,143488134,면목4동,5263300,801417,631046,759670,850532,832898,1387739,면목4동,11260540.0,17.0,526.33,14.83480614,87263565.52941176,15.226511884179128,11.989550282142382,14.433340299811906,16.1596716888644,15.824634734862158,26.366329109114055
20223,11260550,445236347,56314,1117445,81230095,104003171,110021588,115769741,33094307,면목5동,2261969,320043,250758,359237,363874,391313,576744,면목5동,11260550.0,8.0,226.1969,4.45236347,55654543.375,14.148867645843069,11.085828320370439,15.881605804500415,16.086604193072496,17.29966237379911,25.49743166241447
20223,11260565,4188244433,591850,62542142,801941558,1134407690,922712393,852501107,401878776,면목본동,9783797,1147288,1428435,1583159,1393491,1789999,2441424,면목본동,11260565.0,26.0,978.3797,41.88244433,161086324.34615386,11.726408469022815,14.600006520985668,16.18143753391449,14.24284457251106,18.29554517535472,24.953747507230577
20223,11260570,4046910178,538929,38102732,749388860,1143464539,925418488,840492015,350043544,면목7동,7389108,951561,894173,1092140,1137600,1252165,2061470,면목7동,11260570.0,15.0,738.9108,40.46910178,269794011.8666667,12.87788729031975,12.10123062215358,14.780403805168362,15.395633681359103,16.946091463272698,27.89876667115977
20223,11260575,1943272283,289096,63009471,385048740,538235258,385811560,373179344,197987910,면목3·8동,6209945,766267,922175,936819,958041,1055960,1570683,면목3?8동,11260575.0,18.0,620.9945,19.43272283,107959571.27777778,12.33935244192984,14.849970490881963,15.085785783932062,15.427527941068723,17.004337397513183,25.29302594467423
20223,11260580,711605172,111495,13412074,159839151,227712325,142725874,112526085,55389663,상봉1동,4971389,816719,639715,814107,729780,783702,1187367,상봉1동,11260580.0,22.0,497.1389,7.11605172,32345689.636363637,16.428386513306442,12.867932885557739,16.375845865209904,14.679599604858923,15.764246169430715,23.884009076738916
20223,11260590,5827835684,696974,99149874,1715486759,1802764917,990120002,790866776,422594670,상봉2동,7236883,591156,1334348,1467019,1062064,1187111,1595184,상봉2동,11260590.0,31.0,723.6883,58.27835684,187994699.48387095,8.168654930582683,18.438159080366507,20.271420720771633,14.675710523439442,16.403622940981634,22.042417985754366
20223,11260600,436807179,62893,11050006,95412706,127331210,97963788,69116286,35933183,중화1동,5803649,995791,717264,917023,778592,910351,1484628,중화1동,11260600.0,19.0,580.3649,4.36807179,22989851.52631579,17.1580155864009,12.358845271311205,15.800800496377365,13.415559762487359,15.685838340671532,25.58094054275164
20223,11260610,1268995195,179106,14273411,246441554,308176700,275861122,228164961,196077447,중화2동,7746179,845423,1007690,1128668,1116878,1377626,2269893,중화2동,11260610.0,19.0,774.6179,12.68995195,66789220.78947368,10.914064857008855,13.008865403187816,14.570641860974295,14.41843778719805,17.78458773028612,29.303389451754214
20223,11260620,976501810,139041,10592532,205523490,269723551,239583511,176148201,74930525,묵1동,7316490,1214693,1003566,1059716,1144743,1095551,1798222,묵1동,11260620.0,23.0,731.649,9.7650181,42456600.43478261,16.602127522896907,13.716495204667812,14.483939703327689,15.646067991618931,14.973723739115341,24.577659506129304
20223,11260655,4887981282,695766,61261279,776527137,1243436451,1121229012,1112784158,572743245,망우본동,10258900,1391643,1275925,1596769,1571662,1743242,2679658,망우본동,11260655.0,45.0,1025.89,48.87981282,108621806.26666667,13.565226291317783,12.43724960765774,15.564719414362163,15.319985573502032,16.99248457436957,26.120324791156946
20223,11260660,749888578,98599,8752527,121372068,190229609,171018406,133071585,125444383,망우3동,4446669,615523,544872,561770,613128,793821,1317556,망우3동,11260660.0,13.0,444.6669,7.49888578,57683736.76923077,13.842339063240372,12.253486823507664,12.633501616603349,13.78847852178788,17.852037109125956,29.630179354478596
20223,11260680,388420136,62169,7186348,59785028,98509207,91652313,69317053,59181343,신내1동,5624585,1047759,600145,758584,835918,879019,1503158,신내1동,11260680.0,17.0,562.4585,3.88420136,22848243.29411765,18.628201013941474,10.670031655668819,13.486932813709812,14.861860919516728,15.628157455172248,26.724780583811963
20223,11260690,66000000,3405,1618372,16633342,16413291,12554531,13796995,4983469,신내2동,1900979,339022,204928,267089,282485,301259,506194,신내2동,11260690.0,11.0,190.0979,0.66,6000000.0,17.834073916650315,10.780129606902548,14.050076302789247,14.85997478141526,15.847571172537938,26.628069010757088
20223,11290525,859569399,129931,21414013,148631343,209061590,235248171,136836235,78143095,성북동,4185561,677210,653312,660188,631349,637879,925621,성북동,11290525.0,19.0,418.5561,8.59569399,45240494.684210524,16.17967101662119,15.608708127775465,15.772987181407702,15.08397560088122,15.239988140180014,22.114622149814565
