기준_년분기_코드,행정동_코드,행정동_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00~06_유동인구_수,시간대_06~11_유동인구_수,시간대_11~14_유동인구_수,시간대_14~17_유동인구_수,시간대_17~21_유동인구_수,시간대_21~24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수
20241,11320515,창5동,4263862.0,1929777.0,2334085.0,678202.0,541171.0,608372.0,616520.0,695087.0,1124511.0,954982.0,861032.0,538239.0,558731.0,806202.0,544678.0,602886.0,597483.0,596701.0,597592.0,602498.0,634238.0,632462.0
20241,11320521,도봉1동,3625772.0,1774866.0,1850906.0,407131.0,355605.0,408412.0,484567.0,622516.0,1347541.0,951103.0,751308.0,423955.0,430102.0,602094.0,467208.0,507631.0,505812.0,498030.0,504924.0,508073.0,541035.0,560267.0
20241,11320522,도봉2동,3404141.0,1613793.0,1790348.0,506139.0,343526.0,441671.0,491399.0,551184.0,1070222.0,906708.0,725272.0,385310.0,377885.0,552874.0,456093.0,488117.0,484012.0,479359.0,481832.0,481692.0,490190.0,498941.0
20241,11320660,쌍문1동,5148281.0,2292513.0,2855768.0,894616.0,716270.0,614891.0,722306.0,793887.0,1406313.0,1451087.0,1078225.0,579862.0,562128.0,796422.0,680556.0,737177.0,730866.0,721639.0,726841.0,717698.0,741625.0,772434.0
20241,11320670,쌍문2동,4539787.0,2089232.0,2450556.0,713920.0,536325.0,632059.0,653006.0,745558.0,1258920.0,1219776.0,932949.0,524512.0,519171.0,745124.0,598256.0,648956.0,640168.0,638320.0,641386.0,639705.0,658679.0,672574.0
20241,11320680,쌍문3동,5449579.0,2434169.0,3015410.0,851541.0,744384.0,766661.0,789967.0,844448.0,1452577.0,1463590.0,1140131.0,615809.0,607554.0,894125.0,728372.0,776765.0,770015.0,764159.0,768187.0,766644.0,791600.0,812211.0
20241,11320681,쌍문4동,2531903.0,1159118.0,1372785.0,533008.0,245592.0,293017.0,379761.0,400621.0,679904.0,721837.0,535758.0,272862.0,273045.0,395512.0,332888.0,360458.0,358205.0,348111.0,355282.0,353598.0,370238.0,386011.0
20241,11320690,방학1동,6573670.0,3105178.0,3468492.0,923161.0,737751.0,822200.0,998161.0,1202132.0,1890265.0,1598804.0,1332804.0,807438.0,837294.0,1162572.0,834755.0,929623.0,917327.0,915479.0,917004.0,923807.0,979972.0,990456.0
20241,11320700,방학2동,3115427.0,1488345.0,1627084.0,395930.0,305971.0,344109.0,441352.0,558738.0,1069328.0,835745.0,627348.0,355309.0,358525.0,521631.0,416872.0,442385.0,435458.0,429641.0,433090.0,436430.0,465579.0,472846.0
20241,11320710,방학3동,3430146.0,1583828.0,1846319.0,703324.0,305027.0,372801.0,502383.0,525734.0,1020878.0,1046126.0,718692.0,353655.0,332959.0,505362.0,473355.0,484766.0,484998.0,473481.0,482743.0,479847.0,500874.0,523437.0
20241,11350560,월계1동,4624573.0,2389463.0,2235110.0,765524.0,1011723.0,568920.0,646588.0,592585.0,1039236.0,1147985.0,940775.0,571906.0,576760.0,800711.0,586436.0,665798.0,664386.0,661463.0,661061.0,645593.0,663306.0,662965.0
20241,11350570,월계2동,3764218.0,1703648.0,2060569.0,708382.0,421430.0,436939.0,580789.0,565060.0,1051619.0,1253816.0,818644.0,357116.0,320943.0,485491.0,528206.0,541084.0,543809.0,526617.0,540094.0,530566.0,531070.0,550978.0
20241,11350580,월계3동,2623967.0,1200092.0,1423876.0,447658.0,280103.0,366734.0,407134.0,394631.0,727705.0,749172.0,556070.0,277777.0,276693.0,411275.0,352981.0,372096.0,367140.0,359236.0,367221.0,367150.0,391686.0,399439.0
20241,11350595,공릉1동,11101265.0,5191146.0,5910120.0,1697269.0,2019459.0,1522037.0,1625051.0,1572532.0,2664919.0,2971903.0,2268194.0,1255076.0,1260131.0,1863223.0,1482741.0,1572725.0,1557937.0,1558494.0,1567318.0,1572054.0,1633371.0,1639366.0
20241,11350600,공릉2동,8243905.0,3941348.0,4302558.0,1619190.0,1543001.0,1061067.0,1225555.0,1117913.0,1677178.0,2259568.0,1726897.0,925707.0,911470.0,1328123.0,1092141.0,1166134.0,1172558.0,1161028.0,1174479.0,1159679.0,1192816.0,1217212.0
20241,11350611,하계1동,3734624.0,1741953.0,1992670.0,655776.0,536736.0,390153.0,544596.0,630853.0,976508.0,963856.0,796089.0,473159.0,455722.0,587247.0,458550.0,532732.0,534931.0,534322.0,531336.0,528662.0,528926.0,543714.0
20241,11350612,하계2동,2819564.0,1257083.0,1562482.0,486488.0,328247.0,359701.0,474072.0,470566.0,700488.0,801919.0,601310.0,303234.0,299583.0,438441.0,375079.0,402476.0,396305.0,393890.0,394444.0,392465.0,415735.0,424248.0
20241,11350619,중계본동,4122434.0,1902238.0,2220196.0,1351148.0,393275.0,278986.0,750892.0,676246.0,671887.0,981641.0,802434.0,503581.0,547337.0,774034.0,513406.0,574409.0,581687.0,578648.0,582797.0,571950.0,618616.0,614328.0
20241,11350621,중계1동,3820017.0,1748874.0,2071143.0,1236209.0,365125.0,291880.0,670075.0,587583.0,669147.0,1023687.0,768431.0,433533.0,449508.0,655107.0,489750.0,543116.0,547573.0,542521.0,546395.0,539745.0,551939.0,548726.0
20241,11350624,중계4동,2991847.0,1378594.0,1613254.0,558008.0,333259.0,284864.0,430992.0,513210.0,871515.0,797936.0,600084.0,344872.0,345342.0,502220.0,401395.0,425385.0,423556.0,418893.0,423038.0,424438.0,437042.0,439494.0
20241,11350625,중계2·3동,4294718.0,1912170.0,2382548.0,826963.0,462741.0,521361.0,702926.0,678039.0,1102687.0,1214231.0,904823.0,477031.0,465183.0,659488.0,573963.0,612149.0,610100.0,606078.0,606748.0,604042.0,618090.0,637512.0
20241,11350630,상계1동,7548700.0,3513692.0,4035008.0,1240399.0,799118.0,912714.0,1096182.0,1241209.0,2259077.0,2011831.0,1533825.0,875932.0,873985.0,1271626.0,981501.0,1062828.0,1048533.0,1036013.0,1048452.0,1055886.0,1134668.0,1162320.0
20241,11350640,상계2동,10659895.0,4854806.0,5805088.0,1662479.0,1667120.0,1357326.0,1507127.0,1784617.0,2681228.0,2484131.0,2069660.0,1330794.0,1395115.0,2009319.0,1370875.0,1486479.0,1474423.0,1480899.0,1482369.0,1519603.0,1606955.0,1609165.0
20241,11350665,상계3·4동,8561257.0,3978425.0,4582833.0,1247964.0,883892.0,931800.0,1292674.0,1552559.0,2652368.0,2264112.0,1785931.0,967561.0,976149.0,1453883.0,1113622.0,1200656.0,1187071.0,1171862.0,1183950.0,1183664.0,1295641.0,1338414.0
20241,11350670,상계5동,6469230.0,2923894.0,3545335.0,979496.0,751796.0,728941.0,895190.0,1113013.0,2000796.0,1755884.0,1322884.0,718649.0,727334.0,1081744.0,862734.0,920291.0,907399.0,892476.0,903241.0,908651.0,957432.0,979739.0
20241,11350695,상계6·7동,6491745.0,2816335.0,3675411.0,1111889.0,896314.0,937790.0,993517.0,1060380.0,1491855.0,1478574.0,1296923.0,867227.0,888336.0,1155992.0,804696.0,927575.0,925309.0,937259.0,933734.0,937257.0,926723.0,903887.0
20241,11350700,상계8동,1012974.0,450872.0,562103.0,221028.0,97577.0,179880.0,162055.0,138562.0,213873.0,319270.0,211716.0,98676.0,93493.0,146080.0,143738.0,145955.0,144959.0,143228.0,144326.0,143068.0,144147.0,147289.0
20241,11350710,상계9동,1878527.0,825640.0,1052887.0,392104.0,197626.0,266362.0,267789.0,276998.0,477649.0,534897.0,390903.0,201894.0,198410.0,297547.0,254877.0,271367.0,266722.0,264981.0,264872.0,263407.0,270436.0,276742.0
20241,11350720,상계10동,1980841.0,875613.0,1105227.0,326284.0,271830.0,295736.0,295726.0,321779.0,469487.0,511705.0,402174.0,231232.0,239600.0,341291.0,254839.0,278383.0,276735.0,275152.0,276880.0,278253.0,295632.0,299805.0
20241,11380510,녹번동,6944826.0,3022941.0,3921886.0,896779.0,894690.0,1146428.0,1117368.0,1128857.0,1760703.0,2044840.0,1457537.0,735582.0,717918.0,1057039.0,931909.0,993599.0,989383.0,974406.0,982529.0,981321.0,1002837.0,1020750.0
20241,11380520,불광1동,5127069.0,2294598.0,2832471.0,727516.0,628732.0,709718.0,767055.0,822962.0,1471085.0,1460905.0,1046779.0,550432.0,554288.0,819134.0,695531.0,723699.0,719738.0,707614.0,717438.0,721364.0,757637.0,779578.0
20241,11380530,불광2동,5847532.0,2691252.0,3156282.0,786909.0,789231.0,825520.0,823616.0,963243.0,1659011.0,1715565.0,1229039.0,622197.0,596863.0,889220.0,794649.0,826951.0,826134.0,810433.0,820267.0,816794.0,857964.0,888988.0
20241,11380551,갈현1동,6223998.0,2872807.0,3351192.0,819165.0,1024763.0,955872.0,902253.0,954014.0,1567931.0,1516646.0,1243786.0,737478.0,760385.0,1130784.0,834918.0,883191.0,873101.0,867500.0,869238.0,886991.0,925398.0,918581.0
20241,11380552,갈현2동,6163970.0,2762436.0,3401534.0,1115939.0,817450.0,802676.0,1027711.0,952069.0,1448125.0,1758746.0,1291077.0,662187.0,645301.0,972875.0,833784.0,876808.0,870097.0,855569.0,868477.0,869241.0,900435.0,923344.0
20241,11380560,구산동,5336908.0,2348844.0,2988064.0,974769.0,648528.0,667225.0,817232.0,842977.0,1386176.0,1563906.0,1122181.0,566852.0,555610.0,806795.0,721565.0,758869.0,751419.0,742243.0,751265.0,748263.0,778360.0,806490.0
20241,11380570,대조동,11678663.0,5144193.0,6534470.0,1500889.0,1746008.0,2073502.0,1830335.0,1757582.0,2770349.0,3139048.0,2346593.0,1295477.0,1313852.0,1971147.0,1612544.0,1659733.0,1650050.0,1642086.0,1652029.0,1653077.0,1707536.0,1714156.0
20241,11380580,응암1동,5496878.0,2426535.0,3070343.0,877420.0,688951.0,914096.0,1002998.0,797898.0,1215515.0,1637915.0,1118216.0,566824.0,566298.0,859633.0,747994.0,779522.0,778508.0,767671.0,772223.0,770136.0,805134.0,823685.0
20241,11380590,응암2동,4085490.0,1854967.0,2230522.0,866238.0,345423.0,634232.0,828849.0,555979.0,854769.0,1121913.0,834166.0,441463.0,444644.0,681361.0,561942.0,579025.0,569046.0,563137.0,570099.0,565290.0,608768.0,630126.0
20241,11380600,응암3동,8543272.0,3902832.0,4640440.0,1181908.0,1119834.0,1276822.0,1435861.0,1301567.0,2227281.0,2466218.0,1740194.0,911287.0,895217.0,1350541.0,1179816.0,1216677.0,1203895.0,1195295.0,1202311.0,1211590.0,1245706.0,1267799.0
20241,11380625,역촌동,11870747.0,5314335.0,6556411.0,1929374.0,1557574.0,1728616.0,1947694.0,1886405.0,2821083.0,3304459.0,2424827.0,1294649.0,1302074.0,1950686.0,1594053.0,1677939.0,1662140.0,1641224.0,1660893.0,1664818.0,1765835.0,1797899.0
20241,11380631,신사1동,6446023.0,2901749.0,3544274.0,1008916.0,847981.0,971016.0,1053161.0,981599.0,1583350.0,1869809.0,1340282.0,670984.0,655297.0,1022879.0,886770.0,914319.0,901423.0,887468.0,898595.0,898893.0,958486.0,986839.0
20241,11380632,신사2동,2867489.0,1354883.0,1512606.0,472787.0,340014.0,409210.0,453882.0,437862.0,753737.0,809223.0,614786.0,311748.0,306776.0,448259.0,376700.0,405392.0,400987.0,393141.0,401406.0,398068.0,424076.0,444417.0
20241,11380640,증산동,3307447.0,1487028.0,1820417.0,464036.0,422138.0,519391.0,516040.0,541504.0,844337.0,969252.0,696067.0,344405.0,336967.0,513396.0,447359.0,470945.0,466627.0,458680.0,467245.0,461363.0,484872.0,497713.0
20241,11380650,수색동,2876248.0,1338989.0,1537258.0,387802.0,390705.0,567177.0,503065.0,461019.0,566480.0,832174.0,614254.0,302808.0,297903.0,444728.0,384379.0,407165.0,409476.0,403345.0,402796.0,401992.0,420561.0,430912.0
20241,11380690,진관동,7077860.0,3179407.0,3898451.0,1835835.0,703379.0,793447.0,1250465.0,999891.0,1494842.0,2058437.0,1494676.0,757701.0,736642.0,1080532.0,949873.0,1000726.0,1003428.0,988393.0,1001185.0,992443.0,1030437.0,1061248.0
20241,11410520,천연동,3969494.0,1821717.0,2147777.0,638200.0,480707.0,560347.0,686047.0,675150.0,929042.0,1024419.0,831116.0,483358.0,468211.0,652966.0,509423.0,572064.0,580382.0,577958.0,576889.0,569902.0,547360.0,544938.0
20241,11410555,북아현동,18451748.0,8999624.0,9452125.0,2140672.0,2694601.0,4032656.0,4113306.0,2836752.0,2633762.0,3892030.0,4154470.0,2866981.0,2848054.0,2763160.0,1927054.0,2820960.0,2978399.0,3052474.0,2967055.0,2832818.0,1940522.0,1859522.0
20241,11410565,충현동,10756181.0,5070142.0,5686040.0,1162064.0,1674252.0,2160860.0,2155986.0,1710202.0,1892817.0,2153954.0,2369979.0,1674104.0,1684280.0,1771943.0,1101923.0,1614959.0,1681792.0,1703462.0,1670435.0,1583838.0,1254453.0,1247241.0
20241,11410585,신촌동,10926135.0,4559509.0,6366628.0,1120488.0,4994454.0,1766413.0,1079282.0,911300.0,1054199.0,2218794.0,2028611.0,1500154.0,1567883.0,2243629.0,1367068.0,1520752.0,1555846.0,1582502.0,1582436.0,1583706.0,1595007.0,1505889.0
20241,11410615,연희동,8568789.0,3925808.0,4642980.0,1070133.0,1913619.0,1374996.0,1371975.0,1180232.0,1657834.0,2310565.0,1858352.0,1028895.0,995092.0,1320201.0,1055684.0,1210262.0,1227978.0,1203656.0,1221437.0,1209834.0,1237853.0,1257768.0
20241,11410620,홍제1동,6378053.0,2867794.0,3510259.0,977224.0,811104.0,880563.0,960492.0,1006630.0,1742041.0,1745171.0,1325978.0,713103.0,712967.0,1029672.0,851162.0,910698.0,896511.0,887908.0,897909.0,902558.0,938834.0,943636.0
20241,11410640,홍제3동,4080711.0,1869370.0,2211342.0,590448.0,510802.0,559483.0,571524.0,670190.0,1178264.0,1046731.0,829680.0,475588.0,483789.0,701100.0,543821.0,582101.0,580525.0,574123.0,576110.0,577582.0,590737.0,599533.0
20241,11410655,홍제2동,2150644.0,961994.0,1188649.0,324228.0,248074.0,308901.0,319084.0,361140.0,589218.0,600815.0,412935.0,219808.0,232605.0,370979.0,313503.0,306457.0,303469.0,298370.0,300961.0,301768.0,314471.0,325149.0
20241,11410660,홍은1동,3915677.0,1755210.0,2160467.0,533848.0,459783.0,548751.0,575727.0,690063.0,1107504.0,1071715.0,822054.0,423860.0,423381.0,644494.0,530172.0,549349.0,543866.0,537373.0,541626.0,539911.0,588388.0,615164.0
20241,11410685,홍은2동,4334667.0,1963076.0,2371592.0,692886.0,706464.0,593122.0,636320.0,671499.0,1034379.0,1204007.0,940877.0,491794.0,479260.0,659846.0,558882.0,616744.0,618457.0,605241.0,616751.0,601480.0,627572.0,648420.0
20241,11410690,남가좌1동,1130963.0,517343.0,613620.0,271939.0,106477.0,156597.0,206458.0,164155.0,225336.0,255728.0,230268.0,143730.0,152433.0,210848.0,137953.0,159644.0,158529.0,157773.0,158215.0,158421.0,170685.0,167698.0
20241,11410700,남가좌2동,6327613.0,2821242.0,3506371.0,1020097.0,1227145.0,912797.0,974487.0,871405.0,1321681.0,1643645.0,1288214.0,737116.0,748124.0,1071503.0,839011.0,907955.0,898715.0,906609.0,903349.0,877721.0,915516.0,917747.0
20241,11410710,북가좌1동,2849631.0,1313883.0,1535748.0,584992.0,269787.0,384246.0,489318.0,445228.0,676058.0,813807.0,586704.0,297579.0,295892.0,459238.0,396411.0,411163.0,402196.0,395634.0,399966.0,399465.0,414319.0,426887.0
20241,11410720,북가좌2동,11490809.0,5143792.0,6347017.0,1923886.0,1537363.0,1688843.0,1924650.0,1663713.0,2752354.0,3254888.0,2379449.0,1229862.0,1230840.0,1843302.0,1552468.0,1616384.0,1620925.0,1596702.0,1623647.0,1606508.0,1685403.0,1741239.0
20241,11440555,아현동,7481563.0,3239424.0,4242139.0,1430029.0,876490.0,1467572.0,1366764.0,1031339.0,1309371.0,1927994.0,1633953.0,934016.0,911970.0,1180417.0,893211.0,1087303.0,1107447.0,1107221.0,1094618.0,1075341.0,1000849.0,1008783.0
20241,11440565,공덕동,13452940.0,6118079.0,7334862.0,1792058.0,1961844.0,2547808.0,2317879.0,2085820.0,2747531.0,3711920.0,2864974.0,1561834.0,1506695.0,2085961.0,1721558.0,1931456.0,1958149.0,1944676.0,1947247.0,1911477.0,1855768.0,1904166.0
20241,11440585,도화동,4356037.0,2007551.0,2348487.0,510879.0,596949.0,862795.0,787751.0,668434.0,929228.0,972334.0,877007.0,578828.0,577058.0,820489.0,530320.0,624594.0,624857.0,636118.0,622665.0,624811.0,617614.0,605377.0
20241,11440590,용강동,6022670.0,2819355.0,3203315.0,1210889.0,624145.0,979266.0,1194567.0,892396.0,1121406.0,1528431.0,1247015.0,744772.0,741374.0,1024579.0,736499.0,869819.0,883334.0,884793.0,883317.0,865923.0,825627.0,809858.0
20241,11440600,대흥동,7603223.0,3470580.0,4132643.0,995010.0,2191012.0,1300012.0,1098731.0,892358.0,1126100.0,1823525.0,1597100.0,972137.0,978492.0,1306367.0,925603.0,1087985.0,1111201.0,1118369.0,1099950.0,1076396.0,1066932.0,1042390.0
20241,11440610,염리동,5315807.0,2376300.0,2939506.0,969807.0,710339.0,949706.0,1055814.0,738428.0,891713.0,1445166.0,1101733.0,615506.0,604632.0,841810.0,706961.0,759331.0,777330.0,767303.0,776986.0,756078.0,739041.0,739738.0
20241,11440630,신수동,5160123.0,2473762.0,2686360.0,860673.0,865676.0,795909.0,900013.0,756597.0,981253.0,1356238.0,1087762.0,620923.0,609064.0,841082.0,645055.0,736075.0,741785.0,735903.0,738560.0,722848.0,734726.0,750226.0
20241,11440655,서강동,6150561.0,2895236.0,3255323.0,897943.0,1470267.0,1108054.0,946894.0,727475.0,999930.0,1584477.0,1250754.0,743420.0,757969.0,1041100.0,772840.0,866287.0,874288.0,881015.0,880039.0,874573.0,889249.0,885107.0
20241,11440660,서교동,17875596.0,8042755.0,9832841.0,1995377.0,6052727.0,3727872.0,2600279.0,1671026.0,1828316.0,3075116.0,2917347.0,2617548.0,3054521.0,4058140.0,2152924.0,2430029.0,2430881.0,2511037.0,2486069.0,2637975.0,2818562.0,2561043.0
20241,11440680,합정동,4716787.0,2158708.0,2558079.0,436346.0,1113704.0,1138728.0,786752.0,564517.0,676740.0,1049924.0,914979.0,630940.0,641102.0,898140.0,581702.0,656694.0,667556.0,675421.0,676467.0,687088.0,688198.0,665363.0
20241,11440690,망원1동,7505112.0,3329271.0,4175842.0,854274.0,1385698.0,1630343.0,1256416.0,958783.0,1419598.0,2123295.0,1483616.0,813392.0,842645.0,1222472.0,1019692.0,1031713.0,1031586.0,1027964.0,1041192.0,1057983.0,1154887.0,1159786.0
20241,11440700,망원2동,5990653.0,2721560.0,3269093.0,845424.0,817416.0,1080464.0,1050540.0,941939.0,1254871.0,1693425.0,1231482.0,646214.0,648198.0,965476.0,805861.0,853593.0,836792.0,826635.0,838405.0,838151.0,886188.0,910891.0
20241,11440710,연남동,6526061.0,2884139.0,3641923.0,681782.0,1682352.0,1434255.0,1069159.0,709278.0,949235.0,1624330.0,1245079.0,783728.0,854054.0,1197264.0,821606.0,906256.0,893717.0,897928.0,906241.0,929172.0,1005932.0,986815.0
20241,11440720,성산1동,5932535.0,2667090.0,3265445.0,791172.0,969783.0,1190466.0,1138349.0,812445.0,1030318.0,1590509.0,1269638.0,703040.0,687654.0,928554.0,753140.0,832913.0,854294.0,844498.0,849682.0,835632.0,846727.0,868789.0
20241,11440730,성산2동,6784720.0,3014460.0,3770260.0,1106119.0,1057795.0,1192842.0,1141781.0,987972.0,1298210.0,1978893.0,1450239.0,708009.0,698068.0,1032385.0,917125.0,953541.0,964174.0,951648.0,966926.0,950759.0,986455.0,1011216.0
20241,11440740,상암동,5467187.0,2650131.0,2817056.0,817193.0,885408.0,1112122.0,1113160.0,758009.0,781295.0,1209110.0,1179645.0,781536.0,756400.0,909963.0,630532.0,815891.0,851132.0,860934.0,847421.0,800735.0,656936.0,634136.0
20241,11470510,목1동,5004635.0,2326080.0,2678555.0,1403108.0,561413.0,589558.0,976896.0,707239.0,766423.0,924928.0,956248.0,724796.0,769441.0,1038059.0,591161.0,708780.0,705548.0,722766.0,704900.0,720178.0,742455.0,700008.0
20241,11470520,목2동,6977867.0,3251829.0,3726039.0,1179098.0,947550.0,1205155.0,1094671.0,1040834.0,1510559.0,2092109.0,1476554.0,698443.0,685690.0,1065654.0,959418.0,991832.0,975970.0,970302.0,971964.0,969737.0,1029769.0,1068295.0
20241,11470530,목3동,5074538.0,2316358.0,2758181.0,815639.0,638327.0,855674.0,817513.0,771622.0,1175764.0,1403993.0,1018399.0,547346.0,540817.0,842449.0,721533.0,728110.0,712972.0,708989.0,707890.0,712409.0,739739.0,764430.0
20241,11470540,목4동,5801445.0,2734698.0,3066746.0,1402680.0,702122.0,665499.0,967654.0,957910.0,1105580.0,1759328.0,1206210.0,593938.0,579752.0,866352.0,795866.0,830398.0,826253.0,811381.0,825608.0,818315.0,834020.0,855470.0
20241,11470550,목5동,4587586.0,2144303.0,2443283.0,1533095.0,386755.0,392102.0,882232.0,614577.0,778825.0,1224994.0,919902.0,509934.0,532409.0,785218.0,615129.0,650299.0,647151.0,652493.0,647703.0,640345.0,670536.0,679060.0
20241,11470560,신월1동,4151008.0,2023756.0,2127253.0,564947.0,440036.0,634232.0,654038.0,659982.0,1197772.0,1196302.0,853068.0,447660.0,447440.0,647185.0,559354.0,588650.0,579341.0,574061.0,579167.0,585303.0,613089.0,631398.0
20241,11470570,신월2동,3771886.0,1764213.0,2007674.0,776051.0,383271.0,549382.0,625828.0,528190.0,909166.0,1151908.0,786583.0,388809.0,380719.0,561888.0,501978.0,536422.0,530679.0,527761.0,532989.0,531087.0,544764.0,568185.0
20241,11470580,신월3동,2720182.0,1327761.0,1392421.0,423241.0,272343.0,387545.0,401843.0,466376.0,768833.0,760218.0,577429.0,308959.0,300325.0,416885.0,356364.0,388145.0,384094.0,381049.0,383917.0,381458.0,394802.0,406717.0
20241,11470590,신월4동,3414014.0,1615705.0,1798309.0,804695.0,299775.0,452688.0,563793.0,483402.0,809661.0,1018076.0,706201.0,355095.0,351407.0,523174.0,460060.0,487856.0,484755.0,477385.0,482218.0,481560.0,495009.0,505233.0
20241,11470600,신월5동,3523082.0,1681854.0,1841227.0,564608.0,429520.0,545505.0,540774.0,522603.0,920073.0,959531.0,755158.0,421997.0,403458.0,556414.0,426523.0,504398.0,499080.0,498709.0,493878.0,495076.0,507333.0,524606.0
20241,11470610,신월6동,1074110.0,518865.0,555244.0,170821.0,101562.0,163031.0,185387.0,181677.0,271632.0,273776.0,226214.0,125221.0,127628.0,181952.0,139318.0,153640.0,150052.0,149773.0,150978.0,149676.0,158067.0,161924.0
20241,11470611,신월7동,2125151.0,1013782.0,1111369.0,337590.0,213707.0,282741.0,307523.0,342731.0,640860.0,553641.0,434757.0,240169.0,240991.0,367040.0,288553.0,300586.0,297206.0,294686.0,296780.0,297284.0,316034.0,322575.0
20241,11470620,신정1동,3275766.0,1522372.0,1753393.0,835958.0,333633.0,369701.0,606102.0,472812.0,657559.0,790619.0,654917.0,401125.0,406882.0,593890.0,428334.0,469968.0,464608.0,469206.0,462981.0,467011.0,471801.0,470189.0
20241,11470630,신정2동,4331414.0,2020889.0,2310525.0,1152665.0,443736.0,428498.0,773569.0,677559.0,855388.0,1120337.0,873176.0,507412.0,516166.0,747656.0,566667.0,615293.0,616747.0,612289.0,613799.0,608935.0,630089.0,634261.0
20241,11470640,신정3동,7700735.0,3547545.0,4153192.0,1641705.0,798524.0,1022882.0,1270369.0,1159925.0,1807332.0,2493913.0,1670763.0,746603.0,675523.0,1041311.0,1072625.0,1110224.0,1099566.0,1092758.0,1094174.0,1086910.0,1085909.0,1131195.0
20241,11470650,신정4동,10829682.0,5132728.0,5696955.0,1917546.0,1471874.0,1657662.0,1797355.0,1623708.0,2361538.0,2973842.0,2275483.0,1225856.0,1211852.0,1730798.0,1411853.0,1556967.0,1547940.0,1541748.0,1536373.0,1530065.0,1554902.0,1561690.0
20241,11470670,신정6동,2045592.0,930187.0,1115405.0,564052.0,179322.0,221047.0,392146.0,293328.0,395697.0,547743.0,423857.0,233155.0,240642.0,339449.0,260746.0,291518.0,292760.0,292435.0,293776.0,288315.0,291490.0,295298.0
20241,11470680,신정7동,3134422.0,1428678.0,1705744.0,793574.0,289884.0,314412.0,530374.0,478528.0,727650.0,879515.0,632848.0,335203.0,345515.0,516210.0,425130.0,447864.0,445620.0,440021.0,446549.0,442224.0,452210.0,459934.0
20241,11500510,염창동,8275803.0,3917647.0,4358155.0,1694038.0,920535.0,1657651.0,1562609.0,1050015.0,1390955.0,2389080.0,1737744.0,869432.0,855651.0,1280190.0,1143703.0,1193988.0,1187681.0,1183444.0,1184809.0,1165116.0,1165602.0,1195160.0
20241,11500520,등촌1동,5335129.0,2497792.0,2837336.0,605228.0,868508.0,1338633.0,882519.0,643505.0,996735.0,1507597.0,1121121.0,613859.0,589706.0,814379.0,688467.0,767120.0,767179.0,770428.0,771589.0,757825.0,739366.0,761623.0
20241,11500530,등촌2동,3892115.0,1799260.0,2092855.0,676911.0,496196.0,724738.0,606142.0,521182.0,866948.0,1145897.0,829736.0,409162.0,404025.0,581773.0,521521.0,555138.0,548415.0,546031.0,547236.0,538834.0,564972.0,591488.0
20241,11500535,등촌3동,7030505.0,3261567.0,3768937.0,1017503.0,949233.0,1239610.0,1129131.0,985709.0,1709318.0,1810621.0,1453812.0,879195.0,862292.0,1137475.0,887107.0,1007408.0,1012369.0,1023191.0,1008653.0,998482.0,984737.0,995664.0
20241,11500540,화곡1동,16942618.0,7967513.0,8975105.0,1880099.0,2913768.0,3364085.0,2721077.0,2299886.0,3763702.0,4708482.0,3508017.0,1880911.0,1869284.0,2747218.0,2228706.0,2409976.0,2373219.0,2369171.0,2366374.0,2371920.0,2491070.0,2560888.0
20241,11500550,화곡2동,3449941.0,1581360.0,1868581.0,617731.0,412801.0,522178.0,580292.0,501561.0,815380.0,1021311.0,725584.0,361913.0,358037.0,529287.0,453808.0,493453.0,482399.0,482434.0,481259.0,477900.0,504559.0,527934.0
20241,11500560,화곡3동,3654260.0,1654583.0,1999678.0,571471.0,511541.0,593484.0,579076.0,508849.0,889838.0,921832.0,736159.0,430929.0,436875.0,644699.0,483767.0,518983.0,514912.0,515656.0,511408.0,515850.0,537481.0,539968.0
20241,11500570,화곡4동,4540614.0,2071068.0,2469548.0,819277.0,522187.0,687558.0,729862.0,647597.0,1134133.0,1335372.0,938240.0,475343.0,463860.0,699021.0,628778.0,644749.0,640516.0,631637.0,641092.0,634858.0,667388.0,680374.0
20241,11500590,화곡본동,8105997.0,3736994.0,4369003.0,1305515.0,1216524.0,1488641.0,1300171.0,1040129.0,1755015.0,2422322.0,1699465.0,833133.0,812464.0,1234922.0,1103691.0,1154946.0,1136483.0,1123310.0,1131063.0,1127643.0,1190319.0,1242235.0
20241,11500591,화곡6동,5680655.0,2691020.0,2989635.0,684105.0,932394.0,1189508.0,942911.0,756227.0,1175510.0,1575967.0,1181525.0,634734.0,622167.0,904519.0,761741.0,810329.0,797796.0,797406.0,794769.0,796262.0,829286.0,854808.0
20241,11500593,화곡8동,8203201.0,3791263.0,4411937.0,1280506.0,1193189.0,1378001.0,1439976.0,1151206.0,1760323.0,2203768.0,1652849.0,925496.0,942150.0,1367047.0,1111891.0,1176530.0,1169158.0,1159961.0,1159600.0,1156038.0,1185895.0,1196018.0
