기준_년분기_코드,상권구분_명,상권_명,당월_매출_금액,매출_억원
20242,발달상권,교대역(법원.검찰청),4758050668.0,47.6
20241,발달상권,서울시청,4757205753.0,47.6
20244,발달상권,교대역(법원.검찰청),4754444731.0,47.5
20241,발달상권,신사역,4746035240.0,47.5
20222,발달상권,종로3가역,4738703718.0,47.4
20232,발달상권,장한평역(장한평),4738011076.0,47.4
20232,관광특구,강남 마이스 관광특구,4737122576.0,47.4
20242,발달상권,DMC(디지털미디어시티),4722509009.0,47.2
20251,발달상권,뱅뱅사거리,4720425907.0,47.2
20224,관광특구,강남 마이스 관광특구,4719805384.0,47.2
20234,관광특구,강남 마이스 관광특구,4719577323.0,47.2
20253,발달상권,을지로3가역,4718847173.0,47.2
20253,발달상권,포스코사거리,4702059730.0,47.0
20244,발달상권,DMC(디지털미디어시티),4690652093.0,46.9
20231,관광특구,강남 마이스 관광특구,4680312936.0,46.8
20234,발달상권,교대역(법원.검찰청),4675195466.0,46.8
20232,발달상권,포스코사거리,4654547236.0,46.5
20234,발달상권,연남동(홍대),4653829748.0,46.5
20253,발달상권,종로3가역,4648391419.0,46.5
20233,발달상권,오류동역,4638663750.0,46.4
20222,발달상권,포스코사거리,4624145736.0,46.2
20251,발달상권,연남동(홍대),4618803537.0,46.2
20233,발달상권,발산역(마곡),4616092026.0,46.2
20234,발달상권,장한평역(장한평),4609590175.0,46.1
20234,발달상권,종로3가역,4607650453.0,46.1
20253,발달상권,구로디지털단지,4593980212.0,45.9
20251,관광특구,이태원 관광특구,4591515085.0,45.9
20251,관광특구,동대문패션타운 관광특구,4590418070.0,45.9
20241,발달상권,명동(명동거리),4580364766.0,45.8
20223,발달상권,발산역(마곡),4572158581.0,45.7
20252,발달상권,교대역(법원.검찰청),4562484637.0,45.6
20241,관광특구,강남 마이스 관광특구,4559608186.0,45.6
20253,발달상권,장한평역(장한평),4558483096.0,45.6
20243,발달상권,장한평역(장한평),4547733027.0,45.5
20242,관광특구,강남 마이스 관광특구,4545074838.0,45.5
20241,관광특구,종로·청계 관광특구,4535764851.0,45.4
20253,발달상권,한티역,4534973931.0,45.3
20234,발달상권,오류동역,4534359304.0,45.3
20244,발달상권,종로3가역,4533129754.0,45.3
20231,발달상권,잠실새내역(신천),4527429942.0,45.3
20244,발달상권,장한평역(장한평),4527363661.0,45.3
20252,발달상권,DMC(디지털미디어시티),4522721528.0,45.2
20223,발달상권,성수역,4522504293.0,45.2
20232,발달상권,오류동역,4508549047.0,45.1
20251,발달상권,서울시청,4501371135.0,45.0
20222,관광특구,강남 마이스 관광특구,4494458914.0,44.9
20231,발달상권,명동(명동거리),4481078420.0,44.8
20221,발달상권,삼성역,4479993914.0,44.8
20231,발달상권,교대역(법원.검찰청),4473519377.0,44.7
20242,발달상권,장한평역(장한평),4467063451.0,44.7
20241,발달상권,을지로3가역,4457668017.0,44.6
20233,발달상권,명동(명동거리),4455903004.0,44.6
20221,발달상권,DMC(디지털미디어시티),4453313063.0,44.5
20252,발달상권,연남동(홍대),4446542372.0,44.5
20231,발달상권,포스코사거리,4442342891.0,44.4
20221,발달상권,건대입구역(건대),4442284803.0,44.4
20253,발달상권,강서구청,4436545747.0,44.4
20222,발달상권,오류동역,4408954731.0,44.1
20234,발달상권,성수역,4407158694.0,44.1
20241,발달상권,장한평역(장한평),4403784963.0,44.0
20223,관광특구,강남 마이스 관광특구,4401283950.0,44.0
20241,발달상권,교대역(법원.검찰청),4392170709.0,43.9
20223,발달상권,장한평역(장한평),4392070933.0,43.9
20234,발달상권,발산역(마곡),4391181088.0,43.9
20251,발달상권,잠실새내역(신천),4390367533.0,43.9
20252,발달상권,포스코사거리,4386229507.0,43.9
20234,발달상권,포스코사거리,4382866375.0,43.8
20243,발달상권,포스코사거리,4374549476.0,43.7
20241,발달상권,잠실새내역(신천),4367156734.0,43.7
20223,발달상권,오류동역,4366420084.0,43.7
20224,발달상권,성수역,4364343852.0,43.6
20231,발달상권,종로3가역,4361039655.0,43.6
20252,발달상권,장한평역(장한평),4358175575.0,43.6
20243,발달상권,성수역,4349124234.0,43.5
20243,발달상권,구로디지털단지,4347819001.0,43.5
20242,발달상권,성수역,4341532829.0,43.4
20243,발달상권,을지로3가역,4338885813.0,43.4
20231,관광특구,이태원 관광특구,4334875594.0,43.3
20242,발달상권,포스코사거리,4328587029.0,43.3
20234,발달상권,구로디지털단지,4325670641.0,43.3
20222,발달상권,서울역,4323638958.0,43.2
20221,발달상권,교대역(법원.검찰청),4317240946.0,43.2
20233,관광특구,종로·청계 관광특구,4316043230.0,43.2
20224,발달상권,장한평역(장한평),4307191578.0,43.1
20223,발달상권,가로수길,4299388233.0,43.0
20224,발달상권,오류동역,4292533437.0,42.9
20222,발달상권,성수역,4285561732.0,42.9
20233,발달상권,을지로3가역,4275154978.0,42.8
20232,골목상권,장안1동주민센터,4273801843.0,42.7
20242,발달상권,발산역(마곡),4273800450.0,42.7
20224,발달상권,국회의사당역(국회의사당),4269977079.0,42.7
20251,관광특구,종로·청계 관광특구,4267590896.0,42.7
20252,발달상권,을지로3가역,4245512228.0,42.5
20244,발달상권,을지로3가역,4243919332.0,42.4
20223,관광특구,종로·청계 관광특구,4236495452.0,42.4
20223,발달상권,서울시청,4231952465.0,42.3
20244,발달상권,포스코사거리,4227421002.0,42.3
20251,발달상권,교대역(법원.검찰청),4227247859.0,42.3
20222,발달상권,천호역,4226841619.0,42.3
20233,발달상권,노원역,4210975829.0,42.1
20231,발달상권,발산역(마곡),4207659190.0,42.1
20241,발달상권,성수역,4199694253.0,42.0
20241,발달상권,종로3가역,4196109401.0,42.0
20243,발달상권,발산역(마곡),4194467887.0,41.9
20231,발달상권,오류동역,4193468640.0,41.9
20241,발달상권,DMC(디지털미디어시티),4185695377.0,41.9
20241,발달상권,포스코사거리,4174865224.0,41.7
20221,발달상권,포스코사거리,4168206883.0,41.7
20232,관광특구,종로·청계 관광특구,4163886072.0,41.6
20244,발달상권,구로디지털단지,4163540092.0,41.6
20232,발달상권,명동(명동거리),4162034994.0,41.6
20232,발달상권,성수역,4154005349.0,41.5
20251,발달상권,DMC(디지털미디어시티),4153096683.0,41.5
20242,발달상권,을지로3가역,4135140691.0,41.4
20242,발달상권,명동(명동거리),4133897049.0,41.3
20221,골목상권,장안1동주민센터,4129725770.0,41.3
20252,발달상권,한티역,4121065009.0,41.2
20251,발달상권,장한평역(장한평),4116721547.0,41.2
20231,발달상권,이태원(이태원역),4109790666.0,41.1
20233,골목상권,장안1동주민센터,4103151616.0,41.0
20232,발달상권,국회의사당역(국회의사당),4102339236.0,41.0
20242,발달상권,구로디지털단지,4089421911.0,40.9
20231,발달상권,성수역,4078243778.0,40.8
20244,발달상권,발산역(마곡),4075061568.0,40.8
20222,골목상권,장안1동주민센터,4070930496.0,40.7
20241,발달상권,구로디지털단지,4070526768.0,40.7
20222,발달상권,장한평역(장한평),4070009530.0,40.7
20232,발달상권,가락시장역,4064333065.0,40.6
20233,발달상권,가로수길,4062812323.0,40.6
20252,발달상권,구로디지털단지,4056214655.0,40.6
20233,발달상권,국회의사당역(국회의사당),4054137710.0,40.5
20223,발달상권,강서구청,4047102552.0,40.5
20223,발달상권,국회의사당역(국회의사당),4042605798.0,40.4
20242,발달상권,오류동역,4033320014.0,40.3
20223,발달상권,가락시장역,4026354249.0,40.3
20223,골목상권,장안1동주민센터,4024793614.0,40.2
20243,발달상권,오류동역,4024173148.0,40.2
20234,발달상권,노원역,4010175421.0,40.1
20234,발달상권,을지로3가역,4008373435.0,40.1
20253,발달상권,오류동역,4005337746.0,40.1
20223,발달상권,광화문역,3996485864.0,40.0
20224,관광특구,종로·청계 관광특구,3992563510.0,39.9
20224,골목상권,장안1동주민센터,3977720563.0,39.8
20231,골목상권,장안1동주민센터,3954550074.0,39.5
20232,발달상권,노원역,3950866652.0,39.5
20241,발달상권,발산역(마곡),3949607219.0,39.5
20244,발달상권,오류동역,3937822978.0,39.4
20241,발달상권,오류동역,3932778188.0,39.3
20224,발달상권,서울시청,3929171786.0,39.3
20221,발달상권,발산역(마곡),3919354818.0,39.2
20221,관광특구,강남 마이스 관광특구,3917074275.0,39.2
20251,발달상권,종로3가역,3914506015.0,39.1
20222,발달상권,합정역,3910677061.0,39.1
20252,발달상권,오류동역,3900008259.0,39.0
20253,발달상권,가락시장역,3898187558.0,39.0
20222,발달상권,가락시장역,3891420442.0,38.9
20233,발달상권,가락시장역,3889220514.0,38.9
20243,발달상권,노원역,3887352396.0,38.9
20221,발달상권,가로수길,3884008932.0,38.8
20253,발달상권,노원역,3882126753.0,38.8
20231,발달상권,국회의사당역(국회의사당),3879036441.0,38.8
20243,발달상권,강서구청,3878080353.0,38.8
20234,발달상권,가락시장역,3867792753.0,38.7
20244,발달상권,한티역,3865543432.0,38.7
20224,발달상권,가로수길,3864661507.0,38.6
20244,발달상권,강서구청,3856357283.0,38.6
20222,발달상권,강서구청,3852709175.0,38.5
20243,발달상권,가락시장역,3848872060.0,38.5
20242,발달상권,노원역,3847639613.0,38.5
20233,발달상권,합정역,3832465140.0,38.3
20223,발달상권,합정역,3830318916.0,38.3
20221,발달상권,종로3가역,3825992491.0,38.3
20224,발달상권,광화문역,3823087585.0,38.2
20233,발달상권,강서구청,3821050466.0,38.2
20252,발달상권,강서구청,3820492460.0,38.2
20221,발달상권,천호역,3802662322.0,38.0
20223,발달상권,방이동먹자골목,3795331368.0,38.0
20242,발달상권,가락시장역,3790527931.0,37.9
20251,발달상권,구로디지털단지,3784055535.0,37.8
20253,발달상권,합정역,3774524726.0,37.7
20244,발달상권,가락시장역,3771238257.0,37.7
20231,발달상권,장한평역(장한평),3769191941.0,37.7
20232,발달상권,광화문역,3767041204.0,37.7
20234,발달상권,가로수길,3765825724.0,37.7
20224,발달상권,가락시장역,3765735014.0,37.7
20243,발달상권,광화문역,3764955006.0,37.6
20232,발달상권,합정역,3763844847.0,37.6
20224,발달상권,강서구청,3757827776.0,37.6
20231,발달상권,가락시장역,3755331590.0,37.6
20223,발달상권,노원역,3753830085.0,37.5
20253,발달상권,발산역(마곡),3751013729.0,37.5
20251,발달상권,포스코사거리,3745261781.0,37.5
20233,발달상권,광화문역,3742231061.0,37.4
20231,발달상권,서울시청,3735097701.0,37.4
20251,발달상권,을지로3가역,3727617317.0,37.3
20243,발달상권,가로수길,3723591887.0,37.2
20244,발달상권,노원역,3719418465.0,37.2
20231,관광특구,종로·청계 관광특구,3719078980.0,37.2
20232,발달상권,강서구청,3718845832.0,37.2
20233,발달상권,포이사거리(삼호물산),3709937520.0,37.1
20222,발달상권,국회의사당역(국회의사당),3695184192.0,37.0
20252,발달상권,발산역(마곡),3694937381.0,36.9
20224,발달상권,노원역,3694349415.0,36.9
20241,발달상권,노원역,3688834465.0,36.9
20234,골목상권,장안1동주민센터,3676620032.0,36.8
20222,관광특구,종로·청계 관광특구,3670940156.0,36.7
20224,발달상권,명동(명동거리),3669670927.0,36.7
20252,발달상권,가락시장역,3653179409.0,36.5
20221,발달상권,성수역,3650978781.0,36.5
20243,발달상권,포이사거리(삼호물산),3644841457.0,36.4
20233,발달상권,언주역(차병원),3630270626.0,36.3
20251,발달상권,오류동역,3628767789.0,36.3
20221,발달상권,장한평역(장한평),3625102880.0,36.3
20252,발달상권,노원역,3623308914.0,36.2
20234,발달상권,광화문역,3620071309.0,36.2
20242,발달상권,방이동먹자골목,3615394571.0,36.2
20241,발달상권,가로수길,3611816338.0,36.1
20242,발달상권,가로수길,3605964021.0,36.1
20251,발달상권,한티역,3589177467.0,35.9
20243,골목상권,장안1동주민센터,3587918584.0,35.9
20242,발달상권,강서구청,3584353966.0,35.8
20223,골목상권,성수초등학교,3581874325.0,35.8
20242,발달상권,광화문역,3577737547.0,35.8
20232,골목상권,성수초등학교,3577348353.0,35.8
20241,발달상권,가락시장역,3576114574.0,35.8
20222,발달상권,노원역,3569989440.0,35.7
20234,발달상권,포이사거리(삼호물산),3558122290.0,35.6
20243,발달상권,방이동먹자골목,3556895536.0,35.6
20224,발달상권,몽촌토성역,3556687718.0,35.6
20243,발달상권,한티역,3548806543.0,35.5
20224,발달상권,방이동먹자골목,3546712081.0,35.5
20232,발달상권,몽촌토성역,3546350847.0,35.5
20222,발달상권,방이동먹자골목,3541096494.0,35.4
20243,발달상권,합정역,3528304090.0,35.3
20234,발달상권,구로디지털단지역,3523603316.0,35.2
20253,발달상권,종각역,3522068821.0,35.2
20251,발달상권,강서구청,3520512693.0,35.2
20222,발달상권,광화문역,3520261527.0,35.2
20242,발달상권,포이사거리(삼호물산),3516223412.0,35.2
20231,발달상권,강서구청,3516207359.0,35.2
20251,발달상권,발산역(마곡),3510434501.0,35.1
20233,발달상권,약수역,3500890916.0,35.0
20242,골목상권,장안1동주민센터,3491142493.0,34.9
20253,골목상권,장안1동주민센터,3490993527.0,34.9
20242,발달상권,신당역,3486131205.0,34.9
20231,발달상권,노원역,3484649457.0,34.8
20243,발달상권,구로디지털단지역,3478637132.0,34.8
20233,발달상권,신당역,3477185756.0,34.8
20223,골목상권,마포구청역 1번,3469444236.0,34.7
20252,발달상권,국회의사당역(국회의사당),3465575165.0,34.7
20232,발달상권,포이사거리(삼호물산),3463384451.0,34.6
20234,발달상권,몽촌토성역,3462807261.0,34.6
20223,발달상권,청량리역(청량리),3458706996.0,34.6
20244,발달상권,국회의사당역(국회의사당),3447339803.0,34.5
20253,발달상권,방이동먹자골목,3445188749.0,34.5
20242,발달상권,국회의사당역(국회의사당),3445099561.0,34.5
20233,발달상권,몽촌토성역,3441819947.0,34.4
20243,발달상권,서초3동사거리,3438472395.0,34.4
20253,발달상권,국회의사당역(국회의사당),3434872056.0,34.3
20243,발달상권,몽촌토성역,3431686790.0,34.3
20224,골목상권,성수초등학교,3413810677.0,34.1
20243,발달상권,국회의사당역(국회의사당),3412515492.0,34.1
20233,발달상권,구로디지털단지역,3407081271.0,34.1
20253,발달상권,광화문역,3399766380.0,34.0
20234,발달상권,합정역,3398020138.0,34.0
20252,발달상권,합정역,3397165804.0,34.0
20244,발달상권,방이동먹자골목,3396936404.0,34.0
20241,발달상권,포이사거리(삼호물산),3394093554.0,33.9
20242,골목상권,신대방역 4번,3391897935.0,33.9
20242,발달상권,구로디지털단지역,3391636586.0,33.9
20244,발달상권,몽촌토성역,3390360764.0,33.9
20222,발달상권,경복아파트교차로,3388783465.0,33.9
20224,발달상권,언주역(차병원),3387283546.0,33.9
20221,발달상권,가락시장역,3376370611.0,33.8
20252,골목상권,장안1동주민센터,3376315765.0,33.8
20244,발달상권,포이사거리(삼호물산),3373190907.0,33.7
20224,발달상권,합정역,3373009797.0,33.7
20244,발달상권,광화문역,3369664752.0,33.7
20251,발달상권,노원역,3367582862.0,33.7
20232,발달상권,신당역,3363957748.0,33.6
20222,골목상권,성수초등학교,3359093496.0,33.6
20233,발달상권,길동역,3352660707.0,33.5
20252,발달상권,방이동먹자골목,3349534246.0,33.5
20243,발달상권,목동신시가지,3347175109.0,33.5
20241,발달상권,광화문역,3344693802.0,33.4
20221,발달상권,국회의사당역(국회의사당),3344426140.0,33.4
20251,골목상권,까치산역 3번,3342241478.0,33.4
20223,발달상권,청담사거리(청담동명품거리),3341787286.0,33.4
20244,발달상권,합정역,3341098540.0,33.4
20221,발달상권,합정역,3338947098.0,33.4
20221,발달상권,신사역,3337024624.0,33.4
20223,발달상권,언주역(차병원),3336890475.0,33.4
20244,발달상권,가로수길,3335459402.0,33.4
20241,발달상권,구로디지털단지역,3335337733.0,33.4
20234,발달상권,강서구청,3334437217.0,33.3
20224,발달상권,북창동(시청역_6번),3334132497.0,33.3
20231,발달상권,가로수길,3327584491.0,33.3
20233,골목상권,성수초등학교,3326490139.0,33.3
20221,발달상권,강서구청,3325528467.0,33.3
20242,발달상권,몽촌토성역,3324764879.0,33.2
20243,발달상권,사당역(사당),3323743860.0,33.2
20232,발달상권,방이동먹자골목,3321531997.0,33.2
20233,발달상권,강남을지병원,3316427192.0,33.2
20223,발달상권,포이사거리(삼호물산),3316144646.0,33.2
20252,발달상권,가로수길,3313519126.0,33.1
20232,발달상권,언주역(차병원),3312018511.0,33.1
20223,발달상권,몽촌토성역,3311156982.0,33.1
20233,발달상권,사당역(사당),3310846973.0,33.1
20242,발달상권,합정역,3309910704.0,33.1
20234,발달상권,국회의사당역(국회의사당),3307398824.0,33.1
20224,발달상권,포이사거리(삼호물산),3305528767.0,33.1
20221,발달상권,노원역,3304618601.0,33.0
20244,발달상권,서초3동사거리,3303386933.0,33.0
20224,골목상권,마포구청역 1번,3299092419.0,33.0
20223,발달상권,명동(명동거리),3298835082.0,33.0
20231,발달상권,광화문역,3297461744.0,33.0
20234,발달상권,사당역(사당),3297307498.0,33.0
20223,발달상권,신당역,3291868100.0,32.9
20224,발달상권,길동역,3291746003.0,32.9
20232,발달상권,약수역,3291669880.0,32.9
20253,발달상권,목동신시가지,3289411455.0,32.9
20222,발달상권,길동역,3288390933.0,32.9
20233,골목상권,신대방역 4번,3287137494.0,32.9
20222,발달상권,신당역,3274498745.0,32.7
20251,발달상권,가락시장역,3271768648.0,32.7
20241,발달상권,강서구청,3270038544.0,32.7
20224,발달상권,신당역,3269548946.0,32.7
20234,골목상권,신대방역 4번,3267650329.0,32.7
20221,발달상권,포이사거리(삼호물산),3266508205.0,32.7
20233,발달상권,강남구청역,3264661862.0,32.6
20231,골목상권,성수초등학교,3263795772.0,32.6
20253,발달상권,경복아파트교차로,3262303165.0,32.6
20243,발달상권,언주역(차병원),3259729662.0,32.6
20221,골목상권,마포구청역 1번,3259351265.0,32.6
20234,발달상권,방이동먹자골목,3257847777.0,32.6
20244,골목상권,장안1동주민센터,3254477084.0,32.5
20223,발달상권,신설동역,3253030674.0,32.5
20253,발달상권,사당역(사당),3240842627.0,32.4
20222,발달상권,몽촌토성역,3239185252.0,32.4
20231,발달상권,언주역(차병원),3235110154.0,32.4
20252,발달상권,광화문역,3233168919.0,32.3
20232,발달상권,길동역,3232530141.0,32.3
20233,발달상권,목동신시가지,3229660938.0,32.3
20251,발달상권,경복아파트교차로,3228772723.0,32.3
20231,발달상권,합정역,3225740557.0,32.3
20222,발달상권,청량리역(청량리),3224379343.0,32.2
20223,골목상권,이화달팽이길,3223718148.0,32.2
20223,발달상권,길동역,3220932544.0,32.2
20242,발달상권,사당역(사당),3220460127.0,32.2
20244,발달상권,신당역,3215357342.0,32.2
20223,발달상권,강남구청역,3213991989.0,32.1
20221,발달상권,서울역,3212828248.0,32.1
20241,발달상권,몽촌토성역,3211843744.0,32.1
20243,발달상권,신사역,3211434008.0,32.1
20221,발달상권,방이동먹자골목,3200209411.0,32.0
20242,발달상권,신사역,3198519142.0,32.0
20232,발달상권,목동신시가지,3194842114.0,31.9
20243,발달상권,길동역,3192916461.0,31.9
20222,골목상권,마포구청역 1번,3191858899.0,31.9
20253,발달상권,서초3동사거리,3191531386.0,31.9
20223,발달상권,경복아파트교차로,3189472340.0,31.9
20244,발달상권,사당역(사당),3188945467.0,31.9
20252,발달상권,경복아파트교차로,3186838389.0,31.9
20224,발달상권,강남구청역,3182200174.0,31.8
20222,발달상권,포이사거리(삼호물산),3181404848.0,31.8
20243,발달상권,신당역,3180746815.0,31.8
20241,골목상권,신대방역 4번,3179954193.0,31.8
20233,발달상권,방이동먹자골목,3178843536.0,31.8
20223,골목상권,문래예술촌(문래창작촌),3177564480.0,31.8
20232,발달상권,강남구청역,3177196546.0,31.8
20241,발달상권,신당역,3176089353.0,31.8
20232,발달상권,선정릉역,3175201636.0,31.8
20244,발달상권,경복아파트교차로,3173482831.0,31.7
20223,발달상권,사당역(사당),3171373968.0,31.7
20243,발달상권,종각역,3169493647.0,31.7
20232,발달상권,청담사거리(청담동명품거리),3164628165.0,31.6
20253,발달상권,신당역,3162502345.0,31.6
20253,골목상권,이화달팽이길,3162204034.0,31.6
20234,발달상권,길동역,3161889845.0,31.6
20233,골목상권,이화달팽이길,3155528708.0,31.6
20253,발달상권,길동역,3153276014.0,31.5
20253,발달상권,가로수길,3153273762.0,31.5
20231,발달상권,몽촌토성역,3152374796.0,31.5
20221,발달상권,경복아파트교차로,3150558512.0,31.5
20243,발달상권,신설동역,3148368230.0,31.5
20243,골목상권,신대방역 4번,3147936321.0,31.5
20234,발달상권,언주역(차병원),3147221486.0,31.5
20221,발달상권,몽촌토성역,3147092852.0,31.5
20224,발달상권,청담사거리(청담동명품거리),3145531798.0,31.5
20222,발달상권,청담사거리(청담동명품거리),3144121011.0,31.4
20243,발달상권,강남을지병원,3142675788.0,31.4
20241,골목상권,장안1동주민센터,3142341902.0,31.4
20233,발달상권,신설동역,3141473269.0,31.4
20222,발달상권,강남구청역,3132854300.0,31.3
20244,발달상권,길동역,3128031372.0,31.3
20232,골목상권,이화달팽이길,3127791618.0,31.3
20243,발달상권,청담사거리(청담동명품거리),3127595057.0,31.3
20234,발달상권,강남구청역,3124594047.0,31.2
20252,발달상권,목동신시가지,3123920727.0,31.2
20241,발달상권,방이동먹자골목,3122657563.0,31.2
20223,발달상권,약수역,3120482033.0,31.2
20252,발달상권,사당역(사당),3115996125.0,31.2
20242,발달상권,종각역,3113094276.0,31.1
20222,발달상권,신설동역,3109351910.0,31.1
20224,발달상권,신설동역,3108824904.0,31.1
20232,발달상권,신설동역,3107576079.0,31.1
20243,골목상권,까치산역 3번,3099464109.0,31.0
20242,골목상권,이화달팽이길,3098712331.0,31.0
20244,발달상권,구로디지털단지역,3098089119.0,31.0
20252,발달상권,서초3동사거리,3098034459.0,31.0
20242,발달상권,언주역(차병원),3096993143.0,31.0
20233,골목상권,마포구청역 1번,3093321291.0,30.9
20243,골목상권,이화달팽이길,3088821724.0,30.9
20234,골목상권,성수초등학교,3087110605.0,30.9
20242,발달상권,길동역,3086733693.0,30.9
20253,발달상권,몽촌토성역,3086721950.0,30.9
20251,발달상권,방이동먹자골목,3084838702.0,30.8
20253,발달상권,구로디지털단지역,3082343022.0,30.8
20251,발달상권,가로수길,3081609895.0,30.8
20224,발달상권,약수역,3081109774.0,30.8
20221,발달상권,길동역,3079841341.0,30.8
20241,발달상권,합정역,3077083612.0,30.8
20252,발달상권,종각역,3076715450.0,30.8
20223,발달상권,연신내역,3074941027.0,30.7
20252,골목상권,까치산역 3번,3071656060.0,30.7
20233,발달상권,청담사거리(청담동명품거리),3069609997.0,30.7
20244,발달상권,신사역,3068430350.0,30.7
20253,발달상권,연신내역,3067899216.0,30.7
20234,발달상권,신당역,3063613712.0,30.6
20242,발달상권,신설동역,3062770418.0,30.6
20244,발달상권,종각역,3061769210.0,30.6
20233,골목상권,문래예술촌(문래창작촌),3061408435.0,30.6
20223,발달상권,본서부병원,3058489207.0,30.6
20243,골목상권,성수초등학교,3056738103.0,30.6
20251,발달상권,몽촌토성역,3055199803.0,30.6
20231,발달상권,방이동먹자골목,3054998893.0,30.5
20234,발달상권,약수역,3053080851.0,30.5
20234,발달상권,강남을지병원,3053046977.0,30.5
20221,관광특구,종로·청계 관광특구,3050784376.0,30.5
20233,발달상권,선정릉역,3050747432.0,30.5
20253,발달상권,선정릉역,3046621524.0,30.5
20244,골목상권,이화달팽이길,3045898769.0,30.5
20253,발달상권,강남을지병원,3044629169.0,30.4
20231,발달상권,북창동(시청역_6번),3044555499.0,30.4
20222,발달상권,연신내역,3044476015.0,30.4
20232,발달상권,사당역(사당),3042441727.0,30.4
20231,발달상권,강남을지병원,3040012577.0,30.4
20223,발달상권,서초3동사거리,3037023660.0,30.4
20234,발달상권,종각역,3034543631.0,30.3
20231,발달상권,강남구청역,3034140656.0,30.3
20223,발달상권,북창동(시청역_6번),3032399278.0,30.3
20222,발달상권,사당역(사당),3030590563.0,30.3
20252,발달상권,구로디지털단지역,3030194529.0,30.3
20244,발달상권,언주역(차병원),3023114671.0,30.2
20231,발달상권,신당역,3019567936.0,30.2
20244,발달상권,목동신시가지,3015502246.0,30.2
20221,골목상권,성수초등학교,3006669801.0,30.1
20252,발달상권,몽촌토성역,3006064371.0,30.1
20232,발달상권,강남을지병원,3004706756.0,30.0
20242,골목상권,성수초등학교,3004512366.0,30.0
20253,발달상권,포이사거리(삼호물산),3000676961.0,30.0
20232,골목상권,마포구청역 1번,3000198642.0,30.0
20252,발달상권,신사역,2997730864.0,30.0
20251,골목상권,장안1동주민센터,2996554882.0,30.0
20232,발달상권,본서부병원,2992129296.0,29.9
20222,골목상권,이화달팽이길,2991643101.0,29.9
20241,발달상권,사당역(사당),2990906437.0,29.9
20244,골목상권,신대방역 4번,2988466337.0,29.9
20223,발달상권,선정릉역,2982666057.0,29.8
20231,골목상권,마포구청역 1번,2981337775.0,29.8
20232,발달상권,북창동(시청역_6번),2981009305.0,29.8
20242,발달상권,목동신시가지,2980549759.0,29.8
20252,발달상권,선정릉역,2978324831.0,29.8
20243,발달상권,을지로입구역,2978288264.0,29.8
20252,발달상권,길동역,2975741072.0,29.8
20242,발달상권,강남을지병원,2970905486.0,29.7
20241,골목상권,성수초등학교,2966239984.0,29.7
20231,발달상권,길동역,2964065608.0,29.6
20232,발달상권,연신내역,2962125154.0,29.6
20233,발달상권,북창동(시청역_6번),2961545210.0,29.6
20222,골목상권,문래예술촌(문래창작촌),2959274952.0,29.6
20234,발달상권,신설동역,2958919052.0,29.6
20233,발달상권,서초3동사거리,2954554923.0,29.5
20222,발달상권,본서부병원,2954215861.0,29.5
20242,발달상권,청담사거리(청담동명품거리),2951883324.0,29.5
20234,발달상권,미아사거리역,2951174134.0,29.5
20232,발달상권,보라매공원,2944630632.0,29.4
20224,골목상권,문래예술촌(문래창작촌),2937498655.0,29.4
20252,골목상권,이화달팽이길,2934479033.0,29.3
20241,발달상권,종각역,2933851921.0,29.3
20243,발달상권,경복아파트교차로,2931842946.0,29.3
20242,발달상권,충무로역,2930865859.0,29.3
20222,발달상권,언주역(차병원),2928996774.0,29.3
20231,발달상권,약수역,2924774497.0,29.2
20251,발달상권,서초3동사거리,2920976082.0,29.2
20242,발달상권,연신내역,2919786622.0,29.2
20252,발달상권,신당역,2919748560.0,29.2
20221,발달상권,강남구청역,2918854636.0,29.2
20222,발달상권,약수역,2918717176.0,29.2
20224,발달상권,사당역(사당),2918688213.0,29.2
20231,발달상권,청량리역(청량리),2916005347.0,29.2
20253,발달상권,언주역(차병원),2915987534.0,29.2
20243,발달상권,강남구청역,2915745532.0,29.2
20243,발달상권,선정릉역,2913656524.0,29.1
20234,골목상권,이화달팽이길,2913582086.0,29.1
20253,골목상권,까치산역 3번,2912507953.0,29.1
20223,발달상권,양재역,2909559131.0,29.1
20251,발달상권,사당역(사당),2909251395.0,29.1
20223,발달상권,목동역 8번출구,2909232517.0,29.1
20224,발달상권,경복아파트교차로,2907588072.0,29.1
20251,발달상권,신사역,2907221102.0,29.1
20224,발달상권,본서부병원,2906380917.0,29.1
20223,발달상권,보라매공원,2904556243.0,29.0
20244,발달상권,청담사거리(청담동명품거리),2896348893.0,29.0
20234,발달상권,충무로역,2895945304.0,29.0
20234,발달상권,청담사거리(청담동명품거리),2891711864.0,28.9
20252,발달상권,강남을지병원,2891329915.0,28.9
20244,발달상권,선정릉역,2887683153.0,28.9
20222,발달상권,선정릉역,2886643803.0,28.9
20241,발달상권,강남구청역,2884750901.0,28.8
20251,발달상권,길동역,2883311275.0,28.8
20251,발달상권,국회의사당역(국회의사당),2880432783.0,28.8
20242,발달상권,강남구청역,2877030020.0,28.8
20231,발달상권,신설동역,2875367125.0,28.8
20233,발달상권,본서부병원,2871911849.0,28.7
20243,발달상권,화곡역,2868916479.0,28.7
20243,발달상권,연신내역,2868748569.0,28.7
20241,발달상권,길동역,2868368165.0,28.7
20242,발달상권,화곡역,2866923767.0,28.7
20224,발달상권,목동신시가지,2866432427.0,28.7
