기준_년분기_코드,상권구분_코드,상권구분_명,상권_코드,상권_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액
20222,A,골목상권,3110230,장안현대홈타운1차아파트,1507681218.0,200706.0,1045178870.0,462502348.0
20222,A,골목상권,3110724,금천구립가산도서관,576642458.0,83913.0,402171129.0,174471329.0
20222,A,골목상권,3111078,굽은다리역 4번,668224301.0,99143.0,457235136.0,210989165.0
20222,U,관광특구,3001496,강남 마이스 관광특구,4494458914.0,379815.0,3264594017.0,1229864897.0
20222,D,발달상권,3120215,포스코사거리,4624145736.0,813407.0,4004513000.0,619632736.0
20222,D,발달상권,3120246,길동역,3288390933.0,488309.0,2329732548.0,958658385.0
20222,A,골목상권,3111089,상일여고(상일초등학교),587114823.0,83951.0,426196093.0,160918730.0
20222,A,골목상권,3110080,해방촌예술마을,171395653.0,26179.0,112346307.0,59049346.0
20222,D,발달상권,3120082,상계백병원,1392028662.0,146802.0,974029424.0,417999238.0
20222,A,골목상권,3110578,대흥역 2번,263537490.0,50778.0,188036454.0,75501036.0
20222,D,발달상권,3120189,강남역,17415632556.0,2863607.0,13194881772.0,4220750784.0
20222,D,발달상권,3120247,굽은다리역,431689422.0,68762.0,300398595.0,131290827.0
20222,A,골목상권,3111069,천호1동주민센터,366710985.0,55748.0,252704970.0,114006015.0
20222,D,발달상권,3120114,목동신시가지,2561280588.0,523004.0,1921356644.0,639923944.0
20222,A,골목상권,3110626,양화초등학교,112640824.0,16902.0,80775494.0,31865330.0
20222,R,전통시장,3130236,비단길현대시장(현대시장),234091216.0,34188.0,166709842.0,67381374.0
20222,A,골목상권,3110753,시흥동 은행나무사거리,1673724361.0,242942.0,1204914057.0,468810304.0
20222,D,발달상권,3120166,방배역,1885991287.0,293477.0,1371652734.0,514338553.0
20222,D,발달상권,3120185,논현역,2577766836.0,439727.0,2037288655.0,540478181.0
20222,A,골목상권,3110261,사가정역 4번,310957975.0,49229.0,211892711.0,99065264.0
20222,A,골목상권,3110460,구산역 4번,457227488.0,77608.0,325255998.0,131971490.0
20222,A,골목상권,3110918,방배역 3번,706923765.0,98802.0,497633554.0,209290211.0
20222,R,전통시장,3130068,마장축산물시장,867547949.0,115014.0,674552844.0,192995105.0
20222,A,골목상권,3110450,시립서북병원,1692844618.0,239207.0,1198183194.0,494661424.0
20222,A,골목상권,3110778,구로디지털단지역 4번,259198189.0,29120.0,177607516.0,81590673.0
20222,D,발달상권,3120139,대림3동사거리,2272423147.0,334286.0,1698444328.0,573978819.0
20222,D,발달상권,3120173,교대역(법원.검찰청),5009699253.0,932729.0,4025694461.0,984004792.0
20222,A,골목상권,3110136,경수초등학교,164176187.0,30556.0,160239701.0,3936486.0
20222,D,발달상권,3120109,서울남부지방법원,102879849.0,16872.0,78120517.0,24759332.0
20222,A,골목상권,3110112,행당역 2번,301200240.0,44175.0,201345584.0,99854656.0
20222,A,골목상권,3110760,선유도역 6번,305570211.0,53304.0,272082261.0,33487950.0
20222,R,전통시장,3130241,선유도역 골목형상점가,208981785.0,36185.0,159159708.0,49822077.0
20222,A,골목상권,3110660,등촌3동주민센터,607765503.0,112896.0,470119976.0,137645527.0
20222,A,골목상권,3110319,종암동주민센터,91948488.0,18303.0,68732806.0,23215682.0
20222,D,발달상권,3120004,종로구청,1080032663.0,189568.0,882959735.0,197072928.0
20222,R,전통시장,3130313,방이시장,826968966.0,132381.0,587228232.0,239740734.0
20222,A,골목상권,3110836,상도역 5번,1320042049.0,231141.0,944758209.0,375283840.0
20222,D,발달상권,3120191,학동역,2623915115.0,409239.0,2138545810.0,485369305.0
20222,D,발달상권,3120033,을지로4가역,1208024725.0,172374.0,859154529.0,348870196.0
20222,D,발달상권,3120038,약수역,2918717176.0,390370.0,2107914623.0,810802553.0
20222,A,골목상권,3110362,우이천 계성교,952618306.0,138004.0,659627770.0,292990536.0
20222,A,골목상권,3110367,강북구청,337388377.0,49338.0,230828794.0,106559583.0
20222,D,발달상권,3120196,서울세관,771659921.0,113580.0,620853206.0,150806715.0
20222,A,골목상권,3110148,어린이대공원역 3번,230451176.0,40642.0,163571150.0,66880026.0
20222,D,발달상권,3120054,어린이대공원역,1815065664.0,323556.0,1320363762.0,494701902.0
20222,A,골목상권,3110572,서강대역 1번,884229929.0,152512.0,625069855.0,259160074.0
20222,A,골목상권,3110691,개봉중학교,306515656.0,37277.0,208581966.0,97933690.0
20222,A,골목상권,3110387,쌍문초등학교,946232189.0,116036.0,641028148.0,305204041.0
20222,A,골목상권,3110383,덕성여대시반거리,1050136301.0,189216.0,724402587.0,325733714.0
20222,D,발달상권,3120129,구로디지털단지,5494969638.0,866243.0,4875438348.0,619531290.0
20222,A,골목상권,3110226,장안1동주민센터,4070930496.0,522269.0,2912241961.0,1158688535.0
20222,A,골목상권,3111086,한영중고,150863107.0,24998.0,105689731.0,45173376.0
20222,R,전통시장,3130086,서울약령시장,224799586.0,29548.0,161858597.0,62940989.0
20222,A,골목상권,3110725,가산동주민센터,1655928104.0,222866.0,1157191034.0,498737070.0
20222,A,골목상권,3110864,신림우방아파트,1098707874.0,176318.0,757296232.0,341411642.0
20222,A,골목상권,3111059,강동역 4번(강풀만화거리),317764702.0,50944.0,234137577.0,83627125.0
20222,A,골목상권,3110562,연트럴파크(연남동주민센터),407733609.0,64305.0,280529116.0,127204493.0
20222,A,골목상권,3110059,새남터성지,652032441.0,97143.0,437243479.0,214788962.0
20222,A,골목상권,3110085,경리단길남측,1194871806.0,170381.0,812942132.0,381929674.0
20222,A,골목상권,3110439,당고개역 5번,717704669.0,115127.0,508403670.0,209300999.0
20222,A,골목상권,3110737,금천세무서,184429734.0,26280.0,131076049.0,53353685.0
20222,A,골목상권,3110744,독산동성당,687750551.0,84693.0,476609325.0,211141226.0
20222,A,골목상권,3110855,신대방역 2번,338215275.0,49122.0,233587247.0,104628028.0
20222,D,발달상권,3120159,서울대입구역,7653755360.0,844728.0,5334597880.0,2319157480.0
20222,A,골목상권,3110892,관악구 중앙길,1860331375.0,292669.0,1321922163.0,538409212.0
20222,A,골목상권,3110254,오거리공원,648119903.0,96116.0,457810615.0,190309288.0
20222,D,발달상권,3120111,목동사거리,710474903.0,112221.0,501805980.0,208668923.0
20222,A,골목상권,3110618,강서고등학교,1030583649.0,142334.0,709461573.0,321122076.0
20222,A,골목상권,3110743,시흥초등학교(시흥1동우체국),407010051.0,59324.0,289216859.0,117793192.0
20222,A,골목상권,3110740,금천해태공원,228025099.0,34760.0,161854491.0,66170608.0
20222,D,발달상권,3120187,신논현역,5630163136.0,930194.0,4176509911.0,1453653225.0
20222,D,발달상권,3120047,한남오거리,979992379.0,127092.0,691892363.0,288100016.0
20222,A,골목상권,3110124,뚝섬역교차로,819972475.0,133368.0,679145877.0,140826598.0
20222,A,골목상권,3110929,남부터미널역 1번,160627163.0,22654.0,112382231.0,48244932.0
20222,D,발달상권,3120204,르네상스호텔사거리,1902578367.0,280853.0,1516243541.0,386334826.0
20222,A,골목상권,3110137,성수초등학교,3359093496.0,620257.0,2898538396.0,460555100.0
20222,A,골목상권,3110480,연신내역 3번,141005252.0,21669.0,94501100.0,46504152.0
20222,A,골목상권,3110611,신정역 1번,581680845.0,78927.0,401524302.0,180156543.0
20222,D,발달상권,3120001,서대문역,850416973.0,147234.0,697492625.0,152924348.0
20222,A,골목상권,3110312,안암역 2번,392133515.0,83324.0,320179994.0,71953521.0
20222,A,골목상권,3110468,응암역 3번,922525786.0,127624.0,659373182.0,263152604.0
20222,A,골목상권,3110325,장곡초등학교,902981560.0,131990.0,588303610.0,314677950.0
20222,A,골목상권,3110299,정릉역 1번,367553049.0,48998.0,261409522.0,106143527.0
20222,D,발달상권,3120122,강서구청,3852709175.0,475083.0,2666974056.0,1185735119.0
20222,D,발달상권,3120009,종로3가역,4738703718.0,779553.0,3172120588.0,1566583130.0
20222,A,골목상권,3110289,북한산보국문역 2번,278772337.0,42749.0,192844499.0,85927838.0
20222,A,골목상권,3110496,모래내우체국,251917890.0,36812.0,171258410.0,80659480.0
20222,A,골목상권,3111021,방이역 4번,963007773.0,164770.0,691020497.0,271987276.0
20222,A,골목상권,3110942,염곡동 구룡사(포이동성당),386864743.0,52802.0,282949358.0,103915385.0
20222,D,발달상권,3120015,종로6가,483475198.0,75350.0,383429444.0,100045754.0
20222,A,골목상권,3111019,한성백제역 3번,388074570.0,56691.0,271363299.0,116711271.0
20222,A,골목상권,3110001,이북5도청사,368225218.0,51482.0,240950613.0,127274605.0
20222,A,골목상권,3110162,군자역 4번,400183996.0,58843.0,280235553.0,119948443.0
20222,R,전통시장,3130271,남성역골목시장,39000000.0,6192.0,26655965.0,12344035.0
20222,A,골목상권,3111008,석촌고분역 3번,189808000.0,30989.0,133766551.0,56041449.0
20222,A,골목상권,3111012,석촌역 6번,209416106.0,30151.0,143844225.0,65571881.0
20222,A,골목상권,3110821,보라매역 2번,282817308.0,42461.0,191559052.0,91258256.0
20222,D,발달상권,3120026,을지로입구역,2413977627.0,491915.0,2246229065.0,167748562.0
20222,A,골목상권,3110992,도곡초등학교,1002844326.0,194759.0,693553517.0,309290809.0
20222,A,골목상권,3110394,방학중학교,397031463.0,57543.0,281313998.0,115717465.0
20222,A,골목상권,3110542,마포구청역 7번,497818939.0,82876.0,369490249.0,128328690.0
20222,D,발달상권,3120158,녹두거리(대학동),1401333792.0,227408.0,972368493.0,428965299.0
20222,R,전통시장,3130035,방산종합시장(방산시장),256243550.0,43042.0,236844141.0,19399409.0
20222,A,골목상권,3110568,광흥창역 1번,1168708885.0,177356.0,816041178.0,352667707.0
20222,A,골목상권,3110575,대흥동주민센터,36680387.0,5104.0,25056236.0,11624151.0
20221,A,골목상권,3110285,홍대부중,116239796.0,15886.0,88926065.0,27313731.0
20221,D,발달상권,3120119,발산역(마곡),3919354818.0,516489.0,2989976913.0,929377905.0
20221,A,골목상권,3110648,양천향교역 7번,1599224499.0,198483.0,1179320296.0,419904203.0
20221,D,발달상권,3120004,종로구청,1249346400.0,207043.0,1026050385.0,223296015.0
20221,D,발달상권,3120059,구삼강변맛길,649825153.0,112724.0,455381725.0,194443428.0
20221,A,골목상권,3110325,장곡초등학교,785907608.0,102229.0,554589119.0,231318489.0
20221,D,발달상권,3120145,영등포역(영등포),5633809073.0,534297.0,3491784253.0,2142024820.0
20221,D,발달상권,3120214,영동대교남단교차로,881370012.0,101616.0,634030918.0,247339094.0
20221,A,골목상권,3110499,연가초등학교,600941028.0,76410.0,398911961.0,202029067.0
20221,A,골목상권,3110163,성자초등학교,384805659.0,51814.0,278068289.0,106737370.0
20221,D,발달상권,3120180,양재화물트럭터미널앞,370458376.0,55806.0,342445897.0,28012479.0
20221,D,발달상권,3120039,신당역,2705570659.0,306234.0,2035225759.0,670344900.0
20221,A,골목상권,3110651,화원중학교,2151718984.0,256439.0,1535467514.0,616251470.0
20221,A,골목상권,3110977,논현로18길,214770286.0,25753.0,161901571.0,52868715.0
20221,A,골목상권,3110835,상도역 1번,69770965.0,10326.0,51158787.0,18612178.0
20221,A,골목상권,3110038,경향신문사,395037083.0,42838.0,324191245.0,70845838.0
20221,A,골목상권,3110056,신당역 3번,509990106.0,79425.0,380698040.0,129292066.0
20221,A,골목상권,3110572,서강대역 1번,797907371.0,116605.0,562793934.0,235113437.0
20221,D,발달상권,3120196,서울세관,709527757.0,95774.0,564641635.0,144886122.0
20221,D,발달상권,3120079,창동역,1743509103.0,210910.0,1252481245.0,491027858.0
20221,A,골목상권,3111015,석촌역 3번,472111706.0,65206.0,328987191.0,143124515.0
20221,A,골목상권,3110387,쌍문초등학교,906466463.0,107975.0,630321600.0,276144863.0
20221,R,전통시장,3130153,창동역상점가,1057544274.0,169774.0,767653969.0,289890305.0
20221,D,발달상권,3120101,합정역,3338947098.0,442191.0,2613263569.0,725683529.0
20221,A,골목상권,3110863,난우초등학교,308309848.0,44449.0,222010338.0,86299510.0
20221,A,골목상권,3110566,경의선책거리,1159831219.0,163547.0,813475779.0,346355440.0
20221,D,발달상권,3120123,오류동역,5161748699.0,469240.0,3624192541.0,1537556158.0
20221,D,발달상권,3120213,삼성중앙역,1674945019.0,225879.0,1338224059.0,336720960.0
20221,A,골목상권,3110549,새터산,413742754.0,61125.0,289967548.0,123775206.0
20221,D,발달상권,3120224,수서역,6722268682.0,1352139.0,5098281641.0,1623987041.0
20221,R,전통시장,3130246,영등포청과시장(조광시장),164607135.0,24364.0,136177618.0,28429517.0
20221,D,발달상권,3120114,목동신시가지,2574048428.0,471866.0,1960846858.0,613201570.0
20221,D,발달상권,3120243,천호역,3802662322.0,586543.0,2724186438.0,1078475884.0
20221,A,골목상권,3110467,은평요양병원,381806145.0,47236.0,263695804.0,118110341.0
20221,A,골목상권,3110594,신월중학교,398585795.0,53832.0,278816851.0,119768944.0
20221,R,전통시장,3130205,신곡종합시장(신월6동 골목시장),261210824.0,33616.0,185414947.0,75795877.0
20221,D,발달상권,3120139,대림3동사거리,2103167667.0,287058.0,1554204385.0,548963282.0
20221,A,골목상권,3110916,내방역 4번,131977260.0,18112.0,92761533.0,39215727.0
20222,A,골목상권,3110404,신창초등학교,460901055.0,50936.0,325315520.0,135585535.0
20222,A,골목상권,3110545,마포구청역 1번,3191858899.0,432070.0,2281703505.0,910155394.0
20222,D,발달상권,3120210,선릉역,12448425085.0,1723289.0,9961659578.0,2486765507.0
20222,A,골목상권,3111077,길동주민센터(강동도서관),774343693.0,114256.0,526956502.0,247387191.0
20222,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,11723724244.0,1877320.0,9565005284.0,2158718960.0
20222,A,골목상권,3110729,가산동우체국,1224165796.0,172031.0,861692517.0,362473279.0
20222,D,발달상권,3120245,둔촌역,1757214874.0,245600.0,1257470321.0,499744553.0
20222,A,골목상권,3110727,독산역 1번 출입구,160763476.0,25942.0,125796971.0,34966505.0
20222,A,골목상권,3110278,망우본동주민센터,563119651.0,90559.0,388445736.0,174673915.0
20222,A,골목상권,3110748,백산초등학교,77460704.0,10400.0,52628583.0,24832121.0
20222,R,전통시장,3130290,영림시장,321740845.0,59230.0,229717075.0,92023770.0
20222,A,골목상권,3110897,서울대입구역 8번,158162475.0,25574.0,109625910.0,48536565.0
20222,D,발달상권,3120167,고속터미널(고속터미널역),384909429.0,79004.0,242096298.0,142813131.0
20222,D,발달상권,3120170,삼호가든사거리,579713603.0,112746.0,417472804.0,162240799.0
20222,D,발달상권,3120156,"총신대입구역(이수, 총신대)",854741078.0,153026.0,610729250.0,244011828.0
20222,R,전통시장,3130069,"한양대앞상점가(한양시장, 왕십리맛골목)",695742015.0,90425.0,498693834.0,197048181.0
20222,A,골목상권,3110249,중화역 1번,115270652.0,20917.0,82986678.0,32283974.0
20222,A,골목상권,3110233,중랑역 1번,177000000.0,25206.0,122741783.0,54258217.0
20222,D,발달상권,3120162,방배동카페골목,544300968.0,86767.0,400684074.0,143616894.0
20222,D,발달상권,3120072,성신여대,998334880.0,188236.0,696569862.0,301765018.0
20222,A,골목상권,3110473,구산역 1번,261610601.0,33809.0,179648269.0,81962332.0
20222,A,골목상권,3110997,대청초등학교,1124331200.0,170089.0,789505497.0,334825703.0
20222,D,발달상권,3120208,청담사거리(청담동명품거리),3144121011.0,410239.0,2379184016.0,764936995.0
20222,A,골목상권,3110138,송정체육공원,713361027.0,103410.0,478678549.0,234682478.0
20222,A,골목상권,3110452,새절역 3번,345033438.0,57689.0,251878120.0,93155318.0
20222,D,발달상권,3120091,본서부병원,2954215861.0,162941.0,2037950129.0,916265732.0
20222,D,발달상권,3120169,서초역,1994523670.0,369422.0,1711237739.0,283285931.0
20222,D,발달상권,3120237,경찰병원역,1664344925.0,266075.0,1277032697.0,387312228.0
20222,A,골목상권,3110180,광진정보도서관,602899890.0,92675.0,447094858.0,155805032.0
20222,A,골목상권,3110449,증산역 3번,103833937.0,17021.0,73172638.0,30661299.0
20222,D,발달상권,3120060,강변역(테크노마트),1817995306.0,162552.0,1227418933.0,590576373.0
20222,D,발달상권,3120236,장지역(가든파이브),1940544430.0,229568.0,1517769203.0,422775227.0
20222,D,발달상권,3120014,종로5가역,1213442032.0,214712.0,991681279.0,221760753.0
20222,A,골목상권,3110631,방화초등학교,195456004.0,27762.0,138818141.0,56637863.0
20222,A,골목상권,3111015,석촌역 3번,485957616.0,73954.0,340684762.0,145272854.0
20222,R,전통시장,3130051,동화동 골목형상점가,222000000.0,33459.0,177878299.0,44121701.0
20222,A,골목상권,3110359,수유시장옆,319725756.0,41952.0,226799467.0,92926289.0
20222,A,골목상권,3111034,오동나무공원(송파레미니스1단지),305776750.0,42678.0,222186862.0,83589888.0
20222,A,골목상권,3110403,방학1동주민센터,1322184734.0,185647.0,933692391.0,388492343.0
20222,A,골목상권,3111003,삼전역 4번,1233992136.0,178847.0,882604833.0,351387303.0
20222,A,골목상권,3110541,동교초등학교,632548408.0,84770.0,444689949.0,187858459.0
20222,A,골목상권,3110883,은천초등학교(은천교앞),120586254.0,19072.0,81810379.0,38775875.0
20222,A,골목상권,3110886,관악해태어린이공원,1101299009.0,184748.0,764392162.0,336906847.0
20221,A,골목상권,3110480,연신내역 3번,162228231.0,23852.0,114576482.0,47651749.0
20221,D,발달상권,3120110,목동역 8번출구,2324801540.0,327515.0,1705439410.0,619362130.0
20221,A,골목상권,3110971,선정릉역 4번,1335102753.0,160218.0,1005097844.0,330004909.0
20221,D,발달상권,3120201,도곡1동,605457454.0,80900.0,447577875.0,157879579.0
20221,U,관광특구,3001494,종로·청계 관광특구,3050784376.0,486592.0,2285244605.0,765539771.0
20221,D,발달상권,3120056,구의역,1022591707.0,156021.0,739666958.0,282924749.0
20221,A,골목상권,3110172,광진초등학교,829796954.0,112191.0,577125162.0,252671792.0
20221,A,골목상권,3110313,안암역 3번,616849842.0,102811.0,461732456.0,155117386.0
20221,D,발달상권,3120118,마곡역(마곡),517732609.0,76760.0,407136724.0,110595885.0
20221,D,발달상권,3120135,양평역,319969964.0,57790.0,281864826.0,38105138.0
20221,D,발달상권,3120179,양재역,2297132686.0,337907.0,1787921631.0,509211055.0
20221,A,골목상권,3110643,강서구다솔마을,140483254.0,17678.0,106770479.0,33712775.0
20221,D,발달상권,3120112,등촌역,2042757137.0,301112.0,1491970825.0,550786312.0
20221,D,발달상권,3120076,수유역,6379920688.0,900435.0,4524009023.0,1855911665.0
20221,R,전통시장,3130248,영등포역지하도상점가,714698623.0,113270.0,512482649.0,202215974.0
20221,A,골목상권,3110139,자양4동주민센터,921234498.0,122113.0,663443591.0,257790907.0
20221,A,골목상권,3110636,방화역 2번,295096951.0,38706.0,211067116.0,84029835.0
20221,A,골목상권,3111023,문정역 1번,1027788173.0,153311.0,760067106.0,267721067.0
20221,A,골목상권,3110640,방화역 1번,617842988.0,83506.0,439344849.0,178498139.0
20221,D,발달상권,3120236,장지역(가든파이브),1577654221.0,194114.0,1210660421.0,366993800.0
20221,A,골목상권,3110360,수유초등학교,741413202.0,91481.0,526874674.0,214538528.0
20221,A,골목상권,3110141,건대입구역 1번,559903051.0,78634.0,393977162.0,165925889.0
20221,A,골목상권,3110515,홍은중학교,8017951.0,1344.0,4348756.0,3669195.0
20221,A,골목상권,3110527,홍제역 2번,540333952.0,72681.0,396231741.0,144102211.0
20221,A,골목상권,3110544,망리단길,820806728.0,104902.0,577381654.0,243425074.0
20221,R,전통시장,3130146,쌍문시장(쌍문역골목시장),406289860.0,56672.0,301660376.0,104629484.0
20221,A,골목상권,3110722,G타워,917027639.0,127533.0,654084230.0,262943409.0
20221,A,골목상권,3111038,보인중학교,530087076.0,79397.0,382126026.0,147961050.0
20221,R,전통시장,3130191,홍대 걷고싶은 거리,1422283821.0,248901.0,930773341.0,491510480.0
20221,A,골목상권,3110399,창2동주민센터,1126580845.0,156360.0,794890445.0,331690400.0
20221,A,골목상권,3111031,장지동주민센터(한림연예예술고교),723641304.0,98032.0,547342796.0,176298508.0
20221,A,골목상권,3110085,경리단길남측,955898378.0,116513.0,682587894.0,273310484.0
20221,R,전통시장,3130095,청량리전통시장,429644825.0,68167.0,300280214.0,129364611.0
20221,D,발달상권,3120064,경희대학교(경희대),436698820.0,65397.0,310704513.0,125994307.0
20221,A,골목상권,3110219,삼육보건대학교,1154754707.0,154988.0,803620419.0,351134288.0
20221,A,골목상권,3110724,금천구립가산도서관,589334008.0,78147.0,406193513.0,183140495.0
20221,A,골목상권,3110729,가산동우체국,1180278197.0,150031.0,844833278.0,335444919.0
20221,A,골목상권,3111083,GS강동자이아파트,404273563.0,59121.0,289342298.0,114931265.0
20221,A,골목상권,3110278,망우본동주민센터,461059444.0,72744.0,321439474.0,139619970.0
20221,A,골목상권,3110578,대흥역 2번,232272970.0,40180.0,169049040.0,63223930.0
20221,A,골목상권,3110250,화랑대역 7번,212823594.0,29873.0,146504717.0,66318877.0
20221,A,골목상권,3110750,시흥4동주민센터(서울신흥초등학교),153572685.0,19020.0,110667317.0,42905368.0
20221,D,발달상권,3120195,성수대교남단,399382304.0,61929.0,310143420.0,89238884.0
20221,A,골목상권,3110913,방현초등학교(방배119안전센터),275520217.0,39277.0,232413654.0,43106563.0
20221,A,골목상권,3111026,문정역 2번,150592197.0,19937.0,109447567.0,41144630.0
20221,D,발달상권,3120003,광화문역,2640921558.0,466394.0,2134012868.0,506908690.0
20221,R,전통시장,3130067,왕십리도선동상점가,1110100862.0,130775.0,734093833.0,376007029.0
20221,A,골목상권,3110286,한성대입구역 5번,106091411.0,15605.0,77770483.0,28320928.0
20221,A,골목상권,3110787,신길3동주민센터,611798226.0,71019.0,417477915.0,194320311.0
20221,D,발달상권,3120166,방배역,1569511760.0,224559.0,1147524163.0,421987597.0
20221,D,발달상권,3120206,개나리아파트,1960781077.0,287165.0,1551981719.0,408799358.0
20221,R,전통시장,3130241,선유도역 골목형상점가,273466510.0,40999.0,210675343.0,62791167.0
20221,A,골목상권,3110997,대청초등학교,1191349722.0,164598.0,842805161.0,348544561.0
20221,A,골목상권,3110639,신방화역 8번,361740250.0,47907.0,258033596.0,103706654.0
20221,D,발달상권,3120011,종로4가,1106494690.0,179502.0,859907102.0,246587588.0
20221,A,골목상권,3110449,증산역 3번,107203418.0,16608.0,75726389.0,31477029.0
20221,A,골목상권,3110637,송정역 2번,285616006.0,47865.0,224482375.0,61133631.0
20221,A,골목상권,3110939,양재역 8번(양재동우체국),833790616.0,126474.0,636357228.0,197433388.0
20221,A,골목상권,3111042,거여역 1번(거여공원),534583006.0,72423.0,372157452.0,162425554.0
20221,A,골목상권,3110001,이북5도청사,324350737.0,39620.0,222353846.0,101996891.0
20221,D,발달상권,3120037,동대문역사문화공원역,5792143239.0,749262.0,4294725466.0,1497417773.0
20221,A,골목상권,3110631,방화초등학교,206804678.0,26659.0,143590742.0,63213936.0
20221,A,골목상권,3110820,성남고등학교,55312898.0,10268.0,41279470.0,14033428.0
20221,A,골목상권,3110942,염곡동 구룡사(포이동성당),327045474.0,40998.0,241632397.0,85413077.0
20221,D,발달상권,3120182,"양재시민의숲역(양재동꽃시장, aT센터)",751193020.0,117342.0,593552242.0,157640778.0
20221,D,발달상권,3120029,을지로2가,1111358019.0,72150.0,766686980.0,344671039.0
20221,A,골목상권,3110212,답십리초등학교,344993478.0,44258.0,242500855.0,102492623.0
20221,A,골목상권,3111019,한성백제역 3번,392450817.0,51422.0,276104841.0,116345976.0
20221,D,발달상권,3120028,명동(명동거리),1925249175.0,314752.0,1437709795.0,487539380.0
20221,A,골목상권,3110576,대흥역 3번,354387302.0,55006.0,266727247.0,87660055.0
20221,A,골목상권,3110646,푸른들청소년도서관,495595958.0,74017.0,346362340.0,149233618.0
20221,A,골목상권,3111007,석촌고분역 4번,1191695314.0,153006.0,839804376.0,351890938.0
20221,A,골목상권,3111006,석촌고분역 1번,947281919.0,116505.0,666225564.0,281056355.0
20221,D,발달상권,3120228,석촌역(석촌호수),1769071836.0,251280.0,1273776454.0,495295382.0
20221,A,골목상권,3110224,외대앞역 2번,201996464.0,31398.0,138934992.0,63061472.0
20221,A,골목상권,3110390,방학초등학교,444315824.0,65111.0,315777124.0,128538700.0
20221,A,골목상권,3110881,구립대학경로당(관악산샘말공원),1324944286.0,222676.0,918645715.0,406298571.0
20221,D,발달상권,3120043,서울역,3212828248.0,531457.0,2936829488.0,275998760.0
20221,D,발달상권,3120103,홍대입구역(홍대),4949148804.0,543631.0,3321530343.0,1627618461.0
20221,A,골목상권,3110424,상계초등학교,929576310.0,126553.0,651106099.0,278470211.0
20221,A,골목상권,3111085,묘곡초등학교(고덕아이파크아파트),906006758.0,128108.0,651845193.0,254161565.0
20221,A,골목상권,3110084,경리단길북측,102450963.0,11846.0,66446576.0,36004387.0
20221,A,골목상권,3110066,서울역 15번,1288509780.0,168376.0,934596286.0,353913494.0
20221,D,발달상권,3120249,고덕역,1224642172.0,145671.0,876898168.0,347744004.0
20221,A,골목상권,3111050,강동구청(강동구청역 2번),190000565.0,29483.0,144366989.0,45633576.0
20221,A,골목상권,3110420,광운대역 1번,694884150.0,93335.0,488212331.0,206671819.0
20221,A,골목상권,3110744,독산동성당,703677174.0,79583.0,495078745.0,208598429.0
20221,A,골목상권,3110743,시흥초등학교(시흥1동우체국),380700920.0,51148.0,268569585.0,112131335.0
20221,A,골목상권,3110753,시흥동 은행나무사거리,1536524327.0,203618.0,1097257454.0,439266873.0
20221,A,골목상권,3110124,뚝섬역교차로,764205027.0,115027.0,622744909.0,141460118.0
20221,R,전통시장,3130318,로데오거리상점가,1536254765.0,207211.0,1003345956.0,532908809.0
20221,A,골목상권,3110131,성수동카페거리,640890814.0,96379.0,502903766.0,137987048.0
20221,A,골목상권,3110251,장안중학교,140089739.0,18667.0,99808796.0,40280943.0
20221,A,골목상권,3110477,은평세무서,91016734.0,14197.0,64960198.0,26056536.0
20221,D,발달상권,3120070,한성대입구역,951935078.0,141979.0,676343328.0,275591750.0
20221,A,골목상권,3110453,신사1동주민센터,987028477.0,133459.0,708663243.0,278365234.0
20221,A,골목상권,3110452,새절역 3번,266090412.0,41742.0,199986014.0,66104398.0
20221,A,골목상권,3110812,신길6동주민센터,1097995750.0,170976.0,818972397.0,279023353.0
20221,A,골목상권,3110757,양평역 2번,455859698.0,62009.0,349312761.0,106546937.0
20221,A,골목상권,3110159,구의역 4번,1157111333.0,172523.0,831091981.0,326019352.0
20221,D,발달상권,3120032,충무로역,2152283299.0,317070.0,1713426463.0,438856836.0
20221,A,골목상권,3110376,수송초등학교,755311764.0,104968.0,542715136.0,212596628.0
20221,A,골목상권,3110934,우면주공아파트,426424981.0,55105.0,305160534.0,121264447.0
20221,A,골목상권,3110526,봉원사,63945683.0,8457.0,46419798.0,17525885.0
20221,A,골목상권,3111044,남천초등학교,332755747.0,47374.0,236954764.0,95800983.0
20221,U,관광특구,3001493,동대문패션타운 관광특구,4891806695.0,553999.0,3769440073.0,1122366622.0
20221,A,골목상권,3110174,아차산역 1번,425201507.0,55195.0,299584318.0,125617189.0
20221,A,골목상권,3110362,우이천 계성교,911714758.0,121316.0,636924490.0,274790268.0
20221,A,골목상권,3110846,남성역 1번,415115322.0,62546.0,295763534.0,119351788.0
20221,D,발달상권,3120019,경찰청앞교차로,963406189.0,157627.0,797465186.0,165941003.0
20221,A,골목상권,3110142,화양사거리,2154362592.0,293015.0,1469936718.0,684425874.0
20221,A,골목상권,3110346,4.19민주묘지역 2번,390702903.0,49335.0,273155771.0,117547132.0
20221,A,골목상권,3110342,국립재활원,167354840.0,20691.0,112368238.0,54986602.0
20221,A,골목상권,3110348,강북문화예술회관,167757537.0,23357.0,124472494.0,43285043.0
20221,D,발달상권,3120095,홍제역,148451478.0,22600.0,105900337.0,42551141.0
20221,R,전통시장,3130042,약수시장,252747818.0,37704.0,185126326.0,67621492.0
