기준_년분기_코드,행정동_코드,행정동_명,편의점_점포수
20231,11545710,시흥5동,2
20231,11560515,영등포본동,10
20231,11560535,영등포동,14
20231,11560540,여의동,41
20231,11560550,당산1동,9
20231,11560560,당산2동,12
20231,11560585,도림동,5
20231,11560605,문래동,8
20231,11560610,양평1동,9
20231,11560620,양평2동,10
20231,11560630,신길1동,7
20231,11560650,신길3동,2
20231,11560660,신길4동,2
20231,11560670,신길5동,0
20231,11560680,신길6동,6
20231,11560690,신길7동,6
20231,11560700,대림1동,2
20231,11560710,대림2동,8
20231,11560720,대림3동,8
20231,11590510,노량진1동,6
20231,11590520,노량진2동,1
20231,11590530,상도1동,10
20231,11590540,상도2동,5
20231,11590550,상도3동,3
20231,11590560,상도4동,0
20231,11590605,흑석동,8
20231,11590620,사당1동,5
20231,11590630,사당2동,6
20231,11590640,사당3동,2
20231,11590650,사당4동,0
20231,11590651,사당5동,2
20231,11590660,대방동,6
20231,11590670,신대방1동,3
20231,11590680,신대방2동,6
20231,11620525,보라매동,3
20231,11620545,청림동,1
20231,11620565,성현동,3
20231,11620575,행운동,6
20231,11620585,낙성대동,4
20231,11620595,청룡동,8
20231,11620605,은천동,4
20231,11620615,중앙동,4
20231,11620625,인헌동,7
20231,11620630,남현동,4
20231,11620645,서원동,5
20231,11620655,신원동,1
20231,11620665,서림동,5
20231,11620685,신사동,6
20231,11620695,신림동,6
20231,11620715,난향동,0
20231,11620725,조원동,3
20231,11620735,대학동,9
20231,11620745,삼성동,0
20231,11620765,미성동,3
20231,11620775,난곡동,8
20231,11650510,서초1동,6
20231,11650520,서초2동,9
20231,11650530,서초3동,19
20231,11650531,서초4동,13
20231,11650540,잠원동,5
20231,11650550,반포본동,4
20231,11650560,반포1동,4
20231,11650570,반포2동,5
20231,11650580,반포3동,2
20231,11650581,반포4동,11
20231,11650590,방배본동,6
20231,11650600,방배1동,5
20231,11650610,방배2동,5
20231,11650620,방배3동,5
20231,11650621,방배4동,6
20231,11650651,양재1동,14
20231,11650652,양재2동,13
20231,11650660,내곡동,5
20231,11680510,신사동,9
20231,11680521,논현1동,24
20231,11680531,논현2동,16
20231,11680545,압구정동,8
20231,11680565,청담동,14
20231,11680580,삼성1동,21
20231,11680590,삼성2동,16
20231,11680600,대치1동,7
20231,11680610,대치2동,14
20231,11680630,대치4동,24
20231,11680640,역삼1동,50
20231,11680650,역삼2동,15
20231,11680655,도곡1동,9
20231,11680656,도곡2동,8
20231,11680660,개포1동,0
20231,11680670,개포2동,7
20231,11680690,개포4동,6
20231,11680700,세곡동,5
20231,11680720,일원본동,4
20231,11680730,일원1동,2
20231,11680740,일원2동,0
20231,11680750,수서동,6
20231,11710510,풍납1동,2
20231,11710520,풍납2동,4
20231,11710531,거여1동,3
20231,11710532,거여2동,2
20231,11710540,마천1동,8
20231,11710550,마천2동,4
20231,11710561,방이1동,6
20231,11710562,방이2동,12
20231,11710566,오륜동,5
20231,11710570,오금동,9
20231,11710580,송파1동,8
20231,11710590,송파2동,6
20231,11710600,석촌동,9
20231,11710610,삼전동,13
20231,11710620,가락본동,12
20231,11710631,가락1동,1
20231,11710632,가락2동,4
20231,11710641,문정1동,4
20231,11710642,문정2동,17
20231,11710646,장지동,6
20231,11710647,위례동,5
20231,11710650,잠실본동,18
20231,11710670,잠실2동,1
20231,11710680,잠실3동,9
20231,11710690,잠실4동,1
20231,11710710,잠실6동,10
20231,11710720,잠실7동,0
20231,11740515,강일동,12
20231,11740520,상일동,5
20231,11740530,명일1동,3
20231,11740540,명일2동,4
20231,11740550,고덕1동,3
20231,11740560,고덕2동,4
20231,11740570,암사1동,8
20231,11740580,암사2동,3
20231,11740590,암사3동,0
20231,11740600,천호1동,3
20231,11740610,천호2동,13
20231,11740620,천호3동,3
20231,11740640,성내1동,4
20231,11740650,성내2동,2
20231,11740660,성내3동,5
20231,11740685,길동,16
20231,11740690,둔촌1동,1
20231,11740700,둔촌2동,8
20232,11110515,청운효자동,4
20232,11110530,사직동,4
20232,11110540,삼청동,0
20232,11110550,부암동,2
20232,11110560,평창동,3
20232,11110570,무악동,0
20232,11110580,교남동,5
20232,11110600,가회동,1
20232,11110615,종로1·2·3·4가동,21
20232,11110630,종로5·6가동,6
20232,11110640,이화동,2
20232,11110650,혜화동,7
20232,11110670,창신1동,1
20232,11110680,창신2동,0
20232,11110690,창신3동,0
20232,11110700,숭인1동,4
20232,11110710,숭인2동,2
20232,11140520,소공동,11
20232,11140540,회현동,23
20232,11140550,명동,33
20232,11140570,필동,3
20232,11140580,장충동,2
20232,11140590,광희동,10
20232,11140605,을지로동,5
20232,11140615,신당동,5
20232,11140625,다산동,0
20232,11140635,약수동,5
20232,11140645,청구동,1
20232,11140650,신당5동,1
20232,11140665,동화동,3
20232,11140670,황학동,3
20232,11140680,중림동,1
20232,11170510,후암동,7
20232,11170520,용산2가동,4
20232,11170530,남영동,9
20232,11170555,청파동,4
20232,11170560,원효로1동,9
20232,11170570,원효로2동,3
20232,11170580,효창동,2
20232,11170590,용문동,2
20232,11170625,한강로동,18
20232,11170630,이촌1동,6
20232,11170640,이촌2동,2
20232,11170650,이태원1동,6
20232,11170660,이태원2동,4
20232,11170685,한남동,4
20232,11170690,서빙고동,9
20232,11170700,보광동,1
20232,11200520,왕십리2동,2
20232,11200535,왕십리도선동,11
20232,11200540,마장동,2
20232,11200550,사근동,12
20232,11200560,행당1동,9
20232,11200570,행당2동,2
20232,11200580,응봉동,0
20232,11200590,금호1가동,2
20232,11200615,금호2·3가동,4
20232,11200620,금호4가동,3
20232,11200645,옥수동,3
20232,11200650,성수1가1동,3
20232,11200660,성수1가2동,7
20232,11200670,성수2가1동,3
20232,11200690,성수2가3동,8
20232,11200720,송정동,1
20232,11200790,용답동,5
20232,11215710,화양동,24
20232,11215730,군자동,9
20232,11215740,중곡1동,2
20232,11215750,중곡2동,9
20232,11215760,중곡3동,3
20232,11215770,중곡4동,4
20232,11215780,능동,5
20232,11215810,광장동,3
20232,11215820,자양1동,3
20232,11215830,자양2동,10
20232,11215840,자양3동,6
20232,11215847,자양4동,5
20232,11215850,구의1동,6
20232,11215860,구의2동,4
20232,11215870,구의3동,8
20232,11230536,용신동,14
20232,11230545,제기동,2
20232,11230560,전농1동,10
20232,11230570,전농2동,3
20232,11230600,답십리1동,7
20232,11230610,답십리2동,4
20232,11230650,장안1동,12
20232,11230660,장안2동,8
20232,11230705,청량리동,5
20232,11230710,회기동,5
20232,11230720,휘경1동,7
20232,11230730,휘경2동,2
20232,11230740,이문1동,8
20232,11230750,이문2동,3
20232,11260520,면목2동,5
20232,11260540,면목4동,4
20232,11260550,면목5동,1
20232,11260565,면목본동,5
20232,11260570,면목7동,4
20232,11260575,면목3·8동,3
20232,11260580,상봉1동,12
20232,11260590,상봉2동,7
20232,11260600,중화1동,3
20232,11260610,중화2동,2
20232,11260620,묵1동,4
20232,11260630,묵2동,3
20232,11260655,망우본동,11
20232,11260660,망우3동,1
20232,11260680,신내1동,6
20232,11260690,신내2동,1
20232,11290525,성북동,6
20232,11290555,삼선동,5
20232,11290575,동선동,5
20232,11290580,돈암1동,2
20232,11290590,돈암2동,2
20232,11290600,안암동,8
20232,11290610,보문동,2
20232,11290620,정릉1동,4
20232,11290630,정릉2동,4
20232,11290640,정릉3동,2
20232,11290650,정릉4동,2
20232,11290660,길음1동,3
20232,11290685,길음2동,2
20232,11290705,종암동,0
20232,11290715,월곡1동,3
20232,11290725,월곡2동,5
20232,11290760,장위1동,0
20232,11290770,장위2동,0
20232,11290780,장위3동,1
20232,11290810,석관동,6
20232,11305534,삼양동,0
20232,11305535,미아동,8
20232,11305545,송중동,5
20232,11305555,송천동,6
20232,11305575,삼각산동,2
20232,11305595,번1동,7
20232,11305603,번2동,1
20232,11305608,번3동,3
20232,11305615,수유1동,8
20232,11305625,수유2동,4
20232,11305635,수유3동,7
20232,11305645,우이동,4
20232,11305660,인수동,5
20232,11320511,창1동,1
20232,11320512,창2동,5
20232,11320513,창3동,3
20232,11320514,창4동,6
20232,11320515,창5동,8
20232,11320521,도봉1동,8
20232,11320522,도봉2동,2
20232,11320660,쌍문1동,4
20232,11320670,쌍문2동,2
20232,11320680,쌍문3동,4
20232,11320681,쌍문4동,3
20232,11320690,방학1동,5
20232,11320700,방학2동,5
20232,11320710,방학3동,4
20232,11350560,월계1동,11
20232,11350570,월계2동,3
20232,11350580,월계3동,2
20232,11350595,공릉1동,5
20232,11350600,공릉2동,12
20232,11350611,하계1동,6
20232,11350612,하계2동,1
20232,11350619,중계본동,2
20232,11350621,중계1동,3
20232,11350624,중계4동,5
20232,11350625,중계2·3동,0
20232,11350630,상계1동,2
20232,11350640,상계2동,5
20232,11350665,상계3·4동,4
20232,11350670,상계5동,5
20232,11350695,상계6·7동,8
20232,11350700,상계8동,0
20232,11350710,상계9동,1
20232,11350720,상계10동,1
20232,11380510,녹번동,7
20232,11380520,불광1동,6
20232,11380530,불광2동,1
20232,11380551,갈현1동,9
20232,11380552,갈현2동,5
20232,11380560,구산동,2
20232,11380570,대조동,7
20232,11380580,응암1동,5
20232,11380590,응암2동,4
20232,11380600,응암3동,11
20232,11380625,역촌동,10
20232,11380631,신사1동,3
20232,11380632,신사2동,6
20232,11380640,증산동,5
20232,11380650,수색동,0
20232,11380690,진관동,6
20232,11410520,천연동,3
20232,11410555,북아현동,0
20232,11410565,충현동,7
20232,11410585,신촌동,27
20232,11410615,연희동,11
20232,11410620,홍제1동,1
20232,11410640,홍제3동,3
20232,11410655,홍제2동,3
20232,11410660,홍은1동,4
20232,11410685,홍은2동,7
20232,11410690,남가좌1동,3
20232,11410700,남가좌2동,3
20232,11410710,북가좌1동,2
20232,11410720,북가좌2동,4
20232,11440555,아현동,2
20232,11440565,공덕동,10
20232,11440585,도화동,6
20232,11440590,용강동,8
20232,11440600,대흥동,4
20232,11440610,염리동,7
20232,11440630,신수동,1
20232,11440655,서강동,7
20232,11440660,서교동,36
20232,11440680,합정동,9
20232,11440690,망원1동,11
20232,11440700,망원2동,4
20232,11440710,연남동,9
20232,11440720,성산1동,6
20232,11440730,성산2동,4
20232,11440740,상암동,12
20232,11470510,목1동,9
20232,11470520,목2동,10
20232,11470530,목3동,3
20232,11470540,목4동,7
20232,11470550,목5동,2
20232,11470560,신월1동,4
20232,11470570,신월2동,2
20232,11470580,신월3동,1
20232,11470590,신월4동,3
20232,11470600,신월5동,3
20232,11470610,신월6동,1
20232,11470611,신월7동,4
20232,11470620,신정1동,2
20232,11470630,신정2동,3
20232,11470640,신정3동,5
20232,11470650,신정4동,13
20232,11470670,신정6동,5
20232,11470680,신정7동,2
20232,11500510,염창동,13
20232,11500520,등촌1동,4
20232,11500530,등촌2동,3
20232,11500535,등촌3동,10
20232,11500540,화곡1동,13
20232,11500550,화곡2동,2
20232,11500560,화곡3동,4
20232,11500570,화곡4동,2
20232,11500590,화곡본동,6
20232,11500591,화곡6동,10
20232,11500593,화곡8동,3
20232,11500603,가양1동,17
20232,11500604,가양2동,3
20232,11500605,가양3동,3
20232,11500611,발산1동,6
20232,11500615,우장산동,14
20232,11500620,공항동,12
20232,11500630,방화1동,7
20232,11500640,방화2동,10
20232,11500641,방화3동,5
20232,11530510,신도림동,12
20232,11530520,구로1동,2
20232,11530530,구로2동,9
20232,11530540,구로3동,15
20232,11530550,구로4동,8
20232,11530560,구로5동,7
20232,11530595,가리봉동,5
20232,11530720,고척1동,5
20232,11530730,고척2동,4
20232,11530740,개봉1동,6
20232,11530750,개봉2동,4
20232,11530760,개봉3동,0
20232,11530770,오류1동,7
20232,11530780,오류2동,5
20232,11530790,수궁동,7
20232,11530800,항동,2
20232,11545510,가산동,22
20232,11545610,독산1동,9
20232,11545620,독산2동,4
20232,11545630,독산3동,3
20232,11545640,독산4동,1
20232,11545670,시흥1동,4
20232,11545680,시흥2동,0
20232,11545690,시흥3동,2
20232,11545700,시흥4동,1
20232,11545710,시흥5동,3
20232,11560515,영등포본동,10
20232,11560535,영등포동,14
20232,11560540,여의동,40
20232,11560550,당산1동,10
20232,11560560,당산2동,11
20232,11560585,도림동,5
20232,11560605,문래동,7
20232,11560610,양평1동,9
20232,11560620,양평2동,10
20232,11560630,신길1동,7
20232,11560650,신길3동,2
20232,11560660,신길4동,2
20232,11560670,신길5동,0
20232,11560680,신길6동,7
20232,11560690,신길7동,6
20232,11560700,대림1동,2
20232,11560710,대림2동,8
20232,11560720,대림3동,8
20232,11590510,노량진1동,6
20232,11590520,노량진2동,1
20232,11590530,상도1동,11
20232,11590540,상도2동,5
20232,11590550,상도3동,3
20232,11590560,상도4동,0
20232,11590605,흑석동,8
20232,11590620,사당1동,4
20232,11590630,사당2동,6
20232,11590640,사당3동,1
20232,11590650,사당4동,0
20232,11590651,사당5동,2
20232,11590660,대방동,8
20232,11590670,신대방1동,3
20232,11590680,신대방2동,5
20232,11620525,보라매동,3
20232,11620545,청림동,1
20232,11620565,성현동,3
20232,11620575,행운동,5
20232,11620585,낙성대동,5
20232,11620595,청룡동,8
20232,11620605,은천동,4
20232,11620615,중앙동,5
20232,11620625,인헌동,7
20232,11620630,남현동,5
20232,11620645,서원동,5
20232,11620655,신원동,1
20232,11620665,서림동,5
20232,11620685,신사동,6
20232,11620695,신림동,6
20232,11620715,난향동,0
20232,11620725,조원동,3
20232,11620735,대학동,10
20232,11620745,삼성동,0
20232,11620765,미성동,3
20232,11620775,난곡동,8
20232,11650510,서초1동,6
20232,11650520,서초2동,9
20232,11650530,서초3동,19
20232,11650531,서초4동,13
20232,11650540,잠원동,5
20232,11650550,반포본동,4
20232,11650560,반포1동,4
20232,11650570,반포2동,3
20232,11650580,반포3동,2
20232,11650581,반포4동,10
20232,11650590,방배본동,7
20232,11650600,방배1동,5
20232,11650610,방배2동,7
20232,11650620,방배3동,5
20232,11650621,방배4동,6
20232,11650651,양재1동,14
20232,11650652,양재2동,13
20232,11650660,내곡동,4
20232,11680510,신사동,9
20232,11680521,논현1동,24
20232,11680531,논현2동,17
20232,11680545,압구정동,8
20232,11680565,청담동,15
20232,11680580,삼성1동,20
20232,11680590,삼성2동,16
20232,11680600,대치1동,7
20232,11680610,대치2동,14
20232,11680630,대치4동,24
20232,11680640,역삼1동,51
20232,11680650,역삼2동,15
20232,11680655,도곡1동,9
20232,11680656,도곡2동,8
20232,11680660,개포1동,0
20232,11680670,개포2동,8
20232,11680690,개포4동,6
20232,11680700,세곡동,6
20232,11680720,일원본동,4
20232,11680730,일원1동,2
20232,11680740,일원2동,0
20232,11680750,수서동,6
20232,11710510,풍납1동,2
20232,11710520,풍납2동,5
20232,11710531,거여1동,3
20232,11710532,거여2동,3
20232,11710540,마천1동,8
20232,11710550,마천2동,5
20232,11710561,방이1동,7
20232,11710562,방이2동,14
20232,11710566,오륜동,5
20232,11710570,오금동,9
20232,11710580,송파1동,8
20232,11710590,송파2동,8
20232,11710600,석촌동,10
20232,11710610,삼전동,13
20232,11710620,가락본동,12
20232,11710631,가락1동,1
20232,11710632,가락2동,4
20232,11710641,문정1동,4
20232,11710642,문정2동,18
20232,11710646,장지동,6
20232,11710647,위례동,5
20232,11710650,잠실본동,18
20232,11710670,잠실2동,1
20232,11710680,잠실3동,10
20232,11710690,잠실4동,1
20232,11710710,잠실6동,10
20232,11710720,잠실7동,0
20232,11740515,강일동,12
20232,11740520,상일동,5
20232,11740530,명일1동,3
20232,11740540,명일2동,4
20232,11740550,고덕1동,3
20232,11740560,고덕2동,4
20232,11740570,암사1동,8
20232,11740580,암사2동,3
20232,11740590,암사3동,0
20232,11740600,천호1동,3
20232,11740610,천호2동,14
20232,11740620,천호3동,5
20232,11740640,성내1동,4
20232,11740650,성내2동,2
20232,11740660,성내3동,5
20232,11740685,길동,15
20232,11740690,둔촌1동,1
20232,11740700,둔촌2동,8
20233,11110515,청운효자동,4
20233,11110530,사직동,4
20233,11110540,삼청동,1
20233,11110550,부암동,2
20233,11110560,평창동,3
20233,11110570,무악동,0
20233,11110580,교남동,5
20233,11110600,가회동,1
20233,11110615,종로1·2·3·4가동,22
20233,11110630,종로5·6가동,6
20233,11110640,이화동,2
20233,11110650,혜화동,7
20233,11110670,창신1동,1
20233,11110680,창신2동,0
20233,11110690,창신3동,0
20233,11110700,숭인1동,4
20233,11110710,숭인2동,2
20233,11140520,소공동,11
20233,11140540,회현동,22
20233,11140550,명동,33
20233,11140570,필동,4
20233,11140580,장충동,2
20233,11140590,광희동,11
20233,11140605,을지로동,5
20233,11140615,신당동,5
20233,11140625,다산동,0
20233,11140635,약수동,5
20233,11140645,청구동,1
20233,11140650,신당5동,1
20233,11140665,동화동,3
20233,11140670,황학동,3
20233,11140680,중림동,1
20233,11170510,후암동,7
20233,11170520,용산2가동,4
20233,11170530,남영동,9
20233,11170555,청파동,4
20233,11170560,원효로1동,9
20233,11170570,원효로2동,3
20233,11170580,효창동,2
20233,11170590,용문동,2
20233,11170625,한강로동,18
20233,11170630,이촌1동,6
20233,11170640,이촌2동,2
20233,11170650,이태원1동,6
20233,11170660,이태원2동,4
20233,11170685,한남동,5
20233,11170690,서빙고동,9
20233,11170700,보광동,1
20233,11200520,왕십리2동,2
20233,11200535,왕십리도선동,11
20233,11200540,마장동,2
20233,11200550,사근동,12
20233,11200560,행당1동,9
20233,11200570,행당2동,2
20233,11200580,응봉동,1
20233,11200590,금호1가동,2
20233,11200615,금호2·3가동,4
20233,11200620,금호4가동,3
20233,11200645,옥수동,3
20233,11200650,성수1가1동,3
20233,11200660,성수1가2동,8
20233,11200670,성수2가1동,3
20233,11200690,성수2가3동,8
20233,11200720,송정동,1
20233,11200790,용답동,5
20233,11215710,화양동,24
20233,11215730,군자동,9
20233,11215740,중곡1동,3
20233,11215750,중곡2동,9
20233,11215760,중곡3동,3
20233,11215770,중곡4동,4
20233,11215780,능동,5
20233,11215810,광장동,3
20233,11215820,자양1동,3
20233,11215830,자양2동,10
20233,11215840,자양3동,6
20233,11215847,자양4동,6
20233,11215850,구의1동,6
20233,11215860,구의2동,4
20233,11215870,구의3동,8
20233,11230536,용신동,14
20233,11230545,제기동,2
20233,11230560,전농1동,11
20233,11230570,전농2동,3
20233,11230600,답십리1동,7
20233,11230610,답십리2동,4
20233,11230650,장안1동,12
20233,11230660,장안2동,9
20233,11230705,청량리동,6
20233,11230710,회기동,5
20233,11230720,휘경1동,7
20233,11230730,휘경2동,2
20233,11230740,이문1동,8
20233,11230750,이문2동,4
20233,11260520,면목2동,5
20233,11260540,면목4동,4
20233,11260550,면목5동,1
20233,11260565,면목본동,5
20233,11260570,면목7동,4
20233,11260575,면목3·8동,5
20233,11260580,상봉1동,13
20233,11260590,상봉2동,7
20233,11260600,중화1동,2
20233,11260610,중화2동,3
20233,11260620,묵1동,4
20233,11260630,묵2동,3
20233,11260655,망우본동,11
20233,11260660,망우3동,1
20233,11260680,신내1동,6
20233,11260690,신내2동,1
20233,11290525,성북동,7
20233,11290555,삼선동,5
20233,11290575,동선동,6
20233,11290580,돈암1동,2
20233,11290590,돈암2동,2
20233,11290600,안암동,8
20233,11290610,보문동,2
20233,11290620,정릉1동,4
20233,11290630,정릉2동,4
20233,11290640,정릉3동,2
20233,11290650,정릉4동,3
20233,11290660,길음1동,4
20233,11290685,길음2동,2
20233,11290705,종암동,0
20233,11290715,월곡1동,3
20233,11290725,월곡2동,5
20233,11290760,장위1동,0
20233,11290770,장위2동,1
20233,11290780,장위3동,1
20233,11290810,석관동,5
20233,11305534,삼양동,1
20233,11305535,미아동,8
20233,11305545,송중동,6
20233,11305555,송천동,6
20233,11305575,삼각산동,2
20233,11305595,번1동,6
20233,11305603,번2동,1
20233,11305608,번3동,3
20233,11305615,수유1동,9
20233,11305625,수유2동,4
20233,11305635,수유3동,7
20233,11305645,우이동,4
20233,11305660,인수동,5
20233,11320511,창1동,2
20233,11320512,창2동,5
20233,11320513,창3동,3
20233,11320514,창4동,6
20233,11320515,창5동,8
20233,11320521,도봉1동,9
20233,11320522,도봉2동,2
20233,11320660,쌍문1동,4
20233,11320670,쌍문2동,2
20233,11320680,쌍문3동,4
20233,11320681,쌍문4동,3
20233,11320690,방학1동,5
20233,11320700,방학2동,6
20233,11320710,방학3동,4
20233,11350560,월계1동,11
20233,11350570,월계2동,3
20233,11350580,월계3동,2
20233,11350595,공릉1동,6
20233,11350600,공릉2동,14
20233,11350611,하계1동,6
20233,11350612,하계2동,1
20233,11350619,중계본동,3
20233,11350621,중계1동,3
20233,11350624,중계4동,4
20233,11350625,중계2·3동,0
20233,11350630,상계1동,2
20233,11350640,상계2동,4
20233,11350665,상계3·4동,5
20233,11350670,상계5동,5
20233,11350695,상계6·7동,9
20233,11350700,상계8동,0
20233,11350710,상계9동,1
20233,11350720,상계10동,1
20233,11380510,녹번동,8
20233,11380520,불광1동,6
20233,11380530,불광2동,1
20233,11380551,갈현1동,7
20233,11380552,갈현2동,5
20233,11380560,구산동,2
20233,11380570,대조동,8
20233,11380580,응암1동,5
20233,11380590,응암2동,4
20233,11380600,응암3동,11
20233,11380625,역촌동,11
20233,11380631,신사1동,4
20233,11380632,신사2동,5
20233,11380640,증산동,5
20233,11380650,수색동,3
20233,11380690,진관동,5
20233,11410520,천연동,3
20233,11410555,북아현동,0
20233,11410565,충현동,7
20233,11410585,신촌동,31
20233,11410615,연희동,11
20233,11410620,홍제1동,2
20233,11410640,홍제3동,3
20233,11410655,홍제2동,4
20233,11410660,홍은1동,4
20233,11410685,홍은2동,7
20233,11410690,남가좌1동,3
20233,11410700,남가좌2동,3
20233,11410710,북가좌1동,2
20233,11410720,북가좌2동,4
20233,11440555,아현동,2
20233,11440565,공덕동,10
20233,11440585,도화동,5
20233,11440590,용강동,7
20233,11440600,대흥동,4
20233,11440610,염리동,7
20233,11440630,신수동,1
20233,11440655,서강동,8
20233,11440660,서교동,36
20233,11440680,합정동,9
20233,11440690,망원1동,10
20233,11440700,망원2동,4
20233,11440710,연남동,10
20233,11440720,성산1동,6
20233,11440730,성산2동,7
20233,11440740,상암동,14
20233,11470510,목1동,9
20233,11470520,목2동,10
20233,11470530,목3동,3
20233,11470540,목4동,7
20233,11470550,목5동,1
20233,11470560,신월1동,4
20233,11470570,신월2동,2
20233,11470580,신월3동,1
20233,11470590,신월4동,4
20233,11470600,신월5동,4
20233,11470610,신월6동,1
20233,11470611,신월7동,4
20233,11470620,신정1동,2
20233,11470630,신정2동,3
20233,11470640,신정3동,5
20233,11470650,신정4동,13
20233,11470670,신정6동,6
20233,11470680,신정7동,2
20233,11500510,염창동,13
20233,11500520,등촌1동,4
20233,11500530,등촌2동,3
20233,11500535,등촌3동,9
20233,11500540,화곡1동,13
20233,11500550,화곡2동,2
20233,11500560,화곡3동,6
20233,11500570,화곡4동,2
20233,11500590,화곡본동,7
20233,11500591,화곡6동,10
20233,11500593,화곡8동,4
20233,11500603,가양1동,18
20233,11500604,가양2동,3
20233,11500605,가양3동,3
20233,11500611,발산1동,7
20233,11500615,우장산동,15
20233,11500620,공항동,13
20233,11500630,방화1동,8
20233,11500640,방화2동,10
20233,11500641,방화3동,6
20233,11530510,신도림동,12
20233,11530520,구로1동,2
20233,11530530,구로2동,9
20233,11530540,구로3동,15
20233,11530550,구로4동,8
20233,11530560,구로5동,8
20233,11530595,가리봉동,5
20233,11530720,고척1동,5
20233,11530730,고척2동,3
20233,11530740,개봉1동,6
20233,11530750,개봉2동,4
20233,11530760,개봉3동,0
20233,11530770,오류1동,7
20233,11530780,오류2동,5
20233,11530790,수궁동,7
20233,11530800,항동,2
20233,11545510,가산동,24
20233,11545610,독산1동,9
20233,11545620,독산2동,4
20233,11545630,독산3동,4
20233,11545640,독산4동,2
20233,11545670,시흥1동,5
20233,11545680,시흥2동,0
20233,11545690,시흥3동,2
20233,11545700,시흥4동,1
20233,11545710,시흥5동,3
20233,11560515,영등포본동,10
20233,11560535,영등포동,16
20233,11560540,여의동,38
20233,11560550,당산1동,11
20233,11560560,당산2동,11
20233,11560585,도림동,5
20233,11560605,문래동,7
20233,11560610,양평1동,9
20233,11560620,양평2동,10
20233,11560630,신길1동,7
20233,11560650,신길3동,4
20233,11560660,신길4동,2
20233,11560670,신길5동,0
20233,11560680,신길6동,7
20233,11560690,신길7동,5
20233,11560700,대림1동,2
20233,11560710,대림2동,9
20233,11560720,대림3동,8
20233,11590510,노량진1동,6
20233,11590520,노량진2동,1
20233,11590530,상도1동,11
20233,11590540,상도2동,6
20233,11590550,상도3동,3
20233,11590560,상도4동,0
20233,11590605,흑석동,9
20233,11590620,사당1동,4
20233,11590630,사당2동,6
20233,11590640,사당3동,1
20233,11590650,사당4동,0
20233,11590651,사당5동,2
20233,11590660,대방동,8
20233,11590670,신대방1동,3
20233,11590680,신대방2동,6
20233,11620525,보라매동,4
20233,11620545,청림동,1
20233,11620565,성현동,3
20233,11620575,행운동,4
20233,11620585,낙성대동,6
20233,11620595,청룡동,8
20233,11620605,은천동,4
20233,11620615,중앙동,5
20233,11620625,인헌동,7
20233,11620630,남현동,5
20233,11620645,서원동,5
20233,11620655,신원동,1
20233,11620665,서림동,5
20233,11620685,신사동,6
20233,11620695,신림동,6
20233,11620715,난향동,0
20233,11620725,조원동,3
20233,11620735,대학동,9
20233,11620745,삼성동,0
20233,11620765,미성동,3
20233,11620775,난곡동,8
20233,11650510,서초1동,6
20233,11650520,서초2동,9
20233,11650530,서초3동,19
20233,11650531,서초4동,13
20233,11650540,잠원동,5
20233,11650550,반포본동,2
20233,11650560,반포1동,4
20233,11650570,반포2동,12
20233,11650580,반포3동,2
20233,11650581,반포4동,10
20233,11650590,방배본동,7
20233,11650600,방배1동,5
20233,11650610,방배2동,7
20233,11650620,방배3동,5
20233,11650621,방배4동,6
20233,11650651,양재1동,15
20233,11650652,양재2동,14
20233,11650660,내곡동,4
20233,11680510,신사동,9
20233,11680521,논현1동,25
20233,11680531,논현2동,18
20233,11680545,압구정동,9
20233,11680565,청담동,15
20233,11680580,삼성1동,19
20233,11680590,삼성2동,16
20233,11680600,대치1동,8
20233,11680610,대치2동,15
20233,11680630,대치4동,24
20233,11680640,역삼1동,51
20233,11680650,역삼2동,15
20233,11680655,도곡1동,9
20233,11680656,도곡2동,8
20233,11680660,개포1동,0
20233,11680670,개포2동,8
20233,11680690,개포4동,6
20233,11680700,세곡동,6
20233,11680720,일원본동,4
20233,11680730,일원1동,2
20233,11680740,일원2동,1
20233,11680750,수서동,6
20233,11710510,풍납1동,3
20233,11710520,풍납2동,5
20233,11710531,거여1동,3
20233,11710532,거여2동,3
20233,11710540,마천1동,8
20233,11710550,마천2동,5
20233,11710561,방이1동,8
20233,11710562,방이2동,14
20233,11710566,오륜동,5
20233,11710570,오금동,8
20233,11710580,송파1동,9
20233,11710590,송파2동,7
20233,11710600,석촌동,10
20233,11710610,삼전동,14
20233,11710620,가락본동,13
20233,11710631,가락1동,1
20233,11710632,가락2동,4
20233,11710641,문정1동,4
20233,11710642,문정2동,19
20233,11710646,장지동,6
20233,11710647,위례동,5
20233,11710650,잠실본동,20
20233,11710670,잠실2동,2
20233,11710680,잠실3동,10
20233,11710690,잠실4동,1
20233,11710710,잠실6동,10
20233,11710720,잠실7동,0
20233,11740515,강일동,12
20233,11740520,상일동,5
20233,11740530,명일1동,4
20233,11740540,명일2동,4
20233,11740550,고덕1동,3
20233,11740560,고덕2동,6
20233,11740570,암사1동,10
20233,11740580,암사2동,3
20233,11740590,암사3동,0
20233,11740600,천호1동,3
20233,11740610,천호2동,14
20233,11740620,천호3동,5
20233,11740640,성내1동,5
20233,11740650,성내2동,2
20233,11740660,성내3동,5
20233,11740685,길동,16
20233,11740690,둔촌1동,1
20233,11740700,둔촌2동,8
20234,11110515,청운효자동,3
20234,11110530,사직동,3
20234,11110540,삼청동,1
20234,11110550,부암동,2
