상권구분_코드,상권구분_명,상권_코드,상권_명,행정동_코드,행정동_코드_명
A,골목상권,3110301,성신여대입구역 7번,11290575,동선동
A,골목상권,3110302,보문역 8번,11290610,보문동
A,골목상권,3110303,성신여대입구역 1번,11290575,동선동
A,골목상권,3110304,보문역 4번,11290600,안암동
A,골목상권,3110305,보문역 5번,11290600,안암동
A,골목상권,3110306,미아초등학교,11290660,길음1동
A,골목상권,3110307,길음역 7번,11290660,길음1동
A,골목상권,3110308,길음역 8번,11290685,길음2동
A,골목상권,3110309,대광초등학교,11290600,안암동
A,골목상권,3110291,한성대입구역 3번,11290555,삼선동
A,골목상권,3110292,정릉역 2번,11290630,정릉2동
A,골목상권,3110293,삼선중학교,11290525,성북동
A,골목상권,3110294,서경대학교,11290650,정릉4동
A,골목상권,3110295,정릉우체국,11290630,정릉2동
A,골목상권,3110296,성신여대입구역 4번,11290575,동선동
A,골목상권,3110297,경동고등학교,11290555,삼선동
A,골목상권,3110310,길음역 10번,11290685,길음2동
A,골목상권,3110311,종암아이파크2차후문,11290705,종암동
A,골목상권,3110312,안암역 2번,11290600,안암동
A,골목상권,3110313,안암역 3번,11290600,안암동
A,골목상권,3110314,종암경찰서,11290705,종암동
A,골목상권,3110315,종암아이파크2차,11290705,종암동
A,골목상권,3110316,숭곡초등학교,11290715,월곡1동
A,골목상권,3110317,종암중학교,11290705,종암동
A,골목상권,3110318,KT월곡지사,11290715,월곡1동
A,골목상권,3110319,종암동주민센터,11290705,종암동
A,골목상권,3110353,수유동우체국,11305625,수유2동
A,골목상권,3110354,삼각산119안전센터,11305575,삼각산동
A,골목상권,3110347,구세군강북종합사회복지관,11305534,삼양동
A,골목상권,3110348,강북문화예술회관,11305660,인수동
A,골목상권,3110349,화계역 2번,11305615,수유1동
A,골목상권,3110324,월곡역 4번,11290725,월곡2동
A,골목상권,3110325,장곡초등학교,11290760,장위1동
A,골목상권,3110326,장위동성당,11290760,장위1동
A,골목상권,3110327,상월곡역 2번,11290770,장위2동
A,골목상권,3110328,상월곡역 3번,11290810,석관동
A,골목상권,3110329,우리은행체육관,11290770,장위2동
A,골목상권,3110330,돌곶이역 1번,11290770,장위2동
A,골목상권,3110331,돌곶이역 8번,11290810,석관동
A,골목상권,3110332,돌곶이역 3번,11290770,장위2동
A,골목상권,3110333,돌곶이역 5번,11290810,석관동
A,골목상권,3110334,석관중앙교회,11290810,석관동
A,골목상권,3110335,석계역 7번,11290810,석관동
A,골목상권,3110336,석관고등학교,11290810,석관동
A,골목상권,3110337,아카데미하우스,11305660,인수동
A,골목상권,3110338,인수초등학교,11305660,인수동
A,골목상권,3110339,국립4.19민주묘지,11305645,우이동
A,골목상권,3110340,인수중학교,11305660,인수동
A,골목상권,3110341,북한산우이역 2번,11305645,우이동
A,골목상권,3110342,국립재활원,11305660,인수동
A,골목상권,3110343,무너미어린이공원,11305645,우이동
A,골목상권,3110344,화계중학교,11305615,수유1동
A,골목상권,3110366,광산사거리,11305635,수유3동
A,골목상권,3110345,솔밭공원역 2번,11305645,우이동
A,골목상권,3110346,4.19민주묘지역 2번,11305645,우이동
A,골목상권,3110350,가오리역 2번,11305660,인수동
A,골목상권,3110351,수유북부시장옆,11305660,인수동
A,골목상권,3110352,수유1동주민센터,11305615,수유1동
A,골목상권,3110371,삼양입구사거리,11305555,송천동
A,골목상권,3110372,강북중학교,11305635,수유3동
A,골목상권,3110355,삼양사거리역 2번,11305534,삼양동
A,골목상권,3110356,덕수교,11305625,수유2동
A,골목상권,3110357,가오리역 1번,11305625,수유2동
A,골목상권,3110360,수유초등학교,11305615,수유1동
A,골목상권,3110361,삼양사거리역 1번,11305555,송천동
A,골목상권,3110362,우이천 계성교,11305625,수유2동
A,골목상권,3110363,송천동주민센터,11305555,송천동
A,골목상권,3110364,미아역 8번,11305535,미아동
A,골목상권,3110365,미아역 5번,11305535,미아동
A,골목상권,3110358,인수동 우편취급국,11305635,수유3동
